H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
95.96430206,2712.52002,11.82380009,75.7220993,57.28689957,40.2215004,121.5469971,2613.76001,17.02210045,65.45179749,54.32490158,30.7567997,177.0950012,45.27610016,18.18939972,149.2720032,55.98860168,18.71559906,1,0,0,0,33.8
109.4970016,1793.290039,14.2354002,59.46239853,52.89849854,35.14509964,66.63870239,1855.180054,7.152080059,60.72600174,60.15810013,27.0666008,180.3639984,43.10950089,17.06480026,146.3840027,54.79790115,17.15909958,1,0,0,0,0.0
84.78949738,2561.379883,9.911520004,67.43720245,57.30329895,33.36539841,81.53029633,2563.98999,9.709300041,68.186203,55.86309814,26.1534996,163.5939941,51.03179932,18.37229919,147.2870026,62.38150024,18.46520042,1,0,0,0,11.3
63.18420029,2909.350098,5.466569901,57.53369904,36.56110001,4.721300125,62.54629898,2921.639893,5.519939899,66.89369965,36.13290024,4.122719765,171.326004,57.00730133,19.79929924,158.6529999,66.49819946,21.07239914,0,0,0,1,0.0
131.2680054,1452.219971,18.14349937,64.52189636,72.08540344,44.71239853,125.0569992,1316.280029,18.50740051,60.43659973,76.38960266,34.55820084,186.2149963,35.97159958,16.85400009,143.5850067,47.50469971,15.98050022,1,0,0,0,0.0
133.2369995,2038.48999,18.83259964,76.26529694,86.62529755,63.34870148,182.776001,1803.050049,30.10659981,61.03329849,75.67120361,48.44409943,193.9299927,30.54050064,17.00279999,142.5950012,43.29169846,16.52510071,0,0,0,1,33.8
65.9088974,3090.840088,5.959360123,62.0196991,46.55239868,5.06388998,51.80279922,3278.77002,5.305640221,66.80470276,45.4557991,3.638859987,158.7850037,57.82910156,19.97220039,148.6829987,69.38220215,18.37529945,0,0,0,1,0.0
121.3970032,1602.109985,16.39959908,60.99750137,62.75030136,39.05559921,93.30439758,1526.359985,12.32750034,60.80670166,69.35630035,30.23679924,183.6660004,39.34220123,17.07239914,144.3950043,51.45399857,16.84359932,0,0,0,1,22.5
63.49520111,2971.27002,5.570559978,60.56819916,58.88579941,5.315189838,72.45780182,2903.879883,6.506949902,67.1147995,58.90250015,4.083789825,150.401001,58.05899811,20.26609993,148.3049927,70.2457962,18.78059959,1,0,0,0,11.3
68.08519745,3373.879883,6.610040188,66.04750061,46.83470154,5.043119907,56.4958992,3673.199951,6.517159939,68.01239777,45.84400177,3.429709911,161.8569946,64.88009644,20.06679916,146.4450073,81.08979797,18.03730011,0,0,0,1,0.0
61.25540161,3207.040039,5.646649837,64.35540009,42.16859818,4.829740047,63.52399826,3223.439941,6.768640041,67.19139862,42.89860153,3.987420082,171.3000031,58.48559952,20.46139908,153.2330017,71.88159943,21.11149979,0,0,0,1,0.0
62.18379974,3025.370117,5.49034977,62.18299866,62.30490112,4.975560188,63.53379822,2973.179932,5.889719963,67.50640106,61.83390045,4.117710114,156.8289948,59.00040054,20.30719948,149.0140076,71.09369659,20.29039955,1,0,0,0,22.5
120.7720032,1838.790039,16.62669945,71.85079956,95.56939697,56.93230057,135.095993,1793.25,21.29529953,61.10800171,92.35669708,45.07160187,161.8910065,33.74359894,16.71920013,136.9349976,48.46820068,14.21030045,1,0,0,0,0.0
62.05039978,3176.219971,5.692349911,64.09729767,42.75500107,4.861289978,60.50989914,3203.100098,6.374040127,67.30590057,43.29550171,4.086740017,171.1130066,57.85309982,20.42910004,153.7660065,70.70359802,21.39539909,0,0,0,1,0.0
