M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
344.4630127,3579.199951,43.34069824,449.7829895,250.8000031,16.57349968,448.7210083,3553.939941,58.94189835,410.8450012,244.5460052,10.68959999,217.5839996,68.23239899,39.4905014,201.8480072,82.84629822,43.33779907,0,0,0,1
462.0400085,3446.77002,45.03350067,463.6560059,266.4570007,17.87179947,522.0079956,3502.290039,56.82780075,434.3439941,271.1990051,11.0607996,210.9790039,63.12239838,38.52289963,208.4689941,68.65969849,41.17150116,0,0,0,1
277.243988,3783.5,45.28749847,434.269989,206.9790039,13.25179958,323.428009,3753.669922,59.76089859,403.3659973,198.6289978,8.897789955,218.2929993,77.13659668,39.34000015,205.7149963,83.44589996,42.21559906,0,0,0,1
285.8699951,3798.429932,49.03630066,448.677002,227.8890076,14.67350006,342.3410034,3802.280029,63.55889893,411.3129883,228.7850037,9.259770393,219.8289948,84.05879974,39.41999817,219.9929962,89.4618988,42.88570023,0,0,0,1
317.7130127,3512.139893,42.2132988,430.2390137,226.0379944,14.87989998,382.2260132,3518.72998,56.80479813,395.9949951,226.298996,8.954380035,216.3359985,70.10790253,38.38190079,199.9400024,80.73619843,41.80379868,1,0,0,0
317.9769897,3489.25,40.43650055,423.4710083,219.6759949,15.43739986,356.4519958,3491.649902,53.49530029,390.3150024,213.0780029,9.181280136,209.3809967,67.42919922,37.74309921,198.147995,79.10790253,41.02420044,1,0,0,0
380.1470032,3251.679932,42.46929932,436.6159973,245.8690033,16.73419952,436.6390076,3324.22998,54.90739822,398.0580139,255.1790009,9.779290199,210.1519928,64.28829956,38.50299835,193.3059998,75.15170288,41.06969833,0,0,0,1
423.355011,3399.209961,43.43730164,448.7609863,254.6329956,17.36030006,475.8880005,3374.02002,56.4007988,409.8630066,250.9869995,10.19019985,211.2630005,63.56090164,38.54069901,198.7380066,71.48919678,41.3083992,0,0,0,1
329.2309875,3453.25,42.31420135,430.2479858,228.6300049,14.92029953,380.2210083,3481.590088,55.79000092,394.9869995,227.3990021,9.059519768,211.8390045,69.26679993,38.19300079,197.0919952,80.17220306,41.61119843,1,0,0,0
325.5610046,3579.330078,38.43799973,423.8890076,220.970993,16.27219963,368.3900146,3546.429932,50.82649994,390.6419983,203.0720062,9.650409698,210.8560028,66.25309753,38.06610107,199.8240051,78.74960327,40.55490112,0,0,0,1
373.2839966,3257.669922,42.28170013,434.9460144,243.3000031,16.48740005,430.2149963,3329.840088,54.11249924,396.303009,250.5700073,9.633609772,209.3090057,64.24430084,38.4518013,190.6620026,76.75109863,40.89339828,1,0,0,0
369.7090149,3279.5,41.98939896,433.29599,242.1199951,16.86030006,419.4119873,3328.699951,54.34159851,393.5679932,248.7109985,9.7582798,211.0599976,64.74089813,38.56439972,196.3179932,74.53700256,41.16939926,0,0,0,1
