M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
86.79060364,4247.339844,31.29170036,395.7879944,124.4909973,14.32509995,121.9250031,4228.890137,41.69850159,350.1019897,117.6589966,9.090259552,226.8959961,98.99749756,40.63759995,218.6920013,114.5739975,40.77970123,1,0,0,0
158.7189941,4193.919922,31.05380058,393.0639954,128.6300049,13.16800022,203.5200043,4218.850098,42.45709991,350.6669922,112.6949997,8.515870094,215.3650055,97.66519928,136.7890015,198.1199951,107.2750015,40.65140152,0,0,0,1
135.5939941,4243.689941,30.9307003,390.4970093,123.9430008,12.98159981,177.4429932,4248.359863,42.76399994,348.1789856,110.9960022,8.649350166,209.6210022,99.6792984,133.8419952,197.5890045,109.1169968,39.91759872,1,0,0,0
154.1519928,4162.459961,30.97540092,391.4169922,123.1429977,13.69690037,205.0079956,4143.689941,43.32429886,348.7139893,112.2679977,8.571920395,219.9810028,89.51920319,137.2810059,209.7220001,104.4850006,43.98350143,1,0,0,0
54.30989838,4083.820068,29.75370026,399.9309998,130.4420013,14.29160023,91.55419922,4023.48999,41.66410065,357.7279968,121.2770004,8.935390472,230.2559967,101.086998,42.0821991,233.1860046,115.5279999,41.99760056,1,0,0,0
158.4889984,4158.089844,30.77090073,391.4070129,121.0009995,13.66899967,211.4499969,4137.189941,43.31430054,347.9970093,111.0419998,8.588470459,219.8659973,86.54869843,136.6779938,214.2299957,104.2850037,43.95360184,1,0,0,0
147.6660004,4282.160156,32.12220001,399.5929871,133.9660034,15.01790047,185.9060059,4314.509766,41.78710175,347.3359985,120.3239975,7.818900108,239.7830048,100.8980026,36.93790054,209.2810059,112.0889969,31.36260033,1,0,0,0
158.1210022,4161.950195,30.67379951,391.5270081,120.5810013,13.66300011,212.0110016,4139.72998,43.30580139,346.3129883,110.2300034,8.650580406,220.1670074,82.27909851,136.1459961,216.6499939,103.5189972,43.94850159,1,0,0,0
153.8070068,4101.529785,30.53149986,400.0589905,127.5279999,13.53559971,205.5630035,4062.469971,42.23740005,353.6929932,115.3830032,8.693209648,222.2369995,89.23120117,134.3630066,209.5709991,104.8089981,47.28359985,1,0,0,0
135.7189941,4043.090088,31.25919914,403.821991,135.3040009,14.61260033,163.473999,3989.860107,41.71099854,360.6520081,121.0920029,7.711289883,245.5390015,96.2664032,43.34049988,223.7559967,106.6360016,37.99290085,1,0,0,0
191.727005,4008.909912,30.11100006,397.7720032,136.25,12.89939976,247.5709991,3928.669922,42.42229843,362.9609985,122.6259995,8.213809967,220.4530029,84.90329742,131.2400055,203.572998,100.7399979,46.15610123,1,0,0,0
168.5980072,4047.449951,30.13680077,401.5100098,129.5599976,13.43340015,224.2109985,3988.350098,42.0428009,358.803009,118.8659973,8.557459831,223.5559998,87.91329956,132.8410034,212.3789978,104.5540009,48.71900177,0,0,0,1
142.2290039,4225.689941,30.67560005,390.2709961,121.663002,13.05259991,183.6679993,4251.02002,42.76129913,347.9119873,109.4560013,8.702420235,210.2079926,100.8949966,139.7030029,193.5220032,108.1589966,40.26530075,0,0,0,1
