H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
35.82339859,2090.899902,4.510650158,65.29570007,41.5802002,2.9036901,41.69200134,2073.25,4.990019798,53.08140182,40.08589935,1.797659993,226.8959961,98.99749756,40.63759995,218.6920013,114.5739975,40.77970123,1,0,0,0,0.0
47.49430084,2085.280029,4.506909847,67.78420258,39.72499847,2.29163003,51.41749954,2103.669922,4.945799828,49.86740112,36.03490067,1.571280003,215.3650055,97.66519928,136.7890015,198.1199951,107.2750015,40.65140152,0,0,0,1,0.0
41.1731987,2105.949951,4.653900146,66.87650299,39.70809937,2.247849941,45.94260025,2100.370117,5.100230217,50.34140015,37.24700165,1.504289985,209.6210022,99.6792984,133.8419952,197.5890045,109.1169968,39.91759872,1,0,0,0,0.0
42.1413002,1945.359985,4.482880116,67.04029846,40.41910172,2.129189968,48.30649948,1980.52002,4.877160072,50.78630066,36.47190094,1.482439995,219.9810028,89.51920319,137.2810059,209.7220001,104.4850006,43.98350143,1,0,0,0,0.0
37.86249924,1943.810059,4.015910149,70.26460266,41.69290161,2.098939896,45.0965004,1967.319946,4.898240089,57.63270187,38.88570023,1.617259979,230.2559967,101.086998,42.0821991,233.1860046,115.5279999,41.99760056,1,0,0,0,28.2
40.73379898,1920.47998,4.55919981,66.73760223,40.28950119,2.103569984,46.68059921,1953.859985,4.876229763,50.6908989,36.25310135,1.48845005,219.8659973,86.54869843,136.6779938,214.2299957,104.2850037,43.95360184,1,0,0,0,0.0
41.88199997,2164.879883,4.596350193,65.21730042,41.58560181,5.704500198,50.00139999,2183.600098,4.835579872,48.50569916,37.90879822,1.969740033,239.7830048,100.8980026,36.93790054,209.2810059,112.0889969,31.36260033,1,0,0,0,0.0
39.64279938,1914.380005,4.60503006,67.43969727,40.30979919,2.139889956,45.04560089,1943.290039,4.87361002,50.52050018,36.5970993,1.500730038,220.1670074,82.27909851,136.1459961,216.6499939,103.5189972,43.94850159,1,0,0,0,0.0
46.30270004,1929.140015,4.303209782,68.27420044,40.14009857,1.976310015,52.61500168,1965.050049,4.800000191,51.55739975,35.94240189,1.484419942,222.2369995,89.23120117,134.3630066,209.5709991,104.8089981,47.28359985,1,0,0,0,28.2
50.43759918,1931.959961,4.274720192,65.56439972,41.46920013,1.937880039,54.05670166,1955.359985,4.67802,53.43930054,36.05279922,1.622050047,245.5390015,96.2664032,43.34049988,223.7559967,106.6360016,37.99290085,1,0,0,0,0.0
60.65750122,1897.839966,4.057400227,64.33679962,39.45090103,1.681270003,64.67079926,1920.709961,4.798260212,50.07289886,34.07949829,1.462069988,220.4530029,84.90329742,131.2400055,203.572998,100.7399979,46.15610123,1,0,0,0,16.9
51.42979813,1884.959961,4.197179794,65.89320374,39.24489975,1.743450046,58.22069931,1928.920044,4.760660172,51.25159836,34.90129852,1.48853004,223.5559998,87.91329956,132.8410034,212.3789978,104.5540009,48.71900177,0,0,0,1,0.0
41.1228981,2103.01001,4.597700119,68.58999634,39.7580986,2.516279936,46.37360001,2118.139893,5.092209816,50.83639908,37.27600098,1.50556004,210.2079926,100.8949966,139.7030029,193.5220032,108.1589966,40.26530075,0,0,0,1,0.0
38.46089935,2008.079956,4.520800114,67.08119965,42.29150009,2.644690037,43.89759827,2013.180054,4.935870171,53.33980179,39.34989929,1.620460033,233.9369965,94.79720306,43.48400116,223.5319977,109.8450012,41.63629913,1,0,0,0,22.5
37.26070023,2157.320068,4.484149933,66.45800018,42.61989975,3.674200058,43.32030106,2150.75,4.897250175,51.26789856,39.46450043,1.863180041,230.4160004,102.9039993,38.51200104,213.2839966,116.0350037,38.66960144,1,0,0,0,16.9
43.2220993,2222.48999,4.542290211,71.41660309,39.88339996,2.426759958,47.04330063,2234.699951,4.953400135,49.53239822,36.33539963,1.556439996,215.6920013,107.137001,143.7189941,189.3000031,109.9710007,40.75960159,0,0,0,1,0.0
45.16870117,1956.52002,4.249149799,70.18099976,40.40940094,2.0618999,51.13209915,1986.829956,4.794909954,52.41030121,36.6230011,1.48593998,223.5500031,90.93379974,133.9450073,209.5099945,105.9919968,47.45240021,1,0,0,0,28.2
34.38840103,2179.060059,4.678800106,65.92340088,42.65209961,3.43234992,39.27149963,2137.129883,4.907879829,51.7010994,40.75500107,1.833999991,229.3800049,104.7099991,38.51010132,213.279007,118.3710022,38.74810028,1,0,0,0,16.9
40.44150162,1917.380005,4.596409798,67.15039825,40.2643013,2.119780064,45.93220139,1946.97998,4.87473011,50.52180099,36.34700012,1.496770024,219.8880005,83.74490356,136.5370026,215.8070068,103.7539978,43.9516983,1,0,0,0,0.0
38.88130188,1980.52002,4.349209785,65.43810272,40.9917984,2.354439974,45.95259857,1994.630005,4.986629963,54.80400085,38.30080032,1.647040009,226.8630066,98.47160339,40.9878006,231.548996,115.0830002,41.56669998,0,0,0,1,0.0
41.46260071,2162.840088,4.619520187,65.00630188,41.56990051,5.586070061,49.44630051,2182.310059,4.835959911,48.69609833,38.01089859,1.967839956,239.4279938,101.2839966,36.89619827,209.1990051,112.4140015,31.3477993,1,0,0,0,0.0
49.01390076,1932.829956,4.166110039,69.16970062,39.51319885,1.948819995,55.37060165,1964.47998,4.751399994,52.91070175,35.7519989,1.50387001,225.727005,92.99279785,133.8350067,215.1970062,107.512001,49.06719971,1,0,0,0,0.0
49.4192009,2062.590088,4.523039818,64.97440338,41.6697998,4.662419796,55.83359909,2085.110107,4.941289902,48.66030121,36.60189819,1.764600039,240.7310028,94.7634964,39.54510117,211.4160004,106.6419983,33.48020172,0,0,0,1,28.2
49.67829895,2034.969971,4.4573102,67.32369995,39.86999893,2.061389923,54.61989975,2059.570068,5.059169769,50.09260178,35.80289841,1.481729984,214.375,93.96399689,137.6170044,200.8820038,104.5370026,42.49349976,0,0,0,1,22.5
43.30319977,2008.540039,4.531670094,67.62069702,39.90269852,2.288919926,49.00260162,2040.160034,5.059720039,50.61050034,36.49860001,1.49240005,214.2200012,94.34459686,139.3639984,201.3070068,105.1959991,42.53340149,1,0,0,0,22.5
