M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
245.1139984,3916.919922,64.56060028,781.2520142,355.4630127,200.2810059,283.6319885,3934.689941,83.20539856,610.7680054,335.2070007,190.7890015,357.2630005,77.43630219,50.92070007,348.1199951,96.87719727,51.12020111,0,0,0,1
170.0500031,3944.27002,45.96569824,810.6530151,290.1749878,178.6170044,208.7339935,3997.01001,61.2961998,632.0670166,276.5710144,167.0630035,357.3710022,102.9820023,48.84090042,346.1839905,114.9020004,48.1772995,0,1,0,0
152.7590027,4022.679932,35.14509964,772.6749878,275.9330139,171.0879974,180.6649933,4044.639893,41.9455986,580.4240112,246.701004,133.5449982,343.0440063,108.2020035,53.00669861,338.1960144,124.0459976,47.43080139,0,1,0,0
216.3659973,3923.689941,54.63339996,787.0380249,332.6659851,193.298996,262.0,3940.370117,71.62490082,620.7730103,313.6530151,184.2429962,355.3760071,89.28530121,48.79990005,347.7600098,105.0210037,50.41270065,0,0,0,1
245.927002,3868.820068,60.7417984,763.7769775,392.9259949,222.8430023,315.3160095,3906.070068,78.11990356,587.0599976,371.4729919,201.875,356.1640015,80.24990082,54.61830139,352.0650024,98.86569977,53.26279831,0,0,0,1
178.3209991,3964.75,49.07189941,802.15802,325.5490112,193.3760071,226.1410065,4022.219971,63.67699814,595.9180298,301.3370056,172.2740021,356.947998,97.08370209,52.09870148,346.3640137,111.3830032,49.91970062,0,1,0,0
116.0889969,4033.560059,32.5984993,857.8140259,267.4660034,169.9620056,152.5019989,4057.830078,43.03850174,729.4429932,249.272995,149.1959991,342.3009949,123.552002,46.9272995,341.6830139,141.875,50.53549957,1,0,0,0
160.1199951,3986.51001,27.48240089,828.6920166,247.8730011,164.7839966,196.7409973,3995.810059,37.63140106,644.4140015,227.5119934,141.3439941,341.8869934,112.9820023,50.69269943,345.1199951,130.0859985,50.86780167,0,1,0,0
166.2039948,3989.620117,46.71409988,809.4810181,323.20401,191.6159973,216.4499969,4053.22998,60.77249908,583.6779785,294.2109985,165.7030029,363.8269958,102.1240005,53.3757019,348.243988,116.2490005,49.45759964,0,1,0,0
241.5410004,3917.939941,61.52259827,789.6950073,351.1270142,200.1549988,281.1610107,3925.639893,78.77420044,617.5549927,329.8099976,193.1360016,357.5280151,78.74490356,49.71360016,351.3110046,97.60569763,51.17150116,0,0,0,1
134.8190002,4005.179932,29.68099976,853.8070068,258.0939941,170.5090027,166.0399933,4025.159912,39.77059937,708.5960083,239.9250031,152.4049988,343.2409973,118.5970001,47.84090042,347.7590027,135.9660034,51.16500092,0,1,0,0
246.177002,3903.790039,63.33789825,772.0720215,363.631012,206.8269958,290.5130005,3925.040039,81.66670227,603.4050293,344.5740051,195.2200012,354.0859985,79.02130127,51.78779984,350.355011,96.98419952,52.22399902,0,0,0,1
151.6230011,3925.189941,41.27880096,824.5349731,259.9719849,171.2700043,183.2310028,3989.840088,55.34189987,660.4569702,253.2339935,158.1040039,358.0620117,112.9599991,48.15670013,342.0169983,123.7470016,46.8716011,0,1,0,0
242.5169983,3908.689941,63.55210114,758.2329712,372.0140076,225.4109955,290.8370056,3942.600098,80.65609741,578.1879883,353.6000061,210.7369995,360.7250061,79.29599762,59.4673996,357.9259949,98.2059021,54.82830048,0,0,0,1
154.3249969,3992.909912,40.0177002,797.6040039,294.4410095,181.0299988,196.1230011,4048.439941,50.1833992,582.7000122,261.7120056,142.2640076,349.6700134,106.6060028,52.50109863,335.9370117,122.4280014,46.61000061,0,1,0,0
125.4179993,3968.139893,29.26740074,876.651001,250.7799988,171.1809998,161.4579926,3985.030029,40.3030014,749.6900024,237.5769958,157.6100006,338.1619873,122.1289978,45.53469849,340.2969971,140.9149933,50.95880127,0,1,0,0
146.625,4017.570068,37.48070145,801.2919922,305.0140076,206.3240051,184.4120026,4081.629883,44.0603981,564.1950073,248.4420013,133.5209961,347.8190002,108.3619995,58.8091011,347.0249939,126.7860031,48.3030014,0,1,0,0
155.4069977,4014.360107,35.40510178,773.9470215,277.4609985,170.5240021,184.8609924,4035.340088,42.93080139,567.2269897,249.1889954,133.253006,342.1239929,106.1640015,53.5542984,336.6090088,123.5930023,48.13710022,0,1,0,0
239.3430023,3909.929932,62.46429825,760.3129883,371.9159851,223.8059998,291.1080017,3944.909912,79.334198,577.2420044,352.0499878,207.2720032,360.7250061,80.55989838,58.58580017,357.848999,99.28230286,54.51380157,0,0,0,1
253.1000061,3876.47998,62.59429932,757.9219971,385.8529968,225.0879974,323.8370056,3912.129883,79.90640259,569.6560059,360.6090088,205.326004,360.7520142,80.1088028,58.81880188,357.8649902,98.80989838,54.22389984,0,0,0,1
113.7959976,4080.610107,39.29190063,868.2650146,276.928009,178.272995,147.4790039,4098.680176,45.55770111,716.4790039,257.1260071,153.8379974,355.2550049,124.112999,48.98929977,351.9620056,141.9810028,51.13420105,1,0,0,0
162.7369995,3983.459961,30.72559929,805.3109741,253.3739929,166.3890076,196.4190063,3998.23999,42.21709824,639.473999,238.2720032,144.3179932,346.125,112.4020004,51.41230011,338.0409851,125.1880035,47.9333992,0,1,0,0
114.5820007,4123.419922,38.7696991,857.625,291.1260071,178.602005,128.8130035,4139.700195,45.15010071,720.2719727,270.6350098,156.5249939,355.5130005,121.8150024,48.27500153,352.0159912,139.9199982,50.56909943,0,1,0,0
129.2610016,3957.290039,25.14599991,917.6040039,250.7149963,179.5200043,165.3289948,3999.98999,37.87760162,751.0759888,229.0850067,160.3200073,360.4460144,121.1269989,46.59859848,366.5280151,139.5910034,53.52550125,0,1,0,0
153.5449982,3992.23999,41.2173996,802.7280273,299.3869934,181.6920013,197.2279968,4053.23999,52.14979935,586.6290283,268.5780029,145.3329926,349.8999939,106.5670013,52.17639923,336.0020142,121.8909988,46.61180115,0,1,0,0
154.0780029,3978.110107,39.10520172,807.585022,275.8200073,170.0529938,189.5890045,4027.330078,51.07780075,620.7780151,258.7590027,151.2779999,347.4580078,109.6689987,50.09000015,340.8190002,122.3150024,47.73649979,0,1,0,0
182.7039948,3942.5,47.33789825,803.1309814,291.8410034,182.1340027,223.072998,3967.26001,63.37189865,636.5050049,277.7770081,172.7129974,357.2900085,100.6750031,48.1147995,346.401001,113.0039978,48.49629974,0,0,0,1
139.6450043,4039.040039,37.2845993,816.5469971,278.875,176.6620026,173.1289978,4056.22998,44.03770065,632.34198,246.4199982,142.8209991,349.7659912,114.336998,52.2016983,351.1650085,132.5070038,50.24300003,0,1,0,0
156.1640015,4018.209961,33.98949814,763.9320068,259.3269958,159.8540039,186.8309937,4034.179932,41.26399994,579.9979858,232.6340027,128.1799927,337.1640015,108.9560013,51.60710144,338.3099976,125.6289978,48.30509949,0,1,0,0
246.0350037,3906.629883,63.48339844,772.7800293,361.7739868,205.9190063,289.1400146,3925.939941,81.91069794,604.6530151,342.7650146,194.8309937,354.0910034,79.00700378,51.68249893,350.355011,96.91790009,52.18939972,0,0,0,1
142.3179932,4033.77002,37.01990128,812.4890137,279.2470093,177.0749969,175.9539948,4053.610107,43.80469894,620.7849731,245.3690033,141.1790009,349.6459961,113.2839966,52.61050034,351.0379944,131.5019989,50.1189003,0,1,0,0
121.8700027,4009.580078,32.08039856,866.2559814,261.4460144,170.4689941,153.3639984,4030.790039,41.77539825,739.6929932,247.6450043,153.7579956,342.3980103,122.4950027,46.88259888,341.7669983,141.1490021,50.79119873,0,1,0,0
160.6950073,3981.320068,32.25579834,805.4680176,255.6349945,167.0180054,193.8679962,4002.040039,44.06710052,636.9940186,240.9960022,145.1029968,346.2170105,112.447998,51.20370102,337.9679871,124.9140015,47.78010178,0,1,0,0
183.8990021,3962.399902,50.44329834,799.2219849,333.7569885,197.7059937,233.496994,4017.47998,64.96209717,591.4260254,308.7420044,175.1829987,356.9590149,95.18569946,52.69850159,346.4509888,110.2139969,50.15610123,0,0,1,0
160.9400024,4005.110107,45.49440002,810.2310181,322.7130127,191.2949982,214.1309967,4065.050049,59.19279861,576.9329834,290.428009,162.6829987,363.8039856,103.0920029,53.29800034,348.1369934,116.9629974,49.30479813,0,1,0,0
227.8480072,3916.27002,60.19010162,779.6420288,364.6319885,211.7850037,278.8479919,3965.139893,76.26300049,583.559021,344.0750122,192.4470062,360.1719971,83.57700348,55.41289902,347.1019897,101.1699982,51.43270111,0,0,0,1
156.1759949,3986.139893,36.92610168,809.5250244,277.7669983,176.3910065,193.9250031,4032.899902,47.18889999,602.2210083,250.8549957,143.0509949,350.7460022,108.3280029,52.68759918,337.1830139,122.098999,47.3830986,0,1,0,0
137.9080048,3984.5,25.49600029,859.2000122,253.7519989,171.9129944,171.1660004,4011.879883,37.57220078,715.0189819,234.8699951,152.3950043,343.1380005,118.4160004,47.7276001,347.7019958,135.7830048,51.25870132,0,1,0,0
155.9960022,3968.26001,36.21450043,806.6359863,258.0620117,168.1109924,187.9790039,4002.169922,49.2723999,642.4730225,247.0590057,153.0090027,347.3580017,112.7259979,49.71839905,341.0100098,123.8690033,47.96110153,0,1,0,0
152.4190063,4016.850098,33.43920135,800.8959961,262.5969849,166.5700073,185.2429962,4029.879883,41.24869919,603.4370117,234.8009949,137.0549927,349.2749939,112.5090027,51.6875,350.7820129,130.2019958,49.93909836,0,1,0,0
158.6820068,4016.01001,33.4679985,763.7810059,257.1149902,151.2449951,186.548996,4024.540039,41.21699905,552.3870239,231.0590057,124.9029999,339.8439941,106.5009995,51.34590149,334.9500122,123.3759995,47.40359879,0,1,0,0
130.9909973,4056.409912,39.17810059,827.2470093,281.8200073,177.0469971,164.1369934,4079.02002,45.26300049,654.1209717,251.9689941,142.9929962,345.644989,116.0490036,50.89550018,342.9129944,134.4290009,49.47040176,0,1,0,0
214.7689972,3919.040039,55.94169998,792.9219971,348.9299927,204.378006,264.2449951,3962.77002,72.15039825,602.3989868,328.519989,187.3860016,359.95401,88.23349762,52.5890007,347.2999878,104.1500015,50.69279861,0,0,0,1
214.6920013,3930.179932,53.95529938,792.5430298,323.7990112,189.6589966,257.0859985,3935.469971,71.16130066,631.5209961,305.2009888,184.1889954,355.8059998,89.88009644,47.67070007,349.3420105,104.9349976,50.13650131,0,0,0,1
152.5540009,4023.889893,35.06409836,773.7810059,273.5329895,170.0980072,181.2590027,4045.669922,41.90679932,584.1810303,243.7200012,133.1999969,343.0809937,108.4789963,52.7492981,338.2149963,124.0910034,47.41130066,0,1,0,0
172.0870056,3980.370117,47.98139954,802.46698,330.9249878,197.845993,223.9380035,4042.830078,61.82839966,584.2310181,302.57901,171.2590027,360.1749878,98.80989838,53.29470062,353.3649902,113.0770035,50.27799988,0,1,0,0
