Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
0.815199018,76.24420166,0.953428984,181.0059967,47.73529816,4.427730083,0.663116992,75.77729797,0.856014013,162.6640015,49.49250031,3.396409988,222.7109985,70.21130371,40.53570175,203.6190033,82.72229767,43.32659912,1,0,0,0,18.0
1.079570055,83.27030182,1.17306006,196.4620056,45.25239944,4.887730122,0.977810979,78.20130157,1.044749975,163.8220062,43.92720032,3.559920073,218.5209961,79.22769928,39.28150177,212.75,83.00119781,42.47779846,1,0,0,0,0.0
0.992908001,78.07710266,1.03094995,184.9880066,43.81380081,4.366869926,0.887965977,74.23410034,0.872282982,157.7220001,43.79740143,3.313410044,217.4720001,73.9414978,39.18379974,203.8059998,80.51409912,42.08729935,1,0,0,0,27.0
1.066400051,92.34279633,1.405519962,220.0509949,51.65719986,7.282189846,1.01970005,84.02580261,1.418789983,169.1499939,44.1916008,4.17222023,221.8240051,87.4108963,39.54079819,225.1929932,94.81269836,43.03570175,0,0,0,1,9.0
0.510689974,60.39830017,0.720109999,141.2830048,41.64429855,3.535820007,0.35026601,56.23400116,0.671526015,118.2829971,46.52619934,2.578020096,212.5099945,65.87069702,37.99140167,202.1589966,77.17070007,40.78010178,0,0,0,1,18.0
0.737774014,71.31880188,0.731360972,175.7189941,49.36830139,4.35653019,0.630074978,65.48200226,0.650560975,149.9850006,50.36930084,3.049510002,211.7140045,68.81700134,38.18709946,196.2819977,80.24230194,41.59249878,1,0,0,0,9.0
0.238218993,52.70669937,0.393155009,129.246994,40.49280167,3.244179964,0.204139993,44.71530151,0.281195998,98.56030273,44.1678009,1.899000049,211.2740021,63.25460052,38.54180145,206.1640015,68.78600311,41.25090027,0,0,0,1,18.0
0.821702003,75.10579681,1.296409965,177.3390045,46.21969986,4.954510212,0.557841003,76.03510284,1.043550014,159.3410034,49.22069931,3.655400038,223.9400024,72.41790009,40.64730072,210.7489929,87.40450287,43.67179871,0,0,0,1,0.0
0.40180999,78.67510223,0.545041978,209.7299957,69.32879639,6.410699844,0.347052991,54.66770172,0.370451987,128.8500061,46.1155014,2.832050085,211.9329987,63.73899841,38.59009933,198.2850037,74.08190155,41.25989914,0,0,0,1,0.0
0.417071015,75.64859772,0.531517029,201.2389984,65.60959625,5.995629787,0.369387001,54.85559845,0.409518003,128.1869965,45.89849854,2.767649889,211.2169952,64.67970276,38.57279968,196.6529999,74.04869843,41.20159912,0,0,0,1,0.0
1.124650002,89.47309875,1.123139977,215.4380035,46.99020004,5.70991993,1.158710003,83.61740112,1.310739994,171.6459961,43.9756012,3.847440004,219.4320068,83.53600311,39.41859818,218.4530029,88.79139709,42.78419876,0,0,0,1,9.0
1.196959972,86.7661972,1.382339954,202.6600037,42.14170074,5.034599781,1.273530006,84.77269745,1.26067996,173.4160004,43.68220139,3.653019905,217.3710022,74.17420197,39.37070084,198.526001,84.9496994,42.13169861,0,0,0,1,0.0
0.278867006,48.35829926,0.408475012,112.5510025,35.06570053,2.549629927,0.217767999,45.15589905,0.363112986,96.87049866,43.79919815,1.733420014,210.6390076,63.40470123,38.51330185,203.7409973,69.79930115,41.17449951,0,0,0,1,18.0
1.082419991,88.75700378,1.182289958,210.701004,48.28749847,5.871260166,1.043419957,81.70480347,1.235190034,168.2899933,44.10860062,3.793349981,219.8699951,83.45780182,39.4090004,219.1609955,89.12470245,42.86040115,0,0,0,1,0.0
0.376188993,69.55809784,0.54103303,181.8959961,58.6814003,5.283889771,0.322658986,52.67850113,0.334596008,122.7389984,45.42039871,2.601229906,211.6900024,63.61059952,38.57130051,199.2680054,74.62809753,41.26890182,0,0,0,1,0.0
0.257831991,45.28099823,0.362071991,104.9769974,31.81889915,2.415859938,0.207626,44.2663002,0.337637991,94.17669678,43.53490067,1.627210021,211.1069946,63.1228981,38.52330017,210.2030029,68.6006012,41.18519974,0,0,0,1,18.0
0.449795008,69.46820068,0.558416009,182.5379944,57.7784996,5.140450001,0.404183,55.09519958,0.442395985,128.3359985,45.49700165,2.712219954,210.1560059,64.91960144,38.51399994,193.701004,76.99430084,41.02489853,0,0,0,1,9.0
0.333602995,57.40599823,0.478799999,138.1150055,44.30379868,3.342540026,0.278670996,49.12799835,0.394383013,108.6620026,44.51979828,2.091520071,210.3509979,63.66749954,38.50270081,195.3860016,72.21009827,41.22219849,0,0,0,1,27.0
0.939243972,77.5062027,1.176949978,178.9340057,43.83570099,4.83618021,0.750167012,75.42240143,1.018139958,156.8939972,43.93209839,3.453310013,218.6150055,75.21160126,39.33319855,207.6170044,87.69390106,42.53879929,1,0,0,0,27.0
0.338236988,54.68239975,0.513225973,130.9140015,41.21099854,3.111399889,0.260062993,47.98080063,0.412230998,104.9649963,44.27270126,1.991179943,210.1230011,64.06269836,38.49369812,197.1380005,73.00559998,41.14110184,0,0,0,1,0.0
0.318204999,61.15940094,0.502152979,151.7779999,48.86220169,3.933769941,0.282885998,49.62779999,0.333885014,111.9160004,44.79320145,2.232049942,211.2079926,63.57089996,38.5359993,198.0659943,71.35610199,41.31740189,0,0,0,1,0.0
0.920219004,73.81809998,1.274049997,170.3500061,41.59130096,4.593100071,0.710103989,75.43070221,1.060529947,155.5579987,43.81610107,3.461159945,219.026001,74.19989777,39.38880157,209.0590057,88.69329834,42.69189835,0,0,0,1,0.0
0.416510999,56.00159836,0.633993983,131.7859955,39.86090088,3.068470001,0.325897008,50.76890182,0.495867997,108.560997,43.42079926,2.038069963,211.5789948,63.87789917,38.77310181,197.7870026,75.49520111,41.02230072,0,0,0,1,18.0
0.854846001,77.35209656,1.008450031,182.9989929,47.45130157,4.547039986,0.69985801,76.43599701,0.892426014,163.4409943,49.41279984,3.439419985,222.9420013,71.58339691,40.54679871,205.1970062,83.4858017,43.40409851,1,0,0,0,18.0
0.436776012,68.23310089,0.583608985,189.6529999,58.36439896,5.74382019,0.354892999,54.55250168,0.343024999,127.2949982,46.89160156,2.647799969,213.1519928,65.92949677,38.19100189,206.1430054,77.71299744,40.73289871,0,0,0,1,0.0
1.047440052,91.12400055,1.465039968,215.4299927,51.59560013,7.340919971,0.928219974,82.14260101,1.349570036,166.302002,44.19499969,4.20389986,221.8200073,86.52690125,39.52310181,225.4420013,93.8710022,42.99060059,0,0,0,1,9.0
1.196959972,86.80220032,1.311959982,206.5090027,43.44929886,5.039790154,1.229380012,83.28890228,1.201279998,171.798996,43.71310043,3.673449993,218.2489929,76.83830261,39.35070038,205.2299957,83.94210052,42.22890091,0,0,0,1,0.0
1.079149961,91.47299957,1.170850039,221.1340027,50.02420044,6.537930012,1.119179964,84.38780212,1.394019961,171.3690033,44.14039993,3.965579987,220.7449951,85.75090027,39.49840164,221.7579956,93.43209839,43.00180054,0,0,0,1,27.0
0.531965017,61.89599991,0.715408981,145.1999969,42.81940079,3.590500116,0.37578699,58.14239883,0.671636999,122.7730026,46.68159866,2.639719963,212.276001,65.56510162,37.97529984,199.7859955,78.0625,40.7193985,0,0,0,1,9.0
0.957023025,77.77130127,1.310500026,179.9429932,43.67150116,5.149230003,0.762260973,76.88929749,1.111189961,158.1710052,43.91159821,3.596600056,219.503006,76.87239838,39.41439819,211.7779999,89.78440094,42.74900055,0,0,0,1,0.0
1.157819986,88.87529755,1.171229959,213.2409973,45.58269882,5.402029991,1.181630015,83.34279633,1.254909992,171.5879974,43.84799957,3.795749903,219.2949982,81.79450226,39.39099884,215.6309967,86.47250366,42.58720016,0,0,0,1,0.0
1.068699956,92.35829926,1.27857995,221.9069977,51.18769836,6.926040173,1.082100034,84.44750214,1.405449986,170.5050049,44.18230057,4.04049015,221.6569977,86.33670044,39.53129959,223.6649933,94.51360321,43.05360031,0,0,0,1,0.0
1.124570012,91.61560059,1.226699948,218.6860046,48.23609924,6.440489769,1.221060038,86.99369812,1.497079968,174.6040039,44.02339935,4.035590172,220.1499939,84.876297,39.51390076,218.5279999,93.59690094,42.87390137,0,0,0,1,27.0
1.24458003,89.23760223,1.414649963,208.720993,44.45439911,5.624879837,1.420519948,89.63780212,1.488170028,179.246994,43.81539917,3.878959894,218.6799927,76.76679993,39.46559906,206.1699982,89.03859711,42.46310043,1,0,0,0,0.0
0.32941699,62.1446991,0.524744987,151.3090057,49.26160049,3.778310061,0.292766005,50.35290146,0.359427005,113.2850037,44.89680099,2.264379978,210.8690033,63.56570053,38.51309967,193.6100006,72.01069641,41.41740036,0,0,0,1,0.0
0.314776003,51.76119995,0.497379005,122.4899979,38.3083992,2.847029924,0.232161,46.35860062,0.399358004,100.2480011,44.03549957,1.864869952,210.2799988,64.02069855,38.50049973,199.8829956,72.02359772,41.16130066,0,0,0,1,18.0
0.340306997,64.47149658,0.512654006,164.5200043,52.7879982,4.522369862,0.298601002,50.85229874,0.325284004,116.6350021,45.0542984,2.396670103,211.4429932,63.59790039,38.55599976,199.2920074,72.80560303,41.29800034,0,0,0,1,18.0
1.112570047,91.02179718,1.120040059,219.1439972,47.8423996,6.166790009,1.202790022,85.64189911,1.428060055,173.6040039,44.01010132,3.951539993,219.7779999,84.30169678,39.48160172,218.3650055,92.34790039,42.86399841,0,0,0,1,0.0
0.396937013,66.65080261,0.539390981,178.1360016,55.47520065,5.113059998,0.358864993,53.12490082,0.318212986,125.7129974,45.32509995,2.671499968,211.6609955,64.97350311,38.59690094,201.8289948,75.88749695,41.27170181,1,0,0,0,0.0
1.200889945,86.92410278,1.404870033,202.2250061,42.02730179,5.080649853,1.296239972,85.5109024,1.292559981,174.276001,43.68610001,3.665139914,217.2579956,73.646698,39.38219833,197.4369965,85.48919678,42.13150024,0,0,0,1,0.0
1.165310025,84.14820099,1.245169997,203.5169983,44.58620071,4.834489822,1.102110028,79.57630157,1.062070012,166.9620056,43.76839828,3.591140032,218.4850006,79.07839966,39.27719879,209.6150055,81.30879974,42.22570038,1,0,0,0,0.0
0.278079987,56.9817009,0.436538011,142.1309967,44.8409996,3.683520079,0.248051003,47.30630112,0.292309999,106.314003,44.51060104,2.099040031,211.3399963,63.46369934,38.54930115,203.345993,70.20580292,41.26679993,0,0,0,1,27.0
0.340020001,52.89049911,0.559597015,125.9079971,39.1692009,2.952510118,0.241182998,47.00149918,0.422959,101.9209976,44.0992012,1.919739962,210.0579987,64.5164032,38.49380112,198.2859955,73.50930023,41.13759995,0,0,0,1,18.0
1.126420021,90.46730042,1.105949998,215.8919983,46.30799866,5.790430069,1.213070035,85.10919952,1.363289952,173.2160034,43.91329956,3.876039982,219.4689941,82.31880188,39.45240021,216.3390045,90.23519897,42.75019836,0,0,0,1,9.0
0.409563988,68.35289764,0.579062998,185.1970062,57.15679932,5.355500221,0.353300005,53.89479828,0.331207007,130.1029968,47.41719818,2.824800014,211.526001,65.65219879,38.09629822,201.9140015,77.29820251,40.60100174,0,0,0,1,27.0
1.11503005,91.78440094,1.430539966,217.5659943,49.76279831,7.053150177,1.123690009,87.01470184,1.56735003,172.9689941,44.10100174,4.222340107,220.8659973,88.02639771,39.55379868,222.2339935,95.46970367,42.96239853,0,0,0,1,0.0
0.425338,69.33670044,0.534662008,180.2519989,57.66360092,5.056799889,0.375256985,54.2480011,0.432209998,125.2900009,45.44400024,2.620759964,210.2550049,64.55280304,38.51369858,193.697998,75.7118988,41.05450058,0,0,0,1,0.0
0.29261601,55.70769882,0.481402993,132.822998,42.7018013,3.10213995,0.264396995,47.83549881,0.343138009,105.1520004,44.33840179,1.976670027,210.9620056,63.72829819,38.51549911,197.4420013,69.17559814,41.27809906,0,0,0,1,27.0
0.564846992,72.36640167,0.602971017,186.3179932,57.0080986,5.151539803,0.521171987,60.70970154,0.50523001,139.8890076,47.73199844,2.924690008,209.7680054,66.09549713,37.92610168,193.5399933,79.55210114,40.17050171,1,0,0,0,0.0
0.806119025,74.54000092,0.782398999,186.1210022,51.19189835,4.577630043,0.710618019,67.82939911,0.689157009,154.9759979,50.82580185,3.224040031,219.6309967,69.92189789,39.43040085,200.6569977,80.0059967,41.79550171,1,0,0,0,0.0
0.286410004,56.14020157,0.453341991,136.9949951,43.63190079,3.406460047,0.255044997,47.56389999,0.320006996,105.6460037,44.41220093,2.032989979,211.1750031,63.49039841,38.53450012,201.0249939,69.77610016,41.26959991,0,0,0,1,27.0
0.326265991,54.11149979,0.487033993,128.9980011,40.75220108,3.044909954,0.255807996,47.68970108,0.40072301,104.1880035,44.23970032,1.963719964,210.2460022,63.85570145,38.49840164,197.720993,72.24819946,41.16329956,0,0,0,1,0.0
