Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
0.512874007,125.3740005,1.308330059,251.048996,48.93370056,4.911119938,0.783194005,95.07209778,1.511240005,180.7929993,45.47129822,3.188159943,181.3470001,41.78070068,16.90979958,151.0359955,52.47269821,17.08839989,1,0,0,0
0.540973008,120.625,1.316190004,250.503006,49.5591011,4.727729797,0.74227798,93.07350159,1.514700055,185.1719971,46.18299866,3.251549959,174.3569946,43.59280014,17.04590034,148.8829956,55.1352005,17.44199944,1,0,0,0
0.772782981,154.8769989,1.34879005,249.6419983,67.32440186,7.282519817,0.817310989,121.4980011,1.495759964,179.826004,58.76279831,3.650670052,168.5740051,34.60229874,16.8701992,140.8049927,47.42750168,15.22410011,1,0,0,0
1.31893003,77.59359741,1.734349966,233.7409973,22.80419922,4.356019974,1.140470028,98.85150146,1.325090051,218.4700012,33.51350021,3.394500017,172.6820068,63.60400009,20.28919983,149.6119995,79.22519684,19.32819939,0,0,0,1
0.833083987,109.1930008,1.64072001,239.3009949,43.80849838,5.012700081,0.825351,90.52279663,1.340520024,204.6329956,35.58869934,3.116300106,156.9689941,61.16839981,19.95120049,146.6289978,74.93139648,17.86580086,0,0,0,1
0.64407903,157.5059967,1.33506,247.8829956,80.57039642,9.251819611,0.613973975,115.6380005,1.513210058,170.1970062,63.1208992,4.011809826,190.8840027,31.2133007,17.14859962,140.5800018,44.11029816,16.68420029,0,0,0,1
0.860960007,106.1110001,1.649070024,239.0570068,42.01539993,4.908860207,0.823300004,88.85569763,1.340870023,204.1679993,35.0326004,3.123169899,155.5149994,61.56620026,19.9197998,145.4170074,75.91069794,17.45910072,0,0,0,1
0.88845098,156.1100006,1.37488997,246.6660004,65.49970245,7.442959785,1.001549959,133.1640015,1.516299963,180.6670074,58.59460068,3.873699903,174.2400055,37.24449921,17.09970093,142.2890015,47.05920029,16.09950066,1,0,0,0
0.616632998,139.2420044,1.32735002,249.2149963,66.98639679,7.443640232,0.705788016,102.9660034,1.519840002,172.6289978,55.48389816,3.591769934,183.253006,35.46160126,16.82869911,141.8589935,47.83760071,15.65450001,1,0,0,0
0.585973978,118.112999,1.324669957,249.9980011,51.50370026,4.607460022,0.715435028,94.73210144,1.520140052,190.875,47.92660141,3.341200113,164.8679962,45.39920044,17.23690033,147.0180054,57.88150024,17.88809967,1,0,0,0
0.923469007,162.2220001,1.376109958,246.6309967,68.8144989,7.915440083,1.045240045,137.6080017,1.514809966,179.2389984,60.6108017,3.966219902,176.7129974,35.91149902,17.09350014,142.2160034,45.76839828,16.01670074,1,0,0,0
0.661944985,171.871994,1.311310053,248.5149994,75.25050354,7.670440197,0.626869977,121.8690033,1.508759975,178.7839966,62.00970078,3.46578002,168.9100037,31.75379944,16.3696003,137.3730011,46.12310028,13.76399994,0,0,0,1
0.659583986,104.6439972,1.51741004,238.4219971,41.08129883,4.471610069,0.713838995,94.27349854,1.31190002,205.4279938,38.49940109,3.124959946,162.1999969,57.49599838,19.57010078,154.5469971,67.13200378,19.51280022,0,0,0,1
0.616155028,149.5339966,1.326249957,248.2940063,73.32289886,7.970510006,0.622444987,108.4990005,1.516880035,171.8430023,60.22600174,3.607539892,173.4199982,32.57979965,16.7553997,136.802002,47.29850006,14.86530018,1,0,0,0
0.541547,128.1840057,1.312860012,250.0859985,55.70349884,5.551949978,0.716740012,91.7766037,1.512549996,179.9250031,48.05530167,3.365139961,181.1439972,41.76869965,17.03759956,145.9640045,53.5177002,16.93230057,1,0,0,0
0.937789977,117.9609985,1.606400013,223.0809937,49.17610168,5.498439789,0.876460016,112.0979996,1.485900044,198.1730042,48.58430099,3.590490103,171.5980072,45.15499878,18.67219925,149.6670074,56.39870071,18.41889954,1,0,0,0
0.994338989,175.7460022,1.36184001,248.5130005,85.05750275,10.51119995,1.136970043,146.0390015,1.512159944,169.6349945,68.7661972,4.559460163,199.3430023,31.58769989,17.0916996,144.7120056,40.70769882,16.78560066,0,0,1,0
0.536743999,123.9319992,1.313320041,250.3450012,52.46849823,5.014490128,0.729000986,90.51930237,1.513659954,182.5180054,46.6590004,3.321409941,179.026001,43.57699966,17.04610062,147.5590057,55.32040024,17.27280045,1,0,0,0
0.725217998,142.6710052,1.34958005,249.625,61.80730057,6.679120064,0.757408023,114.4609985,1.497609973,181.3350067,55.87559891,3.529350042,164.3540039,36.31219864,16.86669922,140.7259979,48.77830124,15.28740025,1,0,0,0
0.660866022,148.0,1.334579945,248.5570068,76.3239975,8.83932972,0.695573986,112.0670013,1.516630054,170.302002,61.31309891,3.922739983,188.4230042,32.87939835,17.00169945,141.2169952,45.04410172,16.21719933,0,0,0,1
