M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
367.5490112,2904.22998,70.54070282,426.8380127,195.9779968,20.61700058,356.8259888,3002.870117,74.25730133,363.493988,178.7590027,11.18340015,177.0950012,45.27610016,18.18939972,149.2720032,55.98860168,18.71559906,1,0,0,0
214.1190033,2727.889893,45.90169907,426.2189941,198.0659943,14.91100025,164.0839996,2695.280029,56.97119904,310.9559937,185.029007,7.747169971,180.3639984,43.10950089,17.06480026,146.3840027,54.79790115,17.15909958,1,0,0,0
233.5570068,3105.649902,46.85589981,460.5320129,173.625,12.67249966,214.5619965,3137.030029,56.20510101,393.6740112,172.1750031,7.667270184,163.5939941,51.03179932,18.37229919,147.2870026,62.38150024,18.46520042,1,0,0,0
138.197998,3424.530029,37.91519928,546.0809937,177.2590027,7.47950983,153.0269928,2672.070068,61.56940079,314.7950134,140.2059937,2.9296,171.326004,57.00730133,19.79929924,158.6529999,66.49819946,21.07239914,0,0,0,1
453.5589905,2487.399902,86.69940186,371.3129883,214.2940063,26.28269958,439.3529968,2568.469971,91.12149811,275.1199951,189.6569977,12.55010033,186.2149963,35.97159958,16.85400009,143.5850067,47.50469971,15.98050022,1,0,0,0
507.8559875,2290.780029,99.3911972,306.1589966,232.8159943,31.53919983,513.3969727,2479.699951,101.0270004,247.4499969,193.8869934,14.95660019,193.9299927,30.54050064,17.00279999,142.5950012,43.29169846,16.52510071,0,0,0,1
217.9810028,3501.379883,44.582901,516.151001,173.6410065,11.07050037,238.6999969,2927.98999,66.09829712,344.1319885,141.052002,4.033430099,158.7850037,57.82910156,19.97220039,148.6829987,69.38220215,18.37529945,0,0,0,1
351.3909912,2600.879883,68.46669769,400.7160034,206.3130035,21.06529999,317.4559937,2647.830078,75.82990265,294.1199951,186.3829956,10.28969955,183.6660004,39.34220123,17.07239914,144.3950043,51.45399857,16.84359932,0,0,0,1
238.8560028,3441.159912,45.7215004,476.1889954,173.7610016,9.593810081,265.7739868,3290.280029,57.31829834,429.4660034,152.2819977,5.158619881,150.401001,58.05899811,20.26609993,148.3049927,70.2457962,18.78059959,1,0,0,0
374.0969849,3539.449951,52.45550156,546.6920166,165.1640015,14.02630043,371.1910095,3242.219971,68.43589783,403.7279968,148.4190063,6.716060162,161.8569946,64.88009644,20.06679916,146.4450073,81.08979797,18.03730011,0,0,0,1
