Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
1.562219977,162.2859955,1.684380054,518.8579712,126.7969971,30.8451004,1.456040025,136.2899933,1.337880015,371.4460144,119.9779968,19.53280067,211.2769928,61.04919815,30.97809982,193.6199951,82.25440216,26.99480057,1,0,0,0
1.511109948,169.4600067,1.464630008,476.7390137,168.3190002,35.3207016,1.546740055,146.503006,1.632120013,326.0169983,173.6860046,28.76180077,202.6880035,47.5359993,27.31550026,194.3589935,61.0530014,22.93040085,0,0,0,1
1.457909942,153.9459991,1.87232995,549.992981,155.0070038,33.00529861,1.283750057,144.7610016,1.321720004,406.0230103,152.2180023,24.93250084,210.026001,53.34159851,30.97400093,195.0059967,68.96800232,25.55470085,0,0,0,1
1.617869973,147.8860016,1.488389969,465.644989,168.7109985,35.15980148,1.582299948,129.7940063,1.624940038,312.177002,174.5480042,27.60339928,202.9179993,48.05530167,25.17440033,204.2899933,60.99280167,23.62599945,1,0,0,0
1.385519981,189.2619934,1.405519962,495.4880066,164.8540039,36.23630142,1.486170053,167.9600067,1.629480004,341.8200073,163.5119934,30.08740044,206.8670044,45.90739822,29.75429916,193.3800049,59.60419846,23.67250061,1,0,0,0
1.507859945,166.5200043,1.626360059,511.0379944,122.3000031,30.36499977,1.410099983,137.576004,1.333760023,355.8089905,115.2279968,17.38369942,211.4349976,62.63529968,32.33369827,194.6320038,84.78939819,27.56570053,0,1,0,0
1.622390032,158.0099945,1.794199944,527.6560059,137.9129944,31.40670013,1.501479983,135.0249939,1.344370008,389.2189941,133.253006,22.13360023,211.1100006,58.95880127,29.44809914,192.5579987,76.82710266,26.37389946,1,0,0,0
1.351390004,195.723999,1.380820036,499.5239868,163.6990051,36.21360016,1.445919991,172.2610016,1.627709985,338.6640015,159.5780029,29.88710022,207.1560059,44.82770157,31.7852993,194.5220032,58.89039993,24.47139931,1,0,0,0
1.464609981,178.7940063,1.433040023,480.5589905,167.3320007,35.32839966,1.526720047,155.0570068,1.634940028,331.8540039,169.3630066,29.20490074,202.6490021,47.05860138,28.29570007,191.5189972,61.17449951,22.78070068,1,0,0,0
1.489599943,155.6069946,1.852349997,545.2109985,153.9360046,32.85229874,1.353610039,141.3379974,1.321400046,400.5960083,151.5599976,24.31819916,210.2489929,55.04100037,30.22920036,192.7429962,70.09010315,25.63069916,0,0,1,0
1.484259963,174.7019958,1.444890022,478.8080139,167.5970001,35.32920074,1.538450003,151.8399963,1.633990049,330.644989,170.8359985,29.1359005,202.6430054,47.30649948,27.72579956,192.5720062,61.10910034,22.78000069,1,0,0,0
1.490350008,162.2519989,1.788939953,540.7869873,145.2259979,32.64789963,1.381649971,138.6300049,1.317929983,390.8160095,140.1119995,23.14959908,210.647995,57.68239975,28.68630028,190.0140076,74.89579773,25.34490013,0,0,0,1
1.312369943,203.7649994,1.369570017,499.098999,164.7250061,36.05490112,1.403139949,181.4360046,1.62650001,339.6170044,161.1909943,29.90069962,206.9250031,44.14310074,30.62560081,189.7929993,59.1344986,23.90850067,1,0,0,0
1.475849986,159.3170013,1.814970016,541.7310181,149.2400055,32.68500137,1.353729963,140.3470001,1.319169998,393.9580078,145.5980072,23.4822998,210.3919983,56.21080017,29.96269989,191.7030029,72.50969696,25.7227993,1,0,0,0
1.308210015,204.6970062,1.368350029,499.1159973,164.8040009,36.0447998,1.396800041,182.3910065,1.626240015,339.3359985,161.2359924,29.87899971,206.9089966,44.01160049,30.52960014,189.3789978,59.13740158,23.86709976,1,0,0,0
1.567710042,157.9779968,1.480469942,471.8779907,168.298996,35.3667984,1.583529949,138.4369965,1.630059958,323.9140015,174.147995,28.60330009,202.6889954,48.04579926,25.69860077,197.9790039,60.97539902,22.86020088,0,0,0,1
