M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
173.4299927,3385.550049,39.25979996,545.3889771,171.098999,7.484250069,184.4980011,3146.320068,52.76610184,420.8590088,150.654007,4.641749859,172.5469971,57.9076004,19.8946991,158.2440033,69.42980194,21.43490028,0,0,0,1
262.3380127,3421.97998,44.19710159,531.8369751,162.2220001,11.01959991,241.272995,3541.310059,49.83530045,478.4639893,161.5209961,7.559679985,168.4889984,57.88949966,20.41419983,153.0310059,70.48829651,21.20779991,0,0,0,1
313.322998,2429.949951,71.51750183,331.9349976,215.2920074,23.89179993,306.3210144,2566.199951,79.38950348,271.2940063,192.7680054,12.6566,176.8560028,35.80469894,17.09210014,142.1920013,45.69670105,16.00620079,1,0,0,0
136.8630066,2766.209961,37.47689819,430.25,189.8789978,12.84300041,74.79450226,2750.899902,45.75780106,330.9349976,184.0720062,7.218530178,172.6150055,44.93080139,17.12339973,148.477005,57.56150055,17.87319946,1,0,0,0
139.4700012,3404.560059,37.63959885,551.0910034,175.826004,7.244790077,155.3670044,2807.77002,58.89830017,346.6600037,142.8040009,3.206510067,172.7640076,57.14709854,19.83589935,159.2299957,67.25209808,21.20610046,0,0,0,1
142.7640076,2759.629883,43.84389877,415.5589905,189.5859985,13.7553997,96.73539734,2733.959961,51.35290146,329.4500122,183.6929932,7.895599842,163.9029999,44.03350067,17.15789986,145.8910065,55.07970047,17.16340065,1,0,0,0
173.8099976,2682.540039,48.43640137,377.9979858,194.3379974,15.61159992,128.1340027,2689.51001,55.63999939,308.7130127,184.0119934,8.760069847,163.9579926,41.26890182,17.02079964,142.8939972,53.85620117,16.62770081,1,0,0,0
281.3989868,3076.26001,49.38420105,442.9599915,170.2160034,15.03859997,261.4339905,3173.310059,56.59889984,390.3330078,169.0099945,8.975959778,162.2850037,49.21720123,17.66160011,144.253006,61.3268013,18.14819908,1,0,0,0
144.0950012,2928.909912,41.48899841,443.6749878,182.2039948,11.91919994,115.223999,2973.01001,50.5542984,367.7460022,178.8950043,6.871329784,164.3500061,48.94400024,17.6760006,147.6230011,60.85820007,18.0230999,1,0,0,0
222.1779938,2630.899902,54.01520157,360.7510071,192.6569977,17.34679985,174.0110016,2673.969971,61.99679947,300.5350037,184.3569946,9.627479553,160.7250061,40.30279922,16.9083004,141.0350037,52.28900146,15.96549988,1,0,0,0
499.9219971,2423.300049,95.77480316,349.3919983,220.147995,29.10359955,494.3089905,2546.52002,98.27010345,266.8089905,191.3480072,13.66989994,186.7200012,34.30789948,16.9083004,142.1410065,46.25600052,15.97799969,1,0,0,0
130.5559998,3380.26001,36.33309937,563.6389771,172.8589935,6.40075016,143.1889954,2978.01001,54.65750122,385.9859924,146.7310028,3.678309917,173.897995,57.07870102,19.87290001,158.8999939,67.76329803,21.52759933,0,0,0,1
425.8150024,2336.139893,84.70249939,304.9159851,220.4550018,27.75180054,421.1830139,2507.51001,88.53739929,254.5240021,192.4909973,13.9513998,182.4459991,32.71920013,16.76679993,142.753006,44.3484993,15.6736002,0,0,0,1
