H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
33.02059937,2087.01001,3.262779951,240.6040039,94.02619934,26.09359932,38.0666008,2114.120117,3.9103899,169.4730072,86.5223999,23.73189926,343.9630127,112.814003,54.08000183,347.368988,126.6910019,50.30970001,0,1,0,0,0.0
27.24790001,2095.530029,3.538140059,267.9809875,94.79660034,27.14119911,35.99560165,2143.719971,3.848769903,202.6009979,87.90119934,23.80190086,360.4509888,121.3310013,46.73450089,366.4609985,140.4779968,53.33369827,0,1,0,0,0.0
47.42699814,1984.930054,5.283470154,199.8130035,115.7419968,53.04380035,55.22869873,2007.640015,6.270050049,135.7769928,105.5879974,42.52519989,353.8559875,80.70850372,50.67919922,350.1140137,98.87149811,52.1004982,0,0,0,1,0.0
31.26460075,2159.429932,3.662930012,241.0789948,98.34919739,31.19219971,37.7173996,2207.969971,4.369009972,160.2290039,85.30410004,21.86359978,349.743988,113.4810028,52.71269989,351.1080017,131.897995,50.15650177,0,1,0,0,0.0
33.0306015,2122.790039,3.572969913,232.2400055,93.31639862,25.10099983,38.53530121,2156.48999,4.220200062,147.2319946,83.46099854,20.81760025,345.9530029,109.6230011,51.51250076,337.7160034,124.1809998,47.56679916,0,1,0,0,6.8
56.20629883,1976.469971,5.662809849,191.8410034,115.4219971,68.97270203,68.0605011,1958.819946,6.844140053,127.9810028,106.0940018,49.91859818,360.5369873,77.30349731,54.82329941,357.6430054,96.2963028,53.74079895,0,0,0,1,0.0
27.57819939,2113.75,3.698889971,259.1629944,95.23020172,28.39929962,35.16579819,2158.370117,3.876650095,199.7839966,87.89240265,24.39529991,351.822998,122.5250015,46.53070068,352.0979919,141.4450073,51.54909897,0,1,0,0,3.4
27.40159988,2105.73999,3.633630037,265.3819885,95.02649689,26.94059944,35.48789978,2152.320068,3.932379961,202.522995,88.24389648,24.02429962,360.5,121.7659988,47.00099945,366.4869995,140.9089966,53.23949814,0,1,0,0,0.0
31.11020088,2088.199951,4.425119877,236.0850067,98.43939972,24.75180054,36.76890182,2118.709961,4.656239986,170.973999,94.02539825,24.84659958,361.9429932,109.7519989,47.47900009,348.0669861,120.8219986,46.57279968,0,0,1,0,0.0
30.27669907,2143.379883,3.74387002,247.7590027,96.3809967,27.65460014,36.07360077,2182.47998,4.209219933,182.1210022,86.96859741,23.31399918,345.7609863,118.2580032,49.2256012,343.1090088,136.4360046,49.79909897,0,1,0,0,0.0
