H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
84.07050323,1889.369995,5.510519981,64.1977005,63.86460114,5.221109867,85.32759857,1926.050049,6.546649933,51.14390182,66.67359924,3.115999937,209.9250031,64.42030334,38.4864006,196.2599945,74.16210175,41.10620117,0,0,0,1,0.0
49.5483017,2068.649902,4.729869843,61.78549957,66.49839783,2.966330051,50.25130081,2075.310059,6.079949856,50.27389908,62.8368988,1.874529958,221.6589966,88.49459839,39.53079987,227.2019958,94.24320221,42.95859909,0,0,0,1,0.0
79.42449951,1911.839966,5.310130119,63.82899857,63.74760056,4.963220119,79.46859741,1941.069946,6.352859974,51.27500153,65.07589722,2.919650078,212.2630005,65.50479889,37.97340012,199.6640015,77.98049927,40.71590042,0,0,0,1,9.0
57.46179962,1999.449951,4.411819935,62.54199982,58.50260162,3.26680994,56.65370178,2049.98999,4.318669796,49.75090027,57.68999863,1.882529974,214.0899963,71.70770264,38.9129982,203.1179962,79.8792038,41.46889877,1,0,0,0,27.0
65.57219696,1973.23999,4.787509918,62.70100021,60.57040024,3.716880083,64.99060059,2020.219971,4.974199772,49.99679947,61.94979858,2.064690113,219.2519989,68.88510132,39.73149872,200.7700043,81.37030029,42.90140152,1,0,0,0,9.0
44.87379837,2089.129883,4.178450108,61.3370018,61.39339828,1.948390007,49.98360062,2087.02002,5.49007988,50.18920135,57.1969986,1.443719983,220.1340027,84.9720993,39.53659821,217.602005,94.16480255,42.85079956,1,0,0,0,0.0
62.68239975,1991.469971,4.649849892,62.86330032,61.03089905,3.675450087,61.90219879,2034.540039,4.895460129,49.81819916,62.09049988,1.984419942,222.720993,71.14589691,40.52280045,204.223999,81.40110016,43.29859924,1,0,0,0,9.0
43.97480011,2069.550049,3.788850069,60.77659988,54.74020004,1.795920014,48.40010071,2090.780029,4.184130192,50.03580093,52.24760056,1.30569005,218.0579987,75.52100372,39.40819931,203.0070038,86.83360291,42.31140137,0,0,0,1,0.0
46.81299973,2054.629883,3.825829983,60.89759827,55.4375,2.380259991,46.4681015,2082.560059,3.729110003,50.0033989,52.72460175,1.527809978,218.4759979,78.88629913,39.28250122,209.0039978,81.36340332,42.20360184,1,0,0,0,0.0
45.98020172,2057.98999,3.800689936,60.87789917,55.25109863,2.291810036,45.90829849,2084.699951,3.727839947,50.00260162,52.2071991,1.499760032,218.5359955,78.92269897,39.29560089,208.7890015,81.68990326,42.19869995,1,0,0,0,0.0
47.73009872,2083.139893,4.179430008,61.28450012,60.1169014,2.44720006,50.28860092,2093.080078,4.845510006,50.12829971,59.32109833,1.400589943,219.7630005,83.49659729,39.40390015,219.4600067,88.70069885,42.85950089,0,0,0,1,0.0
58.34469986,2006.839966,5.122320175,64.16220093,61.34389877,3.835370064,56.55929947,2043.890015,4.919950008,50.81869888,56.95389938,2.097919941,211.5099945,65.58350372,38.09579849,201.9029999,77.16040039,40.60179901,1,0,0,0,27.0
51.63679886,2051.52002,4.971469879,61.7655983,66.09819794,3.27944994,51.49679947,2060.97998,6.068329811,50.24919891,63.58380127,1.922369957,220.3269958,80.42720032,39.46659851,219.0540009,91.21430206,42.83119965,0,0,0,1,0.0
