M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
363.5050049,3339.129883,42.56489944,434.4060059,244.2649994,15.76830006,431.8590088,3392.669922,56.10919952,398.6740112,247.9980011,9.349949837,207.5820007,64.93039703,38.42670059,188.5590057,79.34200287,40.62189865,0,0,0,1,27.0
286.2600098,3795.649902,49.12369919,448.8070068,228.6849976,14.72830009,344.2009888,3800.070068,63.80410004,411.2810059,230.0469971,9.257320404,219.9160004,83.92980194,39.42020035,219.8289948,89.55780029,42.88560104,0,0,0,1,0.0
332.3900146,3390.929932,41.85549927,427.401001,228.4490051,15.16730022,385.0870056,3442.110107,54.92549896,392.9299927,230.8540039,9.03633976,210.1179962,67.58769989,37.87549973,194.4600067,79.9960022,42.30490112,1,0,0,0,9.0
427.9360046,3388.429932,43.68000031,456.1319885,262.3779907,17.09539986,500.1170044,3451.72998,56.57889938,421.125,273.7309875,10.39490032,210.0930023,64.4763031,38.49520111,198.6640015,73.29399872,41.14300156,0,0,0,1,18.0
297.098999,3691.120117,43.57120132,433.7229919,218.5559998,13.71920013,345.6929932,3668.149902,59.43349838,401.3070068,220.227005,8.801250458,217.8899994,76.13349915,39.22380066,207.0789948,81.47640228,42.22769928,1,0,0,0,0.0
285.8930054,3791.169922,47.36349869,446.3580017,228.8040009,14.66079998,351.1149902,3783.23999,64.16880035,410.3280029,233.1660004,9.067700386,219.5330048,82.22599792,39.37929916,216.5950012,88.24019623,42.76739883,1,0,0,0,0.0
307.2200012,3727.610107,43.38349915,452.0190125,248.9819946,16.85370064,412.6690063,3658.72998,60.15309906,411.2149963,239.0390015,11.08199978,224.0950012,73.32659912,40.6568985,211.8730011,88.03710175,43.72669983,0,0,0,1,0.0
279.9729919,3779.879883,49.57569885,450.1229858,220.9470062,14.77019978,342.2879944,3788.949951,62.62860107,411.8599854,213.5950012,9.755999565,219.5429993,81.80680084,39.49649811,213.9620056,92.01599884,42.7220993,0,0,0,1,0.0
382.0109863,3318.889893,41.54520035,436.8859863,245.1600037,17.19249916,434.1059875,3340.330078,54.24959946,395.2139893,245.7089996,9.88078022,211.772995,63.47949982,38.57450104,197.7570038,74.40139771,41.26250076,0,0,0,1,0.0
278.7000122,3827.800049,45.56370163,439.0209961,214.3070068,13.42080021,331.6879883,3752.060059,60.83470154,405.7149963,203.7649994,9.079540253,219.5910034,81.80000305,39.31980133,214.4080048,82.4469986,42.23320007,0,0,0,1,0.0
285.4660034,3786.959961,50.48860168,451.4979858,225.7070007,14.89159966,344.7529907,3793.199951,63.54069901,413.0960083,220.6580048,9.649189949,219.7850037,84.18019867,39.48300171,218.1690063,92.3526001,42.85639954,0,0,0,1,0.0
341.4819946,3337.25,41.88570023,427.9819946,231.4450073,15.92669964,396.6619873,3386.639893,54.8105011,392.5,234.378006,9.214150429,208.0410004,66.07209778,38.45130157,190.4539948,80.04989624,40.64189911,1,0,0,0,9.0
285.4289856,3769.320068,51.90969849,459.6950073,236.3670044,15.83450031,361.8099976,3782.580078,64.19719696,415.7950134,225.6239929,10.56550026,220.4559937,86.32520294,39.5428009,219.7220001,94.770401,42.90940094,1,0,0,0,9.0
270.5409851,3768.98999,48.17810059,442.8320007,208.6109924,14.10039997,320.4429932,3792.790039,61.26520157,408.7130127,203.5090027,9.519619942,218.8350067,77.74829865,39.4742012,207.5370026,89.77349854,42.51399994,1,0,0,0,0.0
273.2879944,3749.860107,46.02489853,433.17099,202.3350067,13.30290031,312.9599915,3785.370117,59.37779999,403.1910095,199.4830017,8.920909882,217.4429932,73.59809875,39.38499832,198.326004,85.55000305,42.16159821,0,0,0,1,0.0
326.8059998,3472.310059,42.07260132,429.5509949,226.003006,14.92990017,371.4400024,3491.709961,55.34149933,394.0280151,221.8170013,9.087920189,212.0690002,69.43560028,38.20909882,198.1549988,79.57379913,41.63339996,1,0,0,0,0.0
338.8670044,3530.080078,42.97819901,445.9590149,244.345993,16.13349915,425.1180115,3508.810059,58.97589874,403.8859863,242.371994,9.957150459,218.7870026,67.63050079,39.39569855,199.8130035,82.99330139,44.73759842,0,0,0,1,27.0
323.2669983,3593.050049,42.70289993,445.9670105,244.8630066,16.56299973,427.0660095,3563.790039,59.35770035,409.1960144,243.5789948,10.43690014,220.4980011,68.91300201,39.76490021,203.3919983,85.76629639,44.19300079,0,0,0,1,9.0
