H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
105.3560028,1885.76001,13.71630001,58.46469879,41.19120026,33.69329834,95.25299835,1968.949951,10.42490005,60.62670135,45.37039948,26.0196991,181.3470001,41.78070068,16.90979958,151.0359955,52.47269821,17.08839989,1,0,0,0,0.0
100.3779984,2059.409912,12.84700012,59.01279831,42.11299896,32.61330032,81.89689636,2162.800049,8.811090469,60.74160004,45.41669846,25.16659927,174.3569946,43.59280014,17.04590034,148.8829956,55.1352005,17.44199944,1,0,0,0,11.3
116.6460037,2227.649902,15.99050045,74.45149994,77.78900146,59.43429947,149.2100067,2213.48999,23.4640007,61.18389893,71.32420349,46.15579987,168.5740051,34.60229874,16.8701992,140.8049927,47.42750168,15.22410011,1,0,0,0,0.0
64.34760284,3391.790039,6.084589958,67.9095993,41.52420044,4.98526001,60.63489914,3569.290039,6.630730152,67.0318985,41.10589981,3.495239973,172.6820068,63.60400009,20.28919983,149.6119995,79.22519684,19.32819939,0,0,0,1,0.0
66.57499695,3174.790039,6.166600227,63.65309906,50.96469879,5.167409897,55.74269867,3384.22998,5.706600189,68.09020233,49.56800079,3.672909975,156.9689941,61.16839981,19.95120049,146.6289978,74.93139648,17.86580086,0,0,0,1,0.0
133.5200043,1647.680054,18.82439995,71.25090027,106.8710022,56.69720078,158.3370056,1453.709961,27.32710075,60.91790009,92.7263031,43.55099869,190.8840027,31.2133007,17.14859962,140.5800018,44.11029816,16.68420029,0,0,0,1,0.0
66.11630249,3193.129883,6.138989925,64.19660187,55.95849991,5.19148016,56.22660065,3388.459961,5.687570095,68.20649719,54.13029861,3.619940042,155.5149994,61.56620026,19.9197998,145.4170074,75.91069794,17.45910072,0,0,0,1,22.5
110.9919968,2426.120117,15.01819992,73.19400024,62.50019836,54.29439926,162.4029999,2438.100098,23.36899948,61.30730057,55.46630096,41.83539963,174.2400055,37.24449921,17.09970093,142.2890015,47.05920029,16.09950066,1,0,0,0,22.5
130.25,1479.76001,18.02820015,64.87239838,76.51560211,45.50450134,127.1039963,1347.469971,19.05450058,60.47689819,81.4260025,35.39030075,183.253006,35.46160126,16.82869911,141.8589935,47.83760071,15.65450001,1,0,0,0,0.0
91.08329773,2343.649902,11.31569958,60.51279831,43.96760178,32.38759995,72.21440125,2449.870117,9.104049683,60.92890167,43.89310074,24.95299911,164.8679962,45.39920044,17.23690033,147.0180054,57.88150024,17.88809967,1,0,0,0,0.0
