M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
487.8760071,3344.429932,65.30329895,713.3870239,470.7770081,197.8040009,531.315979,3402.120117,81.68229675,562.9190063,462.8349915,151.7960052,206.8609924,46.19820023,28.25370026,190.7200012,59.89749908,23.22540092,0,0,0,1
477.303009,3438.129883,66.58920288,790.0089722,431.4679871,175.9149933,513.3969727,3560.02002,73.57430267,627.1660156,414.8500061,113.6579971,210.9290009,53.92789841,29.41209984,184.6849976,72.86139679,25.84329987,1,0,0,0
485.7850037,3511.820068,63.29019928,720.6220093,479.4960022,188.772995,530.8079834,3539.22998,81.93520355,603.2750244,474.7030029,151.0559998,206.371994,47.67950058,26.90060043,184.7440033,60.46829987,22.25189972,1,0,0,0
484.1149902,3569.75,62.68930054,720.8109741,480.0270081,184.8289948,528.7470093,3588.370117,81.71949768,613.6829834,476.5939941,150.4329987,206.3040009,48.45220184,26.7859993,183.7940063,60.74110031,22.10280037,1,0,0,0
428.625,3609.5,53.4280014,815.8270264,402.6990051,146.9199982,454.802002,3708.72998,64.09950256,666.3790283,386.6199951,98.52690125,211.1909943,59.6794014,29.78249931,192.2449951,78.50319672,26.47470093,0,0,0,1
540.3590088,3161.070068,86.26260376,782.0380249,484.5899963,230.177002,586.0269775,3241.02002,97.46569824,556.6690063,467.7600098,164.9649963,207.522995,43.4632988,34.44850159,195.5189972,58.12110138,25.49340057,1,0,0,0
379.8439941,3442.870117,43.542099,763.8469849,358.9849854,149.4869995,411.2210083,3524.610107,56.53639984,627.8540039,347.3479919,115.3130035,209.8639984,53.60229874,29.5177002,195.4380035,69.48439789,26.17790031,0,0,0,1
485.8699951,3469.919922,63.38140106,717.9879761,477.5220032,190.2709961,530.7379761,3504.040039,81.69519806,592.9780273,471.9750061,151.1049957,206.4660034,47.29610062,27.05249977,186.0169983,60.29449844,22.44610023,1,0,0,0
409.6229858,3396.280029,49.82149887,671.9810181,402.4249878,160.8869934,449.4670105,3449.5,63.94580078,564.4539795,396.8880005,133.4730072,194.1470032,50.08319855,26.29179955,194.0,62.67300034,23.61660004,0,1,0,0
375.8340149,3483.100098,42.67639923,764.2979736,372.3800049,151.3820038,407.3869934,3597.189941,55.74319839,632.1140137,355.9450073,113.5400009,210.2610016,55.10509872,30.28630066,192.6580048,70.1135025,25.64119911,0,0,1,0
