H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
75.19879913,1794.410034,6.358809948,149.522995,104.9309998,52.00910187,70.3565979,1680.829956,6.575290203,93.19429779,92.38220215,22.0515995,211.2769928,61.04919815,30.97809982,193.6199951,82.25440216,26.99480057,1,0,0,0,5.6
113.7279968,1581.550049,13.57390022,126.0569992,117.3610001,136.9129944,116.5559998,1550.97998,15.06299973,84.95300293,110.4049988,84.00579834,202.6880035,47.5359993,27.31550026,194.3589935,61.0530014,22.93040085,0,0,0,1,0.0
72.20179749,1848.280029,5.943120003,168.0570068,112.2529984,65.3647995,70.94789886,1686.77002,6.088479996,94.58920288,94.81140137,36.39410019,210.026001,53.34159851,30.97400093,195.0059967,68.96800232,25.55470085,0,0,0,1,0.0
101.2399979,1653.390015,11.14830017,117.6320038,118.1869965,108.8290024,102.7770004,1555.319946,12.0685997,84.71720123,110.8190002,77.36019897,202.9179993,48.05530167,25.17440033,204.2899933,60.99280167,23.62599945,1,0,0,0,0.0
124.6959991,1500.050049,16.64419937,135.6779938,113.5839996,167.6459961,131.7910004,1519.640015,21.05649948,86.86049652,107.3850021,110.5690002,206.8670044,45.90739822,29.75429916,193.3800049,59.60419846,23.67250061,1,0,0,0,0.0
75.4285965,1786.319946,6.28000021,146.5390015,103.4649963,48.72320175,71.87770081,1683.310059,6.768819809,93.26460266,92.42829895,19.41279984,211.4349976,62.63529968,32.33369827,194.6320038,84.78939819,27.56570053,0,1,0,0,0.0
74.85569763,1803.25,6.428480148,152.7389984,108.3000031,56.92580032,68.16840363,1677.0,6.230370045,93.103302,92.29550171,27.89559937,211.1100006,58.95880127,29.44809914,192.5579987,76.82710266,26.37389946,1,0,0,0,0.0
130.7189941,1459.72998,18.26199913,139.0820007,113.1299973,186.0169983,138.3379974,1517.060059,23.59690094,86.88659668,107.1880035,122.0759964,207.1560059,44.82770157,31.7852993,194.5220032,58.89039993,24.47139931,1,0,0,0,0.0
119.6470032,1539.609985,14.87959957,128.9929962,116.0910034,150.9109955,123.5449982,1547.800049,18.09770012,85.02999878,110.0950012,95.37590027,202.6490021,47.05860138,28.29570007,191.5189972,61.17449951,22.78070068,1,0,0,0,0.0
73.00160217,1833.939941,6.028379917,162.7480011,111.9909973,64.13760376,68.69660187,1683.51001,6.060770035,94.21299744,94.42479706,34.98619843,210.2489929,55.04100037,30.22920036,192.7429962,70.09010315,25.63069916,0,0,1,0,0.0
116.7320023,1558.699951,14.24800014,127.5849991,116.5070038,143.7129974,120.4309998,1549.069946,16.90309906,85.00299835,110.2089996,91.22910309,202.6430054,47.30649948,27.72579956,192.5720062,61.10910034,22.78000069,1,0,0,0,11.3
74.15170288,1807.920044,6.335700035,158.8309937,110.5110016,61.70729828,65.18360138,1679.859985,5.96821022,93.77829742,93.87319946,28.66049957,210.647995,57.68239975,28.68630028,190.0140076,74.89579773,25.34490013,0,0,0,1,0.0
141.4409943,1407.48999,20.00049973,140.2180023,113.1009979,204.2460022,147.1000061,1515.349976,25.20949936,86.93049622,107.1399994,124.6259995,206.9250031,44.14310074,30.62560081,189.7929993,59.1344986,23.90850067,1,0,0,0,0.0
73.57839966,1818.390015,6.152359962,160.1880035,111.1220016,63.48460007,67.93650055,1682.569946,6.09871006,94.06079865,94.22949982,31.90859985,210.3919983,56.21080017,29.96269989,191.7030029,72.50969696,25.7227993,1,0,0,0,0.0
142.9470062,1400.439941,20.25939941,140.3699951,113.086998,207.1730042,148.3500061,1515.089966,25.43000031,86.93299866,107.1309967,125.1039963,206.9089966,44.01160049,30.52960014,189.3789978,59.13740158,23.86709976,1,0,0,0,0.0
105.2919998,1628.560059,11.90559959,121.6289978,117.6169968,117.9369965,108.6429977,1553.26001,13.23270035,84.87120056,110.5690002,80.04730225,202.6889954,48.04579926,25.69860077,197.9790039,60.97539902,22.86020088,0,0,0,1,0.0
