M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
450.9110107,3598.8701172,61.0828018,833.447998,403.2720032,144.5639954,470.0299988,3688.5300293,69.5184021,672.5219727,387.3129883,91.3742981,211.2769928,61.0491982,30.9780998,193.6199951,82.2544022,26.9948006
438.0799866,3276.6499023,53.2146988,630.0230103,443.9410095,183.2350006,467.006012,3357.3500977,65.8395996,507.1419983,437.3299866,139.8070068,202.6880035,47.5359993,27.3155003,194.3589935,61.0530014,22.9304008
372.9559937,3428.4699707,42.1124992,757.177002,353.5849915,150.3659973,403.7789917,3529.8798828,55.3515015,616.0410156,340.2000122,115.7300034,210.026001,53.3415985,30.9740009,195.0059967,68.9680023,25.5547009
428.2590027,3255.9599609,50.2310982,605.9370117,418.553009,168.5740051,452.6019897,3332.1000977,62.8306999,459.7739868,415.0220032,136.8249969,202.9179993,48.0553017,25.1744003,204.2899933,60.9928017,23.6259995
488.4750061,3281.0100098,67.6940002,718.3699951,463.4979858,203.9830017,530.1220093,3348.6699219,82.0746002,549.0139771,453.54599,152.8630066,206.8670044,45.9073982,29.7542992,193.3800049,59.6041985,23.6725006
462.5679932,3600.3798828,64.5019989,844.7620239,408.1350098,143.3679962,478.7139893,3691.2700195,71.9506989,681.1389771,391.3619995,86.2723999,211.4349976,62.6352997,32.3336983,194.6320038,84.7893982,27.5657005
420.1369934,3593.8601074,51.4598007,807.7210083,398.6340027,147.1239929,447.7579956,3689.0900879,62.547699,663.1849976,382.9570007,101.8710022,211.1100006,58.9588013,29.4480991,192.5579987,76.8271027,26.3738995
513.4780273,3227.6799316,76.6959,748.5700073,472.1600037,215.4250031,556.7819824,3300.0100098,89.5388031,551.617981,459.2579956,158.576004,207.1560059,44.8277016,31.7852993,194.5220032,58.8903999,24.4713993
466.79599,3284.6201172,60.7041016,674.6660156,456.6640015,191.6009979,504.6059875,3368.5900879,74.5921021,527.9619751,449.6990051,143.6900024,202.6490021,47.0586014,28.2957001,191.5189972,61.1744995,22.7807007
376.1809998,3480.8300781,42.7515984,764.3770142,371.4750061,151.1649933,407.7349854,3593.4299316,55.8138008,631.4749756,355.2980042,113.6220016,210.2489929,55.0410004,30.2292004,192.7429962,70.0901031,25.6306992
