DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
251.9389954,173.4279938,135.7969971,39.2159996,40.9385986,3.23683,269.6570129,188.8390045,147.6750031,36.7431984,42.8261986,3.35467,222.7109985,70.2113037,40.5357018,203.6190033,82.7222977,43.3265991,18.0
260.7999878,190.7480011,152.8789978,40.259201,41.5917015,3.1667399,275.8070068,195.6779938,159.2079926,37.8544998,43.4430008,3.5364499,218.5209961,79.2276993,39.2815018,212.75,83.0011978,42.4777985,0.0
258.4200134,183.0469971,146.1150055,39.8802986,41.3928986,3.15289,274.868988,188.6069946,154.4720001,37.5564995,43.2252007,3.46802,217.4720001,73.9414978,39.1837997,203.8059998,80.5140991,42.0872993,27.0
255.3800049,186.6779938,140.75,39.9160004,41.0225983,3.18273,275.0859985,197.7140045,156.9570007,37.7364998,43.1804008,3.5853701,221.8240051,87.4108963,39.5407982,225.1929932,94.8126984,43.0357018,9.0
236.4579926,163.1519928,124.6080017,36.1640015,39.2369003,3.02508,256.0289917,175.8099976,135.0209961,34.7420006,41.8013992,3.1319001,212.5099945,65.870697,37.9914017,202.1589966,77.1707001,40.7801018,18.0
253.2339935,175.8070068,132.2610016,36.7886009,42.1814995,3.04392,272.8179932,190.3139954,142.5180054,34.7378006,44.5115013,3.2327299,211.7140045,68.8170013,38.1870995,196.2819977,80.2423019,41.5924988,9.0
241.3809967,182.7250061,130.1779938,36.0792999,40.6128006,2.9572501,263.7659912,190.1380005,137.7200012,34.8610992,43.7607994,3.0801301,211.2740021,63.2546005,38.5418015,206.1640015,68.7860031,41.2509003,18.0
248.878006,163.371994,129.2019958,39.0033989,40.5740013,3.24001,268.9389954,180.5529938,146.0180054,36.6879005,42.5891991,3.36941,223.9400024,72.4179001,40.6473007,210.7489929,87.4045029,43.6717987,0.0
236.3849945,177.4369965,115.5680008,34.9696999,40.2057991,2.9483399,262.1000061,204.0200043,130.3079987,33.9589996,43.5213013,3.0085499,211.9329987,63.7389984,38.5900993,198.2850037,74.0819016,41.2598991,0.0
235.3049927,171.2460022,113.8310013,34.8932991,40.0699997,2.94276,261.4809875,196.0740051,129.0910034,33.9112015,43.3720016,3.0108299,211.2169952,64.6797028,38.5727997,196.6529999,74.0486984,41.2015991,0.0
261.394989,198.2299957,155.1620026,40.5788994,41.6437988,3.1772399,276.1990051,204.7610016,161.5659943,38.0451012,43.5167007,3.6347101,219.4320068,83.5360031,39.4185982,218.4530029,88.7913971,42.7841988,9.0
255.7570038,174.7920074,141.3820038,39.8185997,41.1198006,3.14902,274.8640137,188.5019989,155.1600037,37.6394005,43.0778008,3.60373,217.3710022,74.174202,39.3707008,198.526001,84.9496994,42.1316986,0.0
240.6170044,172.026001,129.3079987,36.0862999,40.4580002,2.95226,262.9719849,179.4660034,137.0879974,34.9053001,43.6109009,3.09255,210.6390076,63.4047012,38.5133018,203.7409973,69.7993011,41.1744995,18.0
261.1629944,195.5469971,154.5980072,40.4785995,41.6083984,3.1805401,276.5010071,205.9199982,162.746994,38.0831985,43.6100998,3.5966001,219.8699951,83.4578018,39.4090004,219.1609955,89.1247025,42.8604012,0.0
238.5529938,188.1230011,120.4660034,35.2095985,40.4062004,2.9479201,262.9570007,209.8000031,133.1820068,34.1497993,43.7024994,3.0199101,211.6900024,63.6105995,38.5713005,199.2680054,74.6280975,41.2689018,0.0
243.6719971,173.8059998,137.6779938,36.7439003,40.7235985,2.9648099,263.9700012,177.0059967,141.8470001,35.4322014,43.8396988,3.1218801,211.1069946,63.1228981,38.5233002,210.2030029,68.6006012,41.1851997,18.0
236.0209961,173.8309937,115.6429977,34.8450012,40.0993996,2.9345701,261.6659851,196.4309998,130.2859955,33.8925018,43.4127007,3.0172601,210.1560059,64.9196014,38.5139999,193.701004,76.9943008,41.0248985,9.0
237.3840027,171.2519989,119.9079971,35.3637009,40.1972008,2.9402299,261.8640137,190.0630035,131.7689972,34.3069,43.4030991,3.0478201,210.3509979,63.6674995,38.5027008,195.3860016,72.2100983,41.2221985,27.0
257.6409912,181.0359955,145.2070007,39.8787003,41.2621002,3.16699,275.2659912,196.9660034,156.8919983,37.7132988,43.3139992,3.4884601,218.6150055,75.2116013,39.3331985,207.6170044,87.6939011,42.5387993,27.0
237.8410034,167.3990021,122.1139984,35.5083008,40.2043991,2.94138,262.0429993,181.9940033,133.4299927,34.4462013,43.4233017,3.0720301,210.1230011,64.0626984,38.4936981,197.1380005,73.0056,41.1411018,0.0
238.6490021,183.3399963,121.5879974,35.4188004,40.3786011,2.9460199,262.6170044,204.3529968,132.7299957,34.3119011,43.578701,3.0309401,211.2079926,63.5709,38.5359993,198.0659943,71.356102,41.3174019,0.0
255.3730011,173.7400055,140.0449982,39.6792984,41.0362015,3.1663599,274.7409973,192.1419983,154.8630066,37.6262016,43.1559982,3.4851601,219.026001,74.1998978,39.3888016,209.0590057,88.6932983,42.6918983,0.0
244.7879944,161.6329956,128.8639984,37.1497002,40.9331017,3.04321,267.6619873,177.7510071,140.1840057,35.8516006,43.9845009,3.1598301,211.5789948,63.8778992,38.7731018,197.7870026,75.4952011,41.0223007,18.0
252.7619934,176.0950012,138.1820068,39.3632011,41.0149994,3.24034,270.0369873,191.1130066,149.4120026,36.8508987,42.8967018,3.3847499,222.9420013,71.5833969,40.5467987,205.1970062,83.4858017,43.4040985,18.0
249.9429932,199.298996,123.5319977,36.2607994,42.0351982,3.01156,271.3580017,211.7149963,138.3650055,34.7952003,45.0290985,3.03547,213.1519928,65.9294968,38.1910019,206.1430054,77.7129974,40.7328987,0.0
254.25,184.0140076,137.9340057,39.7233009,40.8970985,3.1805401,274.571991,192.8040009,154.7539978,37.5973015,43.0345993,3.5476201,221.8200073,86.5269012,39.5231018,225.4420013,93.8710022,42.9906006,9.0
258.1789856,184.0220032,147.0890045,40.1170006,41.3623009,3.15817,275.0390015,190.9179993,156.1380005,37.7043991,43.1623001,3.6057799,218.2489929,76.8383026,39.3507004,205.2299957,83.9421005,42.2289009,0.0
259.4140015,195.4129944,150.6300049,40.4345016,41.4421997,3.1849,276.2520142,208.003006,161.7859955,38.0539017,43.5206985,3.63359,220.7449951,85.7509003,39.4984016,221.7579956,93.4320984,43.0018005,27.0
236.0410004,162.8450012,123.4169998,36.0465012,39.2013016,3.0229499,255.8869934,177.3849945,134.3919983,34.6403999,41.7750015,3.12198,212.276001,65.5651016,37.9752998,199.7859955,78.0625,40.7193985,9.0
255.9129944,177.8789978,141.6130066,39.7769012,41.0816994,3.1708901,274.9580078,194.5350037,155.9689941,37.6850014,43.1996002,3.50493,219.503006,76.8723984,39.4143982,211.7779999,89.7844009,42.7490005,0.0
260.8359985,196.4149933,153.6730042,40.4688988,41.6015015,3.17134,275.7269897,200.7830048,159.4559937,37.9103012,43.3741989,3.6298599,219.2949982,81.7945023,39.3909988,215.6309967,86.4725037,42.5872002,0.0
257.322998,190.6300049,145.5850067,40.1867981,41.2332993,3.18524,275.8450012,204.9490051,160.0780029,37.9331017,43.3967018,3.6168201,221.6569977,86.3367004,39.5312996,223.6649933,94.5136032,43.0536003,0.0
257.9909973,192.0059967,147.0870056,40.2448006,41.3030014,3.17715,275.6659851,203.9140015,159.0639954,37.8848991,43.3213997,3.65184,220.1499939,84.876297,39.5139008,218.5279999,93.5969009,42.8739014,27.0
256.355011,175.7819977,142.9920044,40.0233994,41.1838989,3.16169,275.196991,192.1089935,156.4170074,37.710701,43.1435013,3.66572,218.6799927,76.7667999,39.4655991,206.1699982,89.0385971,42.4631004,0.0
237.3090057,179.4570007,118.0910034,35.1848984,40.2459984,2.93964,262.0090027,205.6710052,130.3809967,34.1372986,43.4448013,3.0283501,210.8690033,63.5657005,38.5130997,193.6100006,72.0106964,41.4174004,0.0
238.8339996,167.8760071,125.0070038,35.737999,40.2867012,2.9454501,262.4039917,179.2059937,135.0579987,34.6372986,43.4877014,3.0894799,210.2799988,64.0206985,38.5004997,199.8829956,72.0235977,41.1613007,18.0
238.8430023,186.9850006,121.7259979,35.3656006,40.4171982,2.9477501,262.9060059,207.2630005,133.3540039,34.2734985,43.6593018,3.0275199,211.4429932,63.5979004,38.5559998,199.2920074,72.805603,41.2980003,18.0
259.821991,196.5890045,151.5149994,40.4687004,41.4878998,3.17853,276.0400085,206.996994,160.8130035,38.0046005,43.4505005,3.6551299,219.7779999,84.3016968,39.4816017,218.3650055,92.3479004,42.8639984,0.0
239.397995,200.2429962,122.4039993,35.2518005,40.5012016,2.9482501,263.4840088,215.4459991,134.6600037,34.1971016,43.8129997,3.02003,211.6609955,64.9735031,38.5969009,201.8289948,75.8874969,41.2717018,0.0
255.2140045,172.3589935,140.121994,39.763401,41.0661011,3.14784,274.848999,188.0390015,155.0169983,37.6296005,43.0625,3.6076701,217.2579956,73.646698,39.3821983,197.4369965,85.4891968,42.1315002,0.0
260.0910034,190.8800049,151.2740021,40.2588005,41.5491982,3.1631999,275.1730042,189.8890076,156.5610046,37.7266998,43.2464981,3.5616901,218.4850006,79.0783997,39.2771988,209.6150055,81.3087997,42.2257004,0.0
240.4100037,186.5269928,126.762001,35.7863007,40.5446014,2.9531901,263.4419861,198.8549957,135.8959961,34.6152,43.7243004,3.0527401,211.3399963,63.4636993,38.5493011,203.345993,70.2058029,41.2667999,27.0
238.0610046,165.5769958,123.3410034,35.5951004,40.2042007,2.94222,262.1579895,178.2839966,134.4219971,34.5340004,43.4329987,3.0915201,210.0579987,64.5164032,38.4938011,198.2859955,73.5093002,41.1375999,18.0
260.071991,196.2570038,151.9960022,40.4463997,41.5210991,3.17342,275.8980103,205.9929962,160.1990051,37.9562988,43.4109993,3.6539199,219.4689941,82.3188019,39.4524002,216.3390045,90.235199,42.7501984,9.0
250.7050018,203.2100067,125.9660034,36.260601,42.0463982,3.0032401,271.1400146,218.7310028,137.9750061,34.8501015,44.9276009,3.03262,211.526001,65.6521988,38.0962982,201.9140015,77.2982025,40.6010017,27.0
255.5059967,186.3589935,140.8950043,39.9249992,41.028801,3.17838,274.9049988,195.5480042,156.1040039,37.6931,43.1174011,3.6147001,220.8659973,88.0263977,39.5537987,222.2339935,95.4697037,42.9623985,0.0
235.7440033,170.102005,115.2089996,34.8950005,40.0726013,2.93594,261.5039978,192.6869965,129.8079987,33.9249001,43.3661003,3.0179801,210.2550049,64.552803,38.5136986,193.697998,75.7118988,41.0545006,0.0
238.572998,180.5440063,121.685997,35.4954987,40.344101,2.9438601,262.2829895,199.6040039,132.0330048,34.3539009,43.4822006,3.02789,210.9620056,63.7282982,38.5154991,197.4420013,69.1755981,41.2780991,27.0
249.822998,178.7899933,125.5199966,36.2887001,41.9622993,3.0005,270.6400146,200.9149933,137.3090057,34.7593994,44.7243004,3.06879,209.7680054,66.0954971,37.9261017,193.5399933,79.5521011,40.1705017,0.0
256.9309998,182.2290039,135.9620056,37.9682999,42.6152,3.1612799,281.3009949,194.5820007,148.1139984,35.9976997,45.4393005,3.2769201,219.6309967,69.9218979,39.4304008,200.6569977,80.0059967,41.7955017,0.0
239.7570038,182.9980011,125.0270004,35.7024002,40.4632988,2.94979,262.9460144,198.3670044,134.5249939,34.5418015,43.6282005,3.0453899,211.1750031,63.4903984,38.5345001,201.0249939,69.7761002,41.2695999,27.0
238.1430054,168.9080048,122.6809998,35.5635986,40.2391014,2.9426899,262.1319885,183.2079926,133.5870056,34.4841995,43.4440994,3.06973,210.2460022,63.8557014,38.4984016,197.720993,72.2481995,41.1632996,0.0
239.0939941,174.7960052,124.4410019,35.7387009,40.3426018,2.9456699,262.3649902,186.3970032,134.0130005,34.5997009,43.4947014,3.0567,210.5130005,63.338501,38.5127983,199.5070038,69.7258987,41.1753006,0.0
238.4080048,166.6849976,124.0490036,35.6571999,40.2425995,2.9437001,262.2659912,178.8480072,134.6629944,34.5774994,43.4578018,3.08969,210.1660004,64.2516022,38.4967995,198.9720001,72.7723999,41.1492996,18.0
256.5419922,182.723999,143.3280029,39.888401,41.1375008,3.17591,275.2130127,197.4290009,157.2200012,37.7476006,43.2551003,3.5267899,220.1190033,80.0222015,39.4392014,215.2120056,91.0056992,42.8061981,0.0
237.8130035,182.552002,119.0790024,35.1976013,40.3176994,2.9447801,262.4580078,207.2120056,131.7429962,34.1446991,43.5707016,3.0235801,211.345993,63.4393997,38.5475998,196.7279968,73.294899,41.3353004,18.0
237.1439972,179.7949982,117.5100021,35.1074982,40.2518005,2.94291,262.1749878,206.3569946,130.7630005,34.0820999,43.5088005,3.02372,211.2350006,63.4140015,38.5433006,195.2779999,73.510498,41.3711014,18.0
236.0549927,175.1329956,115.4950027,34.8576012,40.1207008,2.93751,261.7420044,198.6289978,130.272995,33.8960991,43.4397011,3.01493,210.5599976,64.9745026,38.5388985,195.1360016,76.3373032,41.0850983,9.0
238.154007,185.3880005,119.4430008,35.1405983,40.3692017,2.9475999,262.7990112,209.0950012,132.628006,34.094799,43.6753998,3.0172801,211.723999,63.4253998,38.5689011,198.5500031,74.8223038,41.2559013,0.0
256.2900085,188.052002,142.8829956,40.033699,41.1176987,3.1780801,275.1940002,198.7189941,157.1690063,37.7612,43.1878014,3.6335599,220.6410065,87.0052032,39.5466003,220.8179932,95.0616989,42.9365005,9.0
