M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
174.9089966,4206.3398438,32.3185997,399.6600037,135.8580017,14.9998999,219.6990051,4230.9101562,41.7938004,349.5180054,120.4919968,7.74229,241.8849945,97.6808014,37.2853012,210.5850067,109.5530014,31.5662003,0.0
81.5127029,4213.8198242,31.6030006,398.9169922,125.7099991,14.3452997,115.1090012,4189.6098633,42.0830994,348.2789917,116.7929993,8.79282,233.201004,97.1567001,43.2729988,224.0169983,113.1389999,41.6730003,22.5
178.822998,4111.9101562,32.156601,403.480011,134.0859985,14.677,207.4389954,4077.6899414,41.7336998,356.9089966,119.3590012,7.6296701,245.3370056,92.3768005,42.9333,216.1869965,105.1500015,37.5788002,22.5
165.1900024,3991.7700195,29.9351006,397.9849854,136.8220062,12.9744997,221.4750061,3902.6298828,42.4000015,362.6879883,121.4769974,8.3744202,221.9210052,89.0772018,132.654007,214.8910065,103.1169968,46.4068985,0.0
119.9800034,4291.9902344,30.9561996,393.1180115,127.689003,13.1935997,153.2120056,4329.3901367,42.4221992,349.7780151,114.5650024,8.5453796,215.3009949,103.2969971,132.1529999,199.0919952,111.6050034,40.1245003,0.0
70.0020981,4007.2800293,29.6361008,409.8439941,135.8339996,14.2708998,108.7330017,3921.3300781,42.1306992,362.4200134,123.7770004,8.8748102,229.5610046,99.9247971,43.0023003,230.6629944,111.5599976,41.5385017,0.0
176.2079926,4195.0400391,32.830101,395.6520081,130.9689941,15.5724001,212.9949951,4211.1899414,42.8969002,347.07901,117.2259979,7.8192601,240.4230042,93.6722031,39.5293007,210.5240021,106.3069992,33.4627991,28.2
82.0457993,4009.3200684,30.1441994,405.9849854,134.2189941,14.3746004,115.3389969,3937.8000488,41.0149994,363.006012,123.2600021,8.8438702,231.2640076,99.9292984,41.6349983,228.5399933,113.2030029,42.2725983,0.0
77.4300003,4343.9101562,31.3908997,398.7229919,127.9380035,14.7882996,101.1439972,4370.4101562,42.2848015,348.9079895,118.9440002,9.06777,225.1139984,108.8669968,130.8410034,208.4550018,119.5660019,48.2431984,0.0
145.1130066,4146.2597656,32.2972984,406.3760071,130.595993,15.2560997,178.2030029,4129.0898438,41.5638008,350.7070007,117.0810013,8.0136499,246.7250061,91.9241028,41.6957016,215.4309998,107.0770035,38.7095985,16.9
170.2359924,4242.1000977,32.2627983,399.7430115,136.1239929,15.1037998,214.9149933,4273.8901367,41.8044014,347.2349854,120.5879974,7.7743301,241.7299957,98.9709015,37.1883011,210.2630005,110.3840027,31.4825993,0.0
144.9109955,4270.7202148,32.2047005,396.9230042,129.8970032,14.7229996,184.0639954,4269.3500977,42.1116982,346.2579956,117.2149963,7.9218102,233.0720062,99.3500977,36.2985001,207.3679962,111.3219986,30.9466991,0.0
67.3557968,4160.6000977,30.9564991,397.79599,126.2939987,14.3841,105.9670029,4115.0400391,42.0029984,350.6369934,117.3119965,8.9218197,228.7969971,94.9377975,41.2480011,231.0740051,116.1070023,41.7627983,0.0
88.802803,4252.5800781,31.2914009,395.7340088,124.473999,14.3140001,123.5540009,4237.2099609,41.6973,350.1849976,117.7160034,9.08354,226.7799988,99.0551987,40.618,218.2129974,114.401001,40.7601013,0.0
