M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
335.8640137,3105.3798828,62.8291016,468.8630066,190.6369934,16.9242992,318.8770142,3277.3999023,65.8722,413.3890076,172.5639954,9.3674202,179.3589935,48.3221016,20.5442009,151.1289978,63.3190994,20.8195992,11.3
171.0500031,3384.1999512,39.030201,546.3179932,170.8450012,7.3916202,181.2890015,3141.7600098,52.5620003,419.625,150.7030029,4.6715999,172.2400055,57.8289986,19.8826008,157.9559937,69.2748032,21.4367008,33.8
397.1549988,3557.7700195,53.8228989,540.1669922,161.5249939,14.6040001,385.8649902,3571.5300293,65.6717987,450.9719849,159.3540039,7.51791,163.3500061,65.7101974,20.2584991,146.9790039,82.4738998,17.8505993,0.0
301.2279968,2492.6899414,64.2154999,326.6080017,202.470993,21.5639992,275.1849976,2606.2700195,70.7649994,278.651001,189.5160065,11.3898001,166.8820038,37.0181007,16.9377995,141.8789978,48.8846016,15.6217003,33.8
191.2920074,3086.3601074,44.5327988,472.4869995,177.4340057,11.2617998,169.7369995,3123.3601074,54.4445992,391.5029907,175.4149933,6.6666298,163.9120026,51.1123009,18.4985008,149.375,62.8690987,18.8054008,33.8
201.1179962,2688.4399414,47.9347,405.572998,188.5399933,15.5199003,150.8099976,2707.6000977,57.1557999,315.5270081,184.1849976,8.7317696,170.595993,42.4524002,16.9682999,146.529007,53.4141006,16.6968002,0.0
345.8510132,2597.8999023,67.0369034,396.256012,204.7669983,20.7423,312.901001,2648.0300293,74.7049026,293.5169983,186.1849976,10.2784004,182.8679962,39.2495003,17.0426998,144.2749939,51.3928986,16.6639996,22.5
288.6910095,2551.3300781,60.6085014,340.2109985,195.7550049,19.8512993,250.526001,2638.8300781,68.4936981,284.2449951,188.1289978,10.6090002,158.4210052,38.4199982,16.8050003,139.7489929,50.4949989,15.1280003,0.0
376.723999,3535.7099609,52.399601,544.072998,163.8450012,13.9948997,370.3269958,3301.1499023,66.7891998,415.1380005,149.8809967,7.0117402,162.1100006,65.0639038,20.0681992,146.0140076,81.4961014,17.9155006,0.0
275.7850037,3436.1999512,44.7485008,543.5449829,162.4420013,11.8603001,245.7559967,3543.1899414,49.8689003,481.5379944,160.6170044,7.8878698,172.1239929,57.9513016,20.4374008,153.9759979,70.9494019,21.4260998,0.0
