DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
204.5460052,99.7885971,121.9710007,54.5898018,31.2243004,19.1721001,230.404007,97.6809006,132.9160004,45.0307007,32.9584999,15.6815004,202.6230011,47.4096985,27.4435997,192.7689972,61.080101,22.7341995
205.477005,103.5240021,120.4580002,58.0141983,31.3913002,19.8041992,224.9109955,101.237999,122.302002,45.9541016,32.5196991,15.3697996,206.8619995,45.9510002,29.7028008,193.4349976,59.6272011,23.6548996
197.8159943,114.9680023,132.0220032,68.0050964,30.7035007,16.8393002,273.4880066,127.802002,148.0509949,57.2803993,38.2117996,13.7174997,208.9400024,52.979599,28.4818001,196.0690002,67.4468994,25.4652996
199.2590027,96.5734024,130.5780029,72.5261002,30.9825993,15.6131001,243.5950012,111.7300034,169.5090027,67.0817032,37.1907997,11.1210003,210.5720062,59.5567017,33.0368996,189.7700043,81.7767029,30.3139
204.0610046,96.3351974,122.2750015,53.1445999,31.1590996,18.6100006,229.6269989,93.6379013,135.5160065,44.2228012,32.8727989,15.4035997,202.6239929,48.1865005,25.4365005,197.1170044,60.969101,22.4626999
204.5410004,102.0319977,122.0650024,53.2086983,31.2096004,18.8948994,234.7120056,99.9529037,137.0899963,43.9967003,33.0200996,15.6861,202.6690063,47.7859993,26.5335999,195.6529999,60.9977989,22.8857002
197.9629974,96.7161026,130.4759979,73.3618011,30.8470993,17.7618008,253.8500061,117.0419998,141.1239929,65.0952988,37.2904015,11.7147999,211.576004,60.8154984,28.2087994,186.7299957,79.3631973,25.2588005
186.4519958,107.1350021,129.1230011,64.9832001,28.4570999,17.5370007,244.8000031,115.1470032,138.8450012,55.3591003,34.2905006,13.9090004,214.1759949,51.5371017,27.6753006,199.0330048,65.0945969,23.7710991
198.7649994,117.7890015,130.2669983,72.2621002,30.8668003,16.3239002,254.7720032,137.3890076,142.1470032,63.4602013,37.2285004,11.8245001,211.1080017,58.9794006,29.4951992,192.6329956,76.8932037,26.3997993
204.4129944,96.8261032,122.0910034,54.5335999,31.2094994,19.1075001,228.2899933,94.464798,132.4299927,45.3146019,32.8977013,15.6903,202.572998,47.6176987,26.9127007,192.9450073,61.0269012,22.6000004
197.7230072,120.7639999,132.9019928,75.2838974,30.8414993,16.8512993,263.0069885,138.3820038,143.4149933,64.4505997,37.7832985,12.2493,210.3450012,55.8009987,30.3645,192.0850067,71.4972,25.7723999
206.1119995,103.1650009,120.0169983,59.1845016,31.4680004,20.1534004,229.7599945,103.6320038,121.4779968,46.1292992,32.7349014,15.5120001,206.9810028,44.5779991,30.9092007,191.371994,59.1194992,24.0480995
198.1040039,121.802002,132.875,75.3535004,30.8570995,16.6226997,265.4750061,139.9720001,143.1390076,63.6717987,37.8216019,12.4088001,210.227005,54.8655014,30.2996006,192.9179993,69.8079987,25.6217003
180.1190033,85.9262009,134.3919983,68.9125977,28.5093002,16.8752995,222.6040039,97.8536987,136.9320068,58.3660011,34.5838013,13.1210003,207.4459991,52.1674995,28.8502998,191.1490021,66.5811005,24.0867004
199.7599945,126.3809967,129.9779968,71.6457977,30.9839001,16.0907001,257.1530151,144.6869965,147.0780029,64.1100998,37.3325005,10.9385996,211.3090057,61.0918007,30.8575993,191.4620056,81.7496033,26.9393997
199.6779938,130.6999969,129.9980011,71.5131989,30.9659004,15.9961004,257.3590088,148.5249939,145.0679932,63.7598991,37.3100014,11.1352997,211.2669983,60.7067986,30.6287994,192.7890015,81.0883026,26.8353996
199.6829987,128.2440033,129.9949951,71.6135025,30.9710007,16.0667992,257.1400146,146.3609924,145.7519989,63.9926987,37.3165016,11.0608997,211.2960052,60.8978996,30.6830006,192.1569977,81.3565979,26.8456001
204.1790009,96.9302979,122.2440033,53.2709007,31.1723003,18.6951008,230.2969971,94.3283005,135.6300049,44.3260994,32.896801,15.5094004,202.6170044,48.0929985,25.6770992,196.5209961,60.9658012,22.5515003
205.6329956,111.0189972,121.9280014,50.9145012,31.2791004,18.2730999,259.8989868,110.3679962,152.451004,41.478199,33.6179008,16.1446991,202.9129944,47.9239006,25.1215992,204.7749939,60.9938011,23.8815002
