Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
0.520619,61.9586983,0.653087,147.272995,44.3546982,3.4465499,0.40494,56.8176003,0.537429,125.9960022,47.1696014,2.4170401,207.5820007,64.930397,38.4267006,188.5590057,79.3420029,40.6218987,27.0
1.08743,89.2059021,1.16755,212.9519958,48.4082985,5.9264698,1.0685199,82.271698,1.26574,169.1690063,44.1030998,3.82217,219.9160004,83.9298019,39.4202003,219.8289948,89.5578003,42.885601,0.0
0.646432,70.1270981,0.660068,172.647995,50.4454002,4.36446,0.571067,64.1505966,0.601378,145.0429993,51.2150993,2.9277301,210.1179962,67.5876999,37.8754997,194.4600067,79.9960022,42.3049011,9.0
0.335589,52.5703011,0.553651,124.9860001,38.8860016,2.9251499,0.237393,46.7859993,0.419844,101.3170013,44.0744019,1.90423,210.0930023,64.4763031,38.4952011,198.6640015,73.2939987,41.1430016,18.0
1.03315,80.0215988,1.0958,189.5169983,44.3126984,4.5608501,0.924777,75.8444977,0.94186,160.2050018,43.839901,3.4109001,217.8899994,76.1334991,39.2238007,207.0789948,81.4764023,42.2276993,0.0
1.06968,87.4263992,1.19514,205.2480011,47.7895012,5.7101698,0.988175,80.3727036,1.16895,166.2949982,44.107399,3.7205701,219.5330048,82.2259979,39.3792992,216.5950012,88.2401962,42.7673988,0.0
0.846672,75.0524979,1.34175,176.6190033,45.5004005,4.9914799,0.584123,76.4608002,1.07469,159.5350037,49.1296997,3.6851299,224.0950012,73.3265991,40.6568985,211.8730011,88.0371017,43.7266998,0.0
1.15754,90.959198,1.25104,214.9839935,46.4124985,6.0727301,1.28772,87.8538971,1.48906,176.1000061,43.9234009,3.9714899,219.5429993,81.8068008,39.4964981,213.9620056,92.0159988,42.7220993,0.0
0.393382,75.8719025,0.545493,200.1419983,65.905098,6.0194001,0.337958,54.0850983,0.362332,126.8610001,45.8950005,2.75719,211.772995,63.4794998,38.574501,197.7570038,74.4013977,41.2625008,0.0
1.21527,87.0245972,1.29004,216.2749939,45.6160011,5.1202598,1.1625201,81.6072998,1.15803,170.6060028,43.7118988,3.76755,219.5910034,81.8000031,39.3198013,214.4080048,82.4469986,42.2332001,0.0
