DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
209.2330017,93.1604004,120.072998,57.6996002,31.7887993,19.8966999,230.0469971,91.9300995,124.8759995,47.5323982,33.6133995,16.0715008,206.8609924,46.1982002,28.2537003,190.7200012,59.8974991,23.2254009,0.0
195.1029968,112.5780029,126.1490021,67.0110016,30.7427998,16.6466007,258.256012,131.8569946,141.6640015,56.2737999,37.9389992,11.5649004,210.9290009,53.9278984,29.4120998,184.6849976,72.8613968,25.8432999,0.0
209.7899933,88.4246979,120.5920029,59.0223007,31.8502007,20.8939991,226.147995,85.9688034,124.2850037,50.906601,33.5309982,17.1009007,206.371994,47.6795006,26.9006004,184.7440033,60.4682999,22.2518997,0.0
210.1179962,90.066803,120.7279968,59.4025002,31.8810005,21.1664009,227.4409943,87.4527969,124.098999,51.7546997,33.5634995,17.3125,206.3040009,48.4522018,26.7859993,183.7940063,60.7411003,22.1028004,0.0
198.9940033,119.6309967,130.1950073,72.1345978,30.8964005,16.3139992,255.1889954,138.8350067,143.0330048,63.8115005,37.2513008,11.5953999,211.1909943,59.6794014,29.7824993,192.2449951,78.5031967,26.4747009,0.0
206.6430054,120.3069992,119.4889984,60.2249985,31.5254002,20.0170994,238.1040039,119.2229996,118.0350037,44.9547005,32.9622993,15.0873003,207.522995,43.4632988,34.4485016,195.5189972,58.1211014,25.4934006,0.0
198.4140015,115.7839966,132.802002,74.3086014,30.8605003,16.0433006,268.1229858,142.6649933,142.9570007,59.8434982,37.8849983,12.8582001,209.8639984,53.6022987,29.5177002,195.4380035,69.4843979,26.1779003,5.6
209.5149994,88.0883026,120.512001,58.5984993,31.8223991,20.5769997,225.2380066,85.5395966,124.0650024,50.1152,33.5035019,16.8395004,206.4660034,47.2961006,27.0524998,186.0169983,60.2944984,22.4461002,0.0
196.7339935,93.9962997,128.9779968,60.2705994,29.7602005,16.7837009,230.8899994,100.8259964,135.4349976,52.098999,32.7899017,14.9446001,194.1470032,50.0831985,26.2917995,194.0,62.6730003,23.6166,11.3
197.9720001,121.1419983,132.8849945,75.3559036,30.8500996,16.6924992,264.6279907,139.1790009,143.0859985,63.9183998,37.8064003,12.3751001,210.2610016,55.1050987,30.2863007,192.6580048,70.1135025,25.6411991,0.0
206.7709961,120.5530014,119.3649979,60.3226013,31.5387993,20.0510998,239.4340057,120.2639999,117.9179993,44.8153992,33.0147018,15.0469999,207.572998,43.2181015,34.7742996,195.1369934,58.1385994,25.5914001,0.0
205.4839935,105.2389984,120.4290009,57.9754982,31.3913002,19.7740002,225.5789948,102.7490005,122.2659988,45.7354012,32.5317993,15.3133001,206.9019928,45.9146004,29.9041004,193.9720001,59.5906982,23.7516003,0.0
203.772995,94.4859009,130.3480072,74.9029999,31.5258999,18.1847992,252.7169952,112.8970032,136.1190033,67.6938019,37.6661987,12.2847996,212.4640045,60.2182999,27.8379002,188.8119965,77.7722015,24.9095001,0.0
203.8609924,178.1499939,128.5930023,68.4938965,31.2859993,13.7264004,267.881012,195.7059937,147.772995,63.3084984,37.5042992,8.9356298,211.7779999,65.6560974,33.2815018,198.8600006,86.1183014,28.0055008,0.0
204.3480072,86.1227036,122.6679993,56.7855988,31.2210007,19.6734009,213.1759949,80.5252991,123.5159988,49.1464005,32.5558014,16.3402996,202.1799927,48.3390007,26.5433006,186.8809967,60.9488983,22.0977001,16.9
199.727005,131.951004,129.9839935,71.4487,30.9701004,15.9601002,257.5559998,149.6139984,145.1069946,63.7112007,37.3132019,11.1146002,211.2660065,60.7459984,30.6821995,192.9369965,81.228302,26.8612003,0.0
200.2259979,139.1000061,129.8350067,71.0718002,31.0202999,15.7473001,258.9930115,156.0310059,146.7109985,63.8494987,37.354599,10.7552996,211.3370056,61.5438004,31.3260994,193.2050018,82.930603,27.1285992,5.6
204.5500031,102.1050034,122.0490036,53.3036003,31.2115993,18.9235001,234.4960022,100.0400009,136.7709961,44.0573997,33.0187988,15.6857004,202.6690063,47.7458992,26.6551991,195.3789978,61.0051994,22.8854008,0.0
197.3269958,115.6360016,132.9320068,75.1503983,30.8188992,17.0380993,260.2969971,134.3699951,142.8549957,64.8610992,37.7369995,12.1966,210.4380035,56.6487007,30.0720005,191.3880005,73.6503983,25.8244991,16.9
206.2279968,88.0947037,119.7720032,59.0500984,31.4936008,20.6345997,229.3070068,93.9904022,124.8410034,46.0794983,32.828701,15.8390999,206.647995,43.2682991,28.9162998,186.1840057,59.2797012,23.2609005,0.0
204.4929962,101.4850006,122.1169968,52.9925003,31.2019997,18.8010998,235.0379944,99.3181,137.8529968,43.8564987,33.0169983,15.6711998,202.6679993,47.9071999,26.1478996,196.5050049,60.9813995,22.8612995,0.0
204.5059967,100.1800003,122.0439987,53.8907013,31.2129002,19.0158997,231.977005,98.0234985,134.8179932,44.5794983,32.9733009,15.6768999,202.6360016,47.6477013,26.8733997,194.2460022,61.0266991,22.7737999,0.0
198.6159973,109.8399963,130.2940063,72.6437988,30.8754005,16.7579002,253.4279938,129.5899963,142.5130005,64.6320038,37.2333984,11.6478004,211.3009949,60.021801,29.3274002,190.3970032,78.8634033,26.1478004,0.0
196.5610046,102.6610031,133.0310059,75.2861023,30.7609005,17.4554996,254.8800049,122.9339981,139.7879944,65.8309021,37.6245995,12.3536997,210.602005,57.5611992,29.0231991,190.1900024,74.9459991,25.4974995,0.0
204.628006,97.9815979,121.8619995,55.9580994,31.2465992,19.4925995,227.2200012,96.110199,129.4459991,45.9963989,32.9253006,15.7391996,202.5709991,46.9553986,28.2803993,189.9100037,61.1711006,22.6210003,16.9
200.0350037,125.1429977,129.927002,71.5792007,31.0174999,15.9650002,257.3670044,143.4530029,150.6880035,64.2061005,37.3661995,10.7054005,211.2590027,61.1897011,31.4887009,190.75,82.3563004,27.3813,0.0
196.7369995,101.2870026,132.9210052,75.0626984,30.7429008,16.7493,256.7780151,126.5670013,139.026001,63.7139015,37.6277008,12.6276999,210.3029938,55.7910004,28.9211998,191.9980011,71.6299973,25.4951992,0.0
197.4689941,116.7770004,132.9210052,75.2125015,30.8246994,16.9514008,261.2520142,135.4219971,142.8209991,64.6380997,37.7508011,12.2489996,210.3939972,56.2426987,30.1079998,191.7120056,72.6219025,25.7723007,0.0
179.9450073,79.3588028,135.0010071,64.6047974,27.8299007,19.3136997,194.0910034,80.7313995,126.7740021,57.2482986,29.0328999,15.6716003,198.6269989,50.8835983,25.2642994,189.9369965,65.2182007,22.0487995,0.0
205.4519958,96.979599,120.6080017,58.1633987,31.3913994,19.9494991,222.0390015,95.1812973,122.4950027,46.9099007,32.4636002,15.6395998,206.6779938,46.1731987,28.8411007,191.1990051,59.7877998,23.2458,0.0
204.3480072,85.6308975,122.9560013,56.9665985,31.2212009,19.6746006,209.3589935,77.9792023,121.6100006,49.915699,32.4496994,16.5303001,202.0980072,48.9067001,26.3181,186.1349945,60.8964005,22.1126995,16.9
200.0119934,127.1289978,129.9199982,71.5404968,31.0116997,15.9772997,257.6400146,145.3529968,149.348999,64.1568985,37.3600998,10.7460003,211.2929993,61.2639008,31.3281002,191.1569977,82.3093033,27.2320995,0.0
199.3070068,122.4100037,130.1029968,71.9378967,30.934,16.2556992,255.9450073,141.1569977,144.4920044,64.0438004,37.2845001,11.3083,211.2660065,60.410099,30.1956997,191.8320007,80.1669006,26.6229,16.9
