DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
199.9989929,138.6230011,129.9069977,71.0891037,30.9958,15.7810001,258.5820007,155.3350067,145.3730011,63.4942017,0.0,10.9827995,211.2769928,61.0491982,30.9780998,193.6199951,82.2544022,26.9948006
204.6190033,103.5739975,121.9540024,53.6506004,31.2227993,19.0408001,234.3829956,101.586998,135.7350006,44.1631012,0.0,15.6702003,202.6880035,47.5359993,27.3155003,194.3589935,61.0530014,22.9304008
200.322998,135.8000031,132.845993,75.5373993,31.0203991,16.2907009,276.4410095,149.5449982,145.8139954,62.7249985,0.0,12.4257002,210.026001,53.3415985,30.9740009,195.0059967,68.9680023,25.5547009
205.3379974,111.1989975,121.9899979,51.1279984,31.2569008,18.3642998,254.9720001,109.8679962,149.7429962,41.5373001,0.0,15.9209003,202.9179993,48.0553017,25.1744003,204.2899933,60.9928017,23.6259995
205.4989929,103.5530014,120.4440002,58.0634003,31.3939991,19.8152008,225.0639954,101.3310013,122.2429962,45.9710999,0.0,15.3755999,206.8670044,45.9073982,29.7542992,193.3800049,59.6041985,23.6725006
201.1349945,154.0780029,129.5579987,70.3785019,31.0993996,15.2725,261.9299927,169.897995,148.3999939,63.8678017,0.0,10.2208004,211.4349976,62.6352997,32.3336983,194.6320038,84.7893982,27.5657005
198.7230072,116.9869995,130.2769928,72.3052979,30.8631992,16.3500996,254.5919952,136.6860046,142.022995,63.5110016,0.0,11.8441,211.1100006,58.9588013,29.4480991,192.5579987,76.8271027,26.3738995
205.9880066,111.3720016,120.0370026,59.0298996,31.4512997,19.9002991,230.8119965,109.4609985,120.5319977,45.4817009,0.0,15.2512999,207.1560059,44.8277016,31.7852993,194.5220032,58.8903999,24.4713993
204.647995,101.5299988,121.8310013,55.2535019,31.2418995,19.3276005,230.3619995,99.5552979,131.5970001,45.1884003,0.0,15.6564999,202.6490021,47.0586014,28.2957001,191.5189972,61.1744995,22.7807007
197.9799957,120.5339966,132.8829956,75.3366013,30.8490009,16.6674995,264.6740112,138.977005,142.9470062,63.7902985,0.0,12.4000998,210.2489929,55.0410004,30.2292004,192.7429962,70.0901031,25.6306992
204.5930023,100.9639969,121.9179993,54.6842995,31.2301998,19.2063007,230.9850006,98.9197998,132.8670044,44.9566002,0.0,15.6696997,202.6430054,47.3064995,27.7257996,192.5720062,61.1091003,22.7800007
196.3309937,99.0934982,133.0690002,75.4036026,30.7404995,17.5793991,253.1820068,119.5459976,138.4700012,66.217598,0.0,12.4528999,210.647995,57.6823997,28.6863003,190.0140076,74.8957977,25.3449001
206.2420044,99.7429962,119.9049988,59.2935982,31.4853001,20.3054008,230.4299927,101.9020004,122.2160034,46.1321983,0.0,15.5967999,206.9250031,44.1431007,30.6256008,189.7929993,59.1344986,23.9085007
197.4109955,115.0449982,132.9259949,75.2229996,30.8180008,16.9542999,260.8299866,134.2140045,142.3860016,64.6031036,0.0,12.2918997,210.3919983,56.2108002,29.9626999,191.7030029,72.509697,25.7227993
206.2700043,98.7738037,119.8710022,59.3022995,31.4892998,20.3419991,230.6109924,101.4219971,122.4609985,46.096199,0.0,15.6115999,206.9089966,44.0116005,30.5296001,189.3789978,59.1374016,23.8670998
204.4579926,101.7570038,122.1600037,52.6432991,31.1938,18.6618004,236.3899994,99.5057983,139.2519989,43.5068016,0.0,15.6254997,202.6889954,48.0457993,25.6986008,197.9790039,60.975399,22.8602009
206.6399994,120.5849991,119.4919968,60.2344017,31.5251999,20.0116005,238.1190033,119.3909988,117.9850006,44.9497986,0.0,15.0840998,207.5279999,43.4686012,34.4788017,195.6260071,58.1016998,25.5088005
208.2290039,148.8410034,118.3880005,62.3046989,31.6592999,19.8659992,258.9070129,146.2640076,107.2050018,44.0250015,0.0,14.5840998,208.802002,41.5014992,41.1062012,208.7830048,56.6837006,29.5319004
204.3280029,95.2152023,122.1549988,54.5483017,31.2007999,19.0748005,226.8659973,92.6760025,131.9490051,45.4940987,0.0,15.6838999,202.5460052,47.718399,26.6867008,192.9409943,61.0027008,22.5198994
198.7140045,111.7890015,130.2669983,72.5335999,30.8822002,16.6625004,253.7920074,131.4519958,142.7590027,64.5,0.0,11.6148005,211.2830048,60.0051003,29.4529991,190.720993,78.9148026,26.2283993
207.3800049,143.6360016,118.1589966,61.3848,31.5900002,19.8591003,248.6750031,142.3730011,114.0199966,43.7458992,0.0,14.1546001,208.7250061,43.5032997,41.1753006,196.1869965,58.5214005,26.6040993
197.5130005,118.064003,132.9170074,75.2055969,30.8293991,16.9442997,261.5750122,136.3439941,143.121994,64.6509018,0.0,12.2212,210.3930054,56.2478981,30.2133999,191.7369995,72.6631012,25.8066006
204.404007,101.3669968,130.1670074,74.1966019,31.5667,17.2838001,254.973999,121.1699982,139.3999939,66.1921997,0.0,11.9531002,212.1569977,59.6240005,28.7071991,189.6860046,77.5570984,25.4375992
196.7559967,106.0589981,133.0010071,75.2005997,30.7780991,17.3526001,256.2909851,126.0100021,140.878006,65.5523987,0.0,12.2737999,210.5639954,57.4458008,29.3327007,190.3869934,74.9742966,25.6282997
204.9219971,108.7180023,122.072998,51.5528984,31.2247009,18.4452,247.7310028,106.814003,145.9140015,42.0209999,0.0,15.7147999,202.8560028,48.1380005,25.2313995,202.5650024,60.9931984,23.2884998
197.5839996,115.1039963,132.9069977,75.2567978,30.8211002,16.7882996,262.0390015,135.0469971,142.029007,64.0369034,0.0,12.4118004,210.3090057,55.5600014,29.8838997,192.2689972,71.1451035,25.6313
209.3930054,88.2723999,120.413002,58.3694992,31.8099003,20.4057999,225.6260071,86.0628967,124.1650009,49.5228004,0.0,16.6583996,206.5440063,46.9738998,27.2418995,186.9309998,60.1839981,22.5895004
198.1730042,97.3914032,130.4089966,72.9496002,30.8705006,17.4491005,254.4839935,118.3280029,143.3150024,64.1227036,0.0,11.4554996,211.4429932,60.8478012,28.4874001,185.8329926,79.9191971,25.4466
204.4320068,97.1047974,122.0759964,54.5705986,31.2117996,19.1231995,228.4609985,94.7790985,132.4100037,45.3087006,0.0,15.6926003,202.5769958,47.5853996,26.9883995,192.8549957,61.0340996,22.6130009
204.6260071,102.0709991,121.8809967,54.6920013,31.2339001,19.2178993,231.6150055,100.0540009,132.9949951,44.8434982,0.0,15.6559,202.6620026,47.2442017,27.9242001,192.5529938,61.1296005,22.8237991
197.1430054,113.7170029,132.9490051,75.0852966,30.8106995,17.1555004,259.0499878,132.5930023,142.8099976,65.1278992,0.0,12.1424999,210.4940033,57.1413002,29.9799995,190.9349976,74.8392029,25.8644009
204.6399994,98.646698,121.8410034,55.9263992,31.2476997,19.4829998,227.6799927,96.7909012,129.628006,45.8894005,0.0,15.7220001,202.5859985,46.9300003,28.3668003,190.0269928,61.1815987,22.6480007
199.7929993,131.3730011,129.9629974,71.4653015,30.9792995,15.9757004,257.5979919,149.1390076,145.6940002,63.8828011,0.0,11.0249996,211.2940063,60.9653015,30.7959995,192.6040039,81.5998993,26.8994007
199.2519989,119.6240005,130.1190033,72.0462036,30.9339008,16.3533993,255.6119995,138.5820007,144.8789978,64.2005005,0.0,11.276,211.2879944,60.5355988,30.1513004,191.1679993,80.3610992,26.5848007
197.2899933,112.1439972,132.9360046,75.2284012,30.8054008,16.9631996,259.9830017,132.2059937,141.6629944,64.5653,0.0,12.3570995,210.3930054,56.1987991,29.7271996,191.6699982,72.4349976,25.6525993
199.0800018,110.8420029,130.1730042,72.2174988,30.9361,16.5750008,254.7619934,130.4349976,146.8280029,64.0467987,0.0,11.1417999,211.2839966,60.7519989,29.9943008,188.6529999,80.8567963,26.5095997
198.9380035,117.1800003,132.848999,73.7419968,30.8983994,15.8797998,270.3169861,145.1620026,143.4669952,58.2349014,0.0,13.1032,209.6589966,52.8881989,29.2441006,197.0310059,69.2269974,26.5622997
198.9830017,119.072998,130.1970062,72.1612015,30.8966007,16.3386002,255.0879974,138.3139954,143.0529938,63.8862991,0.0,11.5867996,211.201004,59.7338982,29.7719002,192.1159973,78.6026001,26.4605999
205.7359924,110.1809998,120.2139969,58.4706001,31.4207993,19.8034992,228.772995,107.6340027,121.3470001,45.4048996,0.0,15.2296,207.0679932,45.3563995,31.0401993,194.8410034,59.1879997,24.2077999
198.6820068,115.9509964,130.2859955,72.3595963,30.8607006,16.3908005,254.3529968,135.7510071,141.9089966,63.6295013,0.0,11.8513002,211.1230011,59.0014992,29.4030991,192.4049988,76.8955002,26.3400993
208.6690063,86.308197,121.2979965,57.4457016,31.7297993,19.7035999,212.6589966,77.6901016,120.2539978,50.3311996,0.0,16.6485004,206.3650055,48.9623985,26.3057003,187.3390045,60.3101006,22.4619007
193.6360016,93.832901,130.1790009,69.5494003,30.7231007,20.5184994,233.1549988,103.552002,134.7160034,59.6082993,0.0,14.4373999,207.1829987,53.7795982,27.7112007,183.5559998,72.9141006,23.4832993
206.1569977,116.5759964,119.8809967,59.4187012,31.4713993,19.8796005,233.2709961,114.060997,119.6159973,45.1495018,0.0,15.1490002,207.3090057,44.4412994,32.8021011,195.7059937,58.4984016,24.8866005
204.5509949,99.767601,121.9639969,54.6548004,31.2254009,19.1865005,230.279007,97.6679993,132.7519989,45.0691986,0.0,15.6820002,202.621994,47.3861008,27.4965992,192.6369934,61.0856018,22.7313004
204.5209961,103.2340012,122.1529999,52.3378983,31.1963005,18.5874996,238.727005,101.0339966,140.8220062,43.1255989,0.0,15.6245003,202.723999,48.0928001,25.5132999,199.125,60.9794998,22.9382
205.5169983,105.6169968,120.4029999,58.0433006,31.3952999,19.7831993,225.9199982,103.1709976,122.1610031,45.7210007,0.0,15.3105001,206.9179993,45.8443985,30.0216007,194.0010071,59.5469017,23.7970009
207.2709961,129.973999,118.7959976,60.8300018,31.5867996,19.9846001,245.9160004,130.3950043,116.1839981,43.9962997,0.0,14.6472998,208.0149994,42.6381989,37.389801,195.8470001,58.0726013,26.3456001
204.4140015,89.5402985,122.2630005,56.343399,31.2262001,19.5837002,219.5820007,86.3448029,126.5,47.6739006,0.0,16.0280991,202.348999,47.5914993,27.0832996,188.3869934,61.0253983,22.2499008
197.5720062,113.098999,132.8930054,75.1761017,30.8134003,16.6741009,262.0950012,134.6459961,141.5630035,63.5172005,0.0,12.5019999,210.2550049,55.2751999,29.7052994,192.598999,70.7789993,25.6135006
205.4629974,100.2350006,120.5240021,58.0863991,31.3911991,19.8701,223.5379944,98.2598038,122.3909988,46.4037018,0.0,15.4926004,206.776001,46.0429993,29.2891998,192.3540039,59.7033005,23.4580002
225.4589996,138.121994,117.6419983,62.9948997,33.8633003,18.1592007,252.9309998,143.9859924,127.2490005,52.0544014,0.0,13.3344002,210.598999,50.3754997,34.5367012,196.8739929,68.2297974,26.4862995
203.9530029,102.5169983,122.2320023,52.2867012,31.1417999,18.4780006,232.3430023,99.2749023,136.3450012,42.8610992,0.0,14.8316002,202.8540039,48.6313019,24.8307991,201.4100037,61.0572014,22.2691994
196.9320068,104.612999,132.9389954,75.1643982,30.7647991,16.8635006,257.7399902,127.8610001,139.7220001,64.1259003,0.0,12.5530996,210.3470001,55.9510002,29.1396999,191.8500061,71.8963013,25.5095005
195.9570007,108.1190033,129.052002,65.5543976,29.9526997,17.2810001,261.6199951,118.7509995,140.5850067,55.9221001,0.0,13.3722,213.5059967,52.8787003,27.3941002,197.151001,66.764801,23.9304008
199.2910004,121.4029999,130.1069946,71.9776001,30.9344006,16.2917004,255.826004,140.2279968,144.6499939,64.1141968,0.0,11.2922001,211.276001,60.4693985,30.1858997,191.5829926,80.2630005,26.6105995
204.2030029,93.4243011,122.2340012,54.4850006,31.1872005,19.0056992,225.2339935,90.6588974,131.5140076,45.6246986,0.0,15.6534004,202.5200043,47.8555984,26.3924999,193.1309967,60.9721985,22.4246998
198.5549927,113.3799973,130.3170013,72.5017014,30.8505993,16.4880009,253.7389984,133.4329987,141.5140076,63.8569984,0.0,11.8998003,211.1399994,59.0060997,29.2595997,192.1069946,76.8320999,26.2504997
204.6999969,101.7850037,121.7480011,55.8403015,31.2534008,19.4531002,229.6130066,99.9227982,130.298996,45.4468002,0.0,15.6490002,202.6499939,46.8059998,28.8167,190.4340057,61.2370987,22.7693996
196.4069977,100.314003,133.0559998,75.3593979,30.7481995,17.5524006,253.7669983,120.6480026,138.977005,66.1035004,0.0,12.4091997,210.6390076,57.6889992,28.8027992,190.0169983,75.0087967,25.4004993
206.0820007,107.2020035,120.0059967,59.1762009,31.4633007,20.0375004,230.4880066,106.6320038,120.8499985,45.8437004,0.0,15.3848,207.0800018,44.6497002,31.4428997,192.8470001,58.9905014,24.2903004
206.0330048,75.4315033,120.3389969,59.5718994,31.4699993,21.5592003,221.7420044,77.9227982,129.5370026,49.0895004,0.0,17.3759003,205.8619995,43.4173012,26.7985992,182.1829987,59.4659996,21.7469006
203.9179993,85.8277969,122.5230026,55.5681,31.1685009,19.1511002,215.3639984,81.6194,126.2289963,47.4346008,0.0,15.8225002,202.3300018,48.1050987,26.2901001,190.1990051,60.8804016,22.0827999
204.5899963,99.2769012,121.9020004,55.2905006,31.2359009,19.3272991,228.9360046,97.2546005,131.151001,45.4746017,0.0,15.6941996,202.6069946,47.1661987,27.9521008,191.3600006,61.1348,22.6907997
197.4799957,116.814003,132.9199982,75.2185974,30.8250008,16.9435005,261.3259888,135.4700012,142.802002,64.6154022,0.0,12.2554998,210.3899994,56.2038994,30.1054993,191.7409973,72.5233994,25.7653008
206.8760071,106.1640015,119.1559982,59.6388016,31.5599003,20.1800995,239.0599976,111.9309998,122.4069977,44.0900002,0.0,14.9603996,207.2879944,42.466301,32.5825005,188.5930023,58.7234993,24.5907993
195.2160034,84.7294006,133.1049957,75.393898,30.6166,17.1459999,244.8359985,108.8050003,133.3450012,66.1183014,0.0,12.8339996,210.4880066,56.8226013,27.6098995,190.3990021,72.8388977,24.8920002
200.1399994,138.7339935,129.8609924,71.0891037,31.0114002,15.7683001,258.7969971,155.6190033,146.2149963,63.7616997,0.0,10.8310003,211.3220062,61.4001007,31.1968994,193.3049927,82.7322998,27.0720997
198.4609985,111.2009964,130.3379974,72.626297,30.8449001,16.5890999,253.2039948,131.375,141.2310028,64.1323013,0.0,11.9169998,211.1719971,59.1116982,29.1536007,191.7539978,76.9863968,26.1683006
198.6430054,114.973999,130.2940063,72.4117966,30.8582993,16.4312,254.1239929,134.8569946,141.802002,63.7459984,0.0,11.8573999,211.1349945,59.046299,29.3602009,192.2539978,76.9671021,26.3071995
204.6100006,97.0475006,121.8919983,56.0064011,31.2451992,19.5072002,226.5469971,95.1404037,129.173996,46.153801,0.0,15.7650003,202.5500031,46.9931984,28.1606998,189.7359924,61.1567001,22.5823994
203.5099945,85.691597,122.4950027,54.3586998,31.1165009,18.6770992,217.0789948,82.3602982,128.7319946,46.0718994,0.0,15.3558998,202.4320068,48.2248993,25.5426006,193.496994,60.8847008,21.9566002
197.0850067,110.2750015,132.9579926,75.1956024,30.7964001,17.1133995,258.5589905,130.2070007,141.5460052,64.9840012,0.0,12.2983999,210.4629974,56.7481995,29.6350002,191.1589966,73.6350021,25.6814003
206.6159973,120.2539978,119.5130005,60.1996002,31.5226994,20.0086002,237.8379974,119.0179977,118.0759964,44.9744987,0.0,15.0925999,207.5130005,43.5144005,34.3792,195.5879974,58.1208,25.4706993
205.7619934,105.2190018,120.2549973,58.5942993,31.4255009,19.9176006,227.4309998,103.651001,121.5589981,45.9639015,0.0,15.3907003,206.9620056,45.3554001,30.5177994,193.1620026,59.3112984,23.9533997
204.2489929,96.7253036,122.2139969,53.5810013,31.1828003,18.8092995,229.6959991,94.1764984,134.8220062,44.6222,0.0,15.5848999,202.5980072,47.9816017,25.9908009,195.4750061,60.9695015,22.5760994
197.0529938,111.7779999,132.9600067,75.1074982,30.8031006,17.1987,258.4049988,130.977005,142.3679962,65.209198,0.0,12.1725998,210.5090027,57.2125015,29.8213005,190.7980042,74.8731003,25.8103008
197.2850037,117.0589981,132.9309998,75.0541,30.8229008,17.0900002,260.0840149,135.3110046,143.5119934,65.0207977,0.0,12.0935001,210.4720001,57.0303993,30.2467995,191.1629944,74.7913971,25.9512005
200.029007,138.4730072,129.8959961,71.0991974,30.9993,15.7838001,258.6000061,155.2599945,145.5709991,63.5820007,0.0,10.9445,211.2910004,61.1460991,31.0270004,193.5140076,82.3771973,27.0088997
196.0429993,92.0512009,132.8099976,74.6603012,30.6720009,16.3500996,254.1829987,124.1309967,137.7570038,62.4019012,0.0,12.7292004,210.1759949,55.5279999,28.4808998,192.1529999,71.1837006,25.5606995
172.9640045,87.1164017,131.9989929,68.0358963,27.2938995,16.8216,216.2579956,97.7727966,130.628006,57.4632988,0.0,12.5190001,207.0149994,52.8300018,27.1303005,188.5800018,67.7197037,22.6163006
202.2969971,71.5165024,123.3050003,55.6082001,31.0133991,18.4971008,193.5859985,64.3869019,120.3420029,48.2883987,0.0,15.7622004,202.0870056,48.2554016,26.2052002,189.7810059,60.2916985,21.6072998
206.0090027,88.240097,120.3799973,59.0690002,31.4603004,20.6671009,224.1470032,90.0037994,124.2959976,47.9585991,0.0,16.2649002,206.4420013,45.0705986,28.1944008,186.4559937,59.7027016,22.8362999
199.3710022,125.9110031,130.0890045,71.7814026,30.934,16.1292992,256.4410095,144.3320007,144.1410065,63.7223015,0.0,11.3530998,211.223999,60.196701,30.2418003,192.602005,79.8473969,26.6772995
201.9669952,159.1000061,129.397995,70.9490967,31.1667995,15.2887001,267.3340149,176.3999939,151.9559937,64.8809967,0.0,10.0965004,211.4779968,61.9239998,33.793499,196.4880066,83.9477005,28.2686005
188.9649963,139.6260071,122.1920013,69.4553986,29.625,16.6644001,254.4369965,152.1869965,136.5829926,57.7543983,0.0,11.2227001,221.4850006,58.8809013,35.5625992,191.677002,78.8576965,26.5898991
199.4320068,130.3309937,132.8410034,75.3018036,30.9507008,16.3080997,272.5509949,146.7740021,144.7700043,62.4715004,0.0,12.4973001,210.0379944,53.6678009,30.6359005,194.6170044,69.0682983,25.6602993
204.6799927,100.6940002,121.7779999,55.8728981,31.2516003,19.4643993,228.9649963,98.8522034,130.0690002,45.5970001,0.0,15.6733999,202.628006,46.8438988,28.6639004,190.2890015,61.2178993,22.7280006
205.4949951,104.2900009,120.4349976,58.0317993,31.3931999,19.7980003,225.3090057,101.961998,122.2429962,45.8697014,0.0,15.3484001,206.8840027,45.9044991,29.8271999,193.6349945,59.5946999,23.7098007
204.576004,101.5550003,121.9670029,54.1090012,31.2226009,19.0942993,232.401001,99.4991989,134.3990021,44.5844002,0.0,15.6722002,202.6549988,47.4854012,27.3292999,193.6660004,61.0654984,22.8271999
208.9420013,89.9676971,122.2669983,57.5144005,31.7586994,19.5212994,202.2189941,73.9337997,114.8509979,51.8392982,0.0,17.1989994,206.1699982,50.7773018,25.7208996,184.8910065,60.1579018,22.9095001
198.7910004,118.2630005,130.2599945,72.2361984,30.8693008,16.3094997,254.8760071,137.8000031,142.227005,63.4394989,0.0,11.8100004,211.1089935,59.0032005,29.5256004,192.6670074,76.9586029,26.4148998
197.2839966,114.8659973,132.9360046,75.1476974,30.8157997,17.0578995,259.9909973,133.7489929,142.7169952,64.9001007,0.0,12.2012997,210.4470062,56.7111015,30.0167007,191.3170013,73.7768021,25.8143005
