Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
0.453727,42.2705994,0.877511,273.3340149,27.7726994,6.7420702,0.511952,34.5401993,0.859627,217.326004,23.8743,4.4902501,220.4909973,104.7979965,136.3220062,209.3789978,116.9710007,48.7201004
0.34831,39.6246986,0.873446,264.5249939,26.2667007,6.3543601,0.356035,33.2112999,0.715516,213.201004,21.7784004,4.2027602,227.1459961,98.7182007,41.0158997,231.3359985,115.3610001,41.5928001
0.365772,47.1682014,0.683925,283.4030151,28.2651997,5.6429501,0.568072,39.2230988,1.0879,206.9420013,23.9158993,4.0212598,210.0570068,100.3089981,136.6340027,196.0010071,108.677002,40.0887985
0.359126,46.0946999,0.686793,277.2059937,28.1042995,5.5940599,0.537766,38.104599,1.00547,206.8619995,23.8271999,4.0065198,209.3300018,100.0780029,132.8170013,197.6690063,109.5510025,39.8376999
0.359964,46.4916992,0.685666,279.3309937,28.1490002,5.6069899,0.546756,38.4539986,1.03115,206.8710022,23.8540993,4.0079899,209.6009979,100.064003,133.9389954,197.3379974,109.2490005,39.9161987
0.390324,41.719101,0.988014,275.8280029,27.7915001,6.55721,0.427226,33.4145012,0.756786,214.8350067,22.6557999,4.3039899,233.0059967,96.7494965,43.2271004,223.9290009,113.737999,41.6757011
0.31782,49.7687988,0.867908,261.6080017,31.7810001,6.42942,0.333512,38.5512009,0.761608,207.7740021,24.9174995,3.8062699,246.2120056,93.0651016,41.493,213.0590057,106.0479965,38.2360992
0.393192,55.5721016,0.892225,279.0390015,33.8186989,6.4326901,0.391275,42.5101013,0.76335,205.4029999,27.1949005,3.8238499,237.6860046,96.2661972,36.7594986,209.427002,108.6699982,31.1685009
0.360543,46.8571014,0.684451,280.9440002,28.2077999,5.62045,0.551592,38.8088989,1.04979,206.8880005,23.8689003,4.0113401,209.8359985,99.9328995,135.022995,197.0070038,108.9250031,39.9917984
0.339659,47.5808983,0.686608,281.6719971,28.0144005,5.65593,0.54439,37.9650993,1.07384,207.6139984,22.9204998,3.97244,215.371994,97.6064987,136.6549988,198.177002,107.2600021,40.6531982
0.46855,48.3585014,0.952711,283.4859924,31.1168003,6.8850598,0.442433,37.6502991,0.754626,212.8240051,25.6250992,4.1589899,238.0679932,101.6520004,39.0652008,215.7940063,115.4749985,36.0625992
0.266271,47.5290985,0.666939,273.1839905,28.3556995,5.8743901,0.375625,38.7761002,0.811208,206.0059967,23.2441998,3.9453199,220.1829987,90.2940979,137.3370056,208.4920044,104.5820007,43.993
0.290903,41.5155983,0.959597,243.5529938,28.4347992,6.0962501,0.298605,32.8176003,0.79062,199.8509979,21.5946999,3.85094,245.5500031,94.4148026,43.2182007,220.9680023,105.9960022,37.8727989
0.223735,46.2274017,0.663815,232.0410004,26.7875996,5.4731598,0.179026,40.5303001,0.552702,204.5679932,22.3691006,3.75598,222.1970062,86.9656982,131.7070007,210.4640045,103.1110001,48.5536995
0.369449,53.7159996,0.880874,275.8120117,33.2125015,6.3743501,0.367179,40.9575996,0.757208,205.2899933,26.9073009,3.8287499,238.1040039,96.4593964,36.8011017,209.878006,108.6090012,31.2175999
0.303778,48.1297989,0.857425,275.0020142,30.9466991,6.5239902,0.345534,37.8539009,0.754512,208.7220001,24.2311001,3.8857701,246.7949982,92.2798996,41.7130013,215.8710022,107.4179993,38.7587013
0.43809,44.3478012,1.06216,266.4609985,28.4627991,6.3387899,0.365347,34.3760986,0.767364,214.6649933,23.0974998,4.1708398,233.9380035,94.5723038,43.4860001,223.2879944,109.6650009,41.6251984
0.436421,41.2047005,0.887768,266.8179932,28.1189003,6.5506101,0.540038,34.2867012,0.769935,215.1190033,23.3334007,4.3513098,225.7189941,99.7057037,40.3153992,212.9799957,116.8270035,40.6313019
0.354119,36.8386993,0.916663,263.9599915,25.5296993,6.4548302,0.357944,30.8134003,0.754638,208.3119965,20.5788994,4.2765799,228.7799988,99.1215973,41.8540001,226.1390076,114.0719986,41.763401
0.268573,48.4996986,0.664528,274.3410034,28.5734997,5.8554001,0.360694,39.4578018,0.782927,206.0720062,23.3777008,3.9545,219.9609985,89.7577972,137.5919952,209.4120026,104.5650024,43.9935989
0.308039,49.8013992,0.859867,271.4509888,31.6019993,6.60706,0.368906,38.9519005,0.758311,205.0559998,25.0107994,3.84463,244.7120056,90.7470016,42.2969017,215.7539978,106.1920013,35.2372017
0.253576,45.4720001,0.674612,275.321991,28.1627007,5.9808502,0.40598,37.1118011,0.848167,206.0169983,22.9965,3.9551401,221.1860046,90.2633972,135.8930054,208.9790039,104.8980026,43.9734993
0.459512,47.523201,1.00607,279.5440063,30.6760006,6.8366799,0.421899,36.9719009,0.75933,212.2480011,25.0830994,4.17278,237.2160034,100.2870026,40.2909012,217.2879944,113.5250015,37.6228981
