Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
0.7497,124.5319977,1.52637,249.5310059,49.7494011,5.37714,0.768831,102.0680008,1.43203,191.7079926,45.2994003,3.38239,165.3849945,47.3312988,18.3999004,146.2709961,59.0371017,17.8694992,11.3
0.536051,123.3059998,1.31343,250.4089966,51.9149017,4.9390898,0.732666,90.6368027,1.5137399,182.951004,46.5040016,3.31145,178.6369934,43.7042999,17.0449009,147.9329987,55.4650002,17.3332005,0.0
0.618969,124.0709991,1.33078,249.3529968,51.1222992,4.8667998,0.742192,100.1169968,1.51732,188.0829926,48.1339989,3.27843,163.5820007,43.3861008,17.0951004,144.5339966,55.1596985,16.9941998,11.3
0.628034,125.6640015,1.33169,249.2980042,51.9160995,4.9281502,0.749241,100.7040024,1.51657,187.8040009,48.6245003,3.2977901,163.8410034,43.1237984,17.0827999,144.2339935,55.2055016,16.9710007,11.3
0.626669,124.8679962,1.3341399,248.9859924,50.9087982,5.0182099,0.734566,101.1340027,1.5153199,186.6300049,48.4763985,3.22363,162.0269928,42.0175018,17.0069008,142.9250031,53.5508003,16.4652004,0.0
0.560896,136.1529999,1.31469,249.5749969,63.5063019,6.7053399,0.705064,95.9348984,1.51048,176.0870056,52.2943001,3.5016899,184.0240021,37.8614998,17.0620003,143.5350037,50.3045006,16.6429005,0.0
0.951088,109.4869995,1.6217999,222.4589996,45.1469994,5.0908699,0.860891,109.4029999,1.4861701,202.1410065,46.4961014,3.5637901,170.9660034,47.469799,18.8075008,150.5610046,58.5867996,18.9491997,22.5
0.896768,95.1067963,1.65898,235.7279968,37.5662003,4.62995,0.794743,84.5510025,1.32015,202.9779968,33.7729988,3.1507199,156.2899933,62.6885986,19.9445,145.4320068,77.8296967,16.8314991,0.0
0.692068,111.223999,1.5239,228.2570038,47.4980011,4.4141798,0.640283,95.0111008,1.44565,200.7700043,44.2999992,3.22087,163.8730011,50.301899,18.5732994,151.3070068,62.5583992,18.9097004,33.8
0.612751,117.9729996,1.31712,254.5529938,48.0578003,4.53584,0.689907,96.2425003,1.50994,192.7830048,45.4253006,3.2704401,168.4909973,48.4303017,17.3416004,151.3130035,60.2617989,18.3346004,0.0
