H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
49.2708015,1983.5200195,5.5994701,202.3320007,112.564003,55.012001,58.7999992,1984.3699951,6.5627398,137.8869934,103.8590012,43.2402992,357.2630005,77.4363022,50.9207001,348.1199951,96.8771973,51.1202011,6.8
33.6032982,2080.2399902,4.5399399,236.5709991,103.2450027,30.4631996,39.4393005,2112.5600586,4.92063,160.9290009,95.6238022,27.0997009,357.3710022,102.9820023,48.8409004,346.1839905,114.9020004,48.1772995,3.4
33.6442986,2144.5500488,3.4604199,230.6269989,95.4011002,28.0655003,37.1170998,2180.3798828,4.2107701,145.9570007,83.2561035,21.0506992,343.0440063,108.2020035,53.0066986,338.1960144,124.0459976,47.4308014,6.8
40.7692986,2017.6400146,5.0706902,209.2369995,109.6709976,40.2621994,47.4113998,2043.75,5.7498798,146.5820007,101.5930023,35.2271996,355.3760071,89.2853012,48.7999001,347.7600098,105.0210037,50.4127007,0.0
51.4942017,1981.0,5.51649,192.4429932,120.5709991,60.8602982,60.1024017,1995.5600586,6.5787401,126.3119965,108.7320023,48.0150986,356.1640015,80.2499008,54.6183014,352.0650024,98.8656998,53.2627983,6.8
38.2257004,2089.4599609,4.70435,231.25,108.7929993,41.4954987,45.7290993,2118.1899414,5.19099,145.9810028,97.7767029,31.7737999,356.947998,97.0837021,52.0987015,346.3640137,111.3830032,49.9197006,3.4
27.6047993,2124.2900391,3.77846,252.9259949,95.4570999,29.2362995,35.5583,2170.8999023,4.0655699,195.9980011,87.6220016,24.7376995,342.3009949,123.552002,46.9272995,341.6830139,141.875,50.5354996,0.0
32.5742989,2104.6699219,3.25811,237.8569946,90.7120972,24.3710995,39.0318985,2136.4799805,3.9495599,158.6900024,82.2077026,21.4715004,341.8869934,112.9820023,50.6926994,345.1199951,130.0859985,50.8678017,10.1
35.7331009,2113.8000488,4.5402398,237.5440063,108.7710037,37.3322983,42.4777985,2147.6101074,4.8857899,143.6999969,96.0122986,28.5501003,363.8269958,102.1240005,53.3757019,348.243988,116.2490005,49.4575996,3.4
47.0536003,1988.7600098,5.4534998,203.5639954,112.1579971,49.2463989,55.7577019,1995.9799805,6.32762,140.6929932,103.8450012,40.9459,357.5280151,78.7449036,49.7136002,351.3110046,97.6056976,51.1715012,0.0
29.7332001,2110.9599609,3.5472901,253.1840057,93.9483032,26.2332001,35.9816017,2148.3798828,3.9398701,189.0630035,86.8098984,23.6212006,343.2409973,118.5970001,47.8409004,347.7590027,135.9660034,51.1650009,3.4
50.6551018,1980.0100098,5.5858202,198.6519928,114.1210022,57.9081993,60.0032997,1984.0300293,6.6082301,135.0639954,105.0400009,44.8605003,354.0859985,79.0213013,51.7877998,350.355011,96.9841995,52.223999,0.0
29.8505001,2098.3200684,4.2323599,246.7200012,97.6745987,25.5769005,35.3534012,2133.0200195,4.5764599,173.7290039,92.217598,23.9661999,358.0620117,112.9599991,48.1567001,342.0169983,123.7470016,46.8716011,0.0
58.3689003,1992.1099854,5.6733799,184.1750031,115.9150009,70.2763977,69.843399,1973.6899414,6.7670999,120.4430008,107.2649994,54.7347984,360.7250061,79.2959976,59.4673996,357.9259949,98.2059021,54.8283005,0.0
32.5806007,2135.6899414,3.8715401,239.6060028,101.5400009,32.5185013,39.1186981,2180.1398926,4.4453001,145.1260071,87.9970016,22.2791996,349.6700134,106.6060028,52.5010986,335.9370117,122.4280014,46.6100006,3.4
27.3801003,2100.9599609,3.6378601,260.9819946,93.4194031,26.2719002,34.1446991,2143.9099121,3.9393301,206.552002,88.1914978,24.5718994,338.1619873,122.1289978,45.5346985,340.2969971,140.9149933,50.9588013,3.4
31.7080002,2161.5700684,3.4849999,245.2380066,106.0319977,35.5159988,38.5909004,2216.9599609,4.4639001,138.098999,84.8069,19.9403,347.8190002,108.3619995,58.8091011,347.0249939,126.7860031,48.3030014,0.0
33.7867012,2140.5600586,3.5025301,231.7420044,95.6203003,27.9291,37.2871017,2176.5700684,4.2353201,141.0189972,83.3340988,20.9039001,342.1239929,106.1640015,53.5542984,336.6090088,123.5930023,48.1371002,6.8
56.8709984,2000.6400146,5.6255999,186.6759949,116.1920013,68.3096008,67.9857025,1987.4899902,6.6664901,121.0469971,106.8590012,52.6581001,360.7250061,80.5598984,58.5858002,357.848999,99.2823029,54.5138016,0.0
