Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
0.768186,98.4692993,1.57996,236.7089996,36.5484009,3.5523,0.680414,93.0186005,1.31551,210.9859924,37.7867012,0.0,172.5469971,57.9076004,19.8946991,158.2440033,69.4298019,21.4349003
1.13787,49.8250008,1.73185,230.3860016,12.1485996,2.56917,0.84303,97.8274994,1.32692,228.5970001,36.3112984,0.0,168.4889984,57.8894997,20.4141998,153.0310059,70.4882965,21.2077999
0.925059,162.6519928,1.37611,246.628006,69.0470963,7.9429302,1.0473,137.7799988,1.5147001,179.1360016,60.725399,0.0,176.8560028,35.8046989,17.0921001,142.1920013,45.696701,16.0062008
0.5498,118.189003,1.3180799,250.4450073,51.3410988,4.6287398,0.723468,90.1481018,1.51562,187.3240051,47.240799,0.0,172.6150055,44.9308014,17.1233997,148.477005,57.5615005,17.8731995
0.663288,104.9300003,1.53949,238.246994,40.3662987,3.97121,0.681783,95.2194977,1.31337,208.8470001,38.8143005,0.0,172.7640076,57.1470985,19.8358994,159.2299957,67.2520981,21.2061005
0.59457,121.2320023,1.32673,249.6199951,49.5592003,4.7379599,0.733081,99.3318024,1.52019,188.8589935,46.9339981,0.0,163.9029999,44.0335007,17.1578999,145.8910065,55.0797005,17.1634007
0.651163,130.9120026,1.33441,249.0200043,53.9822998,5.2482901,0.763722,103.6470032,1.51419,186.2230072,50.035099,0.0,163.9579926,41.2689018,17.0207996,142.8939972,53.8562012,16.6277008
0.781052,93.9951019,1.50588,220.3650055,36.3599014,4.0378199,0.63484,99.3327026,1.2403899,207.8040009,43.8945999,0.0,162.2850037,49.2172012,17.6616001,144.253006,61.3268013,18.1481991
0.620724,117.189003,1.44221,254.9309998,48.0387993,4.54217,0.653658,95.9262009,1.51726,194.2850037,45.2192993,0.0,164.3500061,48.9440002,17.6760006,147.6230011,60.8582001,18.0230999
0.637294,126.9580002,1.337,248.6239929,52.4244003,5.2904201,0.720715,102.0419998,1.51236,185.0149994,49.8247986,0.0,160.7250061,40.3027992,16.9083004,141.0350037,52.2890015,15.9654999
