DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
549.5020142,320.4970093,268.4639893,142.8809967,76.2422028,20.2299995,549.4260254,341.2179871,268.92099,138.3450012,75.1415024,18.7532997,33.0205994,2087.0100098,3.26278,240.6040039,94.0261993,26.0935993,38.0666008,2114.1201172,3.9103899,169.4730072,86.5223999,23.7318993,343.9630127,112.814003,54.0800018,347.368988,126.6910019,50.3097
559.1339722,354.6350098,317.4030151,188.0019989,89.7827988,25.0006008,574.1149902,361.803009,280.5239868,143.5429993,79.3536987,21.1469994,27.2479,2095.5300293,3.5381401,267.9809875,94.7966003,27.1411991,35.9956017,2143.7199707,3.8487699,202.6009979,87.9011993,23.8019009,360.4509888,121.3310013,46.7345009,366.4609985,140.4779968,53.3336983
491.7579956,260.5020142,264.0880127,113.1610031,74.4934006,27.1082001,530.1669922,284.2139893,289.2449951,82.6128006,79.1207962,26.3943005,47.4269981,1984.9300537,5.2834702,199.8130035,115.7419968,53.0438004,55.2286987,2007.6400146,6.27005,135.7769928,105.5879974,42.5251999,353.8559875,80.7085037,50.6791992,350.1140137,98.8714981,52.1004982
515.2589722,327.4530029,276.7319946,143.9140015,80.1332016,22.1667995,528.0780029,339.2200012,255.6289978,103.7860031,73.4977036,18.9277,31.2646008,2159.4299316,3.66293,241.0789948,98.3491974,31.1921997,37.7173996,2207.9699707,4.36901,160.2290039,85.3041,21.8635998,349.743988,113.4810028,52.7126999,351.1080017,131.897995,50.1565018
505.8940125,299.9490051,242.1410065,127.8310013,70.8714981,20.4589005,537.6680298,335.5220032,258.5679932,97.2285004,73.8835983,18.3334007,33.0306015,2122.7900391,3.5729699,232.2400055,93.3163986,25.1009998,38.5353012,2156.4899902,4.2202001,147.2319946,83.4609985,20.8176003,345.9530029,109.6230011,51.5125008,337.7160034,124.1809998,47.5667992
512.6439819,266.5690002,276.0480042,117.2799988,77.4271011,27.1837997,534.0209961,286.5679932,295.2349854,98.6526031,79.9229965,26.8796005,56.2062988,1976.4699707,5.6628098,191.8410034,115.4219971,68.972702,68.0605011,1958.8199463,6.8441401,127.9810028,106.0940018,49.9185982,360.5369873,77.3034973,54.8232994,357.6430054,96.2963028,53.740799
542.9060059,346.7279968,307.321991,176.4530029,87.2538986,24.2579994,544.3909912,353.1369934,264.6170044,136.8159943,75.2472992,20.8717995,27.5781994,2113.75,3.69889,259.1629944,95.2302017,28.3992996,35.1657982,2158.3701172,3.8766501,199.7839966,87.8924026,24.3952999,351.822998,122.5250015,46.5307007,352.0979919,141.4450073,51.549099
558.8590088,353.9989929,316.6149902,183.9629974,89.6227036,24.8822002,573.7459717,361.4559937,280.1900024,139.5240021,79.2944031,21.1776009,27.4015999,2105.7399902,3.63363,265.3819885,95.0264969,26.9405994,35.4878998,2152.3200684,3.93238,202.522995,88.2438965,24.0242996,360.5,121.7659988,47.0009995,366.4869995,140.9089966,53.2394981
550.992981,316.0209961,296.072998,144.1880035,83.052803,23.9120998,596.7349854,363.696991,327.6530151,129.4129944,89.5678024,23.1975002,31.1102009,2088.1999512,4.4251199,236.0850067,98.4393997,24.7518005,36.7689018,2118.7099609,4.65624,170.973999,94.0253983,24.8465996,361.9429932,109.7519989,47.4790001,348.0669861,120.8219986,46.5727997
499.4899902,322.7489929,268.3919983,153.3540039,78.4682999,22.7304001,514.4840088,334.9920044,246.9620056,117.7699966,71.6948013,19.7266998,30.2766991,2143.3798828,3.74387,247.7590027,96.3809967,27.6546001,36.0736008,2182.4799805,4.2092199,182.1210022,86.9685974,23.3139992,345.7609863,118.2580032,49.2256012,343.1090088,136.4360046,49.799099
501.3529968,302.4089966,240.1840057,122.8130035,71.1452026,20.4661007,510.0109863,326.493988,246.0189972,86.8476028,70.8785019,17.6658993,33.6074982,2153.3200684,3.52108,239.4340057,101.4589996,31.3539009,36.3227005,2193.1799316,4.32759,139.7039948,85.6697006,21.3966007,346.6910095,106.4160004,55.5051003,342.4179993,123.887001,48.6827011
480.0799866,330.928009,272.0409851,161.5469971,80.237999,23.9596996,510.2290039,340.5140076,244.423996,126.6829987,72.1579971,21.2297001,28.6438999,2156.3701172,3.9172201,253.9960022,97.5447998,27.6306992,35.4033012,2199.2900391,4.2279401,196.3899994,89.6311035,24.7928009,349.0429993,123.7539978,47.9949989,352.9349976,141.2039948,51.7598991
512.1950073,277.9219971,266.4930115,130.3659973,75.2549973,25.3453999,553.8779907,312.5409851,293.0580139,129.0870056,80.3946991,25.1618996,35.9138985,2046.4799805,4.78864,217.6309967,105.6650009,30.3041,41.8740997,2075.0100098,5.2508502,154.7810059,98.7332993,30.4482002,355.3999939,96.5908966,48.2669983,347.5929871,109.7799988,49.8764
486.2619934,254.897995,261.8909912,119.6839981,73.6471024,27.0366993,543.6350098,290.9710083,297.6409912,107.9039993,80.9981003,27.2696991,47.8590012,1983.3299561,5.49436,201.1009979,113.0690002,52.7338982,56.5633011,1992.6099854,6.4345698,138.1069946,104.2819977,42.2563019,357.20401,79.1917038,50.3638992,348.053009,97.5631027,51.1254997
501.9360046,281.0190125,257.82901,128.4980011,73.9792023,24.3390999,545.7080078,318.2569885,285.9830017,107.2789993,79.5049973,22.7238007,33.7378006,2085.7199707,4.5165701,240.3800049,103.697998,31.4867001,39.6068993,2119.3300781,4.9113202,159.6179962,95.1377029,26.8103008,357.4039917,102.7819977,49.2388,346.0910034,114.9850006,48.0679016
502.79599,293.3160095,242.5709991,126.8199997,70.3135986,19.6208992,513.6170044,318.428009,247.0679932,82.3348007,70.5246964,17.4171009,33.5792999,2121.5700684,3.2758901,212.6959991,82.0781021,20.8887997,41.3681984,2153.8798828,4.1324801,134.298996,75.8289032,18.4088993,341.9710083,111.8399963,46.4738998,345.3070068,128.3970032,48.7961006
542.8759766,347.1430054,308.3680115,180.826004,87.4542999,24.3974991,544.6849976,353.0840149,264.9169922,137.6170044,75.2957001,20.8472996,27.6152992,2104.0200195,3.6417999,263.0669861,94.027298,26.7500992,34.5521011,2146.6599121,3.90661,204.8739929,88.049202,24.4358006,351.7909851,122.2990036,46.1016998,352.1229858,141.0650024,51.7882004
477.5539856,289.1539917,226.848999,122.4929962,67.3675995,19.7821007,520.8629761,330.1300049,248.4309998,87.8022003,71.8666992,17.5881004,33.5866013,2125.9699707,3.34763,228.5549927,88.8195038,23.1282997,39.2504005,2158.4099121,4.1127501,140.3609924,79.5709991,19.4992008,343.2820129,109.7099991,50.5965004,332.9129944,123.2080002,46.6133003
543.4229736,347.2380066,308.6499939,180.0059967,87.4842987,24.2539997,544.7990112,353.2690125,265.071991,134.5,75.2969971,20.5550003,28.2574005,2102.1999512,3.58794,261.0690002,93.1647034,25.7269001,35.1088982,2143.6599121,3.9944999,201.0579987,87.2991028,23.9055996,351.7860107,121.762001,45.9914017,352.1099854,140.4360046,51.7262001
499.1679993,321.973999,267.4880066,149.4579926,78.262001,22.5643997,514.2550049,334.8779907,246.7769928,114.5370026,71.6649017,19.6511002,30.1924,2165.1999512,3.8282101,245.4170074,98.4223022,29.7301998,36.3708,2209.0900879,4.3371,176.7369995,87.3666992,23.4606991,345.7999878,117.586998,50.2876015,343.1059875,135.8029938,49.6394005
510.5419922,326.4429932,275.2019958,157.5090027,79.5882034,22.5825005,519.7160034,337.7130127,250.2120056,122.6240005,72.2795029,19.9540005,30.3764992,2120.5600586,3.57621,249.4859924,94.1633987,26.2751007,36.1060982,2156.6201172,3.97981,183.9900055,86.5764999,23.531601,343.1669922,117.7490005,48.3087006,347.7189941,135.0169983,51.0124016
535.2689819,336.2789917,293.8330078,173.4230042,83.7750015,23.2952003,539.6350098,343.9909973,261.0750122,138.2519989,74.4224014,19.8717995,28.7096004,2089.9199219,3.4008601,256.6940002,93.0245972,26.8661995,36.6833992,2132.0900879,3.8200901,191.1920013,85.8798981,23.1312008,344.2109985,119.6220016,46.9337997,347.2130127,137.8240051,51.2598
490.947998,262.32901,254.7539978,116.5899963,72.9441986,26.1035004,542.3250122,298.072998,286.5870056,89.5719986,79.2062988,25.5142994,50.3751984,2010.4399414,5.3244901,203.9900055,114.7750015,58.8776016,59.7742996,2017.5500488,6.2595401,132.0110016,104.5619965,45.1123009,358.1199951,84.0047989,54.0682983,346.8569946,101.7440033,51.1871986
501.9089966,280.6099854,258.2479858,128.1519928,74.0493011,24.5568008,545.3740234,317.302002,286.1719971,107.814003,79.5138016,23.0863991,35.0474014,2077.5700684,4.5949202,234.4380035,105.0319977,33.2346992,41.1930008,2109.5800781,5.04737,156.4660034,96.3588028,28.0599003,357.3829956,100.9759979,49.3470993,346.1950073,113.7870026,48.2678986
481.8900146,328.1010132,268.6459961,155.3209991,79.4954987,23.7551994,520.6119995,341.3880005,250.1959991,118.6149979,73.3802032,20.8467999,30.2856998,2158.4599609,3.8724799,251.5189972,98.783699,28.3659,35.1925011,2195.8500977,4.26613,190.1450043,89.6059036,24.7054996,352.6480103,119.163002,49.6619987,351.3240051,136.7839966,50.985199
491.9299927,280.447998,232.0319977,124.0680008,69.1202011,23.1860008,554.1699829,324.4410095,265.4320068,95.4055023,76.0356979,21.5382004,32.3428001,2104.0200195,4.3136101,259.0379944,101.2519989,28.7432995,38.1815987,2140.7700195,4.6435499,162.779007,91.2629013,24.0739994,356.2780151,104.9609985,49.6021004,347.8999939,116.6190033,47.4179993
519.9459839,285.7640076,247.8670044,126.9560013,72.2294998,23.2313004,585.4899902,328.0780029,282.9400024,95.5781021,79.367897,21.3689003,34.0644989,2132.0500488,4.41044,236.2440033,113.3619995,37.6595993,41.7354012,2172.6999512,4.67624,138.2389984,98.6815033,28.3684006,364.0859985,103.0510025,53.8986015,348.3859863,117.1320038,49.5371017
491.776001,301.2730103,233.5549927,128.5090027,70.1737976,20.7970009,498.1570129,326.8640137,237.798996,94.9593964,69.9533005,18.3507996,31.9092007,2159.5300293,3.5831699,241.0659943,99.9776001,32.5077019,37.9380989,2209.4399414,4.3935399,150.6419983,84.8743973,21.0767994,348.8859863,110.6520004,54.7198982,348.2720032,128.9960022,49.1529999
506.4020081,270.5539856,262.3169861,121.7109985,74.6605988,26.1133003,548.1380005,301.7529907,289.1589966,96.1131973,79.675499,25.5386009,44.8124008,2013.5200195,5.19454,209.8959961,112.7529984,49.1358986,52.5993996,2033.7600098,5.9856701,140.5720062,103.3529968,39.6916008,359.8380127,87.1815033,51.4543991,347.3559875,103.1849976,50.7514
500.6260071,295.9549866,238.9060059,126.3960037,70.5242996,20.7943001,532.4310303,329.5769958,255.7630005,90.9485016,73.4773026,18.1739998,33.2406006,2131.4099121,3.5592501,233.0099945,93.9692001,26.3327999,38.5573997,2166.6599121,4.25248,143.076004,83.2205963,20.8220005,350.2189941,108.2450027,52.1962013,337.1319885,123.0800018,47.4291992
510.8269958,327.4970093,276.3049927,163.1009979,79.8527985,22.8717003,520.1719971,338.2349854,250.6320038,128.5460052,72.3727036,20.1212997,29.6452999,2108.8601074,3.5336299,253.6699982,93.8928986,26.2460003,36.0237999,2146.6101074,3.92891,189.4089966,86.7819977,23.6014996,343.2380066,118.6429977,47.7857018,347.756012,136.0209961,51.1865997
506.1870117,269.8770142,261.8559875,119.3440018,74.5554962,26.1275997,548.0789795,300.7319946,288.7420044,90.6914978,79.5688019,25.5650005,47.7685013,2008.4200439,5.2758999,206.0910034,114.2300034,54.3308983,56.2741013,2023.2099609,6.1526899,136.0140076,104.3479996,42.6501999,359.8649902,85.4698029,52.8381004,347.4849854,102.3219986,51.078701
512.1870117,266.2569885,275.3059998,114.7249985,77.273201,27.1618996,533.8179932,285.8150024,294.5840149,90.0906982,79.7723999,26.7287998,55.1206017,1977.5999756,5.6145201,189.8840027,116.7919998,65.8719025,65.5608978,1971.2299805,6.7485199,126.0759964,106.9830017,49.8516998,360.5180054,78.6516037,55.3030014,357.678009,97.4633026,53.8765984
510.5390015,326.6950073,275.3909912,158.552002,79.646698,22.6693993,519.789978,337.855011,250.2689972,123.5220032,72.3009033,20.0436001,30.2054005,2120.3898926,3.5931301,250.5010071,94.2289963,26.2714996,35.9440994,2156.5900879,3.9836299,186.0650024,86.7930984,23.6341991,343.2210083,118.1409988,48.1655006,347.7470093,135.4539948,51.0486984
495.3819885,287.7109985,232.2910004,125.2979965,69.4850998,21.4244995,548.3790283,330.5310059,261.1759949,103.2639999,75.492897,20.0587006,30.8017998,2105.0300293,4.1830902,259.3890076,97.9753036,26.5305004,35.8913002,2143.6899414,4.4480901,165.9640045,89.3095016,22.6947994,348.5339966,110.1610031,48.4080009,331.0629883,122.4729996,45.3148994
511.2139893,275.631012,265.2839966,124.5159988,74.9801025,25.4626007,553.1430054,309.4039917,291.8049927,106.4589996,80.0917969,25.0937996,41.1665993,2031.9399414,5.0215402,212.9810028,109.1269989,41.4845009,48.0435982,2055.8500977,5.6687198,146.2949982,100.6350021,35.2658005,355.4020081,91.2743988,50.0345993,347.6659851,106.5540009,50.3395004
516.7290039,325.0880127,282.5180054,153.4049988,80.5509033,21.9769993,531.8579712,337.0159912,257.5379944,125.3190002,73.1350021,18.7567997,32.1461983,2092.6499023,3.2051001,243.5429993,92.1122971,25.3654995,38.2064018,2122.7099609,3.85694,166.4199982,83.7169037,22.4377995,341.9779968,113.8280029,51.087101,345.2659912,130.6360016,51.1609993
554.4459839,284.8840027,302.8009949,137.3990021,82.407402,27.4314003,569.9030151,302.973999,318.2460022,149.5330048,84.4004974,27.9006996,39.3338013,2010.2800293,5.1030598,202.1029968,108.875,34.4150009,46.2046013,2033.4599609,5.73388,149.8529968,102.0149994,33.2827988,357.4240112,85.1280975,46.6026993,361.2460022,101.8470001,52.2700996
559.132019,354.3359985,316.9909973,185.8549957,89.699501,24.9363003,573.9710083,361.6809998,280.4190063,141.9640045,79.3342972,21.1497993,27.1980991,2098.6101074,3.5703299,266.7210083,95.0514984,27.1681004,35.8961983,2146.7900391,3.8768699,202.1499939,88.092598,23.8670998,360.4920044,121.3840027,46.9883003,366.4859924,140.6670074,53.292099
507.25,300.7250061,243.1320038,131.9519958,71.0746994,20.7061996,539.4509888,337.631012,260.1889954,115.5889969,74.2602997,19.3106003,32.0099983,2098.6899414,3.73347,238.3280029,95.0920029,24.6051998,37.2775002,2126.2600098,4.21452,160.3699951,87.0793991,22.7129002,346.3299866,112.6139984,50.8849983,337.9179993,124.6419983,47.6445999
492.8930054,295.5809937,234.8289948,121.689003,69.6418991,20.1313992,495.5429993,320.4240112,235.9470062,80.6445007,68.7770004,17.5289993,33.5075989,2135.7299805,3.4019401,218.9369965,86.407402,23.4566002,38.7265015,2167.5300293,4.1343598,133.4340057,77.8947983,19.1429005,344.2489929,109.9319992,50.7078018,346.2109985,128.052002,49.2849007
