M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
245.1139984,3916.9199219,64.5606003,781.2520142,355.4630127,200.2810059,283.6319885,3934.6899414,83.2053986,610.7680054,335.2070007,190.7890015,357.2630005,77.4363022,50.9207001,348.1199951,96.8771973,51.1202011,6.8
170.0500031,3944.2700195,45.9656982,810.6530151,290.1749878,178.6170044,208.7339935,3997.0100098,61.2961998,632.0670166,276.5710144,167.0630035,357.3710022,102.9820023,48.8409004,346.1839905,114.9020004,48.1772995,3.4
152.7590027,4022.6799316,35.1450996,772.6749878,275.9330139,171.0879974,180.6649933,4044.6398926,41.9455986,580.4240112,246.701004,133.5449982,343.0440063,108.2020035,53.0066986,338.1960144,124.0459976,47.4308014,6.8
216.3659973,3923.6899414,54.6334,787.0380249,332.6659851,193.298996,262.0,3940.3701172,71.6249008,620.7730103,313.6530151,184.2429962,355.3760071,89.2853012,48.7999001,347.7600098,105.0210037,50.4127007,0.0
245.927002,3868.8200684,60.7417984,763.7769775,392.9259949,222.8430023,315.3160095,3906.0700684,78.1199036,587.0599976,371.4729919,201.875,356.1640015,80.2499008,54.6183014,352.0650024,98.8656998,53.2627983,6.8
178.3209991,3964.75,49.0718994,802.15802,325.5490112,193.3760071,226.1410065,4022.2199707,63.6769981,595.9180298,301.3370056,172.2740021,356.947998,97.0837021,52.0987015,346.3640137,111.3830032,49.9197006,3.4
116.0889969,4033.5600586,32.5984993,857.8140259,267.4660034,169.9620056,152.5019989,4057.8300781,43.0385017,729.4429932,249.272995,149.1959991,342.3009949,123.552002,46.9272995,341.6830139,141.875,50.5354996,0.0
160.1199951,3986.5100098,27.4824009,828.6920166,247.8730011,164.7839966,196.7409973,3995.8100586,37.6314011,644.4140015,227.5119934,141.3439941,341.8869934,112.9820023,50.6926994,345.1199951,130.0859985,50.8678017,10.1
166.2039948,3989.6201172,46.7140999,809.4810181,323.20401,191.6159973,216.4499969,4053.2299805,60.7724991,583.6779785,294.2109985,165.7030029,363.8269958,102.1240005,53.3757019,348.243988,116.2490005,49.4575996,3.4
241.5410004,3917.9399414,61.5225983,789.6950073,351.1270142,200.1549988,281.1610107,3925.6398926,78.7742004,617.5549927,329.8099976,193.1360016,357.5280151,78.7449036,49.7136002,351.3110046,97.6056976,51.1715012,0.0
134.8190002,4005.1799316,29.6809998,853.8070068,258.0939941,170.5090027,166.0399933,4025.1599121,39.7705994,708.5960083,239.9250031,152.4049988,343.2409973,118.5970001,47.8409004,347.7590027,135.9660034,51.1650009,3.4
246.177002,3903.7900391,63.3378983,772.0720215,363.631012,206.8269958,290.5130005,3925.0400391,81.6667023,603.4050293,344.5740051,195.2200012,354.0859985,79.0213013,51.7877998,350.355011,96.9841995,52.223999,0.0
151.6230011,3925.1899414,41.278801,824.5349731,259.9719849,171.2700043,183.2310028,3989.8400879,55.3418999,660.4569702,253.2339935,158.1040039,358.0620117,112.9599991,48.1567001,342.0169983,123.7470016,46.8716011,0.0
242.5169983,3908.6899414,63.5521011,758.2329712,372.0140076,225.4109955,290.8370056,3942.6000977,80.6560974,578.1879883,353.6000061,210.7369995,360.7250061,79.2959976,59.4673996,357.9259949,98.2059021,54.8283005,0.0
154.3249969,3992.9099121,40.0177002,797.6040039,294.4410095,181.0299988,196.1230011,4048.4399414,50.1833992,582.7000122,261.7120056,142.2640076,349.6700134,106.6060028,52.5010986,335.9370117,122.4280014,46.6100006,3.4
125.4179993,3968.1398926,29.2674007,876.651001,250.7799988,171.1809998,161.4579926,3985.0300293,40.3030014,749.6900024,237.5769958,157.6100006,338.1619873,122.1289978,45.5346985,340.2969971,140.9149933,50.9588013,3.4
146.625,4017.5700684,37.4807014,801.2919922,305.0140076,206.3240051,184.4120026,4081.6298828,44.0603981,564.1950073,248.4420013,133.5209961,347.8190002,108.3619995,58.8091011,347.0249939,126.7860031,48.3030014,0.0
155.4069977,4014.3601074,35.4051018,773.9470215,277.4609985,170.5240021,184.8609924,4035.3400879,42.9308014,567.2269897,249.1889954,133.253006,342.1239929,106.1640015,53.5542984,336.6090088,123.5930023,48.1371002,6.8
239.3430023,3909.9299316,62.4642982,760.3129883,371.9159851,223.8059998,291.1080017,3944.9099121,79.334198,577.2420044,352.0499878,207.2720032,360.7250061,80.5598984,58.5858002,357.848999,99.2823029,54.5138016,0.0
253.1000061,3876.4799805,62.5942993,757.9219971,385.8529968,225.0879974,323.8370056,3912.1298828,79.9064026,569.6560059,360.6090088,205.326004,360.7520142,80.1088028,58.8188019,357.8649902,98.8098984,54.2238998,0.0
113.7959976,4080.6101074,39.2919006,868.2650146,276.928009,178.272995,147.4790039,4098.6801758,45.5577011,716.4790039,257.1260071,153.8379974,355.2550049,124.112999,48.9892998,351.9620056,141.9810028,51.134201,0.0
162.7369995,3983.4599609,30.7255993,805.3109741,253.3739929,166.3890076,196.4190063,3998.2399902,42.2170982,639.473999,238.2720032,144.3179932,346.125,112.4020004,51.4123001,338.0409851,125.1880035,47.9333992,0.0
114.5820007,4123.4199219,38.7696991,857.625,291.1260071,178.602005,128.8130035,4139.7001953,45.1501007,720.2719727,270.6350098,156.5249939,355.5130005,121.8150024,48.2750015,352.0159912,139.9199982,50.5690994,3.4
129.2610016,3957.2900391,25.1459999,917.6040039,250.7149963,179.5200043,165.3289948,3999.9899902,37.8776016,751.0759888,229.0850067,160.3200073,360.4460144,121.1269989,46.5985985,366.5280151,139.5910034,53.5255013,0.0
153.5449982,3992.2399902,41.2173996,802.7280273,299.3869934,181.6920013,197.2279968,4053.2399902,52.1497993,586.6290283,268.5780029,145.3329926,349.8999939,106.5670013,52.1763992,336.0020142,121.8909988,46.6118011,3.4
154.0780029,3978.1101074,39.1052017,807.585022,275.8200073,170.0529938,189.5890045,4027.3300781,51.0778008,620.7780151,258.7590027,151.2779999,347.4580078,109.6689987,50.0900002,340.8190002,122.3150024,47.7364998,0.0
182.7039948,3942.5,47.3378983,803.1309814,291.8410034,182.1340027,223.072998,3967.2600098,63.3718987,636.5050049,277.7770081,172.7129974,357.2900085,100.6750031,48.1147995,346.401001,113.0039978,48.4962997,0.0
139.6450043,4039.0400391,37.2845993,816.5469971,278.875,176.6620026,173.1289978,4056.2299805,44.0377007,632.34198,246.4199982,142.8209991,349.7659912,114.336998,52.2016983,351.1650085,132.5070038,50.243,0.0
156.1640015,4018.2099609,33.9894981,763.9320068,259.3269958,159.8540039,186.8309937,4034.1799316,41.2639999,579.9979858,232.6340027,128.1799927,337.1640015,108.9560013,51.6071014,338.3099976,125.6289978,48.3050995,0.0
246.0350037,3906.6298828,63.4833984,772.7800293,361.7739868,205.9190063,289.1400146,3925.9399414,81.9106979,604.6530151,342.7650146,194.8309937,354.0910034,79.0070038,51.6824989,350.355011,96.9179001,52.1893997,0.0
142.3179932,4033.7700195,37.0199013,812.4890137,279.2470093,177.0749969,175.9539948,4053.6101074,43.8046989,620.7849731,245.3690033,141.1790009,349.6459961,113.2839966,52.6105003,351.0379944,131.5019989,50.1189003,0.0
121.8700027,4009.5800781,32.0803986,866.2559814,261.4460144,170.4689941,153.3639984,4030.7900391,41.7753983,739.6929932,247.6450043,153.7579956,342.3980103,122.4950027,46.8825989,341.7669983,141.1490021,50.7911987,0.0
