DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
237.4160004,165.4819946,121.3420029,35.4304008,40.1534004,2.93927,261.9129944,180.3309937,133.2319946,34.394001,43.3917999,3.0755799,209.9250031,64.4203033,38.4864006,196.2599945,74.1621017,41.1062012
252.8760071,182.4989929,134.4230042,39.5297012,40.7396011,3.17748,273.8299866,185.6900024,151.7189941,37.4143982,42.8209,3.53019,221.6589966,88.4945984,39.5307999,227.2019958,94.2432022,42.9585991
236.0410004,162.8959961,123.3690033,36.0433998,39.2030983,3.0227699,255.8860016,177.4689941,134.3410034,34.6376991,41.7765007,3.1205201,212.2630005,65.5047989,37.9734001,199.6640015,77.9804993,40.7159004
263.6539917,187.6139984,140.6109924,38.8003998,43.4780006,3.15295,281.105011,198.522995,149.0619965,36.1577988,45.4575996,3.3068099,214.0899963,71.7077026,38.9129982,203.1179962,79.8792038,41.4688988
252.3130035,175.2189941,134.7050018,38.3827019,41.2299004,3.1880801,270.9500122,189.9880066,145.7489929,36.0864983,43.285099,3.30918,219.2519989,68.8851013,39.7314987,200.7700043,81.3703003,42.9014015
256.7340088,187.4700012,143.9850006,40.0914001,41.1745987,3.1749799,275.3200073,199.5829926,157.5039978,37.7831001,43.2072983,3.6552601,220.1340027,84.9720993,39.5365982,217.602005,94.1648026,42.8507996
252.7640076,177.1450043,137.772995,39.3218994,41.0379982,3.2381101,269.8399963,190.1029968,148.2319946,36.7756004,42.8703995,3.3664701,222.720993,71.1458969,40.5228004,204.223999,81.4011002,43.2985992
256.6010132,178.6589966,143.4869995,39.9640007,41.1999016,3.1551099,275.0759888,193.348999,156.2310028,37.7018013,43.141201,3.6273401,218.0579987,75.5210037,39.4081993,203.0070038,86.8336029,42.3114014
259.9070129,190.3399963,150.8789978,40.2521019,41.5335999,3.1626899,275.1119995,189.4380035,156.3249969,37.7155991,43.2243004,3.5673599,218.4759979,78.8862991,39.2825012,209.0039978,81.3634033,42.2036018
259.7980042,190.1190033,150.720993,40.2639008,41.5233994,3.1629,275.0740051,189.451004,156.2330017,37.7151985,43.205101,3.57809,218.5359955,78.922699,39.2956009,208.7890015,81.6899033,42.1987
