M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
146.9850006,4048.0300293,31.5081005,403.7219849,135.4730072,14.5965004,173.7610016,3994.0800781,41.7097015,361.0249939,120.8990021,7.6736999,245.3289948,94.8082962,43.2410011,221.2330017,105.887001,37.9044991,0.0
140.9340057,4223.4599609,33.1479988,397.7049866,129.5399933,15.4909,176.6069946,4209.0,42.6983986,344.7720032,116.4449997,7.8775101,244.6950073,90.7966003,42.3722,217.0050049,106.6490021,35.2755013,0.0
96.2702026,4322.6201172,31.007,411.7520142,133.3029938,16.5653992,126.961998,4349.0297852,42.0962982,348.2900085,121.7659988,8.9662199,238.7689972,106.012001,39.6717987,218.6320038,119.8980026,38.9564018,0.0
134.2369995,4141.1801758,32.0984993,406.5840149,131.3179932,15.2789001,168.0410004,4119.7001953,41.5537987,351.1270142,117.6039963,8.0745001,246.8990021,92.6772995,41.7420998,216.5299988,107.8769989,38.8330002,16.9
180.4609985,4122.2797852,32.1043015,403.4989929,134.3410034,14.7061996,209.5910034,4091.5100098,41.7373009,356.2900085,119.5080032,7.6421399,245.4069977,92.8759003,42.9040985,216.2910004,105.4329987,37.5433998,22.5
85.1544037,4115.1098633,31.1464996,401.07901,129.5480042,14.5767002,124.1669998,4053.7299805,42.2663994,356.4140015,120.1610031,8.77458,235.5480042,99.7033997,42.1500015,228.4360046,115.3840027,42.546299,28.2
104.5189972,4272.0498047,30.8491993,401.6679993,127.6110001,15.9138002,128.602005,4299.0600586,41.0432014,345.0660095,118.1169968,9.0021696,230.3829956,103.0,38.5045013,213.1790009,116.0899963,38.6646996,16.9
86.0042038,4009.0300293,30.2082996,405.9750061,134.2669983,14.3645,119.1190033,3939.1000977,41.0115013,363.1919861,123.2860031,8.8276901,231.1499939,99.6453018,41.6029015,227.6519928,113.0630035,42.2478981,0.0
133.3220062,4301.1699219,31.9988995,399.5150146,133.4199982,14.9383001,168.5570068,4334.6201172,41.7729988,348.4190063,120.7200012,7.84518,238.6439972,102.6589966,36.7797012,208.904007,113.3980026,31.3020992,0.0
78.4129028,4271.5898438,31.5578995,402.6749878,121.8320007,14.8552999,115.8470001,4249.6499023,41.5540009,346.1069946,115.1839981,9.51579,228.3679962,99.3666992,39.0996017,215.9230042,117.3349991,40.3540001,0.0
67.0681992,4152.3999023,30.8048,397.7940063,126.6650009,14.3740997,105.5800018,4105.5200195,42.0,351.5840149,117.8410034,8.9158697,228.7610016,95.9829025,41.2504005,231.6360016,116.1190033,41.7736015,0.0
100.0490036,4245.2299805,31.2756004,395.4599915,123.810997,14.2585001,136.1580048,4228.75,41.6899986,350.7690125,117.4919968,9.0587397,226.4459991,97.3660965,40.6357994,217.3059998,112.7649994,40.7313995,0.0
163.8150024,4021.0900879,29.9790993,397.8210144,134.4880066,12.9771004,219.0240021,3947.9399414,42.4035988,361.2319946,120.4069977,8.37292,221.6580048,89.2536011,133.3190002,214.0410004,103.3050003,46.3931999,16.9
107.302002,4268.1000977,30.8253002,401.6589966,127.6279984,15.9294996,131.1289978,4295.9702148,41.0382996,344.8340149,118.026001,8.9970798,230.4369965,102.8539963,38.4902992,212.8990021,115.8779984,38.6477013,16.9
179.0910034,4112.5,31.0403004,399.269989,117.3980026,13.4232998,231.2400055,4074.4199219,42.2848015,351.9750061,109.8619995,8.4542704,220.9629974,87.8485031,132.4360046,231.0169983,106.026001,46.9733009,28.2
147.4530029,4021.1101074,29.8304996,397.9299927,134.4530029,12.9976997,199.9640045,3952.1201172,42.3936996,361.3779907,120.1709976,8.4082403,222.4909973,92.3361969,133.5870056,217.0339966,104.5110016,46.4964981,16.9
121.1259995,4235.2202148,31.9813995,401.9679871,131.076004,15.1162004,155.3829956,4234.1000977,42.0433998,350.0079956,119.1549988,8.2848196,239.2109985,99.7144012,39.7187996,216.9259949,113.6240005,36.7709007,28.2
185.397995,4105.8500977,30.7817001,399.6820068,130.7070007,13.4953003,240.1029968,4066.5400391,42.2649994,354.2940063,115.1969986,8.6512299,220.0359955,90.9813004,137.5110016,203.7799988,103.8949966,47.1165009,28.2
179.6699982,4159.8198242,33.7495003,405.5700073,126.0790024,15.0937004,200.1719971,4159.5097656,41.6124992,344.1229858,111.1200027,7.7535701,246.8170013,85.7696991,41.75,213.9210052,102.7949982,38.4012985,16.9
118.5360031,4296.6401367,30.9591999,393.1239929,127.7890015,13.1941996,151.2140045,4335.6499023,42.4210014,349.776001,114.7020035,8.5454903,215.3059998,103.5419998,131.9470062,199.1239929,111.7839966,40.1060982,0.0
181.2879944,4106.2202148,30.6707993,399.6440125,129.0579987,13.4877005,236.0829926,4069.0200195,42.2633018,354.0669861,115.0670013,8.6426201,220.2519989,90.1104965,136.9960022,205.102005,103.8089981,47.1188011,28.2
84.2697983,4266.4501953,30.5146008,390.1130066,125.0270004,15.1845999,114.7060013,4307.3798828,41.4728012,350.6589966,117.6869965,9.4500103,220.7089996,104.8379974,134.7920074,209.8249969,117.2959976,48.6320992,16.9
196.9559937,4047.2099609,30.3565998,397.5029907,133.9720001,12.9870005,256.6809998,3969.2199707,42.4234009,358.9960022,118.6330032,8.3808403,219.8000031,87.3977966,135.8509979,208.022995,102.4169998,46.2742004,16.9
78.6694031,4266.2001953,31.0583,402.8479919,124.1159973,14.8472004,115.5110016,4243.4199219,41.5303993,347.5239868,116.5780029,9.5455503,229.173996,99.7221985,39.1853981,218.8329926,116.9960022,40.4155998,0.0
80.9952011,4216.4902344,31.6187992,398.92099,125.5699997,14.3513002,114.8079987,4192.2998047,42.0836983,348.1560059,116.7470016,8.7995796,233.128006,97.156601,43.2541008,223.8639984,113.3099976,41.6683998,22.5
