M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
119.1940002,4025.9599609,32.4272995,861.4299927,264.4119873,170.3869934,152.223999,4048.1201172,42.3408012,734.2399902,248.1100006,151.4380035,342.3500061,122.8460007,46.835701,341.7099915,141.3809967,50.6481018,0.0
150.3040009,4021.5200195,35.2434998,796.052002,273.8609924,172.6670074,182.0390015,4045.7099609,42.3760986,594.223999,243.0690002,136.1459961,348.6489868,111.098999,53.0805016,348.1740112,128.9320068,49.1459999,6.8
246.3569946,3902.5600586,64.6183014,763.2340088,373.3729858,219.4629974,295.0220032,3934.2399902,82.0636978,585.3829956,354.67099,203.7929993,360.5899963,78.0981979,56.2859993,357.7250061,97.0951004,54.0351982,0.0
153.723999,3980.5400391,39.9193001,803.90802,285.3399963,175.7409973,193.2489929,4042.1398926,51.7653999,599.7860107,260.8269958,145.503006,349.8779907,108.5619965,51.1450005,336.0310059,122.7350006,46.5617981,10.1
115.401001,4086.5400391,38.1922989,865.7009888,275.8649902,175.6139984,145.2460022,4101.2202148,44.8728981,718.4959717,257.7130127,154.0130005,355.2630005,123.2750015,48.6366005,351.9750061,141.2649994,51.1048012,3.4
246.927002,3905.1999512,64.6578979,766.6439819,368.2330017,214.1790009,292.1470032,3931.4899902,82.5323029,594.1820068,349.8250122,200.1300049,360.5029907,77.4404984,54.1361008,357.6059875,96.3192978,53.6260986,0.0
183.1109924,3944.3200684,48.3821983,805.723999,308.1539917,184.8430023,226.0780029,3990.1201172,64.0005035,619.9140015,290.2260132,170.1519928,357.3619995,99.3967972,49.405201,346.2640076,112.737999,48.4037018,0.0
232.1909943,3891.25,57.5387993,775.5570068,355.4719849,199.9880066,280.3779907,3934.5,74.663002,603.5529785,335.6319885,186.9400024,356.9460144,83.6408997,48.2116013,347.6080017,99.1941986,50.8072014,6.8
149.727005,3990.7600098,42.9958992,822.6480103,295.3399963,162.4519958,185.0189972,4075.3601074,57.2382011,604.78302,273.4020081,151.8240051,356.276001,104.8639984,49.7643013,347.8850098,116.6439972,47.4353981,10.1
120.5660019,4001.8100586,27.4659004,902.2150269,258.6350098,177.4620056,157.5670013,4033.8300781,40.1949997,743.4039917,239.7940063,159.8880005,360.5440063,121.5670013,47.3669014,366.5079956,141.0919952,53.2282982,0.0
123.4489975,3983.3999023,29.9522991,873.401001,255.5399933,171.2899933,158.2350006,4004.1398926,40.6439018,746.7130127,241.2039948,155.7089996,338.1830139,122.2320023,45.9450989,340.2820129,141.0059967,50.8869019,3.4
153.401001,3999.6999512,29.5351009,822.8959961,254.8930054,166.9960022,186.6139984,4014.8798828,38.8992004,642.2810059,232.2870026,141.1710052,343.8989868,112.9919968,50.4291992,343.2330017,129.7369995,49.9189987,0.0
161.6470032,3944.2900391,43.9360008,821.6569824,264.1749878,172.3849945,193.2149963,3977.8999023,59.2383003,656.1229858,256.5599976,166.3350067,361.5809937,109.1839981,47.5245018,345.3919983,119.9309998,47.2364998,0.0
114.9810028,4123.5800781,38.9947014,856.4039917,286.2390137,175.8840027,135.1519928,4135.3901367,45.2821007,716.2600098,266.9890137,154.7799988,355.4379883,122.1500015,48.605999,352.0390015,140.2089996,50.7598991,3.4
232.4360046,3893.1499023,58.0592995,770.2579956,367.401001,206.977005,286.0809937,3931.7600098,74.9382019,596.21698,346.4790039,192.3099976,353.9259949,81.2220993,51.2099991,350.1040039,99.3377991,52.0382996,0.0
249.5160065,3860.2099609,61.3279991,765.0930176,400.5889893,227.901001,324.5539856,3890.7600098,78.8887024,590.21698,379.3590088,205.4049988,356.2510071,79.7576981,55.0019989,352.2640076,98.4136963,53.3922005,6.8
158.5220032,3994.2900391,34.3148994,794.7819824,262.4609985,165.4929962,194.7100067,4019.3300781,44.2442017,598.4459839,237.7709961,138.1089935,345.9960022,109.4329987,51.6869011,337.7019958,124.0279999,47.5373001,6.8
118.7559967,4026.4299316,32.2955017,861.1519775,264.7330017,170.4519958,152.4179993,4049.3601074,42.3731003,733.742981,247.9929962,151.0599976,342.3349915,122.9309998,46.8255005,341.697998,141.4470062,50.6325989,0.0
