H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
73.267601,1824.3599854,6.0714898,161.1829987,111.7839966,64.2238998,68.8992004,1683.5300293,6.1249299,94.1631012,94.3955002,34.2669983,210.3209991,55.5503006,30.5837994,192.276001,70.7349014,25.7863007,0.0
87.1763992,1716.0799561,8.9338598,144.3370056,113.5849991,81.5734024,83.6244965,1616.8800049,10.6726999,90.1904984,97.6853027,56.6725006,205.3359985,55.5704002,27.1973,185.6670074,68.8627014,23.5356007,0.0
75.2673035,1792.2600098,6.3688402,149.2969971,105.0999985,52.3432999,70.347702,1680.7399902,6.57201,93.1837997,92.3766022,22.0737,211.2920074,61.1054993,30.9773998,193.2920074,82.1578979,26.9846001,5.6
75.2609024,1792.3499756,6.3988299,149.8540039,105.8799973,53.6991005,69.8862991,1679.8800049,6.5006199,93.1546021,92.3553009,23.1889992,211.2669983,60.6966019,30.6112003,192.7319946,81.0469971,26.8264999,0.0
75.3861008,1788.5600586,6.3716202,148.6329956,104.9860001,52.3684998,70.6080017,1681.0600586,6.60429,93.1836014,92.3828964,21.6093998,211.322998,61.3582993,31.1585007,193.0130005,82.5224991,27.0566006,5.6
97.2304993,1668.8499756,10.5789003,119.1039963,117.4089966,107.1529999,101.5879974,1555.1199951,12.3462,84.7665024,110.6240005,79.5018005,202.9589996,48.5018005,25.1506996,203.4069977,61.0065994,22.7921009,0.0
134.5399933,1432.1999512,19.3985004,141.7279968,112.75,198.8569946,142.8289948,1515.0799561,25.5207005,86.905899,107.0299988,131.3860016,207.4049988,44.0219002,33.5499001,195.798996,58.2610016,25.1674004,0.0
102.5979996,1645.2800293,11.3941002,119.572998,117.9850006,112.197998,105.1880035,1554.4799805,12.3799,84.7974014,110.6999969,77.7341995,202.7940063,48.1011009,25.3414001,201.0700073,60.9866982,23.1809998,0.0
74.032402,1812.0400391,6.3381801,159.7129974,110.7070007,61.3196983,63.2677002,1678.2800293,5.8203201,93.6640015,93.7286987,28.8106995,210.7279968,57.8171005,28.1060009,189.8609924,74.6704025,25.0583,0.0
75.5764999,1770.4100342,6.2946,145.647995,104.5540009,55.6548996,72.2931976,1683.2199707,6.7486901,93.2738037,92.4860992,20.7306004,211.3320007,61.6721992,32.5806007,193.2489929,83.3401031,27.8801003,5.6
145.1820068,1392.5999756,20.5273991,139.5460052,113.1660004,208.4519958,149.7259979,1515.0799561,25.4442997,86.9475021,107.1610031,123.8349991,206.7140045,43.9944992,29.4258995,187.5800018,59.3218994,23.4160004,0.0
98.1950989,1686.6700439,10.4146996,134.6829987,116.4349976,105.137001,101.8470001,1595.0200195,11.1157999,87.6932983,110.2180023,64.7764969,198.0809937,49.2347984,27.3274994,194.6880035,63.8189011,23.0461998,0.0
74.004303,1805.4699707,6.2424102,158.3339996,110.310997,63.2118988,67.957901,1682.3900146,6.18576,93.9850998,94.1297989,29.3381996,210.4790039,57.0189018,30.0296993,191.0659943,74.5733032,25.8658009,0.0
73.9796982,1804.5600586,6.2291999,158.2519989,110.2429962,63.4728012,68.3065033,1682.7099609,6.2210202,94.0077972,94.1595993,29.3479004,210.4649963,56.9575005,30.2569008,191.227005,74.6050034,25.9428005,0.0
74.6406021,1800.1800537,6.5387998,158.1999969,109.3330002,58.6575012,63.9728012,1693.5400391,5.9408898,94.0196991,93.203598,26.0881004,212.3959961,59.917099,27.8822002,189.1690063,77.3480988,24.9447994,0.0
73.0538025,1834.75,6.0423899,162.6600037,111.8270035,63.9112015,68.3488007,1683.1800537,6.04,94.2012024,94.3802032,34.5144005,210.220993,55.035099,29.8426991,192.8639984,70.4037018,25.6301994,5.6
74.6312027,1803.1899414,6.4274502,156.4539948,109.0350037,58.4701004,65.9011002,1695.75,6.0584302,94.2124023,93.3989029,26.6348,212.1199951,59.3576012,28.7169991,190.0269928,77.0679016,25.4318008,0.0
75.5243988,1783.5799561,6.3664598,147.6730042,104.8300018,52.6375008,71.0777969,1681.6199951,6.6521101,93.1961975,92.4039001,21.1481991,211.3450012,61.6110992,31.4727993,192.7870026,82.9157028,27.2131996,5.6
161.2259979,1315.9200439,23.1672993,142.9149933,112.737999,247.276001,165.5240021,1511.4799805,27.8455009,86.8874969,106.9300003,132.1560059,206.9680023,41.9981003,30.4020004,185.5749969,58.8714981,23.9708004,11.3
