H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
62.0764008,2914.2399902,5.3440399,58.3902016,45.2524986,4.7121801,73.8322983,2799.1699219,6.3490601,67.0783005,45.4674988,4.1431899,172.5469971,57.9076004,19.8946991,158.2440033,69.4298019,21.4349003,33.8
61.6551018,3131.7299805,5.5832,63.5208015,46.4147987,4.87045,61.9076996,3124.4699707,6.3004899,67.3068008,46.8158989,4.0984502,168.4889984,57.8894997,20.4141998,153.0310059,70.4882965,21.2077999,11.3
116.223999,2403.7900391,15.9453001,74.6016998,65.0384979,56.9651985,174.8869934,2383.6101074,25.6720009,61.3487015,57.5979004,43.9028015,176.8560028,35.8046989,17.0921001,142.1920013,45.696701,16.0062008,22.5
97.1212006,2171.9099121,12.2425003,59.0881004,43.3107986,31.6972008,66.9784012,2305.1398926,6.8674798,60.7616997,46.7406006,24.4295998,172.6150055,44.9308014,17.1233997,148.477005,57.5615005,17.8731995,0.0
62.9445992,2900.5,5.43818,57.5810013,36.803299,4.7185402,66.6299973,2872.8200684,5.8038201,66.8688965,36.706501,4.1406798,172.7640076,57.1470985,19.8358994,159.2299957,67.2520981,21.2061005,0.0
93.4543991,2242.7800293,11.7846003,61.2214012,44.1245003,34.7140007,86.5723038,2311.6799316,11.2764997,60.9925995,42.6865997,26.7145996,163.9029999,44.0335007,17.1578999,145.8910065,55.0797005,17.1634007,11.3
92.1685028,2354.4399414,11.6823997,64.7982025,52.9581985,42.3069,99.915802,2395.9099121,13.6379004,61.2164993,50.2288017,32.6380005,163.9579926,41.2689018,17.0207996,142.8939972,53.8562012,16.6277008,0.0
85.7562027,2650.5400391,10.3052998,70.5299988,63.5775986,38.0982018,86.0618973,2691.7299805,11.6258001,69.998497,62.0642014,30.0820999,162.2850037,49.2172012,17.6616001,144.253006,61.3268013,18.1481991,22.5
82.6800003,2487.6201172,9.4408503,62.0718002,53.542099,31.5559998,80.0007019,2523.7900391,9.7836599,62.2815018,52.3089981,24.9754009,164.3500061,48.9440002,17.6760006,147.6230011,60.8582001,18.0230999,11.3
98.5028992,2194.0500488,12.7742996,64.2510986,54.1783981,42.2377014,102.3239975,2220.6000977,13.5423002,61.2095985,52.5646019,32.6621017,160.7250061,40.3027992,16.9083004,141.0350037,52.2890015,15.9654999,22.5
134.2539978,1477.5699463,18.7684002,66.1184006,82.0762024,47.2921982,138.6170044,1291.3499756,21.7535992,60.520401,82.1802979,36.6246986,186.7200012,34.3078995,16.9083004,142.1410065,46.2560005,15.9779997,22.5
61.8813019,2895.6899414,5.3262801,58.1216011,40.6096992,4.6819601,71.1913986,2791.9799805,6.0249901,67.0261993,40.7697983,4.1357398,173.897995,57.078701,19.8729,158.8999939,67.763298,21.5275993,0.0
125.9749985,2322.9299316,17.6205006,77.6958008,71.7801971,64.7279968,184.4450073,2237.0,28.8292007,61.1850014,64.2366028,49.7471008,182.4459991,32.7192001,16.7667999,142.753006,44.3484993,15.6736002,0.0
135.8190002,1540.0699463,19.1683998,68.7796021,99.6418991,51.8609009,155.7480011,1312.4000244,26.3022003,60.6915016,89.4438019,39.9221992,191.3600006,32.0311012,17.0981007,141.3110046,44.0915985,16.5879993,0.0
132.4369965,2294.7600098,18.7402992,76.780899,64.5314026,61.0946999,212.1269989,2141.4099121,31.9731007,60.8671989,57.1209984,46.6483994,192.7339935,32.9432983,16.9207001,145.345993,41.2117004,16.2052002,0.0
61.8209991,3244.6298828,5.7603002,64.8690033,40.5740013,4.8331599,62.1437988,3294.1201172,6.79741,67.2039032,41.3404999,3.95329,172.1719971,58.7773018,20.4633007,153.2299957,72.4624023,21.1110992,0.0
64.0587997,2974.2600098,5.5504298,59.0984993,40.5017014,5.7919698,72.4854965,2953.2700195,6.7364502,67.2917023,41.4656982,4.27776,148.8540039,57.6627998,19.4092999,150.2259979,69.9110031,18.3090992,0.0
64.3018036,2941.1101074,5.58497,57.9458008,39.0163002,5.0534601,57.7601013,3066.4199219,5.4731498,67.0301971,38.1048012,4.25596,163.2050018,57.3939018,19.5897007,155.1239929,66.8822021,19.6166992,0.0
89.0460968,2555.25,10.6549997,69.7416,57.0718994,36.2587013,97.2574005,2501.1799316,12.3193998,65.3293991,54.8535004,27.9853992,169.7769928,47.6926003,18.7777004,150.3070068,58.9301987,18.7542,33.8
