DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
215.7279968,228.5839996,117.2340012,33.2739983,29.4678001,2.9818299,240.2669983,229.5460052,130.8959961,30.0904999,32.2607994,3.17926,50.3520012,1953.7299805,4.3563399,67.5184021,39.964901,1.96084,56.0667992,1985.8299561,4.80688,50.2636986,35.3792,1.48277,220.348999,89.5826035,136.647995,206.2709961,103.8119965,47.1142998
294.6400146,216.8619995,149.6799927,43.7069016,42.4967995,4.48105,307.4819946,238.697998,157.7420044,34.1750984,39.9597015,3.58797,48.6907997,2077.1899414,4.5622101,64.8915024,41.4105988,5.3541799,56.4687996,2107.9599609,4.9654999,48.4687004,36.7765999,1.79447,238.2149963,96.6392975,36.8033981,209.9089966,108.6640015,31.2245007
200.1849976,217.272995,107.8150024,28.9676991,25.6065998,2.9456401,228.8630066,216.5390015,123.0159988,28.5765991,30.5965004,3.3069,40.1753998,1934.8499756,4.6009302,66.4726028,39.8480988,2.20403,45.9009018,1962.0300293,5.05899,50.6311989,36.6640015,1.49836,214.5269928,87.6334991,135.1580048,210.3710022,104.6460037,42.3697014
317.3139954,224.6080017,161.4190063,49.1688995,48.0896988,4.73384,330.9169922,255.4989929,170.9869995,38.9369011,43.3065987,4.2515602,40.2541008,2167.0900879,4.6698799,64.6119003,41.5488014,5.4014401,47.9914017,2187.7099609,4.8372798,49.0881996,38.3200989,1.97366,238.5879974,102.6839981,36.7747002,208.875,113.4250031,31.3006992
234.9629974,225.223999,126.9589996,37.8336983,34.1879005,3.2857201,234.8760071,233.095993,127.5770035,31.5051003,32.1525993,3.5277901,46.0049019,1976.5500488,4.2451301,68.5344009,40.9930992,2.0478001,51.7430992,1971.3299561,4.8733201,53.5304985,37.2794991,1.49875,224.4600067,93.6951981,108.7289963,216.628006,107.3219986,46.4458008
289.105011,221.4259949,152.9329987,33.5301018,37.4855995,2.86519,286.0480042,232.7920074,150.701004,30.8283005,37.7569008,2.9508801,56.6483994,1909.9899902,4.3384299,64.4344025,41.2859001,1.88719,57.6248016,1930.3399658,4.6726198,51.4576988,35.0667,1.55918,244.572998,93.2702026,43.0125999,215.8549957,104.3099976,37.7333984
299.6759949,226.0209961,160.0019989,45.0399017,43.4557991,3.7416799,281.4150085,249.3209991,150.9940033,36.3115997,39.1689987,3.9018199,40.9602013,1957.2900391,4.14463,68.678299,42.0914001,2.00752,47.6245003,1969.4200439,4.7575302,57.1375008,38.4426003,1.61026,231.5339966,100.8180008,41.7008018,231.1080017,114.2389984,42.3250999
275.6499939,218.1880035,148.3359985,39.2630005,37.3875999,3.87956,259.3599854,232.2910004,140.2960052,34.3697014,36.1553001,4.0861301,35.7028008,1977.6600342,4.3873801,70.0211029,43.2798004,2.3352101,41.3890991,1984.3000488,4.8768601,55.3214989,40.0113983,1.61746,238.6950073,96.4646988,42.7400017,228.9340057,115.2279968,41.3261986
311.177002,222.3079987,158.9349976,46.4984016,45.1067009,4.7753801,326.8169861,244.6940002,168.7380066,35.8931007,42.4945984,3.70454,47.2322998,2115.4399414,4.52385,65.483902,41.5559006,6.1466599,55.0559006,2133.3100586,4.8291001,48.1134987,37.0210991,1.91168,241.7830048,97.8707962,37.2557983,210.4830017,109.7450027,31.5370998
270.5830078,211.0140076,145.7290039,37.6823997,37.2212982,3.8018501,259.2430115,232.8730011,140.6759949,35.0068016,36.0327988,4.1928601,34.8408012,2035.4200439,4.5349202,68.3828964,42.0946007,2.60306,39.9654007,2014.4300537,4.8544302,53.8928986,40.2202988,1.66603,230.9869995,97.072197,40.8624001,228.4570007,116.2340012,41.4966011
280.9309998,214.8159943,149.9790039,29.5291004,33.0056,2.9431601,291.2690125,216.1660004,154.4340057,29.7033997,38.5009995,3.0448501,51.1343994,1913.0500488,4.58323,64.4499969,41.1539001,2.15558,54.7649994,1941.7800293,4.6442599,50.1450996,35.0900002,1.59742,248.1929932,90.444603,42.4319,216.2960052,105.5530014,39.9841003
252.7899933,242.8670044,134.0679932,44.963501,35.9561005,4.2587399,284.6369934,250.4019928,151.7610016,34.1465988,37.9734001,3.37905,46.6006012,2097.3898926,4.5153298,68.0,39.7391014,2.3220201,50.4973984,2115.0900879,4.9463601,49.8538017,36.1083984,1.57233,215.3820038,98.4651031,137.276001,197.6369934,107.5449982,40.6542015
237.651001,239.0590057,129.8399963,29.9843998,30.6973991,2.4172001,248.9400024,229.3529968,135.779007,29.9071007,33.7097015,3.0021,61.1258011,1914.0,4.1855898,66.1378021,39.6580009,1.79452,66.2310028,1939.3599854,4.8042698,50.5163002,34.7809982,1.48615,219.9730072,85.2473984,134.0529938,208.1360016,101.4319992,46.2388
205.2279968,220.1829987,109.3840027,38.1203003,30.4500999,3.4351101,231.7839966,231.2250061,124.1009979,30.0683002,31.0090008,3.2434399,51.2028008,2013.4399414,4.4400401,66.9962997,39.8459015,2.01139,56.3377991,2040.8900146,5.0581198,50.1329994,35.6651001,1.48172,214.3659973,92.6146011,136.7279968,201.6089935,104.0920029,42.4650993
237.5570068,238.4140015,130.1710052,29.1735992,30.3243008,2.3547499,248.3800049,226.9900055,135.7640076,29.2313004,33.6719017,3.0516,62.1901016,1896.8499756,4.1038198,66.0276031,39.7182999,1.73239,67.4673004,1917.4200439,4.79883,51.3045006,34.5978012,1.4882801,220.6470032,83.221199,131.503006,208.4340057,100.2009964,46.2370987
311.9779968,222.4949951,159.1959991,47.2022018,45.6013985,4.83145,327.2950134,245.5079956,168.9259949,36.1200981,42.5584984,3.7519,46.5289001,2127.7800293,4.5159798,65.6500015,41.5783997,6.2118001,54.5876007,2145.1000977,4.83008,48.0017014,37.1036987,1.92599,241.7299957,98.1173019,37.2319984,210.3619995,109.9189987,31.5154991
290.5280151,221.1900024,153.0339966,33.655899,37.7223015,3.0017099,286.7709961,228.7660065,150.9320068,31.2217999,37.7914009,2.9709101,55.3445015,1939.1199951,4.40168,64.6985016,41.3830986,2.3893199,57.0569992,1961.7099609,4.6830401,50.5593987,35.4860001,1.6241,245.1549988,92.8618011,42.9746017,216.7709961,105.1050034,37.6274986
316.3800049,224.0549927,160.9309998,49.5237007,47.8564987,4.8712902,330.2009888,252.9210052,170.4579926,38.1805,43.1083984,4.13063,41.6893005,2169.7299805,4.5981798,65.2705994,41.5936012,5.8692198,49.9338989,2188.1899414,4.8358302,48.5010986,37.9612999,1.97577,239.7539978,101.3000031,36.9197998,209.3410034,112.3249969,31.3537998
287.8789978,220.371994,152.4309998,31.4519005,35.9734001,2.89046,285.7550049,224.2059937,150.6269989,30.4030991,37.6786995,2.9962299,54.3162003,1924.6099854,4.4489799,64.1369019,41.3279991,2.19171,56.7616997,1948.1600342,4.68258,50.4482994,35.1850014,1.60299,245.2019958,91.7804031,42.9859009,215.996994,104.7549973,37.6465988
238.8930054,240.1920013,129.9019928,32.571701,31.8567009,2.6003499,249.2709961,233.8359985,135.7660065,30.7070999,33.7449989,2.9958501,59.8382988,1947.3000488,4.2290602,66.9188995,39.7108994,1.88239,64.5677032,1970.5600586,4.8067398,50.2862015,35.104599,1.48734,219.6849976,88.0121002,136.1119995,208.0899963,102.5009995,46.2756004
292.4140015,222.3350067,156.8090057,44.144001,41.7139015,3.81287,276.2059937,244.9450073,148.8569946,36.1988983,38.5289001,3.99106,38.5638008,1966.5999756,4.24685,68.7220993,42.3744011,2.1705101,45.2044983,1976.8699951,4.8302002,56.4598999,38.8686981,1.62556,235.4790039,99.9977036,42.2476997,231.3650055,115.8649979,42.641201
190.1139984,215.3390045,103.2720032,30.7530994,26.1098995,2.9737501,219.897995,219.6080017,119.4240036,28.7646999,29.3094997,3.2695999,42.5905991,1941.8900146,4.53652,66.9989014,40.2683983,2.1370699,48.4123001,1974.3100586,4.8775802,50.5794983,36.1507988,1.4892499,219.3190002,88.7626038,138.3280029,209.9949951,104.2799988,43.9990997
344.9580078,239.2100067,180.5039978,50.6632996,50.2190018,4.7465801,330.125,266.6400146,172.9689941,42.0704002,44.7230988,4.5924201,34.2382011,2200.6000977,4.58918,68.262001,43.4777985,4.8946099,40.219799,2182.1599121,4.8759999,51.1203003,40.4336014,1.91072,237.0930023,107.0339966,39.5737,216.4499969,120.4629974,38.9740982
262.5249939,200.5630035,133.7949982,40.1236,38.8922005,4.06985,272.5360107,223.8009949,140.4259949,31.4179001,35.3507004,3.50617,47.8955002,2067.5,4.53018,64.8252029,41.6591988,4.3573198,54.5182991,2091.3798828,4.9433799,48.533699,36.6866989,1.77452,240.4949951,93.9320984,39.535099,210.7920074,106.3889999,33.4678001
258.1270142,244.7059937,136.1799927,49.1609001,39.0429993,4.5268602,287.7139893,259.4519958,153.326004,36.3100014,38.5554008,3.8115799,40.4575996,2157.5800781,4.6071401,68.1530991,39.8636017,2.72314,45.1008987,2175.7700195,4.9502902,50.1264,37.1228981,1.6364,215.3439941,103.3410034,136.5709991,196.4060059,110.3059998,40.4075012
324.4030151,231.9299927,169.5549927,46.0805016,46.2125015,4.2137899,296.6849976,254.529007,155.7019958,39.5130005,40.8163986,4.41432,34.2765999,2184.6999512,4.6890502,65.8374023,42.6465988,3.4913299,39.2282982,2144.0800781,4.90832,51.634201,40.7636986,1.8395,229.3190002,105.1380005,38.4863014,212.9559937,118.5070038,38.7342987
276.8640137,213.0399933,145.4720001,41.1348991,40.1948013,3.9719901,266.1629944,232.4790039,141.0650024,34.157299,36.1882019,3.84621,40.2621002,2055.7600098,4.47681,65.7070999,41.9239998,2.97014,46.0093002,2057.3300781,4.8719802,52.3065987,38.4760017,1.6870199,235.220993,98.5445023,41.2601013,218.1929932,111.4079971,39.1209984
203.4420013,217.2489929,108.5839996,33.9782982,28.9778004,3.4102199,229.7339935,221.8769989,122.9059982,29.0683002,30.7094002,3.41714,43.3047981,2022.2099609,4.53262,66.2798996,40.0778008,2.29036,48.0527,2007.3599854,5.0762801,50.4738998,37.4630013,1.48643,213.7599945,92.4838028,133.1380005,204.4810028,105.4820023,42.2240982
289.3859863,221.4570007,153.0950012,33.5493011,37.5169983,2.8542399,285.9129944,231.5789948,150.6940002,31.0235996,37.7510986,3.0028701,55.5648003,1908.7099609,4.34583,64.3996964,41.297699,1.81663,57.1809998,1929.6400146,4.6746302,51.7741013,35.1198997,1.56789,244.8029938,93.4817963,43.0867996,217.3399963,104.7839966,37.7899017
202.3289948,221.3840027,108.2369995,35.781601,27.9043999,3.2651401,229.6809998,232.326004,123.0419998,29.8535995,30.7290993,3.31634,39.8916016,1996.4399414,4.5982299,67.6678009,40.0377007,2.4871199,45.7699013,2022.1600342,5.0627098,50.9132004,37.4896011,1.5024199,213.9380035,95.4263,140.0269928,199.8000031,105.875,42.5219002
292.5710144,222.4450073,154.1329956,36.3302002,38.962101,3.1433101,286.25,231.5310059,150.9069977,32.1945,37.8031998,3.2428401,50.4480019,1933.8499756,4.33916,65.1564026,41.4379997,2.0453801,54.1363983,1958.4899902,4.6804299,52.4654999,35.8865013,1.62414,245.5549927,94.7259979,43.2350998,221.3849945,106.1119995,37.889801
276.8529968,245.9409943,144.6190033,47.8242989,41.7722015,4.4081802,301.5740051,260.6789856,159.4320068,37.963501,40.5915985,3.97574,39.203701,2160.75,4.6937499,65.5896988,39.6599007,3.13591,43.5974007,2142.3100586,5.15908,50.1719017,37.8933983,1.64827,212.6170044,103.3639984,128.4290009,197.6730042,113.8310013,38.0979996
205.2050018,221.197998,109.2850037,39.4534988,30.4459,3.5908,231.7330017,234.5980072,123.9629974,30.4971008,30.9934006,3.31058,46.2820015,2032.8800049,4.4882002,67.5772018,39.8787994,2.1703501,51.5597992,2060.5200195,5.0600801,50.2995987,36.0667,1.4851201,214.3079987,94.7830963,138.6970062,200.7649994,104.9860001,42.5180016
241.2460022,236.7850037,130.9470062,40.5508995,35.5022011,3.2176099,259.0769958,246.9049988,141.3670044,34.5014,35.2901993,3.5776401,48.0465012,1941.2199707,4.15137,69.7088013,39.5485992,1.98111,54.4035988,1971.8399658,4.7494402,53.3106003,35.9155006,1.50657,226.2599945,94.3159027,133.8619995,216.197998,108.2659988,49.1455994
236.3480072,238.0809937,129.6600037,28.2441006,29.5897999,2.3225701,248.3300018,225.598999,135.701004,28.8743,33.6375008,2.9916301,63.3176994,1900.3399658,4.1237798,65.8666992,39.671299,1.74448,68.213501,1920.8000488,4.8008599,50.6202011,34.4474983,1.48544,220.0890045,82.3830032,131.9880066,206.4029999,99.8090973,46.1903
191.4790039,216.3390045,103.6959991,33.3521004,27.4449997,3.0924101,220.7030029,224.4889984,119.6930008,29.2290001,29.4230995,3.2565801,44.7126007,1963.8000488,4.4879198,67.1416016,40.2769012,2.12185,50.5101013,1995.6899414,4.8785,50.5183983,35.9734993,1.48491,219.1069946,90.678299,138.9720001,207.1179962,104.2539978,44.0209999
261.8649902,209.6000061,140.3350067,33.0712013,34.4583015,3.78899,247.0180054,219.302002,133.322998,32.6161003,34.1585999,4.1458602,34.2798996,2025.5899658,4.5318198,68.0036011,42.5886002,2.55604,39.0004005,2001.1400146,4.9376502,53.6124992,41.0138016,1.6346,232.7359924,94.7145996,43.1843987,224.0,114.2279968,41.6773987
289.2829895,217.5090027,152.2319946,40.483799,40.5071983,3.83395,259.2919922,230.0050049,137.7610016,34.3670006,35.7192993,3.9754601,37.7444,2084.6101074,4.4682498,64.0775986,41.2882004,2.8454101,44.6144981,2083.2299805,4.99229,52.6974983,39.3325005,1.83004,226.3710022,96.9076996,40.6394997,217.0850067,112.4120026,40.725399
261.1059875,199.7050018,133.0480042,35.7411995,36.9628983,3.6912899,270.3770142,213.4730072,139.4940033,30.1273994,35.0228004,3.5135801,43.9239006,2086.9299316,4.5589399,63.6641006,41.5750008,3.1024401,50.9091988,2099.8400879,4.9534998,48.4878006,37.3040009,1.7916,238.9409943,91.172699,39.4669991,207.9810028,105.6299973,33.4375992
203.4810028,221.822998,108.6839981,37.6811981,28.8367996,3.4021399,230.6410065,234.7339935,123.5070038,30.2133999,30.8546009,3.3010399,42.5224991,2015.5200195,4.5450101,67.8962021,39.9421997,2.3636601,48.2575989,2046.8000488,5.0601401,50.7128983,36.7470016,1.49507,214.1360016,95.300499,140.2969971,199.9799957,105.4319992,42.5629005
251.8320007,241.9989929,133.6990051,42.3978004,35.0471992,3.9651201,284.2139893,247.0480042,151.5789948,33.5891991,37.8862,3.2725999,48.7840996,2063.9199219,4.4932299,67.4972,39.7019997,2.22842,52.851799,2083.9299316,4.9449601,49.9244003,35.9244003,1.56836,215.3249969,96.3778992,136.1320038,198.802002,106.8190002,40.6439018
300.3840027,226.4559937,160.2230072,45.5862999,44.2416,3.7223201,281.2449951,250.4869995,150.9360046,36.2298012,39.1474991,3.8429301,41.9746017,1946.6600342,4.0952401,68.6311035,42.0783997,1.85937,48.9975014,1961.1600342,4.7546501,57.9355011,38.199501,1.6043299,231.7460022,101.2289963,41.7812996,232.4400024,113.6470032,42.3793983
297.2009888,224.4409943,155.6920013,41.2521019,42.2667999,3.3517399,286.9949951,240.8240051,151.2409973,34.0365982,37.9590988,3.39235,48.5149994,1941.1700439,4.21733,66.0749969,41.5229988,2.01632,53.0101013,1964.1099854,4.677,54.3423996,36.3732986,1.63467,245.7319946,98.0341034,43.4570999,226.6179962,107.4509964,38.0988007
245.6629944,228.4720001,131.7539978,39.4528999,35.4497986,3.4389,248.5939941,238.9900055,133.8309937,32.9919014,33.9508018,3.6309199,44.0852013,2003.3599854,4.3691401,67.9290009,40.9323006,2.0083599,50.1664009,2014.3599854,4.8803201,52.9061012,37.4654999,1.52011,222.0410004,95.7913971,104.6169968,214.2389984,108.9570007,44.9168015
300.7269897,226.6589966,162.0370026,42.6175003,42.4824982,3.69256,287.7890015,245.3439941,156.1080017,36.4295006,39.8092003,3.92258,41.7406998,1966.0600586,4.10815,65.9312973,41.2546005,2.16886,48.530201,1982.4100342,4.9112301,54.9646988,38.3988991,1.6274199,227.9609985,98.3528976,41.7584,221.7489929,112.987999,41.656601
258.6239929,198.8190002,132.3930054,36.8727989,36.5764008,3.91328,269.618988,217.5460052,138.9909973,30.4269009,34.9613991,3.5845101,43.3904991,2075.1298828,4.5927601,64.6123962,41.7524986,3.89149,48.8325005,2057.8100586,4.9608102,49.098999,37.9584007,1.73485,237.7769928,93.7273026,39.4779015,211.4960022,107.2559967,33.4749985
258.8080139,244.3509979,136.4309998,48.4827995,39.226799,4.4688201,288.2269897,258.8330078,153.5890045,36.4581985,38.637001,3.8496001,40.2014999,2150.3000488,4.6160898,67.7334976,39.8628006,2.76577,45.0102005,2169.6298828,4.9501901,50.1823006,37.2187996,1.64946,215.3300018,102.973999,135.4210052,197.3119965,110.4869995,40.3418999
202.0140076,215.1119995,109.848999,34.2643013,28.7154999,3.42558,223.4649963,220.602005,121.7340012,28.9892006,30.0340004,3.5304,44.1875,1961.8800049,4.2998199,69.7120972,40.8339996,2.2074599,50.0615997,1992.4300537,4.7870598,52.2444,37.3987999,1.50585,224.7050018,90.4925995,126.7450027,212.3789978,105.7679977,47.5088997
242.3829956,237.0639954,131.3399963,41.9836006,36.3193016,3.29198,259.4339905,249.2870026,141.5350037,35.0455017,35.3602982,3.6343901,47.4944,1945.1500244,4.13202,70.134903,39.5756989,1.99661,53.8809013,1975.0300293,4.7473798,53.6969986,36.0326996,1.50893,226.7709961,95.3258972,133.654007,217.3209991,108.8929977,49.2126999
234.1889954,234.6649933,128.2649994,31.0275993,30.5342999,2.6126299,256.980011,231.1360016,140.3049927,30.7388,34.8278008,3.0632999,57.6066017,1917.8900146,4.2242599,66.7970963,39.3624001,1.78697,63.0926018,1948.2399902,4.7636299,50.2532997,34.8258018,1.48744,222.1369934,86.5775986,134.3269958,207.8569946,103.2350006,48.5802994
215.7380066,227.9700012,117.2850037,32.1080017,29.4032001,2.81161,240.3659973,227.8350067,130.9920044,29.7714005,32.2715988,3.1275799,53.7352982,1933.6899414,4.3032699,67.0855026,39.9357986,1.8691,59.4556999,1966.3399658,4.80551,50.2619019,35.0878983,1.48088,220.3379974,87.9794006,135.1119995,206.3710022,103.0559998,47.0690002
238.4550018,238.3619995,130.4850006,31.1497993,31.5860004,2.7144401,249.875,229.3249969,136.2350006,30.3195,33.8493004,3.14397,57.6660995,1888.1999512,4.1100302,64.7761002,39.5284996,1.6849101,63.2168007,1921.0,4.8013902,50.946701,34.5499001,1.47791,220.6990051,85.8253021,132.0690002,208.6640015,101.5429993,46.2387009
243.7429962,206.7590027,131.9259949,38.6593018,36.4831009,3.4886799,229.8769989,227.3170013,124.8779984,30.9582005,31.9316998,3.50544,45.7588997,1941.9000244,4.3179798,68.2461014,42.5674019,1.9699399,50.5668983,1947.4599609,4.70046,55.4039993,37.535099,1.4492199,241.8809967,96.3443985,45.7285995,227.7420044,108.5139999,44.4025002
238.2859955,239.0780029,125.6269989,44.0178986,34.0732994,3.9147899,266.3729858,251.0670013,141.2709961,33.5098,35.6705017,3.52355,41.0895004,2108.5,4.6191602,67.9981995,39.7307014,2.39059,46.0513992,2116.2900391,5.0950799,50.5135002,37.1576996,1.50301,210.1239929,100.4860001,137.3509979,195.473999,108.5709991,40.1304016
