DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
209.2330017,93.1604004,120.072998,57.6996002,31.7887993,19.8966999,230.0469971,91.9300995,124.8759995,47.5323982,33.6133995,16.0715008,125.2160034,1497.4000244,16.4480991,133.3359985,114.6389999,160.5149994,131.397995,1532.4899902,21.0702991,85.8912964,108.8590012,109.5680008,206.8609924,46.1982002,28.2537003,190.7200012,59.8974991,23.2254009,0.0
195.1029968,112.5780029,126.1490021,67.0110016,30.7427998,16.6466007,258.256012,131.8569946,141.6640015,56.2737999,37.9389992,11.5649004,107.7839966,1599.9699707,12.0670004,146.7299957,105.7559967,128.2189941,109.7730026,1611.2900391,14.1344004,89.3916016,91.634903,68.5711975,210.9290009,53.9278984,29.4120998,184.6849976,72.8613968,25.8432999,0.0
209.7899933,88.4246979,120.5920029,59.0223007,31.8502007,20.8939991,226.147995,85.9688034,124.2850037,50.906601,33.5309982,17.1009007,116.7789993,1528.5200195,15.0002003,134.4940033,114.7050018,136.4730072,125.5759964,1532.8699951,20.3213005,86.0621033,108.9059982,107.9489975,206.371994,47.6795006,26.9006004,184.7440033,60.4682999,22.2518997,0.0
210.1179962,90.066803,120.7279968,59.4025002,31.8810005,21.1664009,227.4409943,87.4527969,124.098999,51.7546997,33.5634995,17.3125,110.8000031,1553.9200439,14.0475998,135.1000061,114.8440018,124.0979996,121.0139999,1533.5300293,19.5974998,86.1084976,108.9589996,106.4140015,206.3040009,48.4522018,26.7859993,183.7940063,60.7411003,22.1028004,0.0
198.9940033,119.6309967,130.1950073,72.1345978,30.8964005,16.3139992,255.1889954,138.8350067,143.0330048,63.8115005,37.2513008,11.5953999,75.0614014,1797.7700195,6.4349899,151.6629944,107.4499969,55.9417,68.6720963,1677.9200439,6.3231502,93.1034012,92.3041,25.9188004,211.1909943,59.6794014,29.7824993,192.2449951,78.5031967,26.4747009,0.0
206.6430054,120.3069992,119.4889984,60.2249985,31.5254002,20.0170994,238.1040039,119.2229996,118.0350037,44.9547005,32.9622993,15.0873003,139.2689972,1405.4399414,20.4101009,143.8569946,112.6230011,210.9049988,147.3070068,1513.8299561,26.6597004,86.9232025,106.9520035,134.9060059,207.522995,43.4632988,34.4485016,195.5189972,58.1211014,25.4934006,0.0
198.4140015,115.7839966,132.802002,74.3086014,30.8605003,16.0433006,268.1229858,142.6649933,142.9570007,59.8434982,37.8849983,12.8582001,73.0537033,1841.2299805,6.1108699,163.7160034,111.9020004,64.4876022,70.0871964,1684.7900391,6.10221,94.456398,94.5967026,35.6687012,209.8639984,53.6022987,29.5177002,195.4380035,69.4843979,26.1779003,5.6
209.5149994,88.0883026,120.512001,58.5984993,31.8223991,20.5769997,225.2380066,85.5395966,124.0650024,50.1152,33.5035019,16.8395004,119.7979965,1518.1800537,15.4221001,133.6759949,114.6650009,142.6620026,127.6279984,1532.7600098,20.5746994,86.0117035,108.8889999,108.2440033,206.4660034,47.2961006,27.0524998,186.0169983,60.2944984,22.4461002,0.0
196.7339935,93.9962997,128.9779968,60.2705994,29.7602005,16.7837009,230.8899994,100.8259964,135.4349976,52.098999,32.7899017,14.9446001,92.4517975,1699.8299561,9.6438398,133.0440063,113.9209976,96.221199,94.8227005,1710.6999512,11.3346996,93.6892014,111.0940018,66.6141968,194.1470032,50.0831985,26.2917995,194.0,62.6730003,23.6166,11.3
197.9720001,121.1419983,132.8849945,75.3559036,30.8500996,16.6924992,264.6279907,139.1790009,143.0859985,63.9183998,37.8064003,12.3751001,73.0279999,1832.9000244,6.0321498,162.5740051,111.9960022,64.1464996,68.7145004,1683.5100098,6.0661998,94.2054977,94.4225998,34.9714012,210.2610016,55.1050987,30.2863007,192.6580048,70.1135025,25.6411991,0.0
