Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
0.815199,76.2442017,0.953429,181.0059967,47.7352982,4.4277301,0.663117,75.777298,0.856014,162.6640015,49.4925003,3.39641,222.7109985,70.2113037,40.5357018,203.6190033,82.7222977,43.3265991,18.0
1.0795701,83.2703018,1.1730601,196.4620056,45.2523994,4.8877301,0.977811,78.2013016,1.04475,163.8220062,43.9272003,3.5599201,218.5209961,79.2276993,39.2815018,212.75,83.0011978,42.4777985,0.0
0.992908,78.0771027,1.03095,184.9880066,43.8138008,4.3668699,0.887966,74.2341003,0.872283,157.7220001,43.7974014,3.31341,217.4720001,73.9414978,39.1837997,203.8059998,80.5140991,42.0872993,27.0
1.0664001,92.3427963,1.40552,220.0509949,51.6571999,7.2821898,1.0197001,84.0258026,1.41879,169.1499939,44.1916008,4.1722202,221.8240051,87.4108963,39.5407982,225.1929932,94.8126984,43.0357018,9.0
0.51069,60.3983002,0.72011,141.2830048,41.6442986,3.53582,0.350266,56.2340012,0.671526,118.2829971,46.5261993,2.5780201,212.5099945,65.870697,37.9914017,202.1589966,77.1707001,40.7801018,18.0
0.737774,71.3188019,0.731361,175.7189941,49.3683014,4.3565302,0.630075,65.4820023,0.650561,149.9850006,50.3693008,3.04951,211.7140045,68.8170013,38.1870995,196.2819977,80.2423019,41.5924988,9.0
0.238219,52.7066994,0.393155,129.246994,40.4928017,3.24418,0.20414,44.7153015,0.281196,98.5603027,44.1678009,1.899,211.2740021,63.2546005,38.5418015,206.1640015,68.7860031,41.2509003,18.0
0.821702,75.1057968,1.29641,177.3390045,46.2196999,4.9545102,0.557841,76.0351028,1.04355,159.3410034,49.2206993,3.6554,223.9400024,72.4179001,40.6473007,210.7489929,87.4045029,43.6717987,0.0
0.40181,78.6751022,0.545042,209.7299957,69.3287964,6.4106998,0.347053,54.6677017,0.370452,128.8500061,46.1155014,2.8320501,211.9329987,63.7389984,38.5900993,198.2850037,74.0819016,41.2598991,0.0
0.417071,75.6485977,0.531517,201.2389984,65.6095963,5.9956298,0.369387,54.8555984,0.409518,128.1869965,45.8984985,2.7676499,211.2169952,64.6797028,38.5727997,196.6529999,74.0486984,41.2015991,0.0
1.12465,89.4730988,1.12314,215.4380035,46.9902,5.7099199,1.15871,83.6174011,1.31074,171.6459961,43.9756012,3.84744,219.4320068,83.5360031,39.4185982,218.4530029,88.7913971,42.7841988,9.0
1.19696,86.7661972,1.38234,202.6600037,42.1417007,5.0345998,1.27353,84.7726974,1.26068,173.4160004,43.6822014,3.6530199,217.3710022,74.174202,39.3707008,198.526001,84.9496994,42.1316986,0.0
0.278867,48.3582993,0.408475,112.5510025,35.0657005,2.5496299,0.217768,45.155899,0.363113,96.8704987,43.7991982,1.73342,210.6390076,63.4047012,38.5133018,203.7409973,69.7993011,41.1744995,18.0
1.08242,88.7570038,1.18229,210.701004,48.2874985,5.8712602,1.04342,81.7048035,1.23519,168.2899933,44.1086006,3.79335,219.8699951,83.4578018,39.4090004,219.1609955,89.1247025,42.8604012,0.0
0.376189,69.5580978,0.541033,181.8959961,58.6814003,5.2838898,0.322659,52.6785011,0.334596,122.7389984,45.4203987,2.6012299,211.6900024,63.6105995,38.5713005,199.2680054,74.6280975,41.2689018,0.0
0.257832,45.2809982,0.362072,104.9769974,31.8188992,2.4158599,0.207626,44.2663002,0.337638,94.1766968,43.5349007,1.62721,211.1069946,63.1228981,38.5233002,210.2030029,68.6006012,41.1851997,18.0
0.449795,69.4682007,0.558416,182.5379944,57.7784996,5.14045,0.404183,55.0951996,0.442396,128.3359985,45.4970016,2.71222,210.1560059,64.9196014,38.5139999,193.701004,76.9943008,41.0248985,9.0
0.333603,57.4059982,0.4788,138.1150055,44.3037987,3.34254,0.278671,49.1279984,0.394383,108.6620026,44.5197983,2.0915201,210.3509979,63.6674995,38.5027008,195.3860016,72.2100983,41.2221985,27.0
0.939244,77.5062027,1.17695,178.9340057,43.835701,4.8361802,0.750167,75.4224014,1.01814,156.8939972,43.9320984,3.45331,218.6150055,75.2116013,39.3331985,207.6170044,87.6939011,42.5387993,27.0
0.338237,54.6823997,0.513226,130.9140015,41.2109985,3.1113999,0.260063,47.9808006,0.412231,104.9649963,44.2727013,1.9911799,210.1230011,64.0626984,38.4936981,197.1380005,73.0056,41.1411018,0.0
0.318205,61.1594009,0.502153,151.7779999,48.8622017,3.9337699,0.282886,49.6278,0.333885,111.9160004,44.7932014,2.2320499,211.2079926,63.5709,38.5359993,198.0659943,71.356102,41.3174019,0.0
0.920219,73.8181,1.27405,170.3500061,41.591301,4.5931001,0.710104,75.4307022,1.0605299,155.5579987,43.8161011,3.4611599,219.026001,74.1998978,39.3888016,209.0590057,88.6932983,42.6918983,0.0
0.416511,56.0015984,0.633994,131.7859955,39.8609009,3.06847,0.325897,50.7689018,0.495868,108.560997,43.4207993,2.03807,211.5789948,63.8778992,38.7731018,197.7870026,75.4952011,41.0223007,18.0
0.854846,77.3520966,1.00845,182.9989929,47.4513016,4.54704,0.699858,76.435997,0.892426,163.4409943,49.4127998,3.43942,222.9420013,71.5833969,40.5467987,205.1970062,83.4858017,43.4040985,18.0
0.436776,68.2331009,0.583609,189.6529999,58.364399,5.7438202,0.354893,54.5525017,0.343025,127.2949982,46.8916016,2.6478,213.1519928,65.9294968,38.1910019,206.1430054,77.7129974,40.7328987,0.0
1.0474401,91.1240005,1.46504,215.4299927,51.5956001,7.34092,0.92822,82.142601,1.34957,166.302002,44.1949997,4.2038999,221.8200073,86.5269012,39.5231018,225.4420013,93.8710022,42.9906006,9.0
1.19696,86.8022003,1.31196,206.5090027,43.4492989,5.0397902,1.22938,83.2889023,1.20128,171.798996,43.7131004,3.67345,218.2489929,76.8383026,39.3507004,205.2299957,83.9421005,42.2289009,0.0
1.07915,91.4729996,1.17085,221.1340027,50.0242004,6.53793,1.11918,84.3878021,1.39402,171.3690033,44.1403999,3.96558,220.7449951,85.7509003,39.4984016,221.7579956,93.4320984,43.0018005,27.0
0.531965,61.8959999,0.715409,145.1999969,42.8194008,3.5905001,0.375787,58.1423988,0.671637,122.7730026,46.6815987,2.63972,212.276001,65.5651016,37.9752998,199.7859955,78.0625,40.7193985,9.0
0.957023,77.7713013,1.3105,179.9429932,43.6715012,5.14923,0.762261,76.8892975,1.11119,158.1710052,43.9115982,3.5966001,219.503006,76.8723984,39.4143982,211.7779999,89.7844009,42.7490005,0.0
1.15782,88.8752975,1.17123,213.2409973,45.5826988,5.40203,1.18163,83.3427963,1.25491,171.5879974,43.8479996,3.7957499,219.2949982,81.7945023,39.3909988,215.6309967,86.4725037,42.5872002,0.0
1.0687,92.3582993,1.27858,221.9069977,51.1876984,6.9260402,1.0821,84.4475021,1.40545,170.5050049,44.1823006,4.0404902,221.6569977,86.3367004,39.5312996,223.6649933,94.5136032,43.0536003,0.0
1.12457,91.6156006,1.2266999,218.6860046,48.2360992,6.4404898,1.22106,86.9936981,1.49708,174.6040039,44.0233994,4.0355902,220.1499939,84.876297,39.5139008,218.5279999,93.5969009,42.8739014,27.0
1.24458,89.2376022,1.41465,208.720993,44.4543991,5.6248798,1.4205199,89.6378021,1.48817,179.246994,43.8153992,3.8789599,218.6799927,76.7667999,39.4655991,206.1699982,89.0385971,42.4631004,0.0
