DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
204.5460052,99.7885971,121.9710007,54.5898018,31.2243004,19.1721001,230.404007,97.6809006,132.9160004,45.0307007,32.9584999,15.6815004,115.612999,1565.0899658,14.0127001,127.0469971,116.5510025,140.7519989,119.4199982,1549.3900146,16.6189995,84.9991989,110.2310028,90.4666977,202.6230011,47.4096985,27.4435997,192.7689972,61.080101,22.7341995
205.477005,103.5240021,120.4580002,58.0141983,31.3913002,19.8041992,224.9109955,101.237999,122.302002,45.9541016,32.5196991,15.3697996,124.3470001,1502.2600098,16.5646,135.5410004,113.6019974,166.8280029,131.4400024,1519.7600098,20.9300995,86.8582993,107.3929977,110.0579987,206.8619995,45.9510002,29.7028008,193.4349976,59.6272011,23.6548996
197.8159943,114.9680023,132.0220032,68.0050964,30.7035007,16.8393002,273.4880066,127.802002,148.0509949,57.2803993,38.2117996,13.7174997,81.6479034,1780.0300293,7.60707,149.826004,116.072998,76.4671021,77.3552017,1668.0200195,7.8292999,90.8979034,98.1111984,46.8852997,208.9400024,52.979599,28.4818001,196.0690002,67.4468994,25.4652996
199.2590027,96.5734024,130.5780029,72.5261002,30.9825993,15.6131001,243.5950012,111.7300034,169.5090027,67.0817032,37.1907997,11.1210003,76.2682037,1748.7299805,6.13237,138.7579956,105.413002,63.2473984,73.5445023,1683.9499512,6.6032801,93.2631989,92.6812973,21.9799004,210.5720062,59.5567017,33.0368996,189.7700043,81.7767029,30.3139
204.0610046,96.3351974,122.2750015,53.1445999,31.1590996,18.6100006,229.6269989,93.6379013,135.5160065,44.2228012,32.8727989,15.4035997,103.6309967,1632.6600342,11.6350002,121.4150009,117.0709991,115.9499969,108.348999,1552.9300537,13.7476997,84.8900986,110.4779968,82.8740997,202.6239929,48.1865005,25.4365005,197.1170044,60.969101,22.4626999
204.5410004,102.0319977,122.0650024,53.2086983,31.2096004,18.8948994,234.7120056,99.9529037,137.0899963,43.9967003,33.0200996,15.6861,110.1660004,1602.1800537,12.8444004,124.1989975,117.538002,128.1900024,113.1640015,1552.0200195,14.1416998,84.9246979,110.4840012,81.6736984,202.6690063,47.7859993,26.5335999,195.6529999,60.9977989,22.8857002
197.9629974,96.7161026,130.4759979,73.3618011,30.8470993,17.7618008,253.8500061,117.0419998,141.1239929,65.0952988,37.2904015,11.7147999,75.9459,1781.0100098,6.8512101,151.8930054,108.2699966,57.0640984,68.3899994,1676.2399902,6.3344998,92.8612976,92.2039032,24.1406994,211.576004,60.8154984,28.2087994,186.7299957,79.3631973,25.2588005
186.4519958,107.1350021,129.1230011,64.9832001,28.4570999,17.5370007,244.8000031,115.1470032,138.8450012,55.3591003,34.2905006,13.9090004,86.5531006,1745.2199707,8.5336704,147.0919952,115.3359985,89.8283997,83.7335968,1613.0400391,9.1398802,86.7727966,100.0780029,56.1339989,214.1759949,51.5371017,27.6753006,199.0330048,65.0945969,23.7710991
198.7649994,117.7890015,130.2669983,72.2621002,30.8668003,16.3239002,254.7720032,137.3890076,142.1470032,63.4602013,37.2285004,11.8245001,74.8590012,1803.2199707,6.4260502,152.6629944,108.2419968,56.8137016,68.2576981,1677.1099854,6.2396402,93.1092987,92.3011017,27.8458004,211.1080017,58.9794006,29.4951992,192.6329956,76.8932037,26.3997993
204.4129944,96.8261032,122.0910034,54.5335999,31.2094994,19.1075001,228.2899933,94.464798,132.4299927,45.3146019,32.8977013,15.6903,113.4449997,1576.3699951,13.5657997,126.0469971,116.5199966,135.1040039,117.6470032,1549.8499756,16.2576008,84.9975967,110.2509995,89.8252029,202.572998,47.6176987,26.9127007,192.9450073,61.0269012,22.6000004
