M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
487.8760071,3344.4299316,65.303299,713.3870239,470.7770081,197.8040009,531.315979,3402.1201172,81.6822968,562.9190063,462.8349915,151.7960052,206.8609924,46.1982002,28.2537003,190.7200012,59.8974991,23.2254009,0.0
477.303009,3438.1298828,66.5892029,790.0089722,431.4679871,175.9149933,513.3969727,3560.0200195,73.5743027,627.1660156,414.8500061,113.6579971,210.9290009,53.9278984,29.4120998,184.6849976,72.8613968,25.8432999,0.0
485.7850037,3511.8200684,63.2901993,720.6220093,479.4960022,188.772995,530.8079834,3539.2299805,81.9352036,603.2750244,474.7030029,151.0559998,206.371994,47.6795006,26.9006004,184.7440033,60.4682999,22.2518997,0.0
484.1149902,3569.75,62.6893005,720.8109741,480.0270081,184.8289948,528.7470093,3588.3701172,81.7194977,613.6829834,476.5939941,150.4329987,206.3040009,48.4522018,26.7859993,183.7940063,60.7411003,22.1028004,0.0
428.625,3609.5,53.4280014,815.8270264,402.6990051,146.9199982,454.802002,3708.7299805,64.0995026,666.3790283,386.6199951,98.5269012,211.1909943,59.6794014,29.7824993,192.2449951,78.5031967,26.4747009,0.0
540.3590088,3161.0700684,86.2626038,782.0380249,484.5899963,230.177002,586.0269775,3241.0200195,97.4656982,556.6690063,467.7600098,164.9649963,207.522995,43.4632988,34.4485016,195.5189972,58.1211014,25.4934006,0.0
379.8439941,3442.8701172,43.542099,763.8469849,358.9849854,149.4869995,411.2210083,3524.6101074,56.5363998,627.8540039,347.3479919,115.3130035,209.8639984,53.6022987,29.5177002,195.4380035,69.4843979,26.1779003,5.6
485.8699951,3469.9199219,63.3814011,717.9879761,477.5220032,190.2709961,530.7379761,3504.0400391,81.6951981,592.9780273,471.9750061,151.1049957,206.4660034,47.2961006,27.0524998,186.0169983,60.2944984,22.4461002,0.0
409.6229858,3396.2800293,49.8214989,671.9810181,402.4249878,160.8869934,449.4670105,3449.5,63.9458008,564.4539795,396.8880005,133.4730072,194.1470032,50.0831985,26.2917995,194.0,62.6730003,23.6166,11.3
375.8340149,3483.1000977,42.6763992,764.2979736,372.3800049,151.3820038,407.3869934,3597.1899414,55.7431984,632.1140137,355.9450073,113.5400009,210.2610016,55.1050987,30.2863007,192.6580048,70.1135025,25.6411991,0.0
541.0609741,3147.5800781,86.3880005,783.5360107,487.3330078,232.9160004,587.4639893,3233.6899414,97.5158997,557.8889771,469.855011,165.1719971,207.572998,43.2181015,34.7742996,195.1369934,58.1385994,25.5914001,0.0
487.2990112,3274.1398926,67.677803,716.5050049,461.9200134,204.0610046,528.1630249,3342.1599121,81.7253036,546.0910034,451.743988,152.7050018,206.9019928,45.9146004,29.9041004,193.9720001,59.5906982,23.7516003,0.0
