DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
486.3280029,255.2200012,262.1040039,120.8349991,73.7054977,27.0667992,543.8339844,291.2690125,297.9930115,115.5419998,81.0790024,27.5007,49.2708015,1983.5200195,5.5994701,202.3320007,112.564003,55.012001,58.7999992,1984.3699951,6.5627398,137.8869934,103.8590012,43.2402992,357.2630005,77.4363022,50.9207001,348.1199951,96.8771973,51.1202011
502.5329895,281.3630066,258.6119995,129.6269989,74.1249008,24.4381008,545.9249878,318.3739929,286.5820007,113.0719986,79.608902,23.0387001,33.6032982,2080.2399902,4.5399399,236.5709991,103.2450027,30.4631996,39.4393005,2112.5600586,4.92063,160.9290009,95.6238022,27.0997009,357.3710022,102.9820023,48.8409004,346.1839905,114.9020004,48.1772995
492.447998,301.5390015,235.5500031,122.9179993,69.9504013,20.1636009,499.5929871,322.3080139,239.375,88.9638977,69.7050018,17.7956009,33.6442986,2144.5500488,3.4604199,230.6269989,95.4011002,28.0655003,37.1170998,2180.3798828,4.2107701,145.9570007,83.2561035,21.0506992,343.0440063,108.2020035,53.0066986,338.1960144,124.0459976,47.4308014
511.5239868,275.3410034,266.3150024,125.1429977,75.1855011,25.8281002,552.9730225,308.4570007,292.5750122,109.1689987,80.2220001,25.7590008,40.7692986,2017.6400146,5.0706902,209.2369995,109.6709976,40.2621994,47.4113998,2043.75,5.7498798,146.5820007,101.5930023,35.2271996,355.3760071,89.2853012,48.7999001,347.7600098,105.0210037,50.4127007
490.0700073,260.1270142,262.5769958,110.1029968,74.2872009,26.9974995,511.2340088,279.730011,280.6860046,75.3781967,76.7276001,26.2833996,51.4942017,1981.0,5.51649,192.4429932,120.5709991,60.8602982,60.1024017,1995.5600586,6.5787401,126.3119965,108.7320023,48.0150986,356.1640015,80.2499008,54.6183014,352.0650024,98.8656998,53.2627983
502.6040039,264.8640137,238.901001,119.6719971,69.3424988,23.9769001,555.848999,299.4110107,267.6910095,93.9384995,74.8675003,22.3691006,38.2257004,2089.4599609,4.70435,231.25,108.7929993,41.4954987,45.7290993,2118.1899414,5.19099,145.9810028,97.7767029,31.7737999,356.947998,97.0837021,52.0987015,346.3640137,111.3830032,49.9197006
494.7390137,329.8989868,278.3859863,166.6069946,81.6351013,23.8071003,517.03302,333.9580078,245.8099976,134.0690002,72.1746979,20.8117008,27.6047993,2124.2900391,3.77846,252.9259949,95.4570999,29.2362995,35.5583,2170.8999023,4.0655699,195.9980011,87.6220016,24.7376995,342.3009949,123.552002,46.9272995,341.6830139,141.875,50.5354996
516.2559814,324.1839905,281.6340027,148.8760071,80.3424988,21.7719002,531.3629761,336.2969971,257.0310059,113.8720016,73.0233994,18.4601994,32.5742989,2104.6699219,3.25811,237.8569946,90.7120972,24.3710995,39.0318985,2136.4799805,3.9495599,158.6900024,82.2077026,21.4715004,341.8869934,112.9820023,50.6926994,345.1199951,130.0859985,50.8678017
519.6849976,285.1140137,247.5720062,124.4179993,72.115799,23.0970001,585.4110107,327.4169922,282.7170105,90.6399994,79.2806015,21.5701008,35.7331009,2113.8000488,4.5402398,237.5440063,108.7710037,37.3322983,42.4777985,2147.6101074,4.8857899,143.6999969,96.0122986,28.5501003,363.8269958,102.1240005,53.3757019,348.243988,116.2490005,49.4575996
511.5929871,256.9070129,276.4389954,124.2949982,76.3621979,27.2931004,561.5930176,292.3299866,309.5450134,119.4550018,82.930603,27.6303005,47.0536003,1988.7600098,5.4534998,203.5639954,112.1579971,49.2463989,55.7577019,1995.9799805,6.32762,140.6929932,103.8450012,40.9459,357.5280151,78.7449036,49.7136002,351.3110046,97.6056976,51.1715012
510.7709961,327.3699951,276.1499939,162.3300018,79.8199005,22.8428993,520.1060181,338.1749878,250.5679932,127.6399994,72.3611984,20.1180992,29.7332001,2110.9599609,3.5472901,253.1840057,93.9483032,26.2332001,35.9816017,2148.3798828,3.9398701,189.0630035,86.8098984,23.6212006,343.2409973,118.5970001,47.8409004,347.7590027,135.9660034,51.1650009
493.0620117,261.4049988,266.178009,118.6689987,74.9135971,27.2977009,530.9829712,285.4750061,291.2380066,102.7929993,79.5326996,27.1914997,50.6551018,1980.0100098,5.5858202,198.6519928,114.1210022,57.9081993,60.0032997,1984.0300293,6.6082301,135.0639954,105.0400009,44.8605003,354.0859985,79.0213013,51.7877998,350.355011,96.9841995,52.223999
546.9069824,307.9930115,263.6130066,137.9889984,75.588501,21.8008003,577.190979,352.0570068,281.4760132,121.4489975,78.8310013,20.6833992,29.8505001,2098.3200684,4.2323599,246.7200012,97.6745987,25.5769005,35.3534012,2133.0200195,4.5764599,173.7290039,92.217598,23.9661999,358.0620117,112.9599991,48.1567001,342.0169983,123.7470016,46.8716011
513.2780151,266.178009,275.6229858,113.7850037,77.2910004,27.0258007,534.8900146,285.6390076,295.0660095,94.1815033,79.8349991,26.5844994,58.3689003,1992.1099854,5.6733799,184.1750031,115.9150009,70.2763977,69.843399,1973.6899414,6.7670999,120.4430008,107.2649994,54.7347984,360.7250061,79.2959976,59.4673996,357.9259949,98.2059021,54.8283005
499.6369934,295.0639954,237.6529999,126.2679977,70.3420029,21.1401997,534.6040039,331.8349915,256.5280151,94.7705002,73.7113037,18.7891006,32.5806007,2135.6899414,3.8715401,239.6060028,101.5400009,32.5185013,39.1186981,2180.1398926,4.4453001,145.1260071,87.9970016,22.2791996,349.6700134,106.6060028,52.5010986,335.9370117,122.4280014,46.6100006
490.7470093,326.4039917,279.7739868,174.8970032,80.7975998,23.5963001,500.3980103,328.1300049,240.4459991,136.8339996,69.8394012,20.4978008,27.3801003,2100.9599609,3.6378601,260.9819946,93.4194031,26.2719002,34.1446991,2143.9099121,3.9393301,206.552002,88.1914978,24.5718994,338.1619873,122.1289978,45.5346985,340.2969971,140.9149933,50.9588013
501.4349976,306.2869873,240.7400055,128.6150055,71.3218002,20.7229996,512.3699951,332.276001,247.7709961,91.7322998,71.5167007,17.7803001,31.7080002,2161.5700684,3.4849999,245.2380066,106.0319977,35.5159988,38.5909004,2216.9599609,4.4639001,138.098999,84.8069,19.9403,347.8190002,108.3619995,58.8091011,347.0249939,126.7860031,48.3030014
481.5150146,296.6579895,229.7330017,120.8740005,68.5589981,20.1874008,488.4159851,321.1199951,233.7779999,86.2108002,68.1573029,17.4965992,33.7867012,2140.5600586,3.5025301,231.7420044,95.6203003,27.9291,37.2871017,2176.5700684,4.2353201,141.0189972,83.3340988,20.9039001,342.1239929,106.1640015,53.5542984,336.6090088,123.5930023,48.1371002
512.8380127,266.4809875,275.2590027,114.0350037,77.245697,26.9550991,534.460022,286.0069885,294.6380005,91.148201,79.7656021,26.2474003,56.8709984,2000.6400146,5.6255999,186.6759949,116.1920013,68.3096008,67.9857025,1987.4899902,6.6664901,121.0469971,106.8590012,52.6581001,360.7250061,80.5598984,58.5858002,357.848999,99.2823029,54.5138016
511.4309998,265.6820068,273.8869934,110.302002,76.9765015,26.9897995,533.6859741,284.5700073,293.4989929,78.331398,79.5091019,26.2653008,56.5861015,1988.5200195,5.6328101,183.3079987,118.0439987,65.3150024,65.6295013,1983.8599854,6.7699399,115.060997,107.2829971,50.2747993,360.7520142,80.1088028,58.8188019,357.8649902,98.8098984,54.2238998
494.7479858,337.144989,279.8410034,163.8200073,82.2177963,24.2404003,532.2210083,347.678009,256.6380005,127.6719971,74.7326965,20.9125004,28.2784004,2159.8798828,3.95908,255.3430023,98.6827011,28.2772999,36.3790016,2205.3898926,4.2183099,192.2680054,89.3778992,24.8894005,355.2550049,124.112999,48.9892998,351.9620056,141.9810028,51.134201
507.7879944,301.2380066,243.6459961,132.7230072,71.1584015,20.5258007,538.9119873,337.0379944,259.8649902,116.473999,74.1356964,18.8439999,32.652401,2097.7399902,3.51439,235.5390015,93.280899,24.4626007,38.0238991,2124.5,4.10429,157.5279999,85.1200027,22.3535995,346.125,112.4020004,51.4123001,338.0409851,125.1880035,47.9333992
493.8500061,335.6159973,277.3640137,154.9259949,81.7398987,24.0000992,531.0720215,346.6069946,255.4299927,115.7170029,74.5251007,20.9493008,29.5891991,2164.4899902,3.9325199,250.5549927,103.0530014,28.5984001,32.4183006,2200.1499023,4.2596102,193.5169983,92.6489029,26.0681,355.5130005,121.8150024,48.2750015,352.0159912,139.9199982,50.5690994
559.7949829,355.8640137,318.9360046,194.723999,90.0852966,25.1569004,574.9240112,362.7219849,281.2269897,148.4779968,79.4905014,21.1762009,27.9358006,2088.2099609,3.41204,271.552002,94.4468994,27.2465,36.5600014,2134.6999512,3.74225,201.8119965,87.2994995,23.7406998,360.4460144,121.1269989,46.5985985,366.5280151,139.5910034,53.5255013
