DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
233.3179932,163.5769958,116.1090012,33.4029999,39.7384987,2.8786299,259.2070007,180.5930023,129.6970062,32.0127983,43.0330009,3.01878,79.558197,1903.9399414,5.0753598,62.4528999,62.2598,4.5209498,77.6919022,1958.1500244,5.5577302,49.7669983,64.5814972,2.7623301,206.727005,64.2247009,38.3633003,185.4069977,79.174202,40.3713989,18.0
238.5700073,180.826004,121.6429977,35.4816017,40.3482018,2.94414,262.3299866,200.5919952,132.121994,34.3465004,43.4962997,3.02916,82.4082031,1905.1700439,5.4053602,64.4336014,64.1242981,5.18293,86.1829987,1907.2700195,6.73943,51.1753998,64.262001,3.33251,210.9980011,63.7181015,38.5175018,197.4080048,69.5432968,41.2933006,27.0
237.2429962,174.9900055,118.8000031,35.2904015,40.2038002,2.9387,261.7879944,196.5559998,130.697998,34.2316017,43.3852997,3.03585,83.9150009,1875.2299805,5.4347,64.3237991,63.9660988,5.2308898,88.8721008,1900.9699707,6.6823401,51.1752014,66.4878006,3.4746499,210.4790039,63.5559998,38.5023994,193.9660034,71.3576965,41.3130989,27.0
238.5679932,172.7680054,123.2170029,35.6304016,40.293499,2.9440701,262.223999,186.6699982,133.4989929,34.5201988,43.4673996,3.0590799,84.8236008,1880.3100586,5.4882898,64.3319016,64.0958023,5.3952799,88.3647003,1904.6700439,6.8576999,51.2084999,66.0401993,3.4223199,210.4389954,63.5049019,38.5068016,198.2599945,70.7409973,41.1950989,0.0
238.7359924,168.0899963,124.6589966,35.712101,40.2803001,2.94503,262.3619995,179.8529968,134.8289948,34.6142006,43.4813004,3.08603,85.6910019,1881.75,5.5461102,64.2918015,64.1498032,5.4492302,87.2465973,1915.3399658,6.88167,51.2108002,66.6517029,3.2792001,210.2740021,63.9813004,38.5000992,199.5460052,72.0363998,41.1605988,18.0
262.7730103,189.1909943,141.6860046,39.6514015,42.9221992,3.17608,280.2290039,197.8130035,150.8540039,37.3111,44.8384018,3.4003699,55.6850014,2007.0799561,4.4538898,61.365799,57.5834007,3.25771,55.4658012,2055.5800781,4.3773599,49.2767982,57.2470016,1.83324,217.4490051,72.4615021,39.6968994,203.8179932,79.7677994,42.9911995,27.0
257.2969971,188.5200043,145.3679962,40.1543007,41.2382011,3.1737001,275.4590149,201.2449951,158.0549927,37.8185005,43.2476006,3.6586599,44.9402008,2087.7700195,4.0918002,61.2522011,60.1897011,1.91548,50.3404999,2087.3601074,5.2512898,50.1674004,56.358799,1.40718,219.9019928,83.7174988,39.5181999,216.3049927,93.2855988,42.8053017,27.0
261.6610107,193.9199982,155.3139954,40.4364014,41.675499,3.1702099,275.9039917,195.5570068,160.0269928,37.9244995,43.4533997,3.57476,46.7490005,2064.4399414,3.97686,61.0512009,57.3163986,2.4226601,48.362999,2087.3701172,4.1837201,50.0369987,55.4127007,1.44666,218.9230042,81.3315964,39.3121986,216.2480011,82.969902,42.5507011,0.0
242.3480072,178.0579987,133.2700043,36.3568001,40.6492004,2.95977,263.7579956,183.7279968,139.2109985,35.1032982,43.7737007,3.09583,85.9676971,1889.5999756,5.47469,64.5414963,64.2594986,5.6865001,85.558197,1917.6300049,7.12955,51.3214989,64.7657013,3.34777,211.1809998,63.1736984,38.5307007,207.8110046,68.2970963,41.2181015,18.0
254.098999,180.4750061,137.4400024,39.6374016,40.8797989,3.1759601,274.3710022,190.3329926,153.7610016,37.5441017,42.9912987,3.51895,49.953701,2067.0900879,4.7477298,61.6862984,65.1468964,3.0085599,49.9788017,2080.7700195,5.7821999,50.2302017,63.3725014,1.75969,220.9980011,83.174202,39.4858017,221.352005,92.2764969,42.8992004,9.0
