M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
86.7906036,4247.3398438,31.2917004,395.7879944,124.4909973,14.3250999,121.9250031,4228.8901367,41.6985016,350.1019897,117.6589966,9.0902596,226.8959961,98.9974976,40.6375999,218.6920013,114.5739975,40.7797012
158.7189941,4193.9199219,31.0538006,393.0639954,128.6300049,13.1680002,203.5200043,4218.8500977,42.4570999,350.6669922,112.6949997,8.5158701,215.3650055,97.6651993,136.7890015,198.1199951,107.2750015,40.6514015
135.5939941,4243.6899414,30.9307003,390.4970093,123.9430008,12.9815998,177.4429932,4248.3598633,42.7639999,348.1789856,110.9960022,8.6493502,209.6210022,99.6792984,133.8419952,197.5890045,109.1169968,39.9175987
154.1519928,4162.4599609,30.9754009,391.4169922,123.1429977,13.6969004,205.0079956,4143.6899414,43.3242989,348.7139893,112.2679977,8.5719204,219.9810028,89.5192032,137.2810059,209.7220001,104.4850006,43.9835014
54.3098984,4083.8200684,29.7537003,399.9309998,130.4420013,14.2916002,91.5541992,4023.4899902,41.6641006,357.7279968,121.2770004,8.9353905,230.2559967,101.086998,42.0821991,233.1860046,115.5279999,41.9976006
158.4889984,4158.0898438,30.7709007,391.4070129,121.0009995,13.6689997,211.4499969,4137.1899414,43.3143005,347.9970093,111.0419998,8.5884705,219.8659973,86.5486984,136.6779938,214.2299957,104.2850037,43.9536018
147.6660004,4282.1601562,32.1222,399.5929871,133.9660034,15.0179005,185.9060059,4314.5097656,41.7871017,347.3359985,120.3239975,7.8189001,239.7830048,100.8980026,36.9379005,209.2810059,112.0889969,31.3626003
158.1210022,4161.9501953,30.6737995,391.5270081,120.5810013,13.6630001,212.0110016,4139.7299805,43.3058014,346.3129883,110.2300034,8.6505804,220.1670074,82.2790985,136.1459961,216.6499939,103.5189972,43.9485016
153.8070068,4101.5297852,30.5314999,400.0589905,127.5279999,13.5355997,205.5630035,4062.4699707,42.2374001,353.6929932,115.3830032,8.6932096,222.2369995,89.2312012,134.3630066,209.5709991,104.8089981,47.2835999
135.7189941,4043.0900879,31.2591991,403.821991,135.3040009,14.6126003,163.473999,3989.8601074,41.7109985,360.6520081,121.0920029,7.7112899,245.5390015,96.2664032,43.3404999,223.7559967,106.6360016,37.9929008
191.727005,4008.9099121,30.1110001,397.7720032,136.25,12.8993998,247.5709991,3928.6699219,42.4222984,362.9609985,122.6259995,8.21381,220.4530029,84.9032974,131.2400055,203.572998,100.7399979,46.1561012
168.5980072,4047.4499512,30.1368008,401.5100098,129.5599976,13.4334002,224.2109985,3988.3500977,42.0428009,358.803009,118.8659973,8.5574598,223.5559998,87.9132996,132.8410034,212.3789978,104.5540009,48.7190018
142.2290039,4225.6899414,30.6756001,390.2709961,121.663002,13.0525999,183.6679993,4251.0200195,42.7612991,347.9119873,109.4560013,8.7024202,210.2079926,100.8949966,139.7030029,193.5220032,108.1589966,40.2653008
99.831398,4202.3500977,31.8327007,398.6340027,125.9229965,14.2445002,130.151001,4187.7402344,42.0886993,347.7600098,115.9929962,8.6564798,233.9369965,94.7972031,43.4840012,223.5319977,109.8450012,41.6362991
104.7320023,4268.0698242,30.8397007,401.6719971,127.5979996,15.9153004,129.0079956,4293.5297852,41.0424995,345.0880127,118.098999,9.0025902,230.4160004,102.9039993,38.512001,213.2839966,116.0350037,38.6696014
139.473999,4256.2202148,31.9298992,393.0159912,126.8939972,13.2313004,173.6609955,4298.9101562,42.4774017,345.6199951,107.0690002,8.5707598,215.6920013,107.137001,143.7189941,189.3000031,109.9710007,40.7596016
136.0160065,4107.5,30.6383991,400.4719849,129.1940002,13.6023998,184.2059937,4069.9799805,42.2186012,353.4379883,115.4599991,8.7701302,223.5500031,90.9337997,133.9450073,209.5099945,105.9919968,47.4524002
82.9674988,4299.5097656,31.1954002,401.6350098,125.6689987,15.7550001,111.3830032,4309.0600586,41.0946999,346.0499878,117.9550018,9.0496397,229.3800049,104.7099991,38.5101013,213.279007,118.3710022,38.7481003
160.8419952,4155.5600586,30.6641006,391.4869995,120.6930008,13.6553001,214.8999939,4134.1098633,43.3064003,347.1170044,110.3990021,8.6263504,219.8880005,83.7449036,136.5370026,215.8070068,103.7539978,43.9516983
92.9421005,4131.2001953,30.4419003,397.1409912,126.5849991,14.2174997,133.8240051,4093.0600586,42.0107002,353.7940063,119.2249985,8.7320299,226.8630066,98.4716034,40.9878006,231.548996,115.0830002,41.5667
143.5209961,4286.8198242,32.0956993,399.5610046,133.7200012,14.9878998,180.8300018,4319.0600586,41.7825012,347.7420044,120.3919983,7.8246598,239.4279938,101.2839966,36.8961983,209.1990051,112.4140015,31.3477993
142.1730042,4038.7399902,30.0659008,402.0889893,131.3439941,13.5468998,193.2740021,3985.4799805,42.0110016,359.946991,118.4459991,8.70436,225.727005,92.9927979,133.8350067,215.1970062,107.512001,49.0671997
177.348999,4176.9301758,32.7915001,395.7510071,133.2220001,15.5579996,215.4909973,4190.9101562,42.8945999,349.0549927,118.473999,7.8172002,240.7310028,94.7634964,39.5451012,211.4160004,106.6419983,33.4802017
169.4279938,4141.2998047,31.2388,389.3150024,128.1320038,13.7559004,218.9609985,4140.5200195,43.5624008,351.2839966,113.0270004,8.59725,214.375,93.9639969,137.6170044,200.8820038,104.5370026,42.4934998
157.8549957,4171.6000977,30.7824993,389.0039978,123.0329971,13.7915001,207.1799927,4179.5200195,43.5502014,349.3059998,110.9300003,8.6774197,214.2200012,94.3445969,139.3639984,201.3070068,105.1959991,42.5334015
169.8540039,4124.5698242,30.9020996,391.5289917,125.7419968,13.6456003,222.3450012,4106.3901367,43.3165016,350.8599854,113.0660019,8.5402002,218.9839935,91.1379013,138.7610016,205.7089996,103.9749985,44.0138016
170.7420044,4136.9902344,31.2658005,389.3399963,128.5480042,13.7543001,220.5090027,4135.0097656,43.5629005,351.4599915,113.2099991,8.5935802,214.3869934,93.8534012,137.4850006,200.845993,104.4700012,42.4924011
51.1372986,4005.2700195,29.0335999,406.1589966,136.4869995,14.4279003,84.9770966,3927.2299805,41.0295982,364.4349976,124.9929962,8.9651203,232.2870026,103.185997,42.0615997,238.848999,112.9309998,42.5535011
161.9109955,4101.0200195,30.4703999,399.7940063,125.3119965,13.4931002,215.4620056,4061.6000977,42.2472,353.3710022,114.9769974,8.6392202,221.6230011,87.9327011,133.9450073,212.2539978,104.3840027,47.1763992
104.3600006,4070.4499512,31.3356991,398.7000122,129.8609924,13.8998003,137.1150055,4015.4099121,41.7927017,356.7019958,118.3880005,8.4192495,236.0579987,95.6603012,44.6040993,225.8679962,108.5139999,42.7173004
166.5299988,4157.8598633,31.0079994,390.7940063,128.4199982,12.9680996,213.2299957,4183.5,42.7723007,350.9169922,112.5879974,8.5753298,211.6679993,95.8226013,135.4219971,198.3549957,106.302002,40.2770004
103.1230011,4222.5800781,30.3873005,391.0360107,123.387001,14.7750998,137.0619965,4238.75,41.9205017,350.7980042,115.5090027,9.2404699,222.572998,100.7220001,121.7460022,218.279007,114.2060013,46.9003983
165.6360016,4105.3198242,30.4971008,399.631012,123.2979965,13.4724998,219.598999,4067.2600098,42.2535019,352.7900085,114.1269989,8.6076298,221.371994,87.3581009,133.6380005,215.5950012,104.4560013,47.1207008
92.7730026,4304.5,31.3978004,398.5249939,127.3379974,14.7946997,119.0739975,4344.7797852,42.3022995,349.1270142,116.0770035,9.0656004,224.8070068,106.887001,141.6100006,206.3500061,117.0240021,48.9001999
173.2660065,4220.7597656,32.3272018,399.6669922,135.5679932,15.0302,217.7290039,4248.0200195,41.7974014,348.5849915,120.2910004,7.7509599,241.7610016,97.7609024,37.257,210.4470062,109.6959991,31.5363998
80.4345016,4005.6899414,30.1033993,405.9949951,134.3000031,14.3776999,113.7229996,3932.5800781,41.0157013,363.052002,123.3040009,8.8495903,231.3300018,100.0510025,41.6543007,228.9869995,113.2099991,42.2871017
142.7140045,4244.8798828,31.4748001,392.8200073,125.3339996,13.2421999,177.9369965,4289.0498047,42.466301,346.9440002,108.112999,8.5884399,215.2709961,105.5599976,143.8959961,189.5910034,109.1330032,40.8142014
63.1946983,4044.6599121,29.7064991,409.7820129,134.1959991,14.3036003,101.0719986,3969.6101074,42.1250992,361.2999878,122.9580002,8.9089603,229.878006,101.1380005,42.9785004,232.3710022,112.9280014,41.5657997
177.7460022,4108.2797852,30.8561993,399.322998,118.8850021,13.4261999,230.9149933,4069.4699707,42.2766991,352.276001,111.2959976,8.4872704,220.9069977,87.5621033,132.6660004,226.6649933,105.3840027,46.993
96.2496033,4275.2700195,30.9260998,401.696991,127.3600006,15.8655996,121.8310013,4295.0600586,41.0583,345.7529907,118.2730026,9.0201902,230.2489929,103.1910019,38.5607986,214.1699982,116.6780014,38.7272987
151.6799927,4048.8798828,31.5832996,403.6889954,135.8880005,14.5844002,177.9019928,3994.0500488,41.7066994,361.6409912,121.0449982,7.6563702,245.1990051,94.270401,43.1962013,220.0780029,105.5469971,37.8678017
173.3569946,4224.0698242,32.3312988,397.1990051,131.0010071,14.9077997,210.1150055,4251.2797852,42.1096001,344.7550049,117.3479996,7.8352399,237.2279968,96.0560989,36.7016983,207.7429962,108.4980011,31.1210003
111.2269974,4193.5800781,31.7688007,400.7229919,129.9170074,15.1922998,146.9029999,4173.5,42.4075012,349.7369995,119.1989975,8.4345999,238.75,98.8464966,40.9113007,219.8800049,112.8050003,38.2932014
130.3379974,4032.4099121,29.9883995,402.3009949,131.6159973,13.5810003,179.4960022,3981.1499023,41.9973984,360.5239868,118.6389999,8.7438498,226.625,94.9145966,133.6049957,217.0500031,108.6620026,49.1898003
144.7380066,4021.3999023,29.8050995,397.946991,134.4440002,13.0003004,196.7740021,3953.3400879,42.3922005,361.4179993,120.1620026,8.4125795,222.6239929,92.8219986,133.5950012,217.5140076,104.6949997,46.5117989
76.0633011,4222.1801758,31.7770004,402.8439941,123.3450012,14.6100998,113.8119965,4184.6499023,42.2608986,346.4089966,115.5820007,9.1081896,231.0559998,93.0168991,40.9692993,227.9250031,115.8539963,41.5349998
183.1790009,4164.4799805,32.1778984,407.401001,134.1399994,15.2059002,215.3699951,4144.3500977,41.3818016,354.9809875,119.375,7.8589902,247.6609955,93.8921967,42.2478981,215.8040009,107.1299973,39.7813988
170.7019958,4239.1000977,32.2715988,399.7250061,135.7519989,15.1006002,214.6999969,4269.4599609,41.8036003,347.1329956,120.3610001,7.7720399,241.6990051,98.6761017,37.1959991,210.1410065,110.2210007,31.4864998
137.9279938,4259.0,31.5914001,392.8970032,125.9199982,13.2383003,172.0279999,4303.8798828,42.4656982,346.5100098,108.086998,8.5843201,215.4160004,106.3470001,142.9949951,190.095993,109.7809982,40.7327003
126.2170029,4076.4699707,30.5818005,399.2009888,130.7369995,13.9954004,173.7799988,4020.0300293,42.5712013,355.8659973,117.8170013,8.81252,224.378006,93.430397,108.8079987,216.447998,107.1520004,46.4375992
177.3959961,4121.6098633,33.3129997,407.1220093,128.3439941,15.0347996,215.5059967,4095.1000977,41.4048004,354.9089966,115.6900024,7.7369599,248.496994,91.3178024,42.4775009,217.496994,106.112999,40.0569992
75.1923981,4007.2900391,30.0060997,406.0109863,134.279007,14.3907003,108.7399979,3932.6699219,41.0200005,362.8710022,123.3050003,8.8709803,231.4880066,100.4720001,41.7010994,230.2669983,113.3860016,42.3218994
53.6469994,4005.5500488,29.0063,409.8240051,137.0509949,14.2912998,89.5690002,3922.7199707,42.110199,364.0539856,125.0630035,8.9258099,230.2129974,102.4789963,43.1711006,236.8609924,111.487999,41.6968002
163.2590027,4077.3701172,32.1369019,403.4869995,133.8860016,14.5489998,195.7330017,4033.7800293,41.7145004,361.3150024,120.7990036,7.5964398,244.9539948,92.3458023,43.0709,216.6529999,104.9759979,37.7638016
70.4886017,4077.5400391,29.9295998,399.519989,130.125,14.2172003,109.5770035,4022.2900391,41.6773987,356.4379883,121.4260025,8.8380098,228.9660034,99.3784027,41.8923988,227.1519928,114.1320038,41.7949982
147.7339935,4189.6298828,30.3761005,388.8179932,120.5139999,13.8446999,199.9490051,4194.5898438,43.5424995,348.019989,110.1439972,8.7768497,214.1100006,93.3823013,138.7420044,202.1150055,105.6360016,42.4747009
172.1459961,4185.3598633,33.5358009,397.3569946,121.1839981,15.2589998,206.4539948,4188.2900391,42.661499,344.1459961,111.163002,7.6986399,244.3280029,82.2897034,42.2014999,212.3399963,101.6429977,35.142601
185.8589935,4011.4399414,30.1095009,397.7799988,136.1439972,12.9211998,242.9669952,3931.6298828,42.4169998,362.5329895,122.2850037,8.2714005,220.6100006,85.2711029,131.7870026,207.3990021,101.1709976,46.2169991
148.0059967,4047.2700195,31.5200996,403.7149963,135.6029968,14.5934,174.5549927,3992.6499023,41.7088013,361.2059937,120.9499969,7.66996,245.2949982,94.6957016,43.2318993,220.9900055,105.8079987,37.8973007
61.125,4157.4301758,31.0419006,398.0580139,126.9769974,14.3842001,100.0849991,4107.3198242,41.9950981,348.8460083,115.7850037,8.9391298,229.7019958,92.509903,41.3866997,230.9869995,116.2170029,41.8420982
189.6470032,4080.3798828,30.4099998,401.2780151,131.098999,13.4371004,247.9279938,4019.4899902,42.0615997,357.6610107,117.4960022,8.57794,222.0469971,87.8275986,135.4869995,208.1580048,103.8529968,48.6020012
180.7640076,4154.6899414,32.9160004,405.7260132,129.3480072,15.1738005,211.6829987,4147.0600586,41.5946999,350.0249939,115.7699966,7.8260002,246.2070007,89.9605026,41.5744019,212.8880005,104.7210007,38.3060989
69.8439026,4008.4299316,29.8862991,406.0329895,134.3450012,14.4029999,103.6309967,3932.4599609,41.0237007,362.8080139,123.3690033,8.8924503,231.6660004,100.9649963,41.7560997,231.727005,113.538002,42.361599
90.2615967,4256.8798828,30.1226997,402.9689941,126.2160034,14.8144999,132.2440033,4222.1000977,41.4944992,349.3779907,117.0660019,9.65485,229.7489929,98.7247009,39.1064987,220.1119995,114.9189987,40.3834
175.5059967,4200.6601562,32.8746986,395.4949951,127.6449966,15.5566998,210.6260071,4215.3300781,42.8941002,345.4700012,115.5559998,7.8204398,240.0110016,91.6231003,39.5278015,209.2359924,105.5189972,33.4574013
182.5140076,4158.2299805,32.2179985,407.3919983,133.8059998,15.1933002,214.2089996,4136.6601562,41.3809013,355.0320129,119.1559982,7.8523698,247.6640015,93.4824982,42.2603989,215.673996,106.939003,39.8036995
136.2359924,3986.5800781,29.0844994,397.5480042,134.6080017,13.8266001,186.9839935,3899.7399902,41.2513008,365.1400146,122.1399994,8.9081297,223.0630035,92.3368988,136.4369965,219.477005,104.5210037,52.6470985
75.3507004,4212.5800781,31.9213009,399.0150146,124.0960007,14.4413004,112.0739975,4179.6098633,42.0922012,346.4110107,115.814003,8.8832302,233.003006,93.7090988,43.2543983,225.2700043,114.1210022,41.7256012
41.7299004,4044.9299316,29.1436996,406.2879944,133.9329987,14.4152002,78.8350983,3972.8400879,41.0365982,364.1300049,123.538002,8.9487104,233.4160004,109.9759979,42.1456985,245.4830017,117.2990036,42.5999985
178.9559937,4111.8300781,32.1371994,403.4849854,134.2030029,14.6802998,207.5,4077.3000488,41.7336998,356.9190063,119.4309998,7.6318698,245.3379974,92.4810028,42.9308014,216.2369995,105.1930008,37.5755005
139.2949982,4291.6499023,32.0597,399.5360107,133.5220032,14.9628,175.6170044,4323.7202148,41.7780991,348.0840149,120.4899979,7.8320098,239.0809937,101.7740021,36.850399,209.0839996,112.7839966,31.3307991
59.6949997,4002.7800293,29.2971001,409.8380127,136.4420013,14.2840996,96.8314972,3917.1999512,42.1189995,363.3269958,124.4369965,8.9047003,230.0,101.5559998,43.0979004,234.3209991,111.6869965,41.6333008
179.6080017,4099.8198242,30.5734997,399.6170044,127.7519989,13.474,235.0619965,4059.6999512,42.2619019,354.0740051,115.2040024,8.6240301,220.397995,88.8746033,136.0110016,207.2129974,103.6500015,47.0974998
95.9421997,4227.7597656,30.8384991,402.9370117,125.314003,14.4469004,133.8860016,4177.5200195,42.2602005,350.0870056,116.3450012,9.0004301,231.220993,96.6874008,40.8263016,232.7749939,114.9860001,41.4548988
150.6080017,3988.9899902,29.7800999,398.0559998,136.279007,12.9902,204.4900055,3902.4199219,42.3909988,362.678009,121.2350006,8.4005003,222.6439972,91.6837006,132.727005,217.7839966,104.1800003,46.4902992
178.6239929,4156.8398438,32.8853989,397.9509888,131.822998,15.4120998,213.2429962,4158.2001953,42.6515007,348.6719971,117.473999,7.7392101,244.9579926,92.8383026,42.0158997,212.7400055,105.5859985,35.0783997
131.7369995,4063.5700684,31.2357998,403.855011,134.6450043,14.6374998,161.8609924,4021.3898926,41.7165985,359.4689941,120.8150024,7.72753,245.7570038,96.9181976,43.354599,224.5070038,107.0970001,38.0018005
