DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
292.2839966,222.4669952,154.0420074,35.950901,38.9780006,3.0268199,286.151001,232.8110046,150.8500061,32.0859985,37.7977982,3.1547301,52.3558998,1921.3499756,4.3214302,65.063797,41.410099,1.86071,55.1847992,1944.6700439,4.6781301,52.6855011,35.7008018,1.60463,245.3289948,94.8082962,43.2410011,221.2330017,105.887001,37.9044991,0.0
241.1100006,194.322998,125.7389984,33.4980011,32.3521004,3.8434501,255.9259949,207.4669952,133.6320038,28.5116997,33.0248985,3.5964,42.4104996,2004.6099854,4.49404,66.3467026,42.5251007,3.39517,48.2536011,2031.5899658,4.7607899,50.0299988,38.1767998,1.68636,244.6950073,90.7966003,42.3722,217.0050049,106.6490021,35.2755013,0.0
347.0320129,239.8480072,181.1750031,51.0811996,50.767601,4.8615599,331.3859863,267.2780151,173.6060028,41.9291992,44.8582001,4.5506401,35.9497986,2182.9699707,4.4713101,69.4891968,43.6030006,5.2080498,42.4267998,2172.4699707,4.8695502,50.8638992,39.9150009,1.9155101,238.7689972,106.012001,39.6717987,218.6320038,119.8980026,38.9564018,0.0
270.3559875,209.9409943,141.147995,38.0954018,37.0057983,3.65484,277.678009,226.9859924,146.0740051,31.493,36.2895012,3.54249,44.5217018,1982.4100342,4.34549,68.6483994,42.0698013,2.92504,49.7476997,2008.8100586,4.6793599,51.7692986,37.200901,1.67477,246.8990021,92.6772995,41.7420998,216.5299988,107.8769989,38.8330002,16.9
291.6119995,221.2169952,153.2059937,34.6455002,38.2347984,3.2235799,287.5220032,228.4100037,151.1809998,31.5382004,37.8564987,3.05935,53.6246986,1968.3399658,4.4211302,64.9279022,41.4310989,2.9026201,56.2574997,1991.2900391,4.6870399,49.8507004,35.7787018,1.66294,245.4069977,92.8759003,42.9040985,216.2910004,105.4329987,37.5433998,22.5
292.1040039,222.0249939,156.5970001,42.1678009,41.5723991,3.6835899,277.196991,243.628006,149.1560059,35.8373985,38.6217003,3.8673201,40.4651985,1977.7099609,4.3337302,67.2922974,42.2653008,2.26331,46.7585983,1983.8499756,4.8312101,55.4849014,38.3599014,1.62865,235.5480042,99.7033997,42.1500015,228.4360046,115.3840027,42.546299,28.2
326.70401,232.6730042,170.1360016,46.7206993,46.9991989,4.4569998,296.2720032,252.322998,155.5930023,38.6306,40.7302017,4.2161598,37.1487999,2159.6000977,4.4888701,66.4352036,42.6198997,3.7142999,43.1831017,2152.6799316,4.8975101,51.2184982,39.4863014,1.8643301,230.3829956,103.0,38.5045013,213.1790009,116.0899963,38.6646996,16.9
299.1610107,225.7030029,159.7250061,42.2705994,42.9578018,3.5345199,282.3859863,247.6779938,151.2779999,35.5952988,39.2505989,3.7095399,44.4070015,1952.3199463,4.1841002,67.5073013,41.9252014,1.95498,50.213501,1963.7399902,4.7528901,56.328701,37.7823982,1.5969501,231.1499939,99.6453018,41.6029015,227.6519928,113.0630035,42.2478981,0.0
317.3210144,224.5970001,161.4129944,49.2689018,48.1198997,4.7535501,330.9179993,255.4989929,170.9759979,38.9266014,43.3022995,4.2511601,40.2858009,2168.0,4.6664901,64.6501999,41.551899,5.4556999,48.0750999,2188.4599609,4.8372502,49.0549011,38.3092003,1.9746701,238.6439972,102.6589966,36.7797012,208.904007,113.3980026,31.3020992,0.0
280.0950012,216.9349976,148.8789978,36.4514999,38.1228981,3.60923,262.6650085,233.2559967,139.9980011,35.1254997,36.5220985,4.2445102,34.8363991,2135.1499023,4.74756,66.379303,42.7900009,2.7281899,37.2807007,2021.4100342,4.8883901,52.3059998,41.4608994,1.68773,228.3679962,99.3666992,39.0996017,215.9230042,117.3349991,40.3540001,0.0
286.1870117,217.8659973,154.9989929,39.4818993,37.6627007,3.8664601,275.7860107,234.8820038,150.1289978,35.0693016,38.2192993,4.12533,35.2612991,1964.8699951,4.27565,69.0617981,41.6299019,2.2597899,41.5312996,1977.5699463,4.9746599,55.6846008,39.9009018,1.6267999,228.7610016,95.9829025,41.2504005,231.6360016,116.1190033,41.7736015,0.0
289.6000061,217.6499939,152.3630066,40.8174019,40.7103004,3.86391,259.6099854,231.1779938,137.9080048,34.6025009,35.773201,4.0064101,37.4348984,2087.2900391,4.4744101,64.2550964,41.3310013,2.8862901,44.1731987,2083.9699707,4.99194,52.7458992,39.4379997,1.82691,226.4459991,97.3660965,40.6357994,217.3059998,112.7649994,40.7313995,0.0
241.1909943,240.0879974,131.3600006,34.0526009,33.1666985,2.78301,249.4960022,234.598999,136.0780029,31.4108009,33.8594017,3.25788,53.8106995,1907.8199463,4.1506701,66.3003006,39.735199,1.77115,60.1575012,1938.3199463,4.79951,52.3606987,35.2659988,1.49073,221.6580048,89.2536011,133.3190002,214.0410004,103.3050003,46.3931999,16.9
326.9920044,232.746994,170.1990051,46.7420006,47.0973015,4.45858,296.3349915,252.1929932,155.6089935,38.5657005,40.7328987,4.19379,37.5166016,2159.7199707,4.4786901,66.4140015,42.6137009,3.6961401,43.6309013,2154.5800781,4.8969102,51.1241989,39.3732986,1.86733,230.4369965,102.8539963,38.4902992,212.8990021,115.8779984,38.6477013,16.9
211.6260071,223.7200012,116.314003,25.9666004,25.3918991,2.7588201,239.9230042,220.4850006,131.0269928,30.1972008,32.1710014,3.2936499,44.2799988,1890.2800293,4.6247902,64.509903,39.4706001,1.72624,51.098999,1924.5899658,4.8070402,50.8124008,33.5321999,1.45777,220.9629974,87.8485031,132.4360046,231.0169983,106.026001,46.9733009,28.2
244.1600037,241.4080048,132.3390045,37.4653015,35.2392998,2.9709401,249.8040009,240.1100006,136.197998,32.5088005,33.9464989,3.36359,51.4973984,1924.7199707,4.1312099,67.1174011,39.8600998,1.80697,58.093399,1952.3499756,4.7968102,53.4001007,35.6949005,1.49573,222.4909973,92.3361969,133.5870056,217.0339966,104.5110016,46.4964981,16.9
