Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
0.27024,38.3774986,0.950416,238.1690063,27.719101,6.0728202,0.275067,31.1695004,0.760714,199.6649933,20.7507992,3.87339,245.3289948,94.8082962,43.2410011,221.2330017,105.887001,37.9044991,0.0
0.294212,48.6055984,0.851438,274.4649963,31.3598995,6.6635599,0.371505,38.3404007,0.745626,205.1260071,24.8572006,3.8752999,244.6950073,90.7966003,42.3722,217.0050049,106.6490021,35.2755013,0.0
0.46336,46.5098991,0.93511,284.6839905,30.6119995,7.4193802,0.476322,35.7578011,0.762418,212.3500061,25.0727005,4.3618398,238.7689972,106.012001,39.6717987,218.6320038,119.8980026,38.9564018,0.0
0.299641,47.4516983,0.853486,278.2770081,30.8022003,6.5578499,0.346302,37.5723,0.745513,208.8739929,24.1000996,3.90976,246.8990021,92.6772995,41.7420998,216.5299988,107.8769989,38.8330002,16.9
0.287795,46.3634987,0.928754,250.9539948,30.4150009,6.17068,0.297241,35.850399,0.757644,200.121994,24.1842995,3.81163,245.4069977,92.8759003,42.9040985,216.2910004,105.4329987,37.5433998,22.5
0.331334,38.3002014,0.877061,261.9930115,26.4836006,6.4361701,0.389051,31.3265991,0.85206,212.4680023,21.1870003,4.1959701,235.5480042,99.7033997,42.1500015,228.4360046,115.3840027,42.546299,28.2
0.458094,46.4808998,0.924415,271.2470093,29.7598991,7.0669999,0.491746,36.6717987,0.76499,212.5319977,24.9510994,4.3253899,230.3829956,103.0,38.5045013,213.1790009,116.0899963,38.6646996,16.9
0.317953,33.4875984,0.898398,247.4349976,25.1322994,6.4032602,0.310886,28.5713005,0.728965,207.0509949,19.2092991,4.3186402,231.1499939,99.6453018,41.6029015,227.6519928,113.0630035,42.2478981,0.0
0.442344,51.3144989,0.886625,279.3840027,32.3828011,6.47084,0.428208,39.8339005,0.756556,207.3480072,26.4969006,3.99283,238.6439972,102.6589966,36.7797012,208.904007,113.3980026,31.3020992,0.0
0.413036,41.3787003,0.865865,269.8240051,28.1219997,6.7585702,0.515681,34.1641998,0.757414,215.4960022,23.3047009,4.4661102,228.3679962,99.3666992,39.0996017,215.9230042,117.3349991,40.3540001,0.0
0.321547,40.1750984,0.881757,286.5310059,26.8976002,6.5879402,0.394513,32.662899,0.733507,213.5500031,21.5363998,4.31847,228.7610016,95.9829025,41.2504005,231.6360016,116.1190033,41.7736015,0.0
0.453174,44.9140015,0.936213,260.5979919,28.0711002,6.2971401,0.441246,37.6236992,0.757119,214.9559937,24.5932007,4.2884798,226.4459991,97.3660965,40.6357994,217.3059998,112.7649994,40.7313995,0.0
0.249569,41.5069008,0.788705,242.9190063,26.3589001,5.4731898,0.243019,33.1184006,0.712553,200.529007,20.2085991,3.8726499,221.6580048,89.2536011,133.3190002,214.0410004,103.3050003,46.3931999,16.9
0.4583,46.8568001,0.925692,270.9849854,29.8938999,7.0778098,0.492148,36.9506989,0.765512,212.4799957,25.0421009,4.3186002,230.4369965,102.8539963,38.4902992,212.8990021,115.8779984,38.6477013,16.9
0.180283,48.0381012,0.639338,259.8519897,27.1173,5.5987501,0.200453,39.6133995,0.553836,209.0410004,22.6763992,3.73683,220.9629974,87.8485031,132.4360046,231.0169983,106.026001,46.9733009,28.2
0.279402,39.9849014,0.824854,246.1950073,25.9379005,5.5275102,0.279032,32.0491982,0.775562,200.5469971,19.7150002,3.93086,222.4909973,92.3361969,133.5870056,217.0339966,104.5110016,46.4964981,16.9
0.397819,47.1022987,0.874097,274.6759949,30.4022999,6.6264701,0.419103,36.8723984,0.770745,209.098999,24.6693993,4.0767698,239.2109985,99.7144012,39.7187996,216.9259949,113.6240005,36.7709007,28.2
0.265163,46.3907013,0.667417,265.223999,27.8376999,5.7021098,0.38125,36.9054985,0.87307,208.6849976,21.8327007,3.8938999,220.0359955,90.9813004,137.5110016,203.7799988,103.8949966,47.1165009,28.2
0.345995,53.5583992,0.94216,267.2409973,32.5698013,6.2007999,0.292542,37.6086998,0.877295,208.2910004,24.7434006,3.6645999,246.8170013,85.7696991,41.75,213.9210052,102.7949982,38.4012985,16.9
0.40424,45.7083015,0.710998,279.6589966,28.1779003,5.74966,0.545172,37.1069984,1.00247,208.4029999,23.9092999,4.0906501,215.3059998,103.5419998,131.9470062,199.1239929,111.7839966,40.1060982,0.0
0.259819,46.8274002,0.664541,262.8590088,27.8701,5.691,0.350007,37.5522995,0.821434,208.6790009,22.1590004,3.88798,220.2519989,90.1104965,136.9960022,205.102005,103.8089981,47.1188011,28.2
0.454184,42.2188988,0.87674,273.1279907,27.8330002,6.74226,0.51046,34.4361,0.84525,217.3179932,23.8710995,4.4875898,220.7089996,104.8379974,134.7920074,209.8249969,117.2959976,48.6320992,16.9
0.236072,45.7645988,0.740732,250.7310028,27.4414997,5.4584999,0.27263,35.3381996,0.752115,200.8630066,21.7530994,3.8426399,219.8000031,87.3977966,135.8509979,208.022995,102.4169998,46.2742004,16.9
0.404415,41.8942986,0.874421,274.3210144,28.1091003,6.7530899,0.477533,34.1088982,0.745689,215.5,23.3295002,4.4959302,229.173996,99.7221985,39.1853981,218.8329926,116.9960022,40.4155998,0.0
0.402281,41.8885002,1.00055,274.0350037,27.8059006,6.52104,0.419121,33.4000015,0.760617,214.8070068,22.6942997,4.2883902,233.128006,97.156601,43.2541008,223.8639984,113.3099976,41.6683998,22.5
0.233288,48.2705002,0.65481,261.0740051,27.9158993,5.6613498,0.26042,39.3969002,0.66595,208.7689972,22.7392998,3.8619399,220.673996,87.5509033,134.8930054,213.2879944,104.0709991,47.071701,28.2
0.333932,34.7048988,0.926818,254.5509949,25.2096996,6.35531,0.322338,28.4200993,0.761428,207.3650055,18.9869003,4.2501502,228.6790009,97.6455002,42.8291016,224.8059998,111.2870026,41.3637009,0.0
0.309337,47.6520004,0.88276,257.5700073,31.1480999,6.38974,0.319029,37.1847,0.757752,204.2169952,24.6604996,3.8531401,247.6730042,93.8643036,42.2454987,215.7539978,107.1289978,39.7793007,0.0
0.347688,37.8869019,0.888935,249.276001,25.5125999,6.2831202,0.316987,32.1080017,0.713788,207.5970001,20.9880009,4.1591501,227.5149994,97.6194,41.7178001,219.2810059,112.3069992,41.6026001,28.2
0.392885,55.0592003,0.916898,258.17099,32.2818985,6.3343501,0.351093,42.8036003,0.786964,205.1190033,25.9566994,3.72174,244.4839935,86.0625992,42.0922012,211.2489929,103.1179962,35.1040001,0.0
0.422576,42.5836983,1.03221,269.9249878,27.9631004,6.4352498,0.392962,33.5629005,0.767097,214.7250061,22.7618999,4.2392001,233.5399933,96.6551971,43.3660011,223.9459991,111.75,41.6596985,22.5
0.252051,42.3331985,0.912811,242.0379944,29.2436008,6.0925298,0.269604,33.4883003,0.735562,199.8699951,22.7490005,3.8213899,245.1380005,92.742897,42.9794006,216.6730042,105.0339966,37.6355019,0.0
0.337648,34.1404991,0.916657,255.7299957,25.1382008,6.4832902,0.338827,28.7591,0.755179,207.5540009,19.6329002,4.35712,231.3560028,100.4599991,41.6520996,229.8540039,114.072998,42.2886009,0.0
0.253021,45.8927994,0.673151,272.1809998,27.9647007,5.8341599,0.332178,37.3373985,0.767885,209.3569946,22.5559998,3.94489,222.6349945,90.0758972,134.5410004,209.0590057,105.2399979,47.3454018,28.2
0.456499,45.1226006,0.918646,271.9219971,29.2978001,7.0272102,0.491088,35.7658997,0.762533,212.720993,24.6014004,4.3489199,230.1649933,103.4300003,38.5474014,213.9810028,116.8460007,38.7214012,16.9
0.278425,43.2612,0.716915,263.07901,26.8134003,5.8097401,0.323744,34.7862015,0.776809,205.3450012,21.1021996,4.00875,225.5570068,92.8030014,134.0240021,214.8379974,107.3740005,49.0486984,0.0
0.404145,49.9863014,0.865544,272.2780151,31.8391991,6.2697802,0.439946,39.6601982,0.765493,205.897995,26.1095009,3.9198401,231.8959961,100.3040009,36.1767998,206.7980042,112.0599976,30.8992996,0.0
0.430197,56.0713005,0.896491,282.3269958,34.2108002,6.5216098,0.448439,43.6983986,0.762573,205.6580048,27.2506008,3.86046,235.6300049,98.4891968,36.4990005,207.4810028,110.137001,31.0167007,0.0
0.363764,53.9211998,0.98682,272.2730103,33.2366982,6.1698899,0.261012,36.1901016,0.871971,208.2720032,24.6930008,3.6226001,247.1920013,85.1386032,41.7965012,213.8049927,101.8560028,38.3594017,16.9
0.333253,41.7831001,0.931551,258.9450073,28.6837006,6.5516701,0.353985,33.846199,0.780688,206.5039978,22.1240997,4.0314698,241.3769989,95.6176987,43.0335007,221.5980072,108.7419968,40.2613983,0.0
0.413174,42.5429001,0.88229,275.776001,28.1921005,6.7272601,0.454561,34.2549019,0.741286,215.4470062,23.4262009,4.5197201,229.5780029,100.0419998,39.1752014,220.0039978,116.2429962,40.4208984,0.0
0.369892,28.8264008,1.0139199,245.151001,23.4141006,6.4241099,0.301767,25.3561001,0.832335,207.5299988,17.7931995,4.3425398,230.1069946,102.0630035,43.1184006,235.302002,111.8130035,41.6547012,0.0
0.377132,27.8374004,1.03742,241.0870056,23.0748997,6.42697,0.291031,24.7299004,0.845055,207.529007,17.6758995,4.3569598,230.2129974,102.4789963,43.1711006,236.8609924,111.487999,41.6968002,0.0
0.241758,42.584301,0.911383,239.3970032,28.5582008,6.01092,0.287745,33.2585983,0.777748,199.8049927,22.1525002,3.7888801,245.2879944,92.6302032,43.1162987,218.0610046,105.1340027,37.7831001,22.5
0.328133,40.0080986,0.829598,258.0939941,26.9221992,6.1320601,0.334624,32.7069016,0.700372,208.5269928,20.9400005,4.1768098,225.5390015,95.0294037,40.4216003,221.8110046,109.9120026,39.342701,28.2
0.332737,41.5592003,0.847323,267.4230042,26.9792004,6.3027501,0.31968,34.6120987,0.687058,213.5,22.2957001,4.26232,228.647995,95.6078033,40.9071007,229.9539948,112.6490021,41.6781998,0.0
0.405549,45.3160019,0.728491,278.3559875,28.0398006,6.1936798,0.548271,36.8554001,0.977158,210.5800018,23.7623005,4.1459498,214.9649963,101.4059982,122.0189972,202.072998,112.7490005,39.0416985,0.0
0.250682,44.8372993,0.90721,243.9049988,29.6268997,6.0639,0.285489,34.6225014,0.766119,199.9839935,23.3026009,3.7811501,245.2610016,91.7720032,42.9728012,216.0050049,104.8069992,37.6273994,22.5
0.204195,38.7695999,0.880108,231.9850006,27.9489002,6.0142002,0.239149,30.8533001,0.675829,199.4219971,21.8069992,3.8505099,244.7579956,92.8720016,43.0145988,216.0720062,104.5589981,37.7150993,0.0
0.334892,39.6509018,0.885294,280.1690063,26.6187992,6.5413399,0.391479,32.4606018,0.738085,213.4490051,21.5119991,4.30334,228.4170074,97.2594986,41.1978989,231.6529999,116.0510025,41.7369003,0.0
0.36269,47.8334999,0.68011,287.3999939,28.2282009,5.6644402,0.589414,39.6990013,1.1684099,206.8699951,23.6511002,4.0118599,211.0319977,100.0950012,140.0740051,194.1889954,107.439003,40.3686981,0.0
0.254609,45.6683006,0.673473,274.5440063,28.1616001,5.9619198,0.400571,37.2636986,0.843552,205.9949951,22.9929008,3.9505799,221.0339966,90.2559967,136.052002,208.7630005,104.8050003,43.9743004,0.0
