M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
226.8450012,3902.8999023,57.8875008,785.2990112,361.5180054,209.1239929,279.7380066,3944.9399414,74.5282974,598.0960083,341.2200012,192.0090027,359.8649902,85.4698029,52.8381004,347.4849854,102.3219986,51.078701
247.9880066,3891.4099121,63.4692001,763.1229858,377.6809998,219.0039978,301.3559875,3924.5900879,81.0761032,587.7080078,358.1610107,202.9409943,360.5180054,78.6516037,55.3030014,357.678009,97.4633026,53.8765984
135.0659943,4018.5800781,31.5048008,847.1920166,261.3190002,169.6950073,165.2380066,4034.9799805,40.6477013,699.0479736,242.7550049,151.4609985,343.2210083,118.1409988,48.1655006,347.7470093,135.4539948,51.0486984
146.2649994,3955.7299805,41.5371017,818.28302,271.2189941,157.2850037,177.6759949,4064.4199219,55.2765007,626.039978,264.026001,144.4570007,348.5339966,110.1610031,48.4080009,331.0629883,122.4729996,45.3148994
207.6490021,3929.6999512,53.4833984,788.9119873,330.0960083,192.2559967,253.7319946,3955.8601074,69.985199,615.2269897,311.1740112,181.7769928,355.4020081,91.2743988,50.0345993,347.6659851,106.5540009,50.3395004
158.701004,3984.7199707,25.6201992,839.8870239,251.9290009,169.6100006,193.4089966,3992.5400391,36.6091995,669.835022,234.7799988,145.6609955,341.9779968,113.8280029,51.087101,345.2659912,130.6360016,51.1609993
224.3690033,3949.2600098,55.5824013,782.2390137,323.0629883,188.1029968,264.25,3920.6699219,73.7520981,641.5479736,302.3980103,188.970993,357.4240112,85.1280975,46.6026993,361.2460022,101.8470001,52.2700996
122.8590012,3986.5,26.2987995,906.197998,255.4579926,177.6230011,159.5379944,4022.6699219,39.3030014,746.7160034,236.2019958,159.9570007,360.4920044,121.3840027,46.9883003,366.4859924,140.6670074,53.292099
158.6380005,3977.2099609,33.8992004,806.6619873,257.3059998,167.5330048,191.3150024,4004.1201172,46.1393013,637.5230103,243.746994,146.503006,346.3299866,112.6139984,50.8849983,337.9179993,124.6419983,47.6445999
159.3769989,4015.8898926,32.6260986,773.2810059,248.6909943,146.5299988,188.5579987,4019.4799805,40.2767982,550.9710083,221.9660034,123.5579987,344.2489929,109.9319992,50.7078018,346.2109985,128.052002,49.2849007
148.1889954,3960.2299805,41.2507019,810.3179932,272.8380127,160.6759949,181.4029999,4049.3200684,54.6394997,620.5449829,261.6809998,145.1430054,348.4259949,110.2050018,48.6945992,331.0799866,122.8089981,45.4950981
236.9080048,3889.7399902,59.5354996,765.6439819,376.7489929,214.4819946,296.526001,3927.6999512,76.5835037,587.4879761,355.1390076,196.6349945,356.0769958,81.2738037,53.6725998,351.7999878,99.7578964,53.0057983
126.1689987,3963.0300293,29.0018997,891.4119873,248.3959961,171.9019928,162.6889954,3978.3500977,40.1035995,750.2689819,235.5,160.2960052,351.7539978,122.288002,45.5130005,352.1690063,140.9720001,51.8305016
168.1589966,3975.75,28.5193996,796.6669922,246.9790039,165.5789948,205.8950043,3984.6101074,38.8000984,638.5419922,226.0700073,142.4060059,343.7680054,112.5130005,51.5700989,346.95401,126.651001,49.5331001
165.9259949,3941.8500977,44.710701,809.7119751,271.8190002,176.1649933,200.4830017,3977.5900879,60.1675987,648.1870117,262.4689941,168.8820038,355.4630127,105.8259964,47.6593018,345.4060059,116.223999,48.1458015
141.0740051,4029.2199707,33.2373009,824.5579834,266.1950073,171.9589996,173.1040039,4036.1799316,41.5066986,658.9050293,241.2819977,146.0559998,349.8940125,117.2210007,50.8249016,351.3909912,134.5870056,50.5878983
125.6439972,3968.6499023,26.9048004,911.632019,248.4869995,175.7359924,162.0079956,3990.2299805,39.1804008,750.4680176,228.9400024,160.7879944,360.3989868,121.7900009,46.0769997,366.4419861,140.4620056,53.5345001
160.5740051,3938.9799805,44.2635002,818.2769775,270.3659973,172.9109955,193.2319946,3988.7900391,59.4748001,650.3590088,261.7539978,164.4250031,357.6809998,107.2910004,47.5138016,339.7369995,118.072998,47.1213989
154.6809998,3987.1298828,39.6114998,799.4920044,288.6199951,178.1519928,195.2310028,4043.8000488,50.5456009,590.1489868,259.8469849,143.3240051,349.7309875,107.6869965,51.8293991,335.9760132,122.7389984,46.5956001
147.2850037,3988.6298828,25.7285995,845.4749756,254.548996,171.9259949,179.7420044,4009.1298828,37.1397018,688.6740112,235.8079987,147.5599976,344.0700073,115.7850037,49.4973984,343.4070129,132.2779999,50.3712997
119.7070007,4008.7299805,28.9188004,900.1270142,259.9660034,176.923996,156.2420044,4038.0900879,40.9429016,741.7680054,241.447998,159.7180023,360.552002,121.8320007,47.4014015,366.5069885,141.2669983,53.1875
138.4179993,3994.3000488,27.1926994,853.5809937,255.6000061,170.8240051,170.7510071,4017.3000488,38.3694992,707.0360107,236.8849945,151.7440033,343.1279907,118.0439987,47.9868011,347.7019958,135.3309937,51.1711006
152.7389984,3998.2900391,42.4813995,798.9489746,306.0950012,180.7579956,200.1179962,4062.8701172,54.1380997,583.2340088,276.118988,146.7279968,343.901001,106.0169983,51.6436996,329.1119995,120.6490021,46.2318993
121.6620026,4090.1298828,36.7797012,837.6350098,266.0039978,161.5970001,143.8999939,4097.0297852,43.6828003,706.1389771,252.0579987,149.2200012,345.1199951,119.8160019,47.3072014,344.7539978,137.4779968,50.8513985
140.6970062,4034.3000488,35.1899986,820.0,271.7479858,173.7140045,173.3730011,4045.9699707,42.7044983,645.0280151,243.5180054,144.2700043,349.8169861,115.7649994,51.4468002,351.269989,133.5169983,50.4057007
220.7339935,3925.6599121,55.5383987,794.0939941,325.0610046,192.9629974,263.9110107,3916.1201172,73.4101028,643.03302,305.8999939,190.8699951,357.1340027,87.5203018,46.9588013,356.5830078,102.6210022,51.9005013
157.1040039,3972.2800293,35.2336998,805.4210205,257.9750061,167.8659973,189.3829956,4002.3300781,48.0390015,640.8889771,246.0540009,152.0480042,347.2489929,112.6610031,49.9336014,341.0140076,124.0139999,48.033699
218.121994,3927.8601074,54.5680008,785.4829712,322.9100037,191.9459991,260.9200134,3917.6899414,72.1199036,639.1680298,304.368988,190.1519928,355.0499878,88.9898987,47.0626984,359.519989,105.0999985,51.9846992
131.1970062,3964.0100098,25.0151005,913.9910278,252.2389984,179.529007,166.3419952,4003.1899414,37.5822983,747.914978,231.4989929,161.2559967,360.6239929,121.0930023,47.3871994,366.7449951,139.3249969,53.5237999
116.2109985,4052.4499512,34.8875999,861.0599976,270.6570129,172.6109924,149.996994,4071.9199219,43.9406013,726.8720093,252.1230011,153.6569977,345.0669861,126.0619965,47.6221008,344.848999,143.4069977,51.3050995
114.1119995,4119.7597656,40.2126999,859.8480225,284.230011,177.1130066,142.2689972,4129.5800781,46.0353012,711.7940063,264.1860046,154.076004,355.3980103,122.7919998,49.3153992,352.0710144,140.7440033,50.9779015
154.5930023,3998.9099121,38.0474014,803.2639771,289.1170044,181.8450012,192.8549957,4045.4499512,46.7930984,580.684021,253.1459961,140.2680054,350.6119995,106.3659973,53.9076004,337.1279907,122.0910034,47.339901
150.9360046,3955.2199707,39.9342003,814.6560059,268.2860107,167.3580017,184.2120056,4017.8500977,53.1486015,639.8079834,258.131012,153.0310059,347.7359924,110.9160004,49.2034988,339.7799988,122.526001,47.3895988
169.1549988,3989.5800781,47.3098984,807.9180298,329.8789978,197.598999,222.0839996,4051.8100586,61.1002007,580.2960205,300.0950012,168.4080048,363.8980103,101.2610016,53.8877983,348.3330078,115.8690033,49.6389008
156.6410065,3984.4899902,37.5419006,802.2940063,272.2720032,169.1699982,191.447998,4021.3601074,48.7611008,617.5460205,253.9210052,149.697998,347.1910095,109.6760025,50.3087006,340.8479919,122.6699982,47.9119987
155.4680023,3965.1599121,36.6463013,807.3010254,256.9830017,168.1719971,187.0410004,4000.2299805,49.9342995,644.9329834,246.9320068,153.7660065,347.4200134,112.9680023,49.5597992,341.0220032,123.8799973,47.9329987
163.6959991,3981.6699219,30.1037006,809.2280273,252.4600067,166.2359924,196.3730011,3994.2099609,41.5339012,645.1710205,237.8049927,144.9420013,345.9259949,112.5709991,51.401001,339.0069885,125.1839981,47.7863998
136.5379944,4005.0600586,29.3542004,851.1669922,258.0539856,170.2649994,167.8609924,4024.8601074,39.5237999,704.0499878,239.5169983,151.7570038,343.1820068,118.1699982,48.0166016,347.7279968,135.4819946,51.1244011
114.9169998,4043.5700684,34.2621002,855.4639893,270.0280151,169.7449951,151.1660004,4065.0600586,43.9131012,726.9689941,251.8690033,148.9759979,342.3299866,123.7590027,47.0984993,341.7090149,141.9649963,50.4938011
143.2969971,4030.4699707,38.2048988,803.9229736,288.2210083,182.8059998,177.9129944,4063.3400879,44.5195007,600.9910278,248.0659943,138.8059998,345.6730042,111.0039978,53.9790001,347.8169861,129.2940063,48.9146996
153.7879944,3998.9299316,39.3008003,806.2919922,296.0780029,184.8860016,194.0359955,4050.5700684,48.1148987,579.7329712,257.9230042,141.6909943,350.7569885,105.689003,54.1174011,337.1220093,121.6819992,47.3074989
153.6929932,4000.25,39.0629997,804.9099731,295.8729858,185.2089996,193.4499969,4050.8701172,47.6353989,577.6400146,256.7479858,140.9409943,350.7000122,105.6350021,54.3008995,337.1210022,121.8190002,47.3139
144.1920013,4030.3000488,36.7911987,809.3969727,279.4200134,177.2579956,177.7590027,4051.8898926,43.6058998,612.5280151,244.8139954,140.0050049,349.5580139,112.572998,52.8810997,350.9450073,130.8159943,50.0265999
146.7440033,4022.1101074,32.9917984,815.7719727,264.5899963,170.548996,179.5850067,4031.8601074,41.1879997,637.1060181,238.1410065,142.5970001,349.6400146,115.1679993,51.3426018,351.1530151,132.6040039,50.344101
234.0709991,3903.1101074,59.9757996,769.5280151,372.098999,217.1360016,290.2099915,3941.1000977,76.6728973,583.7999878,350.3160095,198.7129974,360.2820129,82.0484009,55.2905006,354.571991,100.4919968,53.1455994
155.654007,3920.7600098,43.7156982,827.1290283,264.1820068,174.8170013,185.7980042,3978.9099121,58.7294998,667.0800171,258.0010071,165.6589966,359.5580139,109.9660034,48.1478004,340.3450012,120.3929977,47.1557999
130.404007,4053.5400391,37.4217987,832.59198,276.6809998,175.0180054,162.0590057,4074.6699219,44.2714005,668.4260254,250.4880066,144.7160034,345.7000122,117.1620026,50.0541992,343.0079956,135.4290009,49.6230011
115.0800018,4140.5600586,40.5923996,856.7739868,289.6319885,179.7030029,142.8959961,4150.2202148,46.3298988,704.1030273,267.1960144,154.3540039,355.526001,121.8639984,50.1969986,352.178009,139.9340057,50.9477005
196.8840027,3938.9199219,51.5802002,792.9310303,320.4370117,188.0670013,241.5420074,3969.3798828,67.7085037,616.6030273,301.9840088,177.7859955,355.3989868,94.0779037,50.1120987,347.519989,108.5279999,50.0728989
152.8099976,3948.0,40.3848991,801.4920044,261.6520081,160.973999,187.6549988,4017.1899414,54.2985992,630.8530273,252.7870026,147.7859955,344.0299988,111.663002,47.3676987,329.6799927,123.5299988,45.6110001
159.4869995,4019.7299805,33.1086006,758.6859741,252.5160065,146.0809937,186.8040009,4024.6799316,40.9014015,542.4530029,225.2149963,121.1930008,339.7529907,106.7399979,50.9196014,334.868988,123.526001,47.3204994
148.4600067,3989.5100098,25.8766003,843.3140259,254.5099945,171.5480042,180.9539948,4008.8500977,37.1663017,685.0050049,235.7559967,147.0919952,344.0539856,115.5029984,49.6655006,343.4020081,131.9750061,50.3395004
154.9450073,3962.8701172,37.1523018,807.8709717,257.019989,168.2489929,186.3580017,3999.8898926,50.5303001,645.7750244,247.3999939,154.2319946,347.4700012,112.9509964,49.4444008,341.0190125,123.7890015,47.8973999
153.6089935,3991.8100586,41.0847015,802.4310303,298.5069885,181.4080048,197.0099945,4052.4699707,52.0028992,586.8850098,267.8200073,145.1340027,349.8840027,106.6470032,52.155899,335.9989929,121.9599991,46.6097984
205.1340027,3932.4599609,54.5624008,798.0230103,343.32901,202.3860016,253.5070038,3980.9399414,70.2269974,600.039978,321.9440002,183.8419952,360.0429993,90.1238022,52.9001999,347.1530151,105.6419983,50.4390984
244.0590057,3870.6298828,60.6851006,767.1010132,378.7479858,211.2220001,296.7510071,3923.3701172,78.2292023,593.9760132,358.9460144,193.6100006,356.9299927,80.5306015,50.1020012,347.9309998,97.8309021,51.3801003
158.5500031,4033.9299316,33.0553017,740.8809814,253.4519958,140.8809967,182.048996,4036.1201172,40.5499001,523.3029785,223.2169952,112.6050034,336.7539978,108.1569977,50.8056984,337.7489929,125.1330032,47.7845001
154.6580048,3979.9699707,39.2785988,801.7030029,282.2650146,175.3090057,193.4759979,4038.3798828,50.9659004,599.164978,257.6109924,144.5269928,349.7929993,108.8270035,51.1576004,336.019989,123.060997,46.5763016
181.447998,3947.5,49.1530991,801.2780151,313.1390076,189.1060028,224.7870026,4001.8100586,64.5152969,612.2520142,294.269989,173.4179993,356.821991,97.5372009,50.8978996,346.3789978,111.1529999,49.9163017
154.4730072,4018.3400879,36.6729012,780.3660278,291.3580017,186.8049927,185.9409943,4052.8898926,43.9628983,565.6290283,254.2369995,137.2590027,346.7030029,106.4079971,55.4662018,342.4100037,123.9079971,48.6707001
150.0110016,4005.2199707,30.9860992,823.4619751,260.1119995,169.1230011,182.1009979,4022.8400879,39.7388992,640.7119751,235.595993,141.3549957,343.9410095,112.8600006,50.5704002,343.2019958,129.802002,49.8678017
155.7089996,3982.1101074,38.6194,798.5579834,280.8510132,175.401001,194.3159943,4036.6499023,49.8961983,595.0269775,254.6999969,142.8609924,349.6749878,108.7419968,51.3726006,335.9859924,123.3199997,46.5904999
161.6790009,3984.4499512,25.9172001,833.0219727,251.9649963,170.3560028,197.3829956,3987.3500977,36.5797997,669.5369873,234.9190063,144.5670013,341.1990051,112.5999985,51.7433014,340.0190125,128.2689972,50.9026985
157.201004,3992.2299805,27.2938004,826.6779785,251.003006,166.7660065,191.5160065,4004.0400391,37.6132011,654.5599976,231.3619995,142.8059998,343.9049988,113.4069977,50.5009003,343.348999,129.8059998,50.0934982
207.1869965,3926.5800781,54.5172997,797.434021,341.5780029,201.423996,255.2980042,3972.5100098,70.5106964,605.4730225,321.1099854,184.3739929,359.9949951,90.1613007,52.2795982,347.177002,105.3639984,50.4347
149.0679932,4026.1298828,36.3597984,791.0219727,290.0889893,185.8670044,180.0559998,4062.0700684,43.1595001,577.6279907,252.3190002,137.1519928,347.5409851,109.0449982,55.1685982,347.0169983,127.086998,48.4948006
137.6730042,4044.0400391,38.6460991,816.7529907,283.1629944,178.4669952,171.6439972,4063.3601074,44.9486008,630.8280029,248.6909943,142.8399963,349.7990112,114.0009995,52.4835014,351.1669922,132.3950043,50.2128983
120.7300034,4098.1899414,40.0950012,842.2130127,284.7600098,176.8809967,149.2429962,4111.7700195,45.9977989,685.697998,260.4339905,149.7599945,348.8680115,118.5070038,50.2622986,344.947998,136.0839996,50.4166985
172.0870056,3980.3701172,47.9813995,802.46698,330.9249878,197.845993,223.9380035,4042.8300781,61.8283997,584.2310181,302.57901,171.2590027,360.1749878,98.8098984,53.2947006,353.3649902,113.0770035,50.2779999
162.822998,3986.8798828,31.5862007,797.3510132,249.1569977,160.1499939,198.4830017,4003.4699707,41.8611984,610.5560303,228.2839966,137.9530029,345.7120056,110.6760025,50.8030014,338.75,124.5250015,47.5050011
172.5549927,3949.1201172,46.6470985,810.4899902,299.2349854,180.4219971,213.2169952,4005.1499023,61.9422989,622.8530273,282.776001,166.6159973,357.3940125,101.7460022,49.331501,346.151001,114.3099976,48.1856003
168.9190063,3941.3400879,45.3392982,808.8649902,281.0660095,177.7640076,206.1080017,3984.3500977,60.7089005,640.5280151,269.7279968,168.3769989,357.3410034,104.1809998,48.3594017,346.2579956,115.4570007,48.2408981
158.598999,3986.8601074,34.0363998,801.4840088,261.2170105,166.75,193.9230042,4013.2099609,45.0301018,617.4869995,241.1699982,142.0980072,346.1610107,110.7409973,51.4068985,337.8110046,124.2610016,47.6085014
166.4340057,3980.6999512,29.7516003,789.7670288,247.2920074,164.6710052,201.3339996,3986.4899902,39.9538002,633.7440186,229.1109924,142.7070007,343.7340088,112.9769974,51.6190987,346.8919983,126.7289963,49.4444008
162.0429993,3982.4199219,31.1765003,805.6749878,254.0789948,166.7920074,195.279007,3999.1101074,42.862999,640.0120239,239.5980072,144.8869934,346.1669922,112.5650024,51.3396988,338.0230103,125.1340027,47.8839989
210.9029999,3926.4699707,54.0396004,787.7139893,332.9660034,193.4470062,257.4039917,3951.5800781,70.658699,614.9920044,313.9289856,182.9100037,355.3980103,90.4405975,49.9397011,347.70401,105.961998,50.4107018
155.4960022,3991.7199707,37.6258011,807.184021,283.2120056,178.6199951,193.8410034,4038.8898926,47.301899,592.5789795,252.526001,142.0859985,350.7149963,107.3929977,53.1348991,337.1539917,122.0039978,47.3549004
211.5720062,3922.2299805,55.327301,794.8779907,345.6210022,203.026001,260.4020081,3966.6599121,71.4545975,603.9970093,325.2130127,186.0879974,359.9700012,89.0616989,52.417099,347.2470093,104.6610031,50.5788994
160.4750061,3984.5300293,32.6231995,802.9890137,256.8200073,166.2640076,194.8619995,4005.9899902,43.9258995,627.4210205,239.4440002,143.1629944,346.151001,111.6090012,51.3023987,337.9089966,124.6920013,47.7378006
147.201004,4018.8798828,37.2874985,799.9359741,303.3280029,204.3600006,183.9559937,4079.5800781,43.8955002,564.9680176,249.2200012,134.0839996,347.7829895,108.4209976,58.4138985,347.0180054,126.7860031,48.3244019
240.8789978,3879.7299805,60.0117989,764.3259888,383.5559998,217.5410004,303.7200012,3919.5200195,77.2188034,587.4439697,362.2640076,198.5019989,356.0820007,80.8067017,53.7849007,351.8819885,99.3393021,53.0868988
213.6840057,3932.5300293,53.6848984,793.2319946,321.7269897,188.8880005,255.625,3935.9399414,70.9091034,632.9780273,303.1940002,183.8659973,355.8139954,90.2286987,47.571701,349.3460083,105.1569977,50.1001015
130.1360016,3959.9499512,25.0077,915.9240112,251.3939972,179.5469971,165.8289948,4001.5500488,37.7097015,749.7479858,230.1799927,160.7579956,360.5270081,121.0930023,46.9558983,366.6270142,139.4649963,53.5205002
113.5879974,4146.2900391,40.5344009,857.3579712,289.1099854,179.2120056,141.9109955,4154.7900391,46.2783012,708.9949951,267.5809937,154.9519958,355.5310059,122.427002,50.0601997,352.2279968,140.4140015,51.0066986
124.9029999,3972.8400879,28.9997997,891.4180298,251.2510071,172.7160034,160.5180054,3991.0700684,40.0971985,748.9840088,236.6009979,158.753006,351.7780151,122.2809982,45.8535004,352.1409912,141.0099945,51.8534012
136.3529968,4047.1599121,38.8036995,818.4229736,282.8909912,178.0850067,170.1690063,4065.0300293,45.0727005,636.1409912,249.3170013,143.5749969,349.8529968,114.5179977,52.264801,351.2250061,132.8910065,50.2661018
155.2899933,4002.5100098,30.7451,812.835022,253.5899963,163.7949982,188.9539948,4016.8798828,39.5018997,620.8640137,229.322998,137.7940063,343.7919922,111.9919968,50.5251007,343.1130066,128.901001,49.7020988
166.7290039,3959.5,46.3714981,809.4589844,302.2430115,181.003006,207.5310059,4026.6000977,61.3105011,613.6729736,283.8129883,166.2940063,356.8850098,101.163002,50.4738007,346.1830139,113.7249985,49.3791008
247.4019928,3903.0200195,63.7649994,768.3850098,366.8900146,210.1730042,292.7170105,3926.3500977,81.8371964,598.2299805,347.993988,197.0130005,356.1140137,78.3872986,52.9581985,351.8909912,96.7590027,52.9510994
127.8059998,3945.2800293,24.7371006,924.5040283,251.7570038,181.977005,164.9640045,4010.6799316,37.8414993,755.0469971,228.9360046,158.4499969,360.1990051,120.7910004,45.9101982,366.2449951,139.5700073,53.3835983
199.5939941,3937.3200684,51.5508003,792.6030273,317.7290039,187.8090057,243.2050018,3961.0500488,67.9654007,622.2130127,299.9450073,178.8419952,355.3980103,93.9725037,49.4309998,347.5830078,108.2900009,50.0808983
126.8850021,3974.4099121,31.3003998,877.5029907,258.2479858,172.151001,159.4190063,3996.2199707,41.0695992,752.6209717,248.9949951,157.9140015,338.29599,122.2819977,47.020401,340.3739929,140.8970032,50.9146004
243.8280029,3905.2099609,63.6375008,758.9110107,373.4700012,224.720993,293.8429871,3939.0500488,80.7966995,578.6110229,354.6010132,209.4559937,360.7030029,79.1875992,58.9692001,357.8940125,98.1001968,54.6727982
