Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
1.46551,159.6490021,1.83899,542.6069946,153.3609924,32.722599,1.32978,143.026001,1.3200999,392.2730103,151.1410065,23.3677998,210.3209991,55.5503006,30.5837994,192.276001,70.7349014,25.7863007,0.0
1.59321,165.3090057,1.71486,514.5360107,154.1069946,32.9872017,1.62597,146.8480072,1.60945,383.70401,151.9589996,27.6942005,205.3359985,55.5704002,27.1973,185.6670074,68.8627014,23.5356007,0.0
1.5549001,163.526001,1.68576,518.4019775,127.5569992,30.8290005,1.44722,137.1399994,1.3377301,369.2470093,120.9120026,19.3733997,211.2920074,61.1054993,30.9773998,193.2920074,82.1578979,26.9846001,5.6
1.56218,163.6499939,1.70854,520.0239868,130.2899933,30.9412994,1.45003,137.6289978,1.33893,371.3959961,124.1110001,19.8190002,211.2669983,60.6966019,30.6112003,192.7319946,81.0469971,26.8264999,0.0
1.53894,165.4389954,1.6769201,516.8449707,127.413002,30.7476997,1.43108,138.2940063,1.3369,364.8869934,120.7949982,18.9375,211.322998,61.3582993,31.1585007,193.0130005,82.5224991,27.0566006,5.6
1.62991,151.7640076,1.49183,472.2539978,167.9100037,35.7728004,1.62869,134.7319946,1.62797,327.2019958,172.8470001,28.3997002,202.9589996,48.5018005,25.1506996,203.4069977,61.0065994,22.7921009,0.0
1.32645,200.2129974,1.36125,502.7780151,162.5659943,36.202301,1.41745,174.9029999,1.62643,336.2290039,156.0469971,29.7558994,207.4049988,44.0219002,33.5499001,195.798996,58.2610016,25.1674004,0.0
1.59631,152.3170013,1.48771,469.0450134,168.6139984,35.3135986,1.58718,133.371994,1.62767,317.8399963,174.7220001,28.0634003,202.7940063,48.1011009,25.3414001,201.0700073,60.9866982,23.1809998,0.0
1.5110199,160.4960022,1.79597,542.8839722,145.826004,32.7675018,1.40683,137.0670013,1.3187799,395.2359924,140.7640076,23.7509995,210.7279968,57.8171005,28.1060009,189.8609924,74.6704025,25.0583,0.0
1.46082,171.2749939,1.6406699,510.3590088,126.7839966,30.4102001,1.36155,141.8809967,1.3334301,354.3399963,120.4489975,18.0330009,211.3320007,61.6721992,32.5806007,193.2489929,83.3401031,27.8801003,5.6
1.30588,205.401001,1.37018,497.4559937,165.2819977,35.9981003,1.3924201,184.923996,1.62581,341.2260132,162.276001,30.0000992,206.7140045,43.9944992,29.4258995,187.5800018,59.3218994,23.4160004,0.0
1.36277,163.6589966,1.46673,482.3139954,167.7940063,34.8223991,1.35114,146.4819946,1.46988,340.1489868,170.3569946,26.9818001,198.0809937,49.2347984,27.3274994,194.6880035,63.8189011,23.0461998,0.0
1.45588,163.0189972,1.78162,538.7509766,145.1210022,32.5307007,1.34036,140.6999969,1.31705,387.0799866,140.2559967,22.6179008,210.4790039,57.0189018,30.0296993,191.0659943,74.5733032,25.8658009,0.0
1.44946,163.3670044,1.77887,538.4219971,144.9450073,32.5107994,1.33295,141.0800018,1.31682,386.1879883,140.0610046,22.4960003,210.4649963,56.9575005,30.2569008,191.227005,74.6050034,25.9428005,0.0
1.51167,170.9380035,1.75976,535.4699707,142.8679962,31.8260994,1.37956,142.3079987,1.31196,379.0320129,137.0670013,21.5657005,212.3959961,59.917099,27.8822002,189.1690063,77.3480988,24.9447994,0.0
1.5114501,152.7680054,1.84992,545.8519897,152.5319977,32.8922997,1.38471,138.3600006,1.32186,406.6019897,149.75,24.8950996,210.220993,55.035099,29.8426991,192.8639984,70.4037018,25.6301994,5.6
1.50693,166.1719971,1.75239,532.0689697,142.1419983,31.6961002,1.3860101,140.6809998,1.31199,379.9110107,136.8000031,21.6888008,212.1199951,59.3576012,28.7169991,190.0269928,77.0679016,25.4318008,0.0
1.5174,167.6139984,1.66557,514.6630249,127.1600037,30.6343994,1.4102,139.6309967,1.33582,359.928009,120.6100006,18.4517994,211.3450012,61.6110992,31.4727993,192.7870026,82.9157028,27.2131996,5.6
1.24941,215.3849945,1.35167,500.8930054,165.0140076,36.0061989,1.3058701,189.4839935,1.62286,327.8259888,160.1999969,29.0767002,206.9680023,41.9981003,30.4020004,185.5749969,58.8714981,23.9708004,11.3
1.48221,162.0070038,1.78856,540.2059937,145.3470001,32.6167984,1.37199,139.0209961,1.3178101,390.3739929,140.371994,23.0681,210.5789948,57.419899,29.0667992,190.3509979,74.6927032,25.5090008,0.0
1.54828,164.3730011,1.68251,517.789978,127.5709991,30.7978001,1.44037,137.6600037,1.33741,367.3850098,120.9459991,19.1928997,211.3059998,61.2089005,31.0401001,193.1490021,82.2929993,27.007,5.6
1.6084501,149.0319977,1.48892,466.3469849,168.8419952,35.1637001,1.5792201,130.3309937,1.62571,312.1809998,175.0549927,27.6532993,202.8639984,48.0283012,25.2266006,203.0679932,60.9905014,23.5421009,0.0
1.46834,160.8600006,1.80067,540.4829712,147.4470062,32.6212006,1.34954,140.375,1.31828,391.1539917,143.2700043,23.1303997,210.4349976,56.5847015,29.9463997,191.3950043,73.417099,25.7707996,16.9
1.65414,151.9649963,1.50418,474.1080017,166.2279968,36.2448006,1.68472,139.7640076,1.63416,340.5910034,171.2330017,29.2108994,202.246994,48.8549004,23.3117008,191.8659973,61.3055,20.3922005,11.3
1.5973001,151.822998,1.48835,468.6140137,168.7120056,35.2825012,1.58471,132.7749939,1.62734,316.5339966,174.951004,27.9741001,202.8040009,48.0812988,25.3381004,201.3339996,60.9860992,23.2546997,0.0
1.5425299,176.8070068,1.772,525.3950195,139.173996,31.2653999,1.3884799,145.8209991,1.3404,360.4729919,133.1869965,19.2635994,211.5670013,60.7167015,28.2493,187.1329956,79.2153015,25.3118,0.0
1.27239,210.6920013,1.33804,510.6659851,161.6900024,36.1822014,1.35179,179.5269928,1.6249,330.5,153.345993,29.3827991,207.9649963,42.6198006,37.2845001,198.1139984,57.641201,26.6541996,0.0
1.52449,165.8179932,1.64724,514.0949707,124.1640015,30.5645008,1.42234,137.8549957,1.3351901,360.5650024,117.1119995,18.1728001,211.375,62.0110016,31.7285004,193.7890015,83.9173965,27.2975998,0.0
1.54064,165.2610016,1.67809,517.0280151,127.4649963,30.7577,1.4327199,138.1920013,1.337,365.3309937,120.848999,18.9850998,211.3200073,61.3294983,31.1331005,193.029007,82.4742966,27.0454998,5.6
