DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
296.9869995,217.2230072,150.3159943,43.7561989,43.3516006,4.45046,308.3059998,235.9989929,158.0330048,34.2825012,40.0439987,3.67904,45.3102989,2130.6101074,4.5260201,64.9197006,41.4477005,4.7360101,53.1025009,2152.8999023,4.97157,47.8997993,37.0950012,1.8512,237.2279968,96.0560989,36.7016983,207.7429962,108.4980011,31.1210003,0.0
294.605011,218.6970062,154.1629944,42.4846992,42.1769981,3.9681799,287.8110046,239.3540039,151.5950012,35.4249001,38.6393013,3.9062099,41.0738983,2051.7399902,4.4621701,66.7109985,42.1898003,3.44261,47.2689018,2056.7099609,4.88551,52.2963982,38.3564987,1.76879,238.75,98.8464966,40.9113007,219.8800049,112.8050003,38.2932014,22.5
242.0359955,236.9389954,131.223999,41.4603004,36.0558014,3.24982,259.322998,248.4579926,141.4889984,34.8642998,35.3391991,3.61292,47.9236984,1942.1400146,4.1348701,69.9862976,39.5667,1.98421,54.3162003,1972.2299805,4.74786,53.5890007,35.9808998,1.50818,226.625,94.9145966,133.6049957,217.0500031,108.6620026,49.1898003,0.0
244.6329956,241.595993,132.496994,38.0242996,35.5778008,3.00563,249.8659973,240.9589996,136.2230072,32.6845016,33.9618988,3.38135,51.1174011,1927.1099854,4.1268101,67.2229996,39.8773003,1.8103,57.7532005,1954.3800049,4.79637,53.5617981,35.7555008,1.49637,222.6239929,92.8219986,133.5950012,217.5140076,104.6949997,46.5117989,16.9
266.9150085,209.6649933,144.7129974,30.3873005,32.9257011,3.80196,256.4089966,218.0480042,139.7879944,32.5681992,35.6763,4.1834202,33.5660019,2005.5200195,4.5281301,68.6107025,42.2888985,2.52527,38.580101,1990.9399414,4.8566899,53.7178001,41.1403999,1.64413,231.0559998,93.0168991,40.9692993,227.9250031,115.8539963,41.5349998,22.5
290.0979919,217.0980072,152.1159973,37.1244011,39.2214012,3.48436,296.4429932,232.4629974,155.9900055,32.7700996,39.0624008,3.1344299,52.7108994,1996.5300293,4.4155302,66.2279968,41.2268982,3.4163201,56.2969017,2018.4399414,4.6469002,49.3135986,35.9772987,1.69828,247.6609955,93.8921967,42.2478981,215.8040009,107.1299973,39.7813988,0.0
313.4159851,222.8350067,159.6260071,48.4059982,46.5171013,4.91716,328.1900024,247.3600006,169.2409973,36.5508003,42.6688995,3.8103499,45.7294998,2146.1799316,4.50105,65.9287033,41.6161003,6.29561,54.0191002,2162.5200195,4.8312802,47.8348007,37.2144012,1.94707,241.6990051,98.6761017,37.1959991,210.1410065,110.2210007,31.4864998,0.0
256.927002,247.7389984,135.5950012,53.8008995,39.4757996,4.7329898,286.4219971,267.2879944,152.4459991,36.2625008,38.3179016,3.65084,42.6138992,2209.3300781,4.5486398,70.7725983,39.8852997,2.5137701,46.6582985,2222.8701172,4.95222,49.8782997,36.6092987,1.57435,215.4160004,106.3470001,142.9949951,190.095993,109.7809982,40.7327003,0.0
234.7819977,225.2149963,126.9020004,37.5766983,34.0628014,3.2544,234.9029999,232.8899994,127.5970001,31.4405003,32.1525002,3.51282,46.4272995,1972.8100586,4.2431302,68.4632034,40.9726982,2.0346999,52.2223015,1969.5799561,4.8731599,53.4883995,37.1935997,1.49859,224.378006,93.430397,108.8079987,216.447998,107.1520004,46.4375992,0.0
280.5130005,214.8150024,149.9819946,30.3640995,33.1488991,2.9119899,291.0400085,218.2100067,154.4019928,29.9631996,38.5083008,3.0580101,50.6216011,1904.5200195,4.59027,64.2160034,41.1548996,2.06338,54.9183006,1932.3699951,4.64259,50.5139008,34.8088989,1.58358,248.496994,91.3178024,42.4775009,217.496994,106.112999,40.0569992,0.0
299.803009,226.1029968,159.9880066,44.0326004,43.6290016,3.6393399,281.7359924,249.0679932,151.0780029,35.9197998,39.1899986,3.78248,43.0278015,1948.8000488,4.1362901,68.1320038,42.0140991,1.8908401,49.5270996,1961.8599854,4.7540598,57.2696991,38.0377998,1.60121,231.4880066,100.4720001,41.7010994,230.2669983,113.3860016,42.3218994,0.0
292.9100037,228.9349976,156.3959961,48.5379982,46.1278,3.8586299,269.5960083,253.2369995,146.7590027,36.1207008,37.6118011,3.9124501,40.8436012,1942.4699707,3.9095199,69.8429031,42.4221992,1.7275701,49.3782997,1958.2399902,4.7882199,59.949501,38.3157005,1.61964,230.2129974,102.4789963,43.1711006,236.8609924,111.487999,41.6968002,0.0
287.1839905,220.3269958,152.4779968,30.9071007,35.9831009,2.7223101,285.6210022,225.9080048,150.6130066,30.4333,37.7112007,3.01863,54.4175987,1906.3900146,4.4123402,63.5956993,41.2196999,1.85159,57.4720993,1926.9499512,4.6778002,51.1427002,34.7472,1.56944,244.9539948,92.3458023,43.0709,216.6529999,104.9759979,37.7638016,22.5
300.3770142,226.6940002,161.973999,44.4901009,42.4417992,3.8143599,286.0629883,246.3399963,155.4179993,36.6231995,39.6310005,4.02039,39.3485985,1960.2600098,4.0953598,67.7658997,41.5126991,2.1040399,46.2830009,1975.5799561,4.9065499,56.2527008,38.8660011,1.62446,228.9660034,99.3784027,41.8923988,227.1519928,114.1320038,41.7949982,28.2
201.7089996,220.2669983,108.0839996,33.639801,27.3017998,3.1359,229.3560028,227.598999,122.9729996,29.5028992,30.6809998,3.30951,39.5167999,1968.0200195,4.6169701,67.2779999,40.019001,2.4319401,45.4379997,1996.2800293,5.0610399,50.8175011,37.4701004,1.50439,214.1100006,93.3823013,138.7420044,202.1150055,105.6360016,42.4747009,22.5
238.0639954,193.7420044,124.9589996,22.8990993,26.9811993,2.9642899,253.1829987,183.1089935,133.3930054,25.1982002,32.707901,3.2332001,44.5203018,1943.5999756,4.60601,63.3013992,41.8524017,2.10391,49.9650002,1978.9899902,4.7694201,49.2108002,36.9915009,1.66711,244.3280029,82.2897034,42.2014999,212.3399963,101.6429977,35.142601,0.0
238.246994,238.25,130.4190063,30.9085007,31.4705009,2.7099199,249.904007,229.1940002,136.2590027,30.1585999,33.8484993,3.1265399,58.8931007,1890.2900391,4.0954499,64.7464981,39.5245018,1.6844701,64.0423965,1920.0,4.8006401,50.7582016,34.4346008,1.4754699,220.6100006,85.2711029,131.7870026,207.3990021,101.1709976,46.2169991,16.9
292.0580139,222.3860016,153.9680023,35.7322006,38.8510017,3.0083399,286.1140137,232.621994,150.8320007,32.0012016,37.7916985,3.14027,52.6385994,1919.8599854,4.32411,65.0139008,41.4028015,1.84719,55.3506012,1943.0500488,4.6779699,52.6292,35.6575012,1.60189,245.2949982,94.6957016,43.2318993,220.9900055,105.8079987,37.8973007,0.0
283.1010132,217.3339996,154.1820068,39.105999,35.1054993,3.9561701,273.2909851,229.9499969,149.3200073,33.8707008,37.9107018,4.1500502,33.7635002,1943.5200195,4.2198801,71.0194016,41.9352989,2.1365399,40.0444984,1968.9000244,4.96875,55.8600006,40.2406998,1.5967799,229.7019958,92.509903,41.3866997,230.9869995,116.2170029,41.8420982,0.0
234.0749969,234.9889984,128.1799927,31.7607002,30.5601997,2.7557099,256.9519958,231.951004,140.2330017,30.9834995,34.8185005,3.09986,54.4508018,1928.9399414,4.26933,66.9203033,39.3614998,1.83815,60.1016006,1961.3399658,4.76542,50.2006989,35.0107002,1.48799,222.0469971,87.8275986,135.4869995,208.1580048,103.8529968,48.6020012,0.0
267.1279907,208.6009979,140.0709991,31.4102993,34.0429001,3.2427399,276.9140015,213.7460022,145.8600006,29.3556004,36.1521988,3.17678,49.9884987,1968.5200195,4.54073,65.3153992,41.7571983,2.7269499,53.9033012,1996.9399414,4.6890898,49.3825989,36.0167999,1.6679,246.2070007,89.9605026,41.5744019,212.8880005,104.7210007,38.3060989,16.9
300.196991,226.3439941,160.1459961,45.0461006,44.0443001,3.69365,281.401001,249.9859924,150.9799957,36.1122017,39.1601982,3.82041,42.3550987,1947.0100098,4.10811,68.4596024,42.0570984,1.86369,49.2156982,1961.0699463,4.7544098,57.7433014,38.1431007,1.60314,231.6660004,100.9649963,41.7560997,231.727005,113.538002,42.361599,0.0
278.394989,217.128006,148.2579956,40.9073982,39.0945015,3.82002,261.4570007,237.947998,139.345993,35.5820007,36.2965012,4.0560598,35.6562996,2033.9000244,4.5785398,67.8068008,42.7439003,3.03297,41.5733986,2031.4100342,4.8650899,53.0037994,39.8553009,1.71525,229.7489929,98.7247009,39.1064987,220.1119995,114.9189987,40.3834,0.0
261.4379883,200.1119995,133.3370056,36.8465996,37.3653984,3.7898901,271.2269897,216.4190063,139.947998,30.4585991,35.1547012,3.47141,46.1090012,2066.1499023,4.5457401,64.1187973,41.5858994,3.5232501,52.9556999,2091.9699707,4.9463801,48.4678001,36.8274994,1.78069,240.0110016,91.6231003,39.5278015,209.2359924,105.5189972,33.4574013,28.2
289.4559937,216.9459991,151.973999,36.3022003,38.7256012,3.4124899,296.0610046,231.0350037,155.8739929,32.4963989,39.0205002,3.1240799,52.6887016,1988.9399414,4.4241199,66.0749969,41.214901,3.2488401,56.1595001,2011.4899902,4.6465101,49.4048004,35.9231987,1.69024,247.6640015,93.4824982,42.2603989,215.673996,106.939003,39.8036995,0.0
228.8090057,239.2610016,124.9469986,37.6403999,34.4127007,2.9870701,232.1649933,241.7089996,128.4810028,31.8724995,32.2202988,3.40115,51.6174011,1922.9100342,4.0119901,68.8972015,40.0349998,1.87778,58.2022018,1947.7800293,4.6592999,55.0143013,36.2327003,1.5439,223.0630035,92.3368988,136.4369965,219.477005,104.5210037,52.6470985,0.0
261.0899963,209.4160004,140.1660004,32.3282013,33.6875992,3.8120699,246.2720032,217.3249969,133.1150055,32.2234001,34.0698013,4.1374302,34.0458984,2005.5799561,4.493,68.4493027,42.6274986,2.49279,39.0806999,1992.7099609,4.9351702,53.8939018,41.0061989,1.62635,233.003006,93.7090988,43.2543983,225.2700043,114.1210022,41.7256012,22.5
304.7330017,228.4940033,161.9470062,59.5714989,49.1948013,4.0764499,282.1329956,270.9960022,151.345993,41.3572006,39.3988991,4.1500902,38.7204018,1936.8699951,3.9163401,70.7490005,42.1523018,1.75257,47.3344994,1961.3699951,4.75207,59.5876007,37.9338989,1.5973099,233.4160004,109.9759979,42.1456985,245.4830017,117.2990036,42.5999985,0.0
290.5849915,221.0050049,152.9929962,33.6360016,37.5583992,3.11413,286.9679871,227.0279999,151.0039978,31.1907997,37.7980003,3.0326099,53.9221992,1954.3699951,4.4282999,64.7313004,41.4057007,2.6528001,56.3431015,1977.8499756,4.6858301,50.0624008,35.6374016,1.6457,245.3379974,92.4810028,42.9308014,216.2369995,105.1930008,37.5755005,22.5
316.4200134,224.2409973,161.0700073,48.7719002,47.6352997,4.7373199,330.2770081,253.3869934,170.6439972,38.408699,43.1797981,4.1763902,41.0173988,2162.8200684,4.6409001,64.8249969,41.5583,5.4825201,48.8740997,2182.8798828,4.8364,48.8697014,38.1242981,1.9681799,239.0809937,101.7740021,36.850399,209.0839996,112.7839966,31.3307991,0.0
291.3819885,228.25,155.9069977,47.8572006,44.9290009,3.7969501,270.0090027,252.1190033,146.875,36.1349983,37.6444016,3.89836,41.5937004,1941.7800293,3.9537301,69.8300018,42.3844986,1.75045,49.8685989,1957.8399658,4.7895298,59.2279015,38.2313004,1.61726,230.0,101.5559998,43.0979004,234.3209991,111.6869965,41.6333008,0.0
