M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
378.1099854,3497.2299805,43.1988983,768.0490112,378.9379883,152.9929962,409.5130005,3618.6999512,56.0256996,637.5310059,361.3370056,112.2929993,210.3209991,55.5503006,30.5837994,192.276001,70.7349014,25.7863007,0.0
434.2520142,3589.5800781,52.1358986,756.492981,434.8479919,153.723999,473.7390137,3669.9799805,67.9399033,638.4609985,425.8590088,123.8720016,205.3359985,55.5704002,27.1973,185.6670074,68.8627014,23.5356007,0.0
449.506012,3606.0500488,60.1834984,832.9099731,404.8999939,145.0010071,469.4880066,3699.8500977,68.9356995,672.96698,388.7170105,91.4705963,211.2920074,61.1054993,30.9773998,193.2920074,82.1578979,26.9846001,5.6
442.7109985,3612.0100098,57.6515999,827.6489868,405.25,145.8950043,464.9920044,3710.2299805,67.1725006,671.1140137,388.980011,93.5576019,211.2669983,60.6966019,30.6112003,192.7319946,81.0469971,26.8264999,0.0
450.5610046,3613.9699707,59.9943008,834.4689941,407.2539978,145.3869934,470.696991,3712.6398926,68.8718033,674.4130249,390.7449951,90.6570969,211.322998,61.3582993,31.1585007,193.0130005,82.5224991,27.0566006,5.6
433.678009,3280.4899902,50.9581985,617.375,408.6679993,171.1589966,460.1149902,3359.2900391,64.7303009,467.5750122,407.2250061,137.4440002,202.9589996,48.5018005,25.1506996,203.4069977,61.0065994,22.7921009,0.0
534.0830078,3187.1799316,84.2538986,773.2219849,478.3580017,224.0919952,578.1660156,3260.2199707,95.7702026,552.882019,463.0360107,163.3439941,207.4049988,44.0219002,33.5499001,195.798996,58.2610016,25.1674004,0.0
427.5069885,3270.1899414,49.9291,607.4559937,421.8089905,170.7940063,452.0429993,3344.6899414,62.6288986,471.5409851,418.1889954,137.128006,202.7940063,48.1011009,25.3414001,201.0700073,60.9866982,23.1809998,0.0
405.6600037,3612.5300293,48.2975006,801.4000244,403.3129883,151.322998,440.4309998,3726.1899414,60.1963997,658.9860229,385.7940063,105.9970016,210.7279968,57.8171005,28.1060009,189.8609924,74.6704025,25.0583,0.0
453.07901,3607.3798828,59.2116013,838.5319824,414.7219849,150.503006,472.7860107,3730.3601074,68.5065002,680.5510254,396.5570068,88.998497,211.3320007,61.6721992,32.5806007,193.2489929,83.3401031,27.8801003,5.6
513.007019,3227.6000977,74.4923019,751.0679932,486.1700134,220.7409973,562.1569824,3326.8798828,88.8827972,572.2620239,474.0379944,157.923996,206.7140045,43.9944992,29.4258995,187.5800018,59.3218994,23.4160004,0.0
407.1799927,3338.5600586,46.6867981,652.9019775,408.1019897,167.598999,434.3890076,3423.5600586,60.776001,524.302002,399.8519897,129.7059937,198.0809937,49.2347984,27.3274994,194.6880035,63.8189011,23.0461998,0.0
