DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
542.0209961,343.9819946,309.1149902,151.4539948,86.3122025,21.8899002,556.4450073,345.947998,273.7770081,112.7399979,76.0828018,18.1191006,342.6040039,113.4229965,50.5172997,346.0419922,129.3179932,50.2748985,10.1
510.4639893,326.8840027,275.4549866,159.0070038,79.6858978,22.7530003,519.809021,337.973999,250.2649994,123.612999,72.3156967,20.1630993,343.2990112,118.6259995,48.0354004,347.7890015,135.9900055,51.0713005,0.0
553.0969849,277.5429993,300.7149963,130.9989929,81.8337021,27.4538002,568.2579956,294.3580017,315.7409973,110.1679993,83.7627029,27.1124992,357.1109924,85.9980011,46.1987,356.5069885,101.7789993,51.7072983,10.1
559.4429932,355.9299927,319.1730042,197.3630066,90.1350021,25.2404995,574.8389893,362.5889893,281.125,150.2290039,79.4646988,21.1000004,360.303009,121.0670013,46.0940018,366.3569946,139.6909943,53.5063019,0.0
511.1719971,275.7539978,265.1210022,124.5930023,74.9486008,25.3852005,553.1829834,309.6940002,291.6900024,106.3310013,80.0755005,24.9522991,355.4039917,91.8158035,50.1543007,347.6350098,106.9520035,50.2935982,6.8
491.9450073,261.7009888,265.6380005,118.560997,74.9201965,27.1753006,512.4609985,282.3970032,283.5339966,105.4329987,77.3731003,27.1434002,356.1289978,77.8500977,52.8496017,351.894989,96.1724014,52.8894005,6.8
559.1530151,355.1099854,318.1119995,191.7369995,89.9240036,25.1110001,574.3389893,362.0159912,280.7099915,146.2290039,79.3863983,21.1306992,360.3819885,121.2750015,46.3574982,366.4070129,140.2630005,53.4006004,0.0
489.9159851,326.5020142,277.8720093,168.7019958,80.4800034,23.4466991,499.8460083,328.3649902,239.5809937,136.3769989,69.7078018,20.6068001,338.1090088,122.4860001,46.0526009,340.20401,141.3289948,50.603199,3.4
499.1059875,321.7369995,267.3699951,148.9400024,78.2209015,22.5153008,514.1929932,334.7109985,246.7299957,113.6220016,71.6461029,19.5531998,345.7619934,117.1940002,50.4631996,343.0580139,135.451004,49.5970001,0.0
547.8569946,308.2850037,264.3680115,141.2749939,75.7133026,21.9181995,577.6119995,351.9729919,281.9630127,124.6679993,78.9290009,20.9547997,358.1419983,113.0350037,49.3799019,342.0660095,123.3789978,47.0107002,0.0
553.2490234,277.9750061,300.6749878,132.1519928,81.8408966,27.4715004,568.3809814,294.7219849,315.7000122,118.0589981,83.7693024,27.1972008,357.1149902,87.0106964,46.8409996,356.553009,102.3290024,51.8947983,10.1
514.8060303,326.4729919,275.9119873,141.1170044,79.9217987,21.9943008,527.835022,338.6950073,255.3939972,99.8177032,73.4355011,18.6544991,349.6239929,111.9329987,53.5716019,350.9500122,130.5249939,49.9852982,0.0
512.2089844,277.553009,266.8349915,130.3000031,75.3180008,25.5168991,553.723999,311.8710022,293.2999878,129.3769989,80.4289017,25.4517994,355.4060059,94.9588013,48.1659012,347.6539917,108.6709976,49.9706993,0.0
511.9700012,276.3429871,266.9700012,128.2610016,75.3268967,25.7896004,553.2880249,309.9379883,293.2539978,120.8690033,80.3824005,25.8104992,355.3989868,91.2266006,48.2501984,347.7430115,106.2300034,50.2109985,10.1
512.4869995,266.8340149,275.0830078,114.8300018,77.2388,26.9118996,534.0479736,286.5020142,294.3680115,89.3263016,79.7330017,25.9913998,360.7019958,81.4909973,57.2416992,357.7479858,100.0479965,54.1432991,0.0
492.8930054,261.17099,265.8380127,117.4189987,74.8410034,27.2740993,530.8599854,285.1010132,290.8940125,97.8513031,79.4549026,27.0736008,354.0650024,79.1841965,51.7765007,350.3410034,97.2108994,52.2626991,0.0
494.7319946,336.8210144,279.4450073,161.7279968,82.1378021,24.1765995,532.0189819,347.4949951,256.4179993,125.4140015,74.6969986,20.8906994,355.276001,123.1500015,48.6437988,351.9819946,141.1439972,51.0816994,3.4
501.5620117,306.3330078,240.7949982,128.3410034,71.330101,20.6903992,512.1929932,332.2229919,247.5690002,92.0305023,71.4748993,17.9241009,347.7669983,108.7190018,57.4322014,347.072998,127.0930023,48.4025993,0.0
504.4979858,321.2879944,271.4679871,151.1349945,78.5459976,22.3006992,519.7990112,332.5079956,250.1640015,113.7969971,72.0597992,19.1693001,344.0849915,114.0899963,50.0588989,343.2820129,131.0610046,50.0335007,6.8
510.8129883,327.6749878,276.4630127,163.9190063,79.8992004,22.9393997,520.2219849,338.3250122,250.6710052,128.9600067,72.3879013,20.1910992,343.2780151,118.9309998,47.6632996,347.7780151,136.345993,51.2170982,3.4
499.2330017,321.6149902,267.7000122,150.2059937,78.2482986,22.4589996,514.1660156,334.2529907,246.7220001,113.4660034,71.6034012,19.2430992,345.5910034,116.5410004,50.0214005,342.8930054,134.8679962,49.5603981,0.0
492.8869934,285.0710144,233.1589966,129.8470001,68.5563965,21.0867996,532.5880127,326.1409912,256.5840149,120.8130035,73.3432007,20.4820995,344.4249878,111.2839966,45.9724998,329.8330078,122.6080017,45.3937988,3.4
514.8070068,326.0589905,275.54599,138.6439972,79.803299,21.7635994,527.6380005,338.0870056,255.1410065,96.0904999,73.3491974,18.4141998,349.3469849,111.8600006,52.6306992,350.776001,129.9149933,49.8916016,6.8
512.8239746,266.9349976,276.6610107,119.5530014,77.5636978,27.2758999,534.007019,287.2049866,295.7730103,106.0319977,80.050499,27.1669998,360.4979858,76.6502991,53.4659996,357.5780029,95.5248032,53.4777985,0.0
554.9160156,286.1629944,302.3309937,136.0130005,82.3464966,27.1224003,570.3610229,303.6350098,317.6570129,141.9700012,84.2863007,27.2775002,357.4150085,89.9766006,47.0507011,361.2919922,104.822998,52.3580017,0.0
553.78302,282.8210144,300.7319946,130.6589966,81.9885025,27.3048,569.6339722,300.506012,316.3699951,134.7899933,83.9814987,27.7884007,357.4119873,80.4521027,48.9357986,361.2980042,98.8673019,52.8133011,0.0
515.6849976,327.92099,277.2269897,145.1560059,80.2277985,22.1606998,528.2390137,339.2810059,255.7769928,105.4160004,73.5094986,18.9288006,349.67099,114.3600006,51.9370995,351.1140137,132.2440033,50.2394981,6.8
510.4570007,326.0610046,274.8500061,155.697998,79.4972992,22.4736996,519.5620117,337.5090027,250.0769958,120.6050034,72.2455978,19.8717995,343.1239929,117.3339996,48.4912987,347.6940002,134.5630035,50.9530983,0.0
516.4229736,329.8519897,278.8540039,151.4750061,80.6437988,22.5443001,528.7709961,340.2890015,256.2990112,114.4020004,73.6402969,19.4269009,349.9119873,117.197998,50.8599014,351.3970032,134.6430054,50.5786018,10.1
524.8590088,300.8190002,251.6869965,133.173996,72.9673996,21.1236,553.6149902,338.776001,267.8160095,119.7710037,75.9970016,20.3080006,347.5820007,112.9660034,49.1889,339.9590149,123.6719971,47.6963005,0.0
511.144989,275.9760132,264.9570007,124.8679962,74.9185028,25.2870007,553.2479858,310.1470032,291.5840149,106.7139969,80.0645981,24.7775993,355.4030151,92.6532974,50.1971016,347.5899963,107.5469971,50.2139015,6.8
512.7750244,266.8779907,276.5440063,119.1100006,77.5379028,27.2621994,533.9920044,287.0859985,295.6679993,104.3639984,80.0255966,27.1116009,360.4979858,76.8877029,53.6156006,357.5840149,95.7601013,53.5125008,0.0
494.7669983,328.4859924,278.2590027,165.3399963,81.5621033,23.7360992,516.6959839,332.7969971,245.598999,126.9639969,72.1072006,20.6921997,342.428009,122.4240036,47.0415993,341.8070068,141.1100006,50.8787003,0.0
485.8699951,254.1940002,261.0629883,116.3889999,73.4746017,26.9659996,543.2059937,290.0150146,296.6390076,93.3029022,80.7814026,26.8784008,357.0480042,80.6631012,49.2402992,347.8850098,98.0812988,51.0971985,6.8
490.9240112,264.7269897,231.7680054,119.3990021,68.1707001,23.9228001,545.2199707,299.8309937,261.0859985,92.3179016,73.9101028,22.2285995,356.7969971,98.3592987,52.2364006,345.5499878,112.0510025,50.1952019,3.4
500.0299988,295.1530151,237.8540039,127.25,70.4039001,21.3171997,535.5170288,332.7850037,257.2449951,97.1194992,73.9095001,19.3360996,349.9410095,107.5940018,51.5619011,336.0230103,122.2020035,46.5737,0.0
502.6789856,281.6860046,258.3919983,130.0339966,74.0865021,24.2777004,546.242981,319.0960083,286.5169983,113.1269989,79.6143036,22.7891006,357.3829956,104.3099976,48.7116013,346.1170044,115.7610016,48.0360985,3.4
473.3919983,317.7900085,256.9450073,148.5579987,76.634201,22.8941994,506.3789978,329.973999,240.9989929,115.6839981,71.2057037,20.0307007,345.0150146,118.7409973,50.0793991,342.552002,136.7129974,49.8376999,0.0
512.2440186,299.493988,245.0809937,131.0240021,71.6313019,21.2061996,542.0059814,337.1159973,261.6430054,111.0559998,74.7757034,20.2436008,347.6419983,110.8939972,49.4444008,340.8479919,122.572998,47.6035995,3.4
502.0220032,306.5639954,241.0859985,128.8339996,71.3873978,20.6795998,512.1290283,332.3800049,247.5059967,93.8635025,71.4626007,18.1697006,347.7709961,109.7180023,55.5903015,347.1870117,127.939003,48.5327988,0.0
491.821991,261.4760132,265.322998,117.3160019,74.8479996,27.1476994,512.3699951,282.0209961,283.2449951,100.4380035,77.302002,26.9986992,356.1180115,78.3093033,53.0124016,351.8940125,96.6893997,52.9555016,6.8
502.3129883,274.9840088,238.6690063,122.4000015,69.9645004,23.6683998,564.9970093,313.3359985,271.9190063,93.3015976,76.5951004,22.1278,360.0559998,101.0309982,51.9724998,353.1619873,114.0970001,49.8442001,0.0
494.7999878,337.1279907,279.8729858,163.8289948,82.2257004,24.2497997,532.1690063,347.5690002,256.5690002,127.3290024,74.719101,20.9158001,355.2359924,123.5550003,48.5970001,351.9570007,141.5390015,51.1503983,3.4
480.1860046,330.7860107,272.04599,161.1309967,80.2384033,23.9613991,510.1560059,340.2969971,244.3560028,125.4489975,72.1411972,21.2315998,349.0379944,122.9199982,47.6735992,352.9079895,140.3970032,51.7332001,0.0
501.243988,335.2309875,282.9089966,167.4830017,82.9728012,24.2059002,531.052002,345.802002,253.6900024,132.4409943,74.3956985,21.0730991,345.052002,125.5230026,47.4457016,344.8320007,142.9920044,51.3420982,10.1
512.6680298,266.1830139,275.3770142,114.1989975,77.2661972,27.0687008,534.3189697,285.7229919,294.7390137,92.1009979,79.7871017,26.5960007,360.6470032,78.7757034,57.6769981,357.8120117,97.7210007,54.3403015,0.0
494.8680115,329.3540039,278.5769958,167.1699982,81.6465988,23.7977009,516.9580078,333.6040039,245.8430023,132.6589966,72.1676025,20.6905994,342.3510132,122.7919998,46.8119011,341.7109985,141.3480072,50.6654015,0.0
494.6889954,336.67099,279.2109985,160.6210022,82.0915985,24.1408005,531.9299927,347.4389954,256.3250122,124.3519974,74.6827011,20.8803997,355.2940063,122.9290009,48.6161995,351.9909973,140.9389954,51.0377007,3.4
512.1710205,299.5299988,245.0469971,130.7799988,71.6228027,21.1636009,541.7730103,336.92099,261.4410095,110.3010025,74.7244034,20.1495991,347.5759888,110.7870026,49.6153984,340.8569946,122.6309967,47.6675987,3.4
500.8699951,302.0390015,239.4579926,128.9980011,71.1092987,20.6410999,508.8649902,328.9060059,244.4550018,95.5805969,71.1252975,18.4125996,345.5859985,110.9869995,53.5485001,347.7659912,129.1080017,48.9033012,0.0
502.3699951,302.6270142,240.9440002,124.9229965,71.2946014,20.5998993,510.6690063,326.9570007,246.8139954,89.2073975,71.0354004,17.5338001,346.9419861,105.887001,57.3130989,342.4689941,123.7539978,48.6333008,0.0
511.8059998,277.0209961,266.0559998,128.2129974,75.1541977,25.3964996,553.5700073,311.3349915,292.5979919,120.1399994,80.2829971,25.1327991,355.3989868,94.4281006,48.8510017,347.6109924,108.4710007,50.0311012,10.1
506.4410095,270.9710083,262.196991,122.9550018,74.6435013,25.9810009,548.2930298,302.6090088,289.1419983,98.9136963,79.6940994,25.2794991,359.9020081,88.558403,51.6590996,347.2860107,104.1009979,50.604599,0.0
502.9119873,263.4360046,239.1950073,117.9449997,69.3286972,24.1646004,555.8519897,297.2330017,267.7810059,95.4775009,74.8014984,22.8397007,356.82901,94.6773987,51.7354012,346.4809875,109.348999,50.2358017,0.0
494.75,329.8139954,278.3819885,166.5599976,81.6308975,23.8003998,517.0170288,333.9200134,245.8090057,133.9060059,72.1733017,20.7945995,342.3080139,123.4639969,46.9304008,341.6860046,141.8090057,50.5442009,0.0
505.0929871,320.8680115,271.2749939,148.6269989,78.4371033,22.0035,519.9450073,332.5100098,250.3619995,112.7170029,72.0634003,18.8286991,343.9570007,113.4960022,50.3264008,343.2680054,130.2420044,49.9989014,0.0
535.1610107,336.4039917,293.9899902,174.4779968,83.8153992,23.3680992,539.6409912,344.0450134,261.0849915,138.5269928,74.430603,19.9452991,344.2420044,119.8470001,46.7983017,347.2319946,138.0650024,51.2985001,0.0
