Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
0.659712,65.9909973,0.983147,152.397995,42.3726997,3.91293,0.442371,64.1672974,0.841196,132.8179932,46.5606003,2.9581201,217.5839996,68.232399,39.4905014,201.8480072,82.8462982,43.3377991,18.0
0.26076,45.4963989,0.361656,105.0350037,32.0994987,2.3843501,0.210394,44.4342003,0.341046,94.6436005,43.5633011,1.6358,210.9790039,63.1223984,38.5228996,208.4689941,68.6596985,41.1715012,18.0
1.19927,86.482399,1.31142,206.5350037,43.6006012,5.0102601,1.2193201,82.8562012,1.18226,171.3370056,43.7141991,3.6642499,218.2929993,77.1365967,39.3400002,205.7149963,83.4459,42.2155991,0.0
1.0929101,89.2652969,1.15768,213.6289978,48.2640991,5.89922,1.08342,82.5124969,1.2773,169.6360016,44.0908012,3.83091,219.8289948,84.0587997,39.4199982,219.9929962,89.4618988,42.8857002,0.0
0.802212,75.2376022,0.824996,185.0850067,50.4392014,4.4734502,0.73407,72.9872971,0.780887,166.0319977,53.5806007,3.3554399,216.3359985,70.1079025,38.3819008,199.9400024,80.7361984,41.8037987,9.0
0.62787,74.0519028,0.663025,192.0570068,57.2299995,5.2854199,0.594277,63.4966011,0.552873,147.3289948,49.6128998,3.14431,209.3809967,67.4291992,37.7430992,198.147995,79.1079025,41.0242004,27.0
0.406762,66.9599991,0.52399,171.1289978,54.8255997,4.6680598,0.352226,53.2113991,0.428798,121.6340027,45.2494011,2.4991,210.1519928,64.2882996,38.5029984,193.3059998,75.1517029,41.0696983,18.0
0.31875,61.3515015,0.498684,153.0720062,49.1738014,4.01122,0.282863,49.6548004,0.329018,112.2639999,44.8114014,2.24791,211.2630005,63.5609016,38.540699,198.7380066,71.4891968,41.3083992,0.0
0.756084,71.9765015,0.74322,177.9609985,49.7543983,4.4458499,0.650616,65.7317963,0.658825,150.7140045,50.3782997,3.08216,211.8390045,69.2667999,38.1930008,197.0919952,80.1722031,41.6111984,9.0
0.48067,69.8619995,0.590448,194.8200073,59.8516998,5.6551099,0.44743,56.9239998,0.405679,137.4830017,47.7624016,3.12293,210.8560028,66.2530975,38.0661011,199.8240051,78.7496033,40.5549011,27.0
0.419577,63.1654015,0.537133,158.276001,49.885601,4.0502501,0.356804,52.8754997,0.450599,119.9300003,44.9887009,2.4006701,209.3090057,64.2443008,38.4518013,190.6620026,76.7510986,40.8933983,18.0
0.423365,74.821701,0.535394,199.0249939,64.5852966,5.9018898,0.37625,54.9598999,0.414434,128.4440002,45.8414001,2.7683001,211.0599976,64.7408981,38.5643997,196.3179932,74.5370026,41.1693993,0.0
0.41259,68.3953018,0.580431,185.4109955,57.1613998,5.3596501,0.357324,54.0125999,0.333185,130.4640045,47.4272003,2.835,211.5070038,65.713501,38.0957985,201.8739929,77.3902969,40.5992012,27.0
0.918379,75.2126007,1.4404401,174.2610016,42.8008995,5.2586999,0.665223,76.1659012,1.16522,155.5090027,43.8324013,3.74389,219.7259979,76.7120972,39.4398003,214.6569977,90.1352005,42.7879982,0.0
1.01788,81.3563004,1.1264,190.2070007,45.1557999,4.8743401,0.887249,76.6791992,1.00483,160.7319946,43.9510994,3.4858201,218.3439941,77.5980988,39.2769012,209.7570038,84.3511963,42.4417,9.0
0.541873,71.544899,0.575273,182.8890076,56.4286003,4.98945,0.497407,60.0057983,0.497489,137.4120026,47.6689987,2.8422799,209.6390076,65.3984985,37.9127007,192.7149963,78.740097,40.137001,9.0
0.252691,44.7957001,0.356936,104.6699982,31.1580009,2.4697499,0.207569,44.1747017,0.327579,93.8447037,43.462101,1.61257,211.4559937,63.0822983,38.5261993,213.8200073,68.3110962,41.2142982,18.0
