M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
214.1640015,2667.9699707,47.6936989,413.9020081,186.2330017,15.9282999,165.9140015,2693.8999023,57.7341003,311.7090149,184.0039978,8.8605604,181.3470001,41.7807007,16.9097996,151.0359955,52.4726982,17.0883999,0.0
168.8099976,2724.9599609,42.4698982,423.5700073,188.1190033,14.2431002,113.6549988,2727.9899902,51.4831009,323.6149902,184.0379944,8.0247002,174.3569946,43.5928001,17.0459003,148.8829956,55.1352005,17.4419994,11.3
360.4679871,2410.9599609,70.3488998,304.1170044,203.1230011,24.2364998,346.1170044,2574.1999512,75.4886017,265.3619995,190.2059937,12.3931999,168.5740051,34.6022987,16.8701992,140.8049927,47.4275017,15.2241001,0.0
342.8359985,3478.0100098,48.9412003,545.1870117,159.8999939,13.5601997,311.855011,3572.7700195,57.8264008,464.2810059,159.4609985,7.7824302,172.6820068,63.6040001,20.2891998,149.6119995,79.2251968,19.3281994,0.0
299.9089966,3485.3100586,48.9040985,520.0969849,169.8139954,11.8993998,316.8519897,3100.2900391,66.3333969,377.8049927,144.7599945,5.1539202,156.9689941,61.1683998,19.9512005,146.6289978,74.9313965,17.8658009,0.0
505.7950134,2327.8000488,97.6735001,306.6640015,226.4570007,31.1107006,512.6900024,2499.8200684,99.789299,252.375,192.6199951,14.5165005,190.8840027,31.2133007,17.1485996,140.5800018,44.1102982,16.6842003,0.0
320.2929993,3490.3400879,49.9351997,514.6389771,167.6690063,12.2110996,331.625,3219.7600098,64.1500015,399.6480103,147.7559967,5.8376799,155.5149994,61.5662003,19.9197998,145.4170074,75.9106979,17.4591007,22.5
261.9970093,2487.8100586,64.2101974,343.006012,211.4640045,21.6592007,249.6549988,2588.9299316,73.3272018,278.8640137,191.8370056,11.7516003,174.2400055,37.2444992,17.0997009,142.2890015,47.0592003,16.0995007,22.5
458.6799927,2477.8898926,86.4343033,354.8569946,213.8329926,26.3267002,448.5650024,2565.1201172,90.6798019,271.2869873,189.8289948,12.6271,183.253006,35.4616013,16.8286991,141.8589935,47.8376007,15.6545,0.0
115.7429962,2794.7800293,38.5648003,426.8720093,190.5429993,12.4714003,62.5643997,2765.2299805,44.9151001,338.8729858,183.7709961,7.11554,164.8679962,45.3992004,17.2369003,147.0180054,57.8815002,17.8880997,0.0
