DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
197.8860016,123.9789963,132.8899994,75.3420029,30.8533993,16.8020992,264.1440125,140.5820007,143.9340057,64.413002,37.8053017,12.2306995,73.267601,1824.3599854,6.0714898,161.1829987,111.7839966,64.2238998,68.8992004,1683.5300293,6.1249299,94.1631012,94.3955002,34.2669983,210.3209991,55.5503006,30.5837994,192.276001,70.7349014,25.7863007
186.9779968,89.1565018,138.6269989,67.781601,29.406601,18.6112995,219.7960052,99.1648026,129.522995,57.2495003,33.2820015,14.5994997,87.1763992,1716.0799561,8.9338598,144.3370056,113.5849991,81.5734024,83.6244965,1616.8800049,10.6726999,90.1904984,97.6853027,56.6725006,205.3359985,55.5704002,27.1973,185.6670074,68.8627014,23.5356007
199.973999,136.7039948,129.9109955,71.1949005,30.9944,15.8292999,258.3599854,153.7660065,145.6199951,63.6693001,37.3320999,10.9607,75.2673035,1792.2600098,6.3688402,149.2969971,105.0999985,52.3432999,70.347702,1680.7399902,6.57201,93.1837997,92.3766022,22.0737,211.2920074,61.1054993,30.9773998,193.2920074,82.1578979,26.9846001
199.6609955,130.2570038,130.003006,71.5356979,30.9645004,16.0091,257.2900085,148.1360016,145.0610046,63.7793007,37.3088989,11.1413002,75.2609024,1792.3499756,6.3988299,149.8540039,105.8799973,53.6991005,69.8862991,1679.8800049,6.5006199,93.1546021,92.3553009,23.1889992,211.2669983,60.6966019,30.6112003,192.7319946,81.0469971,26.8264999
200.0879974,136.6640015,129.8760071,71.1938019,31.0072994,15.8193998,258.5509949,153.8480072,146.3950043,63.8536987,37.3442993,10.8415003,75.3861008,1788.5600586,6.3716202,148.6329956,104.9860001,52.3684998,70.6080017,1681.0600586,6.60429,93.1836014,92.3828964,21.6093998,211.322998,61.3582993,31.1585007,193.0130005,82.5224991,27.0566006
204.548996,109.4840012,122.1480026,51.7617989,31.1947002,18.5606995,241.0590057,106.3649979,141.1170044,41.9225006,33.1464996,15.1736002,97.2304993,1668.8499756,10.5789003,119.1039963,117.4089966,107.1529999,101.5879974,1555.1199951,12.3462,84.7665024,110.6240005,79.5018005,202.9589996,48.5018005,25.1506996,203.4069977,61.0065994,22.7921009
206.3589935,118.6139984,119.7259979,59.8252983,31.4948006,19.9330006,235.2559967,116.4400024,118.8339996,45.0956993,32.8574982,15.1285,134.5399933,1432.1999512,19.3985004,141.7279968,112.75,198.8569946,142.8289948,1515.0799561,25.5207005,86.905899,107.0299988,131.3860016,207.4049988,44.0219002,33.5499001,195.798996,58.2610016,25.1674004
204.7630005,106.6050034,122.1039963,51.8088989,31.2131996,18.4944992,244.4100037,104.6819992,144.2449951,42.4362984,33.2156982,15.71,102.5979996,1645.2800293,11.3941002,119.572998,117.9850006,112.197998,105.1880035,1554.4799805,12.3799,84.7974014,110.6999969,77.7341995,202.7940063,48.1011009,25.3414001,201.0700073,60.9866982,23.1809998
195.878006,93.0679016,133.1519928,75.6719971,30.6984005,17.7954006,249.602005,113.4599991,135.7980042,67.092598,37.4912987,12.6672001,74.032402,1812.0400391,6.3381801,159.7129974,110.7070007,61.3196983,63.2677002,1678.2800293,5.8203201,93.6640015,93.7286987,28.8106995,210.7279968,57.8171005,28.1060009,189.8609924,74.6704025,25.0583
200.8840027,140.5709991,129.6929932,71.1464996,31.0839996,15.5587997,260.881012,157.9349976,151.897995,64.5282974,37.4276009,10.3905001,75.5764999,1770.4100342,6.2946,145.647995,104.5540009,55.6548996,72.2931976,1683.2199707,6.7486901,93.2738037,92.4860992,20.7306004,211.3320007,61.6721992,32.5806007,193.2489929,83.3401031,27.8801003
206.1990051,92.4806976,119.9530029,59.1643982,31.4843006,20.5172997,228.6940002,96.139801,123.7419968,46.5192986,32.7683983,15.8409004,145.1820068,1392.5999756,20.5273991,139.5460052,113.1660004,208.4519958,149.7259979,1515.0799561,25.4442997,86.9475021,107.1610031,123.8349991,206.7140045,43.9944992,29.4258995,187.5800018,59.3218994,23.4160004
212.5939941,111.3259964,126.2890015,60.1890984,32.196701,18.3302002,248.6349945,112.6360016,141.4900055,50.3674011,34.1717987,14.6843996,98.1950989,1686.6700439,10.4146996,134.6829987,116.4349976,105.137001,101.8470001,1595.0200195,11.1157999,87.6932983,110.2180023,64.7764969,198.0809937,49.2347984,27.3274994,194.6880035,63.8189011,23.0461998
197.1990051,114.5039978,132.9429932,75.0958023,30.8138008,17.1212006,259.4370117,133.2929993,142.8919983,65.0566025,37.7248993,12.1494999,74.004303,1805.4699707,6.2424102,158.3339996,110.310997,63.2118988,67.957901,1682.3900146,6.18576,93.9850998,94.1297989,29.3381996,210.4790039,57.0189018,30.0296993,191.0659943,74.5733032,25.8658009
197.3110046,117.3150024,132.9290009,75.0663986,30.8239994,17.0743999,260.2579956,135.5379944,143.5059967,64.9872971,37.743,12.1025,73.9796982,1804.5600586,6.2291999,158.2519989,110.2429962,63.4728012,68.3065033,1682.7099609,6.2210202,94.0077972,94.1595993,29.3479004,210.4649963,56.9575005,30.2569008,191.227005,74.6050034,25.9428005
203.7460022,94.2865982,130.3600006,74.947197,31.5170002,18.0421009,251.8820038,112.8700027,135.8350067,67.7639008,37.6375999,12.3381996,74.6406021,1800.1800537,6.5387998,158.1999969,109.3330002,58.6575012,63.9728012,1693.5400391,5.9408898,94.0196991,93.203598,26.0881004,212.3959961,59.917099,27.8822002,189.1690063,77.3480988,24.9447994
197.7660065,115.3740005,132.8789978,75.1809998,30.8269997,16.6082993,263.3800049,136.4880066,142.0010071,63.3079987,37.7756004,12.5025997,73.0538025,1834.75,6.0423899,162.6600037,111.8270035,63.9112015,68.3488007,1683.1800537,6.04,94.2012024,94.3802032,34.5144005,210.220993,55.035099,29.8426991,192.8639984,70.4037018,25.6301994
204.3959961,101.4940033,130.173996,74.2720032,31.5610008,17.2133007,254.8739929,121.5009995,139.0899963,66.1847992,37.6990013,12.0109997,74.6312027,1803.1899414,6.4274502,156.4539948,109.0350037,58.4701004,65.9011002,1695.75,6.0584302,94.2124023,93.3989029,26.6348,212.1199951,59.3576012,28.7169991,190.0269928,77.0679016,25.4318008
