Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
1.56222,162.2859955,1.6843801,518.8579712,126.7969971,30.8451004,1.45604,136.2899933,1.33788,371.4460144,119.9779968,19.5328007,211.2769928,61.0491982,30.9780998,193.6199951,82.2544022,26.9948006,5.6
1.5111099,169.4600067,1.46463,476.7390137,168.3190002,35.3207016,1.5467401,146.503006,1.63212,326.0169983,173.6860046,28.7618008,202.6880035,47.5359993,27.3155003,194.3589935,61.0530014,22.9304008,0.0
1.4579099,153.9459991,1.87233,549.992981,155.0070038,33.0052986,1.2837501,144.7610016,1.32172,406.0230103,152.2180023,24.9325008,210.026001,53.3415985,30.9740009,195.0059967,68.9680023,25.5547009,0.0
1.61787,147.8860016,1.48839,465.644989,168.7109985,35.1598015,1.5822999,129.7940063,1.62494,312.177002,174.5480042,27.6033993,202.9179993,48.0553017,25.1744003,204.2899933,60.9928017,23.6259995,0.0
1.38552,189.2619934,1.40552,495.4880066,164.8540039,36.2363014,1.4861701,167.9600067,1.62948,341.8200073,163.5119934,30.0874004,206.8670044,45.9073982,29.7542992,193.3800049,59.6041985,23.6725006,0.0
1.5078599,166.5200043,1.6263601,511.0379944,122.3000031,30.3649998,1.4101,137.576004,1.33376,355.8089905,115.2279968,17.3836994,211.4349976,62.6352997,32.3336983,194.6320038,84.7893982,27.5657005,0.0
1.62239,158.0099945,1.7941999,527.6560059,137.9129944,31.4067001,1.50148,135.0249939,1.34437,389.2189941,133.253006,22.1336002,211.1100006,58.9588013,29.4480991,192.5579987,76.8271027,26.3738995,0.0
1.35139,195.723999,1.38082,499.5239868,163.6990051,36.2136002,1.44592,172.2610016,1.62771,338.6640015,159.5780029,29.8871002,207.1560059,44.8277016,31.7852993,194.5220032,58.8903999,24.4713993,0.0
1.46461,178.7940063,1.43304,480.5589905,167.3320007,35.3283997,1.52672,155.0570068,1.63494,331.8540039,169.3630066,29.2049007,202.6490021,47.0586014,28.2957001,191.5189972,61.1744995,22.7807007,0.0
1.4895999,155.6069946,1.85235,545.2109985,153.9360046,32.8522987,1.35361,141.3379974,1.3214,400.5960083,151.5599976,24.3181992,210.2489929,55.0410004,30.2292004,192.7429962,70.0901031,25.6306992,0.0
1.48426,174.7019958,1.44489,478.8080139,167.5970001,35.3292007,1.53845,151.8399963,1.63399,330.644989,170.8359985,29.1359005,202.6430054,47.3064995,27.7257996,192.5720062,61.1091003,22.7800007,11.3
1.49035,162.2519989,1.78894,540.7869873,145.2259979,32.6478996,1.38165,138.6300049,1.31793,390.8160095,140.1119995,23.1495991,210.647995,57.6823997,28.6863003,190.0140076,74.8957977,25.3449001,0.0
1.3123699,203.7649994,1.36957,499.098999,164.7250061,36.0549011,1.4031399,181.4360046,1.6265,339.6170044,161.1909943,29.9006996,206.9250031,44.1431007,30.6256008,189.7929993,59.1344986,23.9085007,0.0
1.47585,159.3170013,1.81497,541.7310181,149.2400055,32.6850014,1.35373,140.3470001,1.31917,393.9580078,145.5980072,23.4822998,210.3919983,56.2108002,29.9626999,191.7030029,72.509697,25.7227993,0.0
1.30821,204.6970062,1.36835,499.1159973,164.8040009,36.0447998,1.3968,182.3910065,1.62624,339.3359985,161.2359924,29.8789997,206.9089966,44.0116005,30.5296001,189.3789978,59.1374016,23.8670998,0.0
1.56771,157.9779968,1.4804699,471.8779907,168.298996,35.3667984,1.5835299,138.4369965,1.63006,323.9140015,174.147995,28.6033001,202.6889954,48.0457993,25.6986008,197.9790039,60.975399,22.8602009,0.0
1.30361,204.802002,1.35177,504.9750061,162.4640045,36.1683006,1.3905801,177.9669952,1.62576,334.5379944,155.4309998,29.6410999,207.5279999,43.4686012,34.4788017,195.6260071,58.1016998,25.5088005,0.0
1.24751,212.5350037,1.32962,518.9699707,160.5330048,36.2826004,1.30707,181.3569946,1.62154,329.3399963,151.4880066,29.6741009,208.802002,41.5014992,41.1062012,208.7830048,56.6837006,29.5319004,0.0
1.50381,170.401001,1.45093,476.6619873,167.3359985,35.354599,1.56347,150.2640076,1.6341,334.3349915,170.973999,29.5328007,202.5460052,47.718399,26.6867008,192.9409943,61.0027008,22.5198994,11.3
1.57333,165.7510071,1.75644,524.2919922,136.4190063,31.2266006,1.44822,139.6679993,1.34126,374.1040039,130.9259949,20.6522007,211.2830048,60.0051003,29.4529991,190.720993,78.9148026,26.2283993,0.0
