M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
137.9349976,4110.4399414,30.6338997,400.4100037,128.9309998,13.5956001,186.3659973,4074.9099121,42.2212982,353.3559875,115.3300018,8.7628098,223.3699951,90.921402,134.1900024,209.2709961,105.8880005,47.4352989
103.3730011,4143.0800781,30.3383999,398.7279968,127.3590012,13.9045,144.197998,4096.5498047,42.1081009,352.8450012,118.7839966,8.64991,228.4609985,95.3594971,41.0980988,225.1439972,112.0080032,40.7753983
80.7444,4117.2998047,31.0620995,401.1340027,129.5010071,14.5880003,119.3899994,4056.7800293,42.2617989,356.2309875,120.1230011,8.79953,235.4600067,99.7951965,42.1632004,229.0339966,115.5500031,42.5628014
138.602005,4212.6098633,31.6033993,388.9259949,124.3690033,13.8913002,183.1640015,4204.6000977,43.5992012,348.526001,112.2450027,8.6721201,213.8390045,94.4077988,135.0310059,203.029007,105.9079971,42.3003998
83.6876984,4326.5200195,31.4111004,398.6600037,127.4329987,14.7978001,109.2139969,4357.8901367,42.2924995,348.9240112,117.4700012,9.0743504,225.102005,107.1669998,135.2749939,208.4210052,118.2529984,48.5437012
76.9098969,4228.1098633,31.9971008,402.7609863,122.663002,14.6350002,114.3430023,4193.0097656,42.2680016,345.6629944,115.4339981,9.1164999,230.8919983,92.1649017,40.9576988,227.5220032,115.6849976,41.5144997
117.2330017,4274.0297852,31.6282005,391.480011,126.9520035,13.7042999,153.6799927,4283.3100586,43.0886002,347.0360107,114.0660019,8.6188602,216.8880005,98.6542969,111.2610016,203.970993,110.9280014,38.8532982
158.6329956,4082.0300293,32.0407982,403.5499878,133.3269958,14.5951004,188.8470001,4042.4199219,41.7228012,358.9809875,119.4860001,7.62919,245.3829956,92.927002,43.1395988,218.7480011,105.2929993,37.7999992
142.0370026,4230.9399414,30.7581005,390.2070007,121.5270004,13.0684004,180.8110046,4264.1601562,42.7635002,347.7250061,108.9940033,8.7071104,210.1699982,102.6790009,141.7850037,190.9179993,108.2649994,40.3582993
125.3239975,4239.4599609,32.1980019,400.4339905,130.8809967,15.3612003,158.9199982,4239.2099609,42.1225014,348.625,118.8820038,8.3469496,236.9539948,97.8937988,38.6379013,213.2039948,111.9189987,35.6725998
177.6000061,4174.0297852,32.7703018,395.7890015,133.8379974,15.5608997,216.5160065,4189.1298828,42.8944016,349.4559937,118.8330002,7.8207402,240.8630066,95.1955032,39.5416985,211.5839996,106.8050003,33.4799004
