DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
499.1400146,321.8980103,267.4190063,149.1679993,78.2445984,22.5496006,514.2369995,334.8590088,246.7640076,114.2720032,71.6619034,19.6383991,345.7999878,117.5019989,50.3911018,343.1019897,135.7250061,49.6259995
504.5849915,321.0809937,271.3160095,150.0780029,78.4945984,22.2070007,519.7990112,332.45401,250.177002,112.7699966,72.0531998,19.0557995,344.04599,113.8000031,50.2103004,343.2669983,130.7440033,50.0023994
559.0949707,354.0130005,316.6000061,183.8329926,89.6184998,24.875,573.8049927,361.5400085,280.2999878,140.3190002,79.3116989,21.1508007,360.5249939,121.5179977,47.2201996,366.5010071,140.9299927,53.2475014
511.4500122,298.9909973,244.4600067,129.6490021,71.518898,21.2138004,541.434021,336.5320129,261.0620117,105.2789993,74.6656036,20.1061001,347.6340027,109.6559982,49.857399,340.7749939,122.0630035,47.5709
543.072998,347.3450012,308.3370056,181.503006,87.4542999,24.4078007,544.7139893,353.3280029,264.9419861,140.6940002,75.296402,20.7731991,351.7489929,122.0709991,46.1044006,352.0390015,141.076004,51.6935005
481.7460022,327.8129883,268.2950134,154.0809937,79.4104996,23.6849003,520.6119995,341.5329895,250.2440033,118.4609985,73.3936005,20.8015995,352.7049866,119.2129974,50.4620018,351.3680115,136.7160034,50.9570999
494.2340088,327.2900085,277.2990112,161.8840027,81.3566971,23.5949001,516.210022,331.5490112,245.029007,119.2910004,71.9852982,20.5942001,342.4729919,122.1060028,47.6953011,341.8370056,140.9120026,50.9939003
470.598999,288.0079956,222.3320007,123.1809998,67.1903,20.7879009,511.1459961,326.7770081,243.9100037,89.757103,71.2731018,17.9720001,349.4429932,105.2099991,55.3995018,335.2219849,121.9580002,47.0598984
488.868988,295.348999,231.3699951,126.9509964,69.8638,22.155899,552.2600098,341.2420044,264.3940125,92.7432022,76.6639023,19.9074001,354.04599,104.6640015,53.1036987,336.1530151,119.3769989,46.8967018
500.473999,295.3630066,238.7339935,128.4859924,70.5082016,21.1571007,533.125,330.1940002,256.4020081,95.8892975,73.6679001,18.7199993,350.7340088,107.3300018,53.1553993,337.1520081,121.9509964,47.3487015
499.9190063,294.7219849,238.2619934,128.1150055,70.4299011,21.344101,533.164978,330.1650085,256.4070129,93.6524963,73.7061005,18.8598995,350.973999,105.4140015,53.792099,337.1119995,121.1009979,47.2672005
499.1159973,321.5490112,267.4410095,149.1690063,78.209198,22.4645996,514.1400146,334.4049988,246.6920013,112.8889999,71.6156998,19.3649998,345.6659851,116.6809998,50.3544006,342.9580078,134.9949951,49.5577011
483.3429871,296.4200134,230.7429962,119.9749985,68.6350021,20.1438007,507.3330078,324.1700134,241.5780029,83.4082031,70.3384018,17.4820004,339.8850098,106.387001,51.5480003,334.9809875,123.3059998,47.4332008
543.09198,346.8460083,307.401001,176.7310028,87.2685013,24.2721996,544.4429932,353.2260132,264.6839905,137.9609985,75.2553024,20.8843994,351.8129883,122.5439987,46.5331001,352.0809937,141.6139984,51.517601
499.2829895,321.2900085,267.6799927,149.8710022,78.2045975,22.3476009,514.0700073,333.8569946,246.6529999,112.5630035,71.5571976,18.9561005,345.4630127,115.8899994,49.9085007,342.7609863,134.2610016,49.4710999
559.7210083,355.8529968,318.9299927,195.1119995,90.0852966,25.1665001,574.9019775,362.6839905,281.1960144,148.8679962,79.4832993,21.1541004,360.4100037,121.064003,46.4906998,366.4859924,139.5850067,53.5130997
500.8080139,295.3590088,238.9620056,129.6390076,70.5529022,21.2418003,533.5130005,330.5140076,256.743988,99.4031982,73.7494965,18.9902,350.8710022,108.1829987,52.6834984,337.1669922,121.7720032,47.3356018
502.6430054,280.7000122,260.2409973,130.3320007,74.4263,25.0918007,545.2069702,316.4129944,287.6820068,123.177002,79.7623978,24.3398991,357.2799988,99.0607986,48.2248993,346.4200134,111.9990005,48.5593987
495.9150085,277.4200134,233.2440033,126.9800034,69.0663986,22.8202,548.2189941,321.2869873,262.6019897,110.7689972,75.225502,21.4039001,355.131012,106.9629974,47.9026985,332.2720032,117.3529968,47.2266998
510.7460022,326.2619934,275.20401,157.173996,79.5524979,22.4720001,519.75,337.5809937,250.2749939,123.2850037,72.2677994,19.7835999,343.0589905,117.1279984,48.4799995,347.6669922,134.2910004,50.9994011
504.1000061,291.2520142,242.0099945,127.8040009,70.1878967,20.0344009,539.4500122,331.2749939,260.4670105,95.9812012,73.7875977,18.0186005,343.6440125,110.6320038,49.8022003,336.3850098,124.2229996,47.0209999
504.6099854,319.8190002,270.2550049,143.6230011,78.1913986,21.7598991,519.5310059,331.8680115,249.9470062,103.5279999,71.9704971,18.5184002,343.8540039,112.2330017,50.655899,343.1430054,129.1869965,49.7556992
512.151001,299.7919922,245.1130066,130.322998,71.6214981,20.9836998,541.0549927,336.3150024,260.8559875,109.3799973,74.5607986,19.8159008,347.3080139,110.7770004,50.0349007,340.8980103,123.0250015,47.8858986
510.5130005,327.3930054,275.9169922,161.3249969,79.8136978,22.9220009,519.9840088,338.2099915,250.4060059,125.4710007,72.3582993,20.3199005,343.3850098,119.3310013,47.7305984,347.8389893,136.7649994,51.1640015
505.743988,299.7860107,242.0019989,128.1609955,70.848999,20.5484009,537.8889771,335.8299866,258.7449951,98.6362991,73.9414978,18.5123997,346.0679932,109.4520035,51.770401,337.70401,123.9029999,47.5177994
512.1359863,299.4309998,244.9980011,130.8329926,71.6160965,21.2038994,541.9190063,337.0299988,261.5559998,110.288002,74.7584991,20.2201004,347.6369934,110.7369995,49.5018005,340.8389893,122.5149994,47.6015015
502.697998,263.0440063,239.0500031,117.2330017,69.2985992,24.2551994,555.6630249,296.6520081,267.6270142,93.3567963,74.7634964,22.9624996,356.8890076,92.7870026,52.8021011,346.553009,108.3580017,50.4430008
501.2369995,335.0929871,282.8399963,167.0839996,82.9544983,24.1870003,531.0089722,345.7479858,253.6560059,131.8200073,74.3888016,21.0720997,345.0669861,125.0090027,47.4426003,344.8399963,142.4810028,51.3396988
490.9559937,265.3450012,231.746994,120.3119965,68.1846008,23.7852001,545.4039917,300.9140015,261.20401,93.111702,73.963501,22.0389996,356.7690125,100.3130035,51.5022011,345.4379883,113.1740036,49.8809013
500.4760132,295.1239929,238.697998,129.0480042,70.5067978,21.2768993,533.3909912,330.3880005,256.6180115,97.1802979,73.7337036,18.9533997,350.9070129,107.3030014,53.0075989,337.1419983,121.538002,47.3017998
516.052002,329.1010132,278.1530151,148.8829956,80.4800034,22.4218998,528.5339966,339.9580078,256.0639954,110.7549973,73.5930023,19.2854996,349.8649902,116.1029968,51.3527985,351.3129883,133.871994,50.4411011
499.6870117,294.9309998,237.6009979,126.7860031,70.3608017,21.3575001,535.2650146,332.5119934,257.0140076,94.6443024,73.867897,19.2740993,349.9700012,106.3669968,52.1969986,336.0169983,121.6559982,46.6179008
