DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
197.8860016,123.9789963,132.8899994,75.3420029,30.8533993,16.8020992,264.1440125,140.5820007,143.9340057,64.413002,37.8053017,12.2306995,210.3209991,55.5503006,30.5837994,192.276001,70.7349014,25.7863007
186.9779968,89.1565018,138.6269989,67.781601,29.406601,18.6112995,219.7960052,99.1648026,129.522995,57.2495003,33.2820015,14.5994997,205.3359985,55.5704002,27.1973,185.6670074,68.8627014,23.5356007
199.973999,136.7039948,129.9109955,71.1949005,30.9944,15.8292999,258.3599854,153.7660065,145.6199951,63.6693001,37.3320999,10.9607,211.2920074,61.1054993,30.9773998,193.2920074,82.1578979,26.9846001
199.6609955,130.2570038,130.003006,71.5356979,30.9645004,16.0091,257.2900085,148.1360016,145.0610046,63.7793007,37.3088989,11.1413002,211.2669983,60.6966019,30.6112003,192.7319946,81.0469971,26.8264999
200.0879974,136.6640015,129.8760071,71.1938019,31.0072994,15.8193998,258.5509949,153.8480072,146.3950043,63.8536987,37.3442993,10.8415003,211.322998,61.3582993,31.1585007,193.0130005,82.5224991,27.0566006
204.548996,109.4840012,122.1480026,51.7617989,31.1947002,18.5606995,241.0590057,106.3649979,141.1170044,41.9225006,33.1464996,15.1736002,202.9589996,48.5018005,25.1506996,203.4069977,61.0065994,22.7921009
206.3589935,118.6139984,119.7259979,59.8252983,31.4948006,19.9330006,235.2559967,116.4400024,118.8339996,45.0956993,32.8574982,15.1285,207.4049988,44.0219002,33.5499001,195.798996,58.2610016,25.1674004
204.7630005,106.6050034,122.1039963,51.8088989,31.2131996,18.4944992,244.4100037,104.6819992,144.2449951,42.4362984,33.2156982,15.71,202.7940063,48.1011009,25.3414001,201.0700073,60.9866982,23.1809998
195.878006,93.0679016,133.1519928,75.6719971,30.6984005,17.7954006,249.602005,113.4599991,135.7980042,67.092598,37.4912987,12.6672001,210.7279968,57.8171005,28.1060009,189.8609924,74.6704025,25.0583
200.8840027,140.5709991,129.6929932,71.1464996,31.0839996,15.5587997,260.881012,157.9349976,151.897995,64.5282974,37.4276009,10.3905001,211.3320007,61.6721992,32.5806007,193.2489929,83.3401031,27.8801003
206.1990051,92.4806976,119.9530029,59.1643982,31.4843006,20.5172997,228.6940002,96.139801,123.7419968,46.5192986,32.7683983,15.8409004,206.7140045,43.9944992,29.4258995,187.5800018,59.3218994,23.4160004
212.5939941,111.3259964,126.2890015,60.1890984,32.196701,18.3302002,248.6349945,112.6360016,141.4900055,50.3674011,34.1717987,14.6843996,198.0809937,49.2347984,27.3274994,194.6880035,63.8189011,23.0461998
197.1990051,114.5039978,132.9429932,75.0958023,30.8138008,17.1212006,259.4370117,133.2929993,142.8919983,65.0566025,37.7248993,12.1494999,210.4790039,57.0189018,30.0296993,191.0659943,74.5733032,25.8658009
197.3110046,117.3150024,132.9290009,75.0663986,30.8239994,17.0743999,260.2579956,135.5379944,143.5059967,64.9872971,37.743,12.1025,210.4649963,56.9575005,30.2569008,191.227005,74.6050034,25.9428005
203.7460022,94.2865982,130.3600006,74.947197,31.5170002,18.0421009,251.8820038,112.8700027,135.8350067,67.7639008,37.6375999,12.3381996,212.3959961,59.917099,27.8822002,189.1690063,77.3480988,24.9447994
197.7660065,115.3740005,132.8789978,75.1809998,30.8269997,16.6082993,263.3800049,136.4880066,142.0010071,63.3079987,37.7756004,12.5025997,210.220993,55.035099,29.8426991,192.8639984,70.4037018,25.6301994
204.3959961,101.4940033,130.173996,74.2720032,31.5610008,17.2133007,254.8739929,121.5009995,139.0899963,66.1847992,37.6990013,12.0109997,212.1199951,59.3576012,28.7169991,190.0269928,77.0679016,25.4318008
200.2859955,137.3139954,129.8220062,71.1547012,31.0279007,15.7650995,259.0230103,154.5890045,147.7140045,64.0083008,37.3652,10.6794996,211.3450012,61.6110992,31.4727993,192.7870026,82.9157028,27.2131996
206.7799988,95.3012009,119.2249985,59.1052017,31.5580997,20.2710991,237.1799927,103.9960022,125.038002,43.9077988,33.1341019,15.0572996,206.9680023,41.9981003,30.4020004,185.5749969,58.8714981,23.9708004
196.6109924,103.1920013,133.0220032,75.2777023,30.7628994,17.3999004,255.2079926,123.6009979,139.8639984,65.7071991,37.6292992,12.3626003,210.5789948,57.419899,29.0667992,190.3509979,74.6927032,25.5090008
200.0110016,136.4600067,129.8990021,71.2067032,30.9988995,15.8329,258.394989,153.6029968,145.9140015,63.7599983,37.3362999,10.915,211.3059998,61.2089005,31.0401001,193.1490021,82.2929993,27.007
205.1670074,109.6190033,122.0220032,51.2863007,31.2437992,18.3915997,252.1829987,108.3239975,148.6269989,41.8223,33.4076004,15.9146004,202.8639984,48.0283012,25.2266006,203.0679932,60.9905014,23.5421009
197.2890015,114.2330017,132.9369965,75.1753006,30.8136005,17.0389004,260.0050049,133.3480072,142.4600067,64.8358994,37.7284012,12.2391996,210.4349976,56.5847015,29.9463997,191.3950043,73.417099,25.7707996
201.4340057,70.6984024,122.4929962,54.3200989,30.9101009,17.8120003,200.6710052,68.0449982,120.9000015,47.0449982,32.0882988,13.7688999,202.246994,48.8549004,23.3117008,191.8659973,61.3055,20.3922005
204.8320007,107.2440033,122.0889969,51.7010994,31.2185993,18.4820004,245.7769928,105.4540024,145.0780029,42.3195992,33.2476997,15.7559004,202.8040009,48.0812988,25.3381004,201.3339996,60.9860992,23.2546997
197.9609985,97.1903992,130.4779968,73.3945007,30.8435001,17.7278996,253.272995,117.2939987,140.8390045,65.2755966,37.2703018,11.7629995,211.5670013,60.7167015,28.2493,187.1329956,79.2153015,25.3118
207.1920013,131.8370056,118.9889984,61.0185013,31.5788994,19.9857998,245.3560028,130.5160065,115.0220032,44.3075981,33.1711006,14.8016996,207.9649963,42.6198006,37.2845001,198.1139984,57.641201,26.6541996
200.5769958,145.6920013,129.7290039,70.7492981,31.0522995,15.5559998,260.1380005,161.9499969,147.3190002,63.8200989,37.3792,10.5443001,211.375,62.0110016,31.7285004,193.7890015,83.9173965,27.2975998
200.0700073,136.552002,129.8809967,71.1998978,31.0055008,15.8241997,258.5100098,153.7380066,146.302002,63.8398018,37.3426018,10.8562002,211.3200073,61.3294983,31.1331005,193.029007,82.4742966,27.0454998
205.6970062,100.8190002,120.3669968,58.5237007,31.4192009,19.9906006,225.4629974,99.6360016,122.0199966,46.4561996,32.5723991,15.5402002,206.8320007,45.5662003,29.7999992,191.8430023,59.4990005,23.6385002
199.3280029,124.1350021,132.8930054,74.319603,30.9354992,16.0811996,271.3320007,145.4609985,143.9120026,59.8422012,37.9631996,12.8945999,209.7949982,53.0763016,29.6956997,196.3090057,69.1931,26.191
200.4649963,144.5970001,129.7619934,70.7937012,31.0422001,15.6007996,259.8200073,160.8529968,146.8809967,63.7607002,37.3698997,10.6239996,211.3609924,61.8702011,31.5806007,193.7510071,83.7559967,27.2306995
194.9109955,81.6740036,133.0619965,75.1867981,30.5842991,16.8859005,242.9669952,106.9140015,132.7250061,65.6589966,37.2818985,12.809,210.4069977,56.6318016,27.4328995,190.3110046,72.5055008,24.8349991
