H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
95.9643021,2712.5200195,11.8238001,75.7220993,57.2868996,40.2215004,121.5469971,2613.7600098,17.0221004,65.4517975,54.3249016,30.7567997,177.0950012,45.2761002,18.1893997,149.2720032,55.9886017,18.7155991
109.4970016,1793.2900391,14.2354002,59.4623985,52.8984985,35.1450996,66.6387024,1855.1800537,7.1520801,60.7260017,60.1581001,27.0666008,180.3639984,43.1095009,17.0648003,146.3840027,54.7979012,17.1590996
84.7894974,2561.3798828,9.91152,67.4372025,57.303299,33.3653984,81.5302963,2563.9899902,9.7093,68.186203,55.8630981,26.1534996,163.5939941,51.0317993,18.3722992,147.2870026,62.3815002,18.4652004
63.1842003,2909.3500977,5.4665699,57.533699,36.5611,4.7213001,62.546299,2921.6398926,5.5199399,66.8936996,36.1329002,4.1227198,171.326004,57.0073013,19.7992992,158.6529999,66.4981995,21.0723991
131.2680054,1452.2199707,18.1434994,64.5218964,72.0854034,44.7123985,125.0569992,1316.2800293,18.5074005,60.4365997,76.3896027,34.5582008,186.2149963,35.9715996,16.8540001,143.5850067,47.5046997,15.9805002
133.2369995,2038.4899902,18.8325996,76.2652969,86.6252975,63.3487015,182.776001,1803.0500488,30.1065998,61.0332985,75.6712036,48.4440994,193.9299927,30.5405006,17.0028,142.5950012,43.2916985,16.5251007
65.9088974,3090.8400879,5.9593601,62.0196991,46.5523987,5.06389,51.8027992,3278.7700195,5.3056402,66.8047028,45.4557991,3.63886,158.7850037,57.8291016,19.9722004,148.6829987,69.3822021,18.3752995
121.3970032,1602.1099854,16.3995991,60.9975014,62.7503014,39.0555992,93.3043976,1526.3599854,12.3275003,60.8067017,69.3563004,30.2367992,183.6660004,39.3422012,17.0723991,144.3950043,51.4539986,16.8435993
63.4952011,2971.2700195,5.57056,60.5681992,58.8857994,5.3151898,72.4578018,2903.8798828,6.5069499,67.1147995,58.9025002,4.0837898,150.401001,58.0589981,20.2660999,148.3049927,70.2457962,18.7805996
68.0851974,3373.8798828,6.6100402,66.0475006,46.8347015,5.0431199,56.4958992,3673.1999512,6.5171599,68.0123978,45.8440018,3.4297099,161.8569946,64.8800964,20.0667992,146.4450073,81.089798,18.0373001
61.2554016,3207.0400391,5.6466498,64.3554001,42.1685982,4.82974,63.5239983,3223.4399414,6.76864,67.1913986,42.8986015,3.9874201,171.3000031,58.4855995,20.4613991,153.2330017,71.8815994,21.1114998
62.1837997,3025.3701172,5.4903498,62.1829987,62.3049011,4.9755602,63.5337982,2973.1799316,5.88972,67.5064011,61.8339005,4.1177101,156.8289948,59.0004005,20.3071995,149.0140076,71.0936966,20.2903996
120.7720032,1838.7900391,16.6266994,71.8507996,95.569397,56.9323006,135.095993,1793.25,21.2952995,61.1080017,92.3566971,45.0716019,161.8910065,33.7435989,16.7192001,136.9349976,48.4682007,14.2103004
62.0503998,3176.2199707,5.6923499,64.0972977,42.7550011,4.86129,60.5098991,3203.1000977,6.3740401,67.3059006,43.2955017,4.08674,171.1130066,57.8530998,20.4291,153.7660065,70.703598,21.3953991
66.3007965,3190.0100098,6.1561899,64.0550995,54.1832008,5.1846299,56.2190018,3391.2099609,5.7190199,68.1644974,52.5213013,3.6350601,155.9869995,61.4807014,19.9328003,145.8009949,75.6829987,17.5904999
108.185997,1826.5899658,14.0811005,59.3623009,49.7575989,35.0769997,77.8672028,1895.0999756,8.40347,60.7182007,58.1142998,27.0960007,180.2079926,42.5419998,17.0238991,147.0019989,54.1968994,17.0443993
112.5049973,2490.5200195,14.9090004,73.8999023,57.3576012,50.9356995,168.9589996,2442.5100098,24.405899,62.2784996,51.5772018,39.5545998,187.0919952,38.3102989,17.7497005,149.8009949,47.4889984,18.3111992
61.6500015,3067.9299316,5.48668,62.7066994,52.1772995,4.9008698,63.3871002,3025.4899902,6.1220002,67.3308029,52.2647018,4.1329098,164.6119995,58.1302986,20.3827991,151.9680023,70.3539963,20.9391994
64.7845001,2977.4399414,5.6342101,58.6665993,41.6148987,4.9796,50.5582008,3133.6999512,4.8266401,67.1389008,40.4068985,4.0370898,163.4790039,57.7681007,19.5704002,154.4620056,67.1111984,19.7205009
133.7579956,2256.9199219,18.9202995,76.7102966,61.8667984,59.7224998,208.5059967,2022.1800537,31.6156998,60.6259995,54.4869995,45.271801,200.4429932,32.1608009,17.0310993,146.7969971,41.0603981,16.6693993
61.4152985,3114.7199707,5.5272298,63.2844009,47.2685013,4.8671899,63.2083015,3090.2099609,6.3334398,67.2666016,47.6579018,4.0992999,168.1119995,57.9413986,20.4190006,152.9279938,70.4813004,21.1382008
95.710701,2225.3100586,12.0944004,59.6032982,42.3605995,31.3651009,77.7387009,2320.3000488,9.2327003,60.8493996,43.8037987,24.2255001,167.2149963,44.7333984,17.2047997,147.8029938,56.7826996,17.7975006
61.2042007,3024.9699707,5.3513298,62.0755005,49.6761017,4.8735399,67.8393021,2941.9899902,6.3222699,67.1076965,49.9472008,4.1712399,167.647995,57.8923988,20.4255009,153.276001,69.9412994,21.0195999
62.2689018,3251.9299316,5.8127699,65.0400009,39.6355019,4.8415399,61.0452995,3317.2099609,6.7107701,67.2195969,40.3681984,3.96416,172.9620056,58.7508011,20.4591007,153.5,72.4182968,21.1898003
65.3927002,3085.2900391,5.9388399,62.1557007,58.0940018,5.19626,57.8274994,3230.6298828,5.5827198,67.1523972,56.4317017,3.7923801,151.2339935,59.1987,20.1413002,147.2050018,72.0063019,17.5503006
