H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
115.612999,1565.0899658,14.0127001,127.0469971,116.5510025,140.7519989,119.4199982,1549.3900146,16.6189995,84.9991989,110.2310028,90.4666977,202.6230011,47.4096985,27.4435997,192.7689972,61.080101,22.7341995
124.3470001,1502.2600098,16.5646,135.5410004,113.6019974,166.8280029,131.4400024,1519.7600098,20.9300995,86.8582993,107.3929977,110.0579987,206.8619995,45.9510002,29.7028008,193.4349976,59.6272011,23.6548996
81.6479034,1780.0300293,7.60707,149.826004,116.072998,76.4671021,77.3552017,1668.0200195,7.8292999,90.8979034,98.1111984,46.8852997,208.9400024,52.979599,28.4818001,196.0690002,67.4468994,25.4652996
76.2682037,1748.7299805,6.13237,138.7579956,105.413002,63.2473984,73.5445023,1683.9499512,6.6032801,93.2631989,92.6812973,21.9799004,210.5720062,59.5567017,33.0368996,189.7700043,81.7767029,30.3139
103.6309967,1632.6600342,11.6350002,121.4150009,117.0709991,115.9499969,108.348999,1552.9300537,13.7476997,84.8900986,110.4779968,82.8740997,202.6239929,48.1865005,25.4365005,197.1170044,60.969101,22.4626999
110.1660004,1602.1800537,12.8444004,124.1989975,117.538002,128.1900024,113.1640015,1552.0200195,14.1416998,84.9246979,110.4840012,81.6736984,202.6690063,47.7859993,26.5335999,195.6529999,60.9977989,22.8857002
75.9459,1781.0100098,6.8512101,151.8930054,108.2699966,57.0640984,68.3899994,1676.2399902,6.3344998,92.8612976,92.2039032,24.1406994,211.576004,60.8154984,28.2087994,186.7299957,79.3631973,25.2588005
86.5531006,1745.2199707,8.5336704,147.0919952,115.3359985,89.8283997,83.7335968,1613.0400391,9.1398802,86.7727966,100.0780029,56.1339989,214.1759949,51.5371017,27.6753006,199.0330048,65.0945969,23.7710991
74.8590012,1803.2199707,6.4260502,152.6629944,108.2419968,56.8137016,68.2576981,1677.1099854,6.2396402,93.1092987,92.3011017,27.8458004,211.1080017,58.9794006,29.4951992,192.6329956,76.8932037,26.3997993
113.4449997,1576.3699951,13.5657997,126.0469971,116.5199966,135.1040039,117.6470032,1549.8499756,16.2576008,84.9975967,110.2509995,89.8252029,202.572998,47.6176987,26.9127007,192.9450073,61.0269012,22.6000004
73.3852997,1821.9300537,6.10179,160.8000031,111.4840012,63.9664001,68.5828018,1683.2099609,6.1206598,94.1277008,94.3335037,33.264801,210.3450012,55.8009987,30.3645,192.0850067,71.4972,25.7723999
136.3119965,1432.4799805,19.1056995,139.5209961,113.1539993,194.3119965,142.7960052,1516.2700195,24.3801994,86.9162979,107.1780014,122.7200012,206.9810028,44.5779991,30.9092007,191.371994,59.1194992,24.0480995
72.9135971,1836.0300293,6.0108099,163.1719971,112.0839996,64.2562027,68.8746033,1683.7199707,6.06147,94.2408981,94.4586029,35.3473015,210.227005,54.8655014,30.2996006,192.9179993,69.8079987,25.6217003
94.0718994,1685.3299561,10.0572004,147.779007,111.137001,105.3519974,88.0560989,1643.0699463,11.8955002,91.9857025,95.1548996,74.4318008,207.4459991,52.1674995,28.8502998,191.1490021,66.5811005,24.0867004
75.6313019,1782.1600342,6.43329,148.2940063,105.7360001,54.625,70.5353012,1680.5100098,6.57302,93.1446991,92.3802032,22.2152996,211.3090057,61.0918007,30.8575993,191.4620056,81.7496033,26.9393997
75.2545013,1792.5300293,6.3964,149.8480072,105.8410034,53.6170998,69.9067993,1679.9200439,6.50352,93.1569977,92.3566971,23.1557007,211.2669983,60.7067986,30.6287994,192.7890015,81.0883026,26.8353996
75.4153976,1788.0500488,6.4166298,149.2619934,105.8430023,54.0443993,70.0747986,1680.0600586,6.5257201,93.1436996,92.3579025,22.7355003,211.2960052,60.8978996,30.6830006,192.1569977,81.3565979,26.8456001
105.4440002,1623.5,11.9654999,122.1340027,117.1019974,118.8610001,109.8010025,1552.5400391,13.9914999,84.9065018,110.4629974,83.232399,202.6170044,48.0929985,25.6770992,196.5209961,60.9658012,22.5515003
102.0920029,1650.1800537,11.2573004,116.9110031,118.3970032,108.7659988,102.8509979,1555.4699707,12.0072002,84.6910019,110.8909988,76.9104996,202.9129944,47.9239006,25.1215992,204.7749939,60.9938011,23.8815002
75.9860992,1778.7299805,6.5873399,148.8289948,106.887001,56.6301003,69.913002,1679.0200195,6.4863701,93.0468979,92.3435974,23.1672001,211.3040009,60.6783981,29.7971001,188.7380066,80.5542984,26.3831997
73.7678986,1815.0400391,6.20432,159.6109924,110.8619995,62.9606018,67.1716003,1681.8199463,6.0653901,93.9829025,94.1222,30.7712002,210.4519958,56.6403008,29.5531006,191.2359924,73.3468018,25.6415005
73.0337982,1832.4599609,6.03194,162.5059967,112.0199966,64.1763992,68.7615967,1683.5400391,6.0706401,94.2046967,94.4272995,35.0376015,210.2660065,55.1213989,30.3428993,192.6269989,70.0709991,25.6497002
106.9970016,1612.9899902,12.2336998,144.9420013,112.2509995,114.3069992,102.2040024,1474.4300537,14.3184004,83.873497,94.8727036,67.4336014,203.1450043,53.5662994,27.3281994,179.8110046,70.444397,24.2157993
75.2177963,1793.5899658,6.3933201,150.0059967,105.8799973,53.6027985,69.8612976,1679.8599854,6.4956498,93.1596985,92.3570023,23.3283997,211.2559967,60.6309013,30.6000004,192.9100037,80.9595032,26.8288002
73.4621964,1829.9300537,6.0833802,158.8800049,111.1460037,61.521801,61.9147987,1677.1500244,5.6704202,93.6584015,93.6848984,31.1075993,210.4400024,56.7589989,27.3027992,190.1170044,72.6625977,24.7352009
73.5615005,1818.0899658,6.14533,160.1779938,111.1389999,63.6195984,68.1536026,1682.7700195,6.1159601,94.0748978,94.2518997,32.0421982,210.3860016,56.1659012,30.1019993,191.7689972,72.4272995,25.7581997
74.0585022,1811.3299561,6.3576002,159.8399963,110.6930008,61.1685982,62.8418007,1677.8900146,5.7969198,93.6261978,93.6853027,28.5830002,210.7720032,57.9688988,27.9937,189.727005,74.8364029,24.9955006
75.3729019,1789.2099609,6.3280301,147.9389954,103.9980011,50.3050995,71.1372986,1682.1400146,6.6889801,93.2197037,92.4037018,20.2231998,211.3659973,61.9435005,31.6362991,193.8430023,83.9235001,27.2530994
101.1849976,1646.0100098,11.2024002,120.4670029,117.1439972,112.2229996,106.1539993,1553.6199951,13.2740002,84.8560028,110.5230026,81.7662964,202.6750031,48.2900009,25.1828995,198.4730072,60.9911003,22.4473991
73.5034027,1820.9300537,6.13727,160.5449982,111.2549973,63.4986992,67.8868027,1682.5600586,6.0798402,94.072403,94.2426987,32.3278008,210.375,56.0657005,29.9085007,191.8130035,72.1660004,25.6879005
128.348999,1476.9100342,17.5207996,137.3110046,113.3759995,177.2160034,135.5189972,1518.3100586,22.3859997,86.879097,107.2919998,116.0999985,206.9660034,45.3829002,30.5252991,193.3130035,59.3154984,23.9612007
75.3522034,1790.2900391,6.4584999,150.3760071,106.7649994,55.4385986,69.2473984,1678.7800293,6.4179802,93.0951996,92.3162003,24.0858002,211.2720032,60.3721008,30.0774002,191.5050049,80.013298,26.5587006
74.4745026,1797.1600342,6.3771901,157.1139984,109.9309998,62.0317001,66.9832993,1681.2399902,6.1602998,93.8422012,93.9617004,27.3286991,210.6210022,57.9408989,29.3845997,189.826004,76.0886002,25.6975994
141.3399963,1375.8900146,22.5793991,154.7769928,112.1460037,232.723999,153.1179962,1510.6600342,28.9197998,87.0119019,106.6340027,145.0240021,208.8090057,41.6043015,41.1360016,208.1710052,56.8138008,29.3959007
75.2574005,1792.5699463,6.3673701,149.3289948,105.0780029,52.2928009,70.3469009,1680.75,6.5722599,93.1852036,92.3771973,22.0722008,211.2910004,61.0983009,30.9773998,193.3390045,82.1694031,26.9857006
144.6920013,1377.6600342,21.4195004,146.4499969,112.5559998,224.8419952,152.2120056,1512.5899658,27.5188007,86.9283981,106.8820038,136.6940002,207.6920013,42.8963013,35.4850998,194.9660034,58.1264,25.8057003
108.762001,1605.9300537,12.6000004,123.6640015,117.0800018,125.1220016,112.6869965,1551.7099609,14.5776997,84.9369965,110.4160004,84.3960037,202.6119995,47.9023018,26.1870995,195.3179932,60.9808998,22.6594009
73.8227005,1817.6300049,6.3782201,161.904007,110.9300003,60.8282013,58.0005989,1674.1300049,5.47505,93.3386993,93.3255997,28.5820007,210.9420013,58.2165985,27.1725998,189.5839996,74.6488037,24.5000992
75.2220001,1793.6500244,6.3642502,149.4819946,105.0579987,52.2244987,70.3181,1680.7299805,6.5683699,93.1884995,92.3784027,22.1560993,211.2810059,61.0387993,30.9529991,193.4669952,82.1246033,26.9804993
73.3209991,1833.1300049,5.9431601,156.2319946,111.1190033,61.2621994,62.9863014,1677.5400391,5.7190399,93.6952972,93.7314987,31.5555,210.2819977,56.540699,26.8626995,189.5019989,72.2751999,24.4946995
73.9766006,1813.4399414,6.3667498,160.5890045,110.7870026,60.967701,61.1766014,1676.5500488,5.6828299,93.5226974,93.5567017,28.5419006,210.848999,58.1124001,27.6427002,189.6360016,74.7990036,24.7957993
138.5160065,1404.9300537,20.5422001,144.6340027,112.4380035,211.951004,147.3589935,1513.2600098,27.2268009,86.9268036,106.8880005,139.0460052,207.6600037,43.2490005,35.3848991,197.0709991,57.7330017,25.9041004
73.8237,1817.1199951,6.4135299,162.6790009,110.9420013,60.7202988,56.8224983,1673.1700439,5.4124899,93.2549973,93.2265015,28.2968006,211.0330048,58.4264984,27.0541992,189.5420074,74.848999,24.4083004
118.2819977,1518.3000488,15.5445995,144.326004,109.3479996,160.9060059,123.3919983,1540.2199707,19.4528008,91.6034012,103.7259979,95.3303986,206.3959961,48.0643997,34.5671997,194.8560028,65.7089005,27.2567997
109.3590012,1606.8000488,12.6824999,123.7699966,117.5770035,126.3399963,112.3850021,1552.25,13.9439001,84.9166031,110.5029984,81.1932983,202.6690063,47.8353996,26.3787003,196.0079956,60.9898987,22.8833008
98.0434036,1688.6300049,10.3821001,135.6060028,116.3239975,105.0540009,101.762001,1595.2900391,11.0838003,87.7254028,110.1910019,64.2815018,198.0890045,49.2759018,27.4860001,194.3869934,63.9770012,23.0592003
120.7040024,1529.6700439,15.1111002,129.4880066,115.5940018,151.125,125.3649979,1546.9000244,19.0354996,85.0824966,109.9909973,99.1455994,202.5249939,47.0934982,27.9326,189.7250061,61.1296997,22.5338993
98.3686981,1685.9100342,10.6925001,134.6929932,115.7030029,104.2659988,100.3059998,1648.3199463,11.6386995,92.093399,111.1500015,69.3303986,194.8320007,48.6777992,26.6266003,197.1399994,61.5195999,24.3493996
74.0299988,1804.3599854,6.2459798,158.1840057,110.237999,63.2481003,68.0439987,1682.4499512,6.2003598,93.985199,94.1298981,29.1573009,210.4810028,57.0611,30.0841999,191.0549927,74.7274017,25.8934002
127.5650024,1481.1300049,17.4048004,137.2579956,113.3809967,176.3209991,134.8670044,1518.4599609,22.2182007,86.8722992,107.2959976,115.7490005,207.0,45.4039001,30.6762009,193.8990021,59.2867012,24.0382004
73.2153015,1826.3000488,6.06288,161.4819946,111.8600006,64.1955032,68.8438034,1683.5100098,6.1090398,94.1703033,94.4016037,34.4868011,210.3110046,55.4578018,30.5203991,192.3320007,70.5477982,25.7485008
73.3001022,1825.9399414,6.0904498,161.3639984,111.5940018,63.8083992,68.2767029,1682.9899902,6.0762801,94.1306,94.3237991,33.5435982,210.326004,55.6470985,30.0995998,192.1829987,71.2281036,25.6798992
