M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
320.2019958,3569.6699219,43.0071983,440.70401,235.2279968,15.7514,390.5230103,3561.5900879,59.1431007,401.2529907,237.6309967,9.3975496,222.7109985,70.2113037,40.5357018,203.6190033,82.7222977,43.3265991,18.0
287.7319946,3766.4699707,44.0354996,438.5440063,221.026001,13.8795996,341.4360046,3737.6599121,60.5401001,404.8460083,223.1799927,8.8416595,218.5209961,79.2276993,39.2815018,212.75,83.0011978,42.4777985,0.0
305.1860046,3630.1398926,43.3115997,430.2619934,216.9170074,13.6119003,348.5270081,3622.0800781,58.5828018,398.6960144,219.0690002,8.7616196,217.4720001,73.9414978,39.1837997,203.8059998,80.5140991,42.0872993,27.0
294.7640076,3745.6000977,53.6402016,460.5239868,245.4660034,16.3796005,378.6359863,3757.7099609,65.6371994,415.4660034,235.6719971,11.0492001,221.8240051,87.4108963,39.5407982,225.1929932,94.8126984,43.0357018,9.0
403.2940063,3431.6599121,43.9382019,459.1730042,257.5780029,17.5049,478.2590027,3476.7600098,57.8045998,421.3649902,260.8900146,10.9067001,212.5099945,65.870697,37.9914017,202.1589966,77.1707001,40.7801018,18.0
331.855011,3436.3400879,42.3260994,430.2600098,229.8029938,14.9757004,384.5549927,3468.7399902,55.7327003,394.9200134,229.4340057,9.0620899,211.7140045,68.8170013,38.1870995,196.2819977,80.2423019,41.5924988,9.0
476.8720093,3483.6298828,44.2066002,464.7749939,266.302002,18.0256004,526.8850098,3479.6101074,56.0923004,428.1279907,261.8859863,10.7363997,211.2740021,63.2546005,38.5418015,206.1640015,68.7860031,41.2509003,18.0
311.256012,3700.1201172,43.2827988,451.0610046,249.4779968,16.8941994,415.3670044,3637.2800293,59.8670998,409.9630127,239.9799957,10.9750996,223.9400024,72.4179001,40.6473007,210.7489929,87.4045029,43.6717987,0.0
378.9410095,3306.6398926,41.6464996,435.9079895,244.6649933,17.1968994,429.7460022,3331.5400391,54.2514992,393.8519897,246.7189941,9.85005,211.9329987,63.7389984,38.5900993,198.2850037,74.0819016,41.2598991,0.0
373.7839966,3268.0100098,42.2080994,434.4100037,243.7180023,16.9382992,424.2449951,3319.2099609,54.7014999,394.4150085,251.2830048,9.79354,211.2169952,64.6797028,38.5727997,196.6529999,74.0486984,41.2015991,0.0
