H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
52.3558998,1921.3499756,4.3214302,65.063797,41.410099,1.86071,55.1847992,1944.6700439,4.6781301,52.6855011,35.7008018,1.60463,245.3289948,94.8082962,43.2410011,221.2330017,105.887001,37.9044991
42.4104996,2004.6099854,4.49404,66.3467026,42.5251007,3.39517,48.2536011,2031.5899658,4.7607899,50.0299988,38.1767998,1.68636,244.6950073,90.7966003,42.3722,217.0050049,106.6490021,35.2755013
35.9497986,2182.9699707,4.4713101,69.4891968,43.6030006,5.2080498,42.4267998,2172.4699707,4.8695502,50.8638992,39.9150009,1.9155101,238.7689972,106.012001,39.6717987,218.6320038,119.8980026,38.9564018
44.5217018,1982.4100342,4.34549,68.6483994,42.0698013,2.92504,49.7476997,2008.8100586,4.6793599,51.7692986,37.200901,1.67477,246.8990021,92.6772995,41.7420998,216.5299988,107.8769989,38.8330002
53.6246986,1968.3399658,4.4211302,64.9279022,41.4310989,2.9026201,56.2574997,1991.2900391,4.6870399,49.8507004,35.7787018,1.66294,245.4069977,92.8759003,42.9040985,216.2910004,105.4329987,37.5433998
40.4651985,1977.7099609,4.3337302,67.2922974,42.2653008,2.26331,46.7585983,1983.8499756,4.8312101,55.4849014,38.3599014,1.62865,235.5480042,99.7033997,42.1500015,228.4360046,115.3840027,42.546299
37.1487999,2159.6000977,4.4888701,66.4352036,42.6198997,3.7142999,43.1831017,2152.6799316,4.8975101,51.2184982,39.4863014,1.8643301,230.3829956,103.0,38.5045013,213.1790009,116.0899963,38.6646996
44.4070015,1952.3199463,4.1841002,67.5073013,41.9252014,1.95498,50.213501,1963.7399902,4.7528901,56.328701,37.7823982,1.5969501,231.1499939,99.6453018,41.6029015,227.6519928,113.0630035,42.2478981
40.2858009,2168.0,4.6664901,64.6501999,41.551899,5.4556999,48.0750999,2188.4599609,4.8372502,49.0549011,38.3092003,1.9746701,238.6439972,102.6589966,36.7797012,208.904007,113.3980026,31.3020992
34.8363991,2135.1499023,4.74756,66.379303,42.7900009,2.7281899,37.2807007,2021.4100342,4.8883901,52.3059998,41.4608994,1.68773,228.3679962,99.3666992,39.0996017,215.9230042,117.3349991,40.3540001
