H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
33.0205994,2087.0100098,3.26278,240.6040039,94.0261993,26.0935993,38.0666008,2114.1201172,3.9103899,169.4730072,86.5223999,23.7318993,343.9630127,112.814003,54.0800018,347.368988,126.6910019,50.3097
27.2479,2095.5300293,3.5381401,267.9809875,94.7966003,27.1411991,35.9956017,2143.7199707,3.8487699,202.6009979,87.9011993,23.8019009,360.4509888,121.3310013,46.7345009,366.4609985,140.4779968,53.3336983
47.4269981,1984.9300537,5.2834702,199.8130035,115.7419968,53.0438004,55.2286987,2007.6400146,6.27005,135.7769928,105.5879974,42.5251999,353.8559875,80.7085037,50.6791992,350.1140137,98.8714981,52.1004982
31.2646008,2159.4299316,3.66293,241.0789948,98.3491974,31.1921997,37.7173996,2207.9699707,4.36901,160.2290039,85.3041,21.8635998,349.743988,113.4810028,52.7126999,351.1080017,131.897995,50.1565018
33.0306015,2122.7900391,3.5729699,232.2400055,93.3163986,25.1009998,38.5353012,2156.4899902,4.2202001,147.2319946,83.4609985,20.8176003,345.9530029,109.6230011,51.5125008,337.7160034,124.1809998,47.5667992
56.2062988,1976.4699707,5.6628098,191.8410034,115.4219971,68.972702,68.0605011,1958.8199463,6.8441401,127.9810028,106.0940018,49.9185982,360.5369873,77.3034973,54.8232994,357.6430054,96.2963028,53.740799
27.5781994,2113.75,3.69889,259.1629944,95.2302017,28.3992996,35.1657982,2158.3701172,3.8766501,199.7839966,87.8924026,24.3952999,351.822998,122.5250015,46.5307007,352.0979919,141.4450073,51.549099
27.4015999,2105.7399902,3.63363,265.3819885,95.0264969,26.9405994,35.4878998,2152.3200684,3.93238,202.522995,88.2438965,24.0242996,360.5,121.7659988,47.0009995,366.4869995,140.9089966,53.2394981
31.1102009,2088.1999512,4.4251199,236.0850067,98.4393997,24.7518005,36.7689018,2118.7099609,4.65624,170.973999,94.0253983,24.8465996,361.9429932,109.7519989,47.4790001,348.0669861,120.8219986,46.5727997
30.2766991,2143.3798828,3.74387,247.7590027,96.3809967,27.6546001,36.0736008,2182.4799805,4.2092199,182.1210022,86.9685974,23.3139992,345.7609863,118.2580032,49.2256012,343.1090088,136.4360046,49.799099
33.6074982,2153.3200684,3.52108,239.4340057,101.4589996,31.3539009,36.3227005,2193.1799316,4.32759,139.7039948,85.6697006,21.3966007,346.6910095,106.4160004,55.5051003,342.4179993,123.887001,48.6827011
28.6438999,2156.3701172,3.9172201,253.9960022,97.5447998,27.6306992,35.4033012,2199.2900391,4.2279401,196.3899994,89.6311035,24.7928009,349.0429993,123.7539978,47.9949989,352.9349976,141.2039948,51.7598991
35.9138985,2046.4799805,4.78864,217.6309967,105.6650009,30.3041,41.8740997,2075.0100098,5.2508502,154.7810059,98.7332993,30.4482002,355.3999939,96.5908966,48.2669983,347.5929871,109.7799988,49.8764
47.8590012,1983.3299561,5.49436,201.1009979,113.0690002,52.7338982,56.5633011,1992.6099854,6.4345698,138.1069946,104.2819977,42.2563019,357.20401,79.1917038,50.3638992,348.053009,97.5631027,51.1254997
33.7378006,2085.7199707,4.5165701,240.3800049,103.697998,31.4867001,39.6068993,2119.3300781,4.9113202,159.6179962,95.1377029,26.8103008,357.4039917,102.7819977,49.2388,346.0910034,114.9850006,48.0679016
33.5792999,2121.5700684,3.2758901,212.6959991,82.0781021,20.8887997,41.3681984,2153.8798828,4.1324801,134.298996,75.8289032,18.4088993,341.9710083,111.8399963,46.4738998,345.3070068,128.3970032,48.7961006
27.6152992,2104.0200195,3.6417999,263.0669861,94.027298,26.7500992,34.5521011,2146.6599121,3.90661,204.8739929,88.049202,24.4358006,351.7909851,122.2990036,46.1016998,352.1229858,141.0650024,51.7882004
33.5866013,2125.9699707,3.34763,228.5549927,88.8195038,23.1282997,39.2504005,2158.4099121,4.1127501,140.3609924,79.5709991,19.4992008,343.2820129,109.7099991,50.5965004,332.9129944,123.2080002,46.6133003
28.2574005,2102.1999512,3.58794,261.0690002,93.1647034,25.7269001,35.1088982,2143.6599121,3.9944999,201.0579987,87.2991028,23.9055996,351.7860107,121.762001,45.9914017,352.1099854,140.4360046,51.7262001
30.1924,2165.1999512,3.8282101,245.4170074,98.4223022,29.7301998,36.3708,2209.0900879,4.3371,176.7369995,87.3666992,23.4606991,345.7999878,117.586998,50.2876015,343.1059875,135.8029938,49.6394005
30.3764992,2120.5600586,3.57621,249.4859924,94.1633987,26.2751007,36.1060982,2156.6201172,3.97981,183.9900055,86.5764999,23.531601,343.1669922,117.7490005,48.3087006,347.7189941,135.0169983,51.0124016
28.7096004,2089.9199219,3.4008601,256.6940002,93.0245972,26.8661995,36.6833992,2132.0900879,3.8200901,191.1920013,85.8798981,23.1312008,344.2109985,119.6220016,46.9337997,347.2130127,137.8240051,51.2598
50.3751984,2010.4399414,5.3244901,203.9900055,114.7750015,58.8776016,59.7742996,2017.5500488,6.2595401,132.0110016,104.5619965,45.1123009,358.1199951,84.0047989,54.0682983,346.8569946,101.7440033,51.1871986
35.0474014,2077.5700684,4.5949202,234.4380035,105.0319977,33.2346992,41.1930008,2109.5800781,5.04737,156.4660034,96.3588028,28.0599003,357.3829956,100.9759979,49.3470993,346.1950073,113.7870026,48.2678986
30.2856998,2158.4599609,3.8724799,251.5189972,98.783699,28.3659,35.1925011,2195.8500977,4.26613,190.1450043,89.6059036,24.7054996,352.6480103,119.163002,49.6619987,351.3240051,136.7839966,50.985199
32.3428001,2104.0200195,4.3136101,259.0379944,101.2519989,28.7432995,38.1815987,2140.7700195,4.6435499,162.779007,91.2629013,24.0739994,356.2780151,104.9609985,49.6021004,347.8999939,116.6190033,47.4179993
34.0644989,2132.0500488,4.41044,236.2440033,113.3619995,37.6595993,41.7354012,2172.6999512,4.67624,138.2389984,98.6815033,28.3684006,364.0859985,103.0510025,53.8986015,348.3859863,117.1320038,49.5371017
31.9092007,2159.5300293,3.5831699,241.0659943,99.9776001,32.5077019,37.9380989,2209.4399414,4.3935399,150.6419983,84.8743973,21.0767994,348.8859863,110.6520004,54.7198982,348.2720032,128.9960022,49.1529999
44.8124008,2013.5200195,5.19454,209.8959961,112.7529984,49.1358986,52.5993996,2033.7600098,5.9856701,140.5720062,103.3529968,39.6916008,359.8380127,87.1815033,51.4543991,347.3559875,103.1849976,50.7514
33.2406006,2131.4099121,3.5592501,233.0099945,93.9692001,26.3327999,38.5573997,2166.6599121,4.25248,143.076004,83.2205963,20.8220005,350.2189941,108.2450027,52.1962013,337.1319885,123.0800018,47.4291992
29.6452999,2108.8601074,3.5336299,253.6699982,93.8928986,26.2460003,36.0237999,2146.6101074,3.92891,189.4089966,86.7819977,23.6014996,343.2380066,118.6429977,47.7857018,347.756012,136.0209961,51.1865997
47.7685013,2008.4200439,5.2758999,206.0910034,114.2300034,54.3308983,56.2741013,2023.2099609,6.1526899,136.0140076,104.3479996,42.6501999,359.8649902,85.4698029,52.8381004,347.4849854,102.3219986,51.078701
55.1206017,1977.5999756,5.6145201,189.8840027,116.7919998,65.8719025,65.5608978,1971.2299805,6.7485199,126.0759964,106.9830017,49.8516998,360.5180054,78.6516037,55.3030014,357.678009,97.4633026,53.8765984
30.2054005,2120.3898926,3.5931301,250.5010071,94.2289963,26.2714996,35.9440994,2156.5900879,3.9836299,186.0650024,86.7930984,23.6341991,343.2210083,118.1409988,48.1655006,347.7470093,135.4539948,51.0486984
30.8017998,2105.0300293,4.1830902,259.3890076,97.9753036,26.5305004,35.8913002,2143.6899414,4.4480901,165.9640045,89.3095016,22.6947994,348.5339966,110.1610031,48.4080009,331.0629883,122.4729996,45.3148994
