DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
549.5020142,320.4970093,268.4639893,142.8809967,76.2422028,20.2299995,549.4260254,341.2179871,268.92099,138.3450012,75.1415024,18.7532997,343.9630127,112.814003,54.0800018,347.368988,126.6910019,50.3097,0.0
559.1339722,354.6350098,317.4030151,188.0019989,89.7827988,25.0006008,574.1149902,361.803009,280.5239868,143.5429993,79.3536987,21.1469994,360.4509888,121.3310013,46.7345009,366.4609985,140.4779968,53.3336983,0.0
491.7579956,260.5020142,264.0880127,113.1610031,74.4934006,27.1082001,530.1669922,284.2139893,289.2449951,82.6128006,79.1207962,26.3943005,353.8559875,80.7085037,50.6791992,350.1140137,98.8714981,52.1004982,0.0
515.2589722,327.4530029,276.7319946,143.9140015,80.1332016,22.1667995,528.0780029,339.2200012,255.6289978,103.7860031,73.4977036,18.9277,349.743988,113.4810028,52.7126999,351.1080017,131.897995,50.1565018,0.0
505.8940125,299.9490051,242.1410065,127.8310013,70.8714981,20.4589005,537.6680298,335.5220032,258.5679932,97.2285004,73.8835983,18.3334007,345.9530029,109.6230011,51.5125008,337.7160034,124.1809998,47.5667992,6.8
512.6439819,266.5690002,276.0480042,117.2799988,77.4271011,27.1837997,534.0209961,286.5679932,295.2349854,98.6526031,79.9229965,26.8796005,360.5369873,77.3034973,54.8232994,357.6430054,96.2963028,53.740799,0.0
542.9060059,346.7279968,307.321991,176.4530029,87.2538986,24.2579994,544.3909912,353.1369934,264.6170044,136.8159943,75.2472992,20.8717995,351.822998,122.5250015,46.5307007,352.0979919,141.4450073,51.549099,3.4
558.8590088,353.9989929,316.6149902,183.9629974,89.6227036,24.8822002,573.7459717,361.4559937,280.1900024,139.5240021,79.2944031,21.1776009,360.5,121.7659988,47.0009995,366.4869995,140.9089966,53.2394981,0.0
550.992981,316.0209961,296.072998,144.1880035,83.052803,23.9120998,596.7349854,363.696991,327.6530151,129.4129944,89.5678024,23.1975002,361.9429932,109.7519989,47.4790001,348.0669861,120.8219986,46.5727997,0.0
499.4899902,322.7489929,268.3919983,153.3540039,78.4682999,22.7304001,514.4840088,334.9920044,246.9620056,117.7699966,71.6948013,19.7266998,345.7609863,118.2580032,49.2256012,343.1090088,136.4360046,49.799099,0.0
501.3529968,302.4089966,240.1840057,122.8130035,71.1452026,20.4661007,510.0109863,326.493988,246.0189972,86.8476028,70.8785019,17.6658993,346.6910095,106.4160004,55.5051003,342.4179993,123.887001,48.6827011,0.0
480.0799866,330.928009,272.0409851,161.5469971,80.237999,23.9596996,510.2290039,340.5140076,244.423996,126.6829987,72.1579971,21.2297001,349.0429993,123.7539978,47.9949989,352.9349976,141.2039948,51.7598991,3.4
