Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
1.0276,83.8386993,1.3350101,618.5410156,74.1621017,56.674099,1.10216,72.1432037,1.3242,473.4219971,64.3350983,52.3749008,345.7999878,117.5019989,50.3911018,343.1019897,135.7250061,49.6259995
1.00352,87.6855011,1.28135,593.8629761,74.5250015,54.6771011,1.04321,75.1793976,1.2694401,430.5360107,64.4869003,48.2103996,344.04599,113.8000031,50.2103004,343.2669983,130.7440033,50.0023994
0.989794,81.0038986,1.30092,626.8060303,74.3820038,57.644001,1.06467,72.5009995,1.43425,492.5780029,68.1315994,55.4594994,360.5249939,121.5179977,47.2201996,366.5010071,140.9299927,53.2475014
0.952437,93.3050003,1.33013,584.5159912,79.4484024,52.2556,0.984499,78.8872986,1.32723,380.5759888,65.3992004,46.5143013,347.6340027,109.6559982,49.857399,340.7749939,122.0630035,47.5709
0.98284,82.735199,1.28032,625.992981,75.5283966,57.0242996,1.08015,73.6248016,1.4288599,494.8380127,68.6156998,54.9905014,351.7489929,122.0709991,46.1044006,352.0390015,141.076004,51.6935005
1.08276,82.575798,1.37556,648.7650146,74.3920975,60.4208984,1.18621,71.7181015,1.44046,505.5740051,65.0386963,56.9762993,352.7049866,119.2129974,50.4620018,351.3680115,136.7160034,50.9570999
1.08407,85.1194,1.34007,614.6929932,75.7547989,56.8816986,1.18523,74.8751984,1.47832,503.4920044,68.455101,55.4421997,342.4729919,122.1060028,47.6953011,341.8370056,140.9120026,50.9939003
1.0515701,92.334198,1.33058,617.6040039,77.3619003,54.527401,1.06336,76.1882019,1.33272,391.4159851,63.4290009,46.0377007,349.4429932,105.2099991,55.3995018,335.2219849,121.9580002,47.0598984
1.05844,98.6656036,1.42671,629.5419922,83.5650024,57.1938019,1.11113,82.344101,1.43762,396.7390137,68.2891998,49.3965988,354.04599,104.6640015,53.1036987,336.1530151,119.3769989,46.8967018
0.986414,94.8659973,1.34299,624.1950073,79.4252014,55.5229988,1.00157,80.322403,1.33562,402.927002,66.6064987,48.1425018,350.7340088,107.3300018,53.1553993,337.1520081,121.9509964,47.3487015
0.988685,95.427002,1.3712699,625.7369995,80.4123993,55.7159996,1.00533,80.2449036,1.34867,406.519989,67.0078964,48.9558983,350.973999,105.4140015,53.792099,337.1119995,121.1009979,47.2672005
1.02522,85.1028976,1.31034,617.8209839,74.4861984,56.5792999,1.09692,73.0410995,1.3164001,466.1170044,64.4888992,51.6431007,345.6659851,116.6809998,50.3544006,342.9580078,134.9949951,49.5577011
1.15437,91.2658005,1.32321,591.9539795,74.4458008,52.5027008,0.996047,76.0251007,1.08093,379.9339905,61.7980995,42.9313011,339.8850098,106.387001,51.5480003,334.9809875,123.3059998,47.4332008
0.985474,80.858902,1.30739,626.2949829,74.6910019,57.0354004,1.08478,72.2474976,1.43019,496.8389893,68.1251984,55.0303001,351.8129883,122.5439987,46.5331001,352.0809937,141.6139984,51.517601
1.0211101,87.2854996,1.26581,616.6010132,75.0658035,56.408699,1.0885299,74.9196014,1.30452,455.0239868,65.0034027,50.5224991,345.4630127,115.8899994,49.9085007,342.7609863,134.2610016,49.4710999
0.981142,84.3295975,1.28127,625.125,76.0876999,57.5397987,1.0489,74.6747971,1.42149,479.6210022,68.6249008,54.6114006,360.4100037,121.064003,46.4906998,366.4859924,139.5850067,53.5130997
0.986397,96.0309982,1.35282,624.7739868,80.5570984,55.5499992,1.00211,81.9923019,1.34434,405.4769897,67.917099,48.6108017,350.8710022,108.1829987,52.6834984,337.1669922,121.7720032,47.3356018
0.954332,119.7450027,1.50071,590.8460083,99.0485001,56.7461014,1.04758,105.0960007,1.51688,388.0690002,85.1173019,50.8540993,357.2799988,99.0607986,48.2248993,346.4200134,111.9990005,48.5593987
0.983203,99.9832993,1.4754601,617.026001,86.3080978,56.9463005,1.13695,86.450798,1.63851,399.3380127,72.5361023,50.8989983,355.131012,106.9629974,47.9026985,332.2720032,117.3529968,47.2266998
1.00702,86.1661987,1.28599,591.0180054,74.3541031,54.1978989,1.06011,75.1952972,1.31071,448.5480042,65.5078964,50.6197014,343.0589905,117.1279984,48.4799995,347.6669922,134.2910004,50.9994011
0.844464,93.2218018,1.2126,601.7999878,76.3069,52.7434006,0.95217,79.9990997,1.22365,385.3049927,64.3692017,43.8056984,343.6440125,110.6320038,49.8022003,336.3850098,124.2229996,47.0209999
1.0011801,89.1334991,1.2663,592.7719727,74.3259964,54.4863014,1.03721,75.6989975,1.25287,417.7179871,63.5098991,46.8451996,343.8540039,112.2330017,50.655899,343.1430054,129.1869965,49.7556992
0.949171,91.3013992,1.2966599,582.2119751,77.2534027,52.023201,0.977802,76.7888031,1.30557,373.4429932,63.6048012,45.2795982,347.3080139,110.7770004,50.0349007,340.8980103,123.0250015,47.8858986
1.01184,84.7220993,1.31532,593.6560059,74.7528,54.5325012,1.07126,74.4617996,1.33413,469.3529968,66.5851974,52.5516014,343.3850098,119.3310013,47.7305984,347.8389893,136.7649994,51.1640015
0.945007,91.0878983,1.25511,584.914978,75.731102,52.0597,0.981745,75.8211975,1.25432,371.4299927,62.2233009,43.4897003,346.0679932,109.4520035,51.770401,337.70401,123.9029999,47.5177994
0.949945,92.1800995,1.3123699,583.9810181,78.857399,52.1875,0.981786,77.5395966,1.32306,377.8330078,64.6297989,46.1007996,347.6369934,110.7369995,49.5018005,340.8389893,122.5149994,47.6015015
0.975665,117.4960022,1.68432,596.6610107,102.2910004,56.4766998,1.0455101,104.7419968,1.54448,395.7210083,87.792099,51.3216019,356.8890076,92.7870026,52.8021011,346.553009,108.3580017,50.4430008
1.2016799,81.0630035,1.3660001,628.9130249,74.8296967,58.3662987,1.29879,72.5302963,1.54365,505.9259949,67.6523972,56.5309982,345.0669861,125.0090027,47.4426003,344.8399963,142.4810028,51.3396988
1.00624,106.163002,1.59864,600.0819702,91.9989014,56.6189995,1.08068,92.767601,1.5827,396.3340149,77.9656982,51.3507996,356.7690125,100.3130035,51.5022011,345.4379883,113.1740036,49.8809013
0.987286,95.8271027,1.35926,625.1300049,80.5320969,55.6078987,1.00343,81.4586029,1.3463,405.9559937,67.655899,48.7458992,350.9070129,107.3030014,53.0075989,337.1419983,121.538002,47.3017998
